,campbell_male,campbell_female,tuple,soup_male,soup_female,co_male,co_female,average_male,average_female,female-male
0,-0.47678086,-0.68947726,"('unsociable', 'sociable')",0.3760043,0.31511006,-0.49360523,-0.53926504,-0.1981273,-0.3045441,-0.1064168
1,0.817876,0.72651947,"('unfriendly', 'friendly')",1.5938762,1.450937,2.8969595,2.6942158,1.7695707,1.6238907,-0.14568
2,-0.13461833,-0.111017704,"('unlikable', 'likable')",0.015291519,0.0017082319,0.26346248,0.35342112,0.0480452,0.0813706,0.0333254
3,-0.623366,-0.6424645,"('repellent', 'pleasant')",-1.6819032,-1.6267362,0.3152411,0.35527945,-0.6633427,-0.6379738,0.0253689
4,-0.16788049,-0.26374158,"('disliked', 'liked')",-0.35825375,-0.41923976,-7.466678,-7.5658298,-2.6642707,-2.7496036,-0.0853329
5,1.094815,1.0780948,"('distant', 'outgoing')",1.0817397,1.0273852,0.74902165,0.73726606,0.9751921,0.9475821,-0.02761
6,1.124153,1.1613079,"('distant', 'open')",1.439823,1.3952358,0.99481857,0.9539366,1.1862648,1.1701601,-0.0161047
7,-0.6776063,-0.62231874,"('insensitive', 'sensitive')",-0.84456605,-0.69484967,0.07126624,0.11706923,-0.4836353,-0.4000331,0.0836022
8,-0.05293942,-0.013854969,"('unaffectionate', 'affectionate')",0.5446625,0.47689652,1.3532383,1.1905394,0.6149871,0.5511936,-0.0637935
9,1.0221174,1.1012034,"('unaffectionate', 'caring')",0.8899011,0.8217772,1.5728712,1.478293,1.1616299,1.1337579,-0.027872
10,-0.4265114,-0.42713013,"('unsympathetic', 'sympathetic')",-0.9940515,-0.91638464,-1.2072705,-1.1498543,-0.8759445,-0.831123,0.0448215
11,-1.3422,-1.3212662,"('unhelpful', 'helpful')",-0.39936167,-0.37686896,1.2207377,1.311652,-0.173608,-0.1288277,0.0447803
12,0.5665462,0.5936129,"('unsupportive', 'supportive')",0.6990388,0.74464417,-2.1671207,-2.1548076,-0.3005119,-0.2721835,0.0283284
13,-0.49031538,-0.5105453,"('impolite', 'polite')",0.14965174,0.15032044,-0.7749609,-0.68413526,-0.3718748,-0.3481201,0.0237547
14,-0.33175316,-0.40971133,"('antisocial', 'social')",-0.41576457,-0.48353648,-0.78916967,-0.82396626,-0.5122291,-0.5724047,-0.0601756
15,0.57762575,0.5065808,"('boring', 'funny')",0.69939286,0.59802115,0.4845799,0.53111744,0.5871995,0.5452398,-0.0419597
16,-1.5680635,-1.602054,"('unpopular', 'popular')",-1.4076049,-1.3280084,-0.0043058917,0.014082879,-0.9933248,-0.9719931,0.0213317
17,-1.3524222,-1.3156967,"('nasty', 'nice')",-0.7213387,-0.7276989,-0.4393679,-0.38382757,-0.8377096,-0.8090744,0.0286352
18,-0.9728984,-0.9127347,"('disagreeable', 'welcoming')",-0.34653443,-0.26646885,-0.7231479,-0.7657367,-0.6808603,-0.6483134,0.0325469
19,0.9056347,0.90068805,"('inhospitable', 'hospitable')",0.26025093,0.20768538,0.2843537,0.37045813,0.4834131,0.4929438,0.0095307
20,0.02578635,0.11824378,"('rough', 'thoughtful')",-0.23265128,-0.170485,0.13096492,0.04109136,-0.0253,-0.0037166,0.0215834
21,-0.12498197,-0.16633308,"('immoral', 'moral')",-0.40384144,-0.340441,-1.3104215,-1.145506,-0.6130816,-0.55076,0.0623216
22,0.21063225,0.08169142,"('untrustworthy', 'trustworthy')",-0.17990941,-0.21013466,-1.2540826,-1.3003302,-0.4077866,-0.4762578,-0.0684712
23,-0.061232302,-0.0976468,"('insincere', 'sincere')",0.45450982,0.5049149,6.1799808,6.1635475,2.1910861,2.1902719,-0.0008142
24,0.1269049,0.12685433,"('dishonest', 'honest')",-0.07215142,-0.044987112,0.58998734,0.5093197,0.2149136,0.1970623,-0.0178513
25,1.0158191,1.1032412,"('egoistic', 'altruistic')",1.6403029,1.6164367,2.0913603,1.998085,1.5824941,1.5725876,-0.0099065
26,1.1478322,1.0521185,"('hardhearted', 'benevolent')",1.7432054,1.5679718,2.023069,1.8782108,1.6380355,1.4994338,-0.1386017
27,0.59867984,0.63510287,"('hardhearted', 'softhearted')",0.6488545,0.61575496,1.6536695,1.4999362,0.9670679,0.9169313,-0.0501366
28,0.22647084,-0.026594525,"('disloyal', 'loyal')",0.04187563,-0.030795638,0.91058624,0.68310434,0.3929776,0.2085714,-0.1844062
29,-0.17601305,-0.28489318,"('unfair', 'fair')",-0.30346662,-0.35220852,-0.50636303,-0.6889285,-0.3286142,-0.4420101,-0.1133959
