,adt_male,adt_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.39876,-0.5527787,"('unsociable', 'sociable')",0.17320552,-0.02204668,-0.1127772,-0.2874127,-0.1746355
1,-2.175876,-2.2208257,"('unfriendly', 'friendly')",1.261064,1.092676,-0.4574059,-0.5640748,-0.1066689
2,0.7363634,0.7377059,"('unlikable', 'likable')",0.81691575,0.7849468,0.7766396,0.7613263,-0.0153133
3,0.48798016,0.61840254,"('repellent', 'pleasant')",0.81917906,0.8582832,0.6535796,0.7383429,0.0847633
4,-0.44791582,-0.48030856,"('disliked', 'liked')",-6.640881,-6.586525,-3.5443985,-3.5334167,0.0109818
5,-1.836003,-1.8486258,"('distant', 'outgoing')",-0.810427,-0.8021017,-1.323215,-1.3253638,-0.0021488
6,-2.1052117,-2.0817852,"('distant', 'open')",-0.6397598,-0.67646545,-1.3724858,-1.3791254,-0.0066396
7,0.15317838,0.24388996,"('insensitive', 'sensitive')",0.6487664,0.63630265,0.4009724,0.4400963,0.0391239
8,-1.8978066,-1.8939407,"('unaffectionate', 'affectionate')",0.3947028,0.35039687,-0.7515519,-0.7717719,-0.02022
9,-1.7525374,-1.7065701,"('unaffectionate', 'caring')",0.9468755,0.94496566,-0.4028309,-0.3808022,0.0220287
10,-0.029738227,-0.027629377,"('unsympathetic', 'sympathetic')",-0.15375365,-0.22939633,-0.0917459,-0.1285129,-0.036767
11,0.54413974,0.5112527,"('unhelpful', 'helpful')",1.9106158,1.9549389,1.2273778,1.2330958,0.005718
12,-0.48525202,-0.35665148,"('unsupportive', 'supportive')",-2.0863318,-2.0727963,-1.2857919,-1.2147239,0.071068
13,0.25769114,0.19176105,"('impolite', 'polite')",-0.39360246,-0.3491958,-0.0679557,-0.0787174,-0.0107617
14,1.2567451,1.1864301,"('antisocial', 'social')",0.47733393,0.40702218,0.8670395,0.7967261,-0.0703134
15,0.09338293,-0.09273701,"('boring', 'funny')",0.13852334,0.122503154,0.1159531,0.0148831,-0.10107
16,-0.80461067,-0.7208835,"('unpopular', 'popular')",0.37145612,0.42751038,-0.2165773,-0.1466866,0.0698907
17,-0.033671003,0.037778053,"('nasty', 'nice')",-0.7467484,-0.6862718,-0.3902097,-0.3242469,0.0659628
18,-1.1010162,-1.1035323,"('disagreeable', 'welcoming')",-0.4402576,-0.54387945,-0.7706369,-0.8237059,-0.053069
19,-1.5466374,-1.5488794,"('inhospitable', 'hospitable')",-0.58450955,-0.57163113,-1.0655735,-1.0602553,0.0053182
20,0.88367707,0.91914153,"('rough', 'thoughtful')",0.9109809,0.84963095,0.897329,0.8843862,-0.0129428
21,1.00873,0.9664854,"('immoral', 'moral')",-0.070016176,-0.12434268,0.469357,0.4210714,-0.0482856
22,-0.0053855106,-0.04080126,"('untrustworthy', 'trustworthy')",-0.7902575,-0.8787163,-0.3978215,-0.4597588,-0.0619373
23,0.10615251,0.1052819,"('insincere', 'sincere')",5.913771,5.8675995,3.0099618,2.9864407,-0.0235211
24,0.1751203,0.16526482,"('dishonest', 'honest')",0.80073464,0.77267927,0.4879275,0.468972,-0.0189555
25,-0.8926328,-0.8753556,"('egoistic', 'altruistic')",1.048474,0.9731929,0.0779206,0.0489186,-0.029002
26,-0.0089519285,-0.15454999,"('hardhearted', 'benevolent')",1.8261263,1.7220814,0.9085872,0.7837657,-0.1248215
27,-0.5023956,-0.44217533,"('hardhearted', 'softhearted')",1.0051187,0.93378645,0.2513616,0.2458056,-0.005556
28,-0.43505573,-0.4655399,"('disloyal', 'loyal')",1.1956375,1.1121328,0.3802909,0.3232964,-0.0569945
29,-0.5432677,-0.6108307,"('unfair', 'fair')",-0.7495759,-0.8933657,-0.6464218,-0.7520982,-0.1056764
30,1.1039234,0.98073053,"('intolerant', 'tolerant')",1.2472535,1.1727557,1.1755885,1.0767431,-0.0988454
31,-2.2964618,-2.277779,"('evil', 'good')",-0.8742495,-0.9563933,-1.5853556,-1.6170862,-0.0317306
32,0.049314514,-0.039332524,"('unkind', 'kind')",0.81718284,0.6585896,0.4332487,0.3096285,-0.1236202
33,-0.63403124,-0.6413341,"('wrong', 'right')",-0.7067139,-0.7387463,-0.6703726,-0.6900402,-0.0196676
34,0.0076580346,0.12488041,"('mean', 'honorable')",5.664652,5.7853045,2.8361549,2.9550924,0.1189375
35,-1.1421734,-1.2045702,"('corrupt', 'incorrupt')",-0.62732637,-0.6715369,-0.8847499,-0.9380535,-0.0533036
36,-2.0353024,-2.0743604,"('hostile', 'amicable')",-0.21920657,-0.33890587,-1.1272545,-1.2066331,-0.0793786
37,0.19418406,0.16344753,"('fake', 'genuine')",-0.16185623,-0.15557568,0.0161639,0.0039359,-0.012228
38,-0.9991494,-0.9760575,"('untruthful', 'truthful')",-0.0863667,0.014408998,-0.542758,-0.4808243,0.0619337
39,0.8163851,0.8738487,"('exploitative', 'cooperative')",0.20568627,0.22334024,0.5110357,0.5485945,0.0375588
40,-0.20718005,-0.12281805,"('stingy', 'generous')",-1.8626792,-1.8824227,-1.0349296,-1.0026203,0.0323093
41,-0.35847485,-0.36192718,"('unforgiving', 'forgiving')",0.30724487,0.20456165,-0.025615,-0.0786828,-0.0530678
42,0.7813837,0.80978596,"('unreliable', 'reliable')",-3.1516001,-3.1101606,-1.1851082,-1.1501873,0.0349209
43,0.28958106,0.2748605,"('irresponsible', 'responsible')",0.82099485,0.7761767,0.555288,0.5255186,-0.0297694
44,0.30472273,0.2940448,"('prejudiced', 'unprejudiced')",-1.6165745,-1.6349652,-0.6559259,-0.6704602,-0.0145343
45,0.35866225,0.34190106,"('incompetent', 'competent')",0.3938185,0.31166244,0.3762404,0.3267817,-0.0494587
46,0.5382081,0.61498785,"('uncompetitive', 'competitive')",-0.6408005,-0.632143,-0.0512962,-0.0085776,0.0427186
47,0.35590106,0.42067435,"('stupid', 'smart')",5.4407587,5.5296245,2.89833,2.9751494,0.0768194
48,0.16669449,0.15857512,"('unintelligent', 'intelligent')",0.7972368,0.7492548,0.4819657,0.453915,-0.0280507
49,-0.118528776,-0.049635228,"('unable', 'able')",-0.36499473,-0.29317093,-0.2417618,-0.1714031,0.0703587
50,-0.263799,-0.2588343,"('clumsy', 'skillful')",-0.1327025,-0.16394454,-0.1982508,-0.2113894,-0.0131386
51,0.12972644,-0.022125926,"('uneducated', 'educated')",0.5651811,0.5451957,0.3474538,0.2615349,-0.0859189
52,-1.136535,-1.1957887,"('irrational', 'rational')",-0.3555678,-0.39811078,-0.7460514,-0.7969497,-0.0508983
