,device_male,device_female,tuple,average_male,average_female,female-male
0,-0.16675273,-0.36042747,"('unsociable', 'sociable')",-0.1667527,-0.3604275,-0.1936748
1,1.1407943,1.1687222,"('unfriendly', 'friendly')",1.1407943,1.1687222,0.0279279
2,-0.25186247,-0.24828394,"('unlikable', 'likable')",-0.2518625,-0.2482839,0.0035786
3,-0.25302434,-0.2541698,"('repellent', 'pleasant')",-0.2530243,-0.2541698,-0.0011455
4,-7.1152015,-7.2238183,"('disliked', 'liked')",-7.1152015,-7.2238183,-0.1086168
5,-1.1220604,-1.0567133,"('distant', 'outgoing')",-1.1220604,-1.0567133,0.0653471
6,-0.5125972,-0.45791316,"('distant', 'open')",-0.5125972,-0.4579132,0.054684
7,0.69723713,0.72504777,"('insensitive', 'sensitive')",0.6972371,0.7250478,0.0278107
8,1.1142539,1.1469252,"('unaffectionate', 'affectionate')",1.1142539,1.1469252,0.0326713
9,1.7764655,1.8253909,"('unaffectionate', 'caring')",1.7764655,1.8253909,0.0489254
10,0.8534929,0.8005965,"('unsympathetic', 'sympathetic')",0.8534929,0.8005965,-0.0528964
11,2.0911124,2.1131847,"('unhelpful', 'helpful')",2.0911124,2.1131847,0.0220723
12,-1.3459036,-1.3626691,"('unsupportive', 'supportive')",-1.3459036,-1.3626691,-0.0167655
13,-0.24019316,-0.42660382,"('impolite', 'polite')",-0.2401932,-0.4266038,-0.1864106
14,-0.086495094,-0.25904498,"('antisocial', 'social')",-0.0864951,-0.259045,-0.1725499
15,-0.067516625,-0.14222138,"('boring', 'funny')",-0.0675166,-0.1422214,-0.0747048
16,-0.35916525,-0.34230915,"('unpopular', 'popular')",-0.3591653,-0.3423091,0.0168562
17,-0.59199804,-0.6148095,"('nasty', 'nice')",-0.591998,-0.6148095,-0.0228115
18,-0.6418561,-0.6672723,"('disagreeable', 'welcoming')",-0.6418561,-0.6672723,-0.0254162
19,-0.8472617,-0.8248234,"('inhospitable', 'hospitable')",-0.8472617,-0.8248234,0.0224383
20,1.1026059,1.1005055,"('rough', 'thoughtful')",1.1026059,1.1005055,-0.0021004
21,-0.24507174,-0.31783298,"('immoral', 'moral')",-0.2450717,-0.317833,-0.0727613
22,-0.97785276,-1.0724387,"('untrustworthy', 'trustworthy')",-0.9778528,-1.0724387,-0.0945859
23,5.8699636,5.8734684,"('insincere', 'sincere')",5.8699636,5.8734684,0.0035048
24,0.91559976,0.85538816,"('dishonest', 'honest')",0.9155998,0.8553882,-0.0602116
25,0.795989,0.87298965,"('egoistic', 'altruistic')",0.795989,0.8729897,0.0770007
26,1.2690504,1.2028965,"('hardhearted', 'benevolent')",1.2690504,1.2028965,-0.0661539
27,1.7049729,1.6674088,"('hardhearted', 'softhearted')",1.7049729,1.6674088,-0.0375641
28,1.6087667,1.5654796,"('disloyal', 'loyal')",1.6087667,1.5654796,-0.0432871
29,-0.76644903,-0.8966615,"('unfair', 'fair')",-0.766449,-0.8966615,-0.1302125
30,1.258939,1.1782942,"('intolerant', 'tolerant')",1.258939,1.1782942,-0.0806448
31,-1.5663255,-1.4522765,"('evil', 'good')",-1.5663255,-1.4522765,0.114049
32,1.0163921,0.9306873,"('unkind', 'kind')",1.0163921,0.9306873,-0.0857048
33,-0.31194705,-0.3127482,"('wrong', 'right')",-0.311947,-0.3127482,-0.0008012
34,4.878849,5.0174127,"('mean', 'honorable')",4.878849,5.0174127,0.1385637
35,-0.56705314,-0.5701737,"('corrupt', 'incorrupt')",-0.5670531,-0.5701737,-0.0031206
36,-0.298883,-0.30790374,"('hostile', 'amicable')",-0.298883,-0.3079037,-0.0090207
37,0.16509852,0.17770413,"('fake', 'genuine')",0.1650985,0.1777041,0.0126056
38,0.4006157,0.39733624,"('untruthful', 'truthful')",0.4006157,0.3973362,-0.0032795
39,0.40410408,0.37478644,"('exploitative', 'cooperative')",0.4041041,0.3747864,-0.0293177
40,-1.6615837,-1.6837944,"('stingy', 'generous')",-1.6615837,-1.6837944,-0.0222107
41,0.9015054,0.7737476,"('unforgiving', 'forgiving')",0.9015054,0.7737476,-0.1277578
42,-3.8964791,-3.8975837,"('unreliable', 'reliable')",-3.8964791,-3.8975837,-0.0011046
43,0.89883083,0.87112963,"('irresponsible', 'responsible')",0.8988308,0.8711296,-0.0277012
44,-1.9905152,-1.9677813,"('prejudiced', 'unprejudiced')",-1.9905152,-1.9677813,0.0227339
45,-0.39222705,-0.4513801,"('incompetent', 'competent')",-0.3922271,-0.4513801,-0.059153
46,-0.9123517,-0.9294048,"('uncompetitive', 'competitive')",-0.9123517,-0.9294048,-0.0170531
47,4.7436194,4.7323866,"('stupid', 'smart')",4.7436194,4.7323866,-0.0112328
48,1.461505,1.4708308,"('unintelligent', 'intelligent')",1.4615051,1.4708308,0.0093257
49,0.2977972,0.33702892,"('unable', 'able')",0.2977972,0.3370289,0.0392317
50,-0.51215553,-0.46916223,"('clumsy', 'skillful')",-0.5121555,-0.4691622,0.0429933
51,-0.04142791,-0.16035482,"('uneducated', 'educated')",-0.0414279,-0.1603548,-0.1189269
52,-0.894697,-1.0234908,"('irrational', 'rational')",-0.894697,-1.0234908,-0.1287938
53,0.14313816,0.23110454,"('uncreative', 'creative')",0.1431382,0.2311045,0.0879663
54,0.16890219,0.22304899,"('incapable', 'capable')",0.1689022,0.223049,0.0541468
55,0.6168178,0.5799813,"('incompetent', 'clever')",0.6168178,0.5799813,-0.0368365
56,0.3747864,0.26982218,"('impractical', 'practical')",0.3747864,0.2698222,-0.1049642
57,-3.1730845,-3.1550708,"('unimaginative', 'imaginative')",-3.1730845,-3.1550708,0.0180137
58,0.16715616,0.19669873,"('undiscriminating', 'discriminating')",0.1671562,0.1966987,0.0295425
59,-0.596837,-0.6535874,"('foolish', 'wise')",-0.596837,-0.6535874,-0.0567504
60,0.95241576,0.95523536,"('inefficient', 'efficient')",0.9524158,0.9552354,0.0028196
61,0.578495,0.43093398,"('illogical', 'logical')",0.578495,0.430934,-0.147561
62,0.100111134,0.12856525,"('incompetent', 'brilliant')",0.1001111,0.1285653,0.0284542
63,0.11231166,0.15193412,"('unperceptive', 'insightful')",0.1123117,0.1519341,0.0396224
64,-6.7649527,-6.8907795,"('shy', 'confident')",-6.7649527,-6.8907795,-0.1258268
65,0.11975239,0.018156108,"('insecure', 'secure')",0.1197524,0.0181561,-0.1015963
66,-1.1780795,-1.2363474,"('inactive', 'active')",-1.1780795,-1.2363474,-0.0582679
67,-0.039401483,-0.13495101,"('doubtful', 'determined')",-0.0394015,-0.134951,-0.0955495
68,-0.9277621,-0.9848645,"('dependent', 'independent')",-0.9277621,-0.9848645,-0.0571024
69,-1.7549416,-1.7165837,"('lazy', 'industrious')",-1.7549416,-1.7165837,0.0383579
70,-0.42045543,-0.4988986,"('lethargic', 'energetic')",-0.4204554,-0.4988986,-0.0784432
71,0.683137,0.78443944,"('diffident', 'self-confident')",0.683137,0.7844394,0.1013024
72,0.5631889,0.5784674,"('unambitious', 'ambitious')",0.5631889,0.5784674,0.0152785
73,-3.187643,-3.1015184,"('helpless', 'self-reliant')",-3.1876431,-3.1015184,0.0861247
74,0.15604424,0.05298061,"('undedicated', 'dedicated')",0.1560442,0.0529806,-0.1030636
75,-1.5039029,-1.3951645,"('meek', 'impulsive')",-1.5039029,-1.3951645,0.1087384
76,-0.20461428,-0.1472429,"('anxious', 'daring')",-0.2046143,-0.1472429,0.0573714
77,-1.1060642,-1.014307,"('unmotivated', 'motivated')",-1.1060642,-1.014307,0.0917572
78,0.012463383,0.109181985,"('nonresilient', 'resilient')",0.0124634,0.109182,0.0967186
79,-0.4355402,-0.374854,"('wavering', 'unwavering')",-0.4355402,-0.374854,0.0606862
80,-0.34888452,-0.44851798,"('dominated', 'dominating')",-0.3488845,-0.448518,-0.0996335
81,-0.5111866,-0.5395095,"('submissive', 'aggressive')",-0.5111866,-0.5395095,-0.0283229
82,4.9173594,5.0366187,"('poor', 'rich')",4.9173594,5.0366187,0.1192593
83,-0.22977597,-0.2519253,"('powerless', 'powerful')",-0.229776,-0.2519253,-0.0221493
84,0.69772553,0.72834235,"('inferior', 'superior')",0.6977255,0.7283424,0.0306169
85,-0.010098733,0.03772591,"('insignificant', 'prestigious')",-0.0100987,0.0377259,0.0478246
86,0.08296257,-0.07104709,"('uninfluential', 'influential')",0.0829626,-0.0710471,-0.1540097
87,-0.5354944,-0.46196127,"('unsuccessful', 'successful')",-0.5354944,-0.4619613,0.0735331
88,0.11651618,0.10344024,"('low', 'eminent')",0.1165162,0.1034402,-0.013076
