,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6359407,-0.9126467,"('unsociable', 'sociable')",-2.7431552,-3.009376,-0.2784968,-0.41292846,-1.2191976,-1.4449838,-0.2257862
1,-1.173223,-1.255032,"('unfriendly', 'friendly')",-0.7058331,-0.6491357,-0.93611866,-1.0555389,-0.9383916,-0.9865688,-0.0481772
2,1.8621917,1.9031855,"('unlikable', 'likable')",1.4284668,1.4585198,1.851761,1.8614318,1.7141398,1.7410456,0.0269058
3,0.01509644,-0.03819468,"('repellent', 'pleasant')",-1.5338964,-1.506374,-0.49976587,-0.47799903,-0.6728553,-0.6741892,-0.0013339
4,-0.03960145,-0.10972799,"('disliked', 'liked')",0.734947,0.7714672,0.84190875,0.81923634,0.5124181,0.4936585,-0.0187596
5,0.21746558,0.41633573,"('distant', 'outgoing')",1.1171055,1.325096,0.6023962,0.7236093,0.6456558,0.8216804,0.1760246
6,0.69349444,0.92549354,"('distant', 'open')",1.4112569,1.7035449,0.42331958,0.5512391,0.8426903,1.0600924,0.2174021
7,-0.3283643,-0.43828672,"('insensitive', 'sensitive')",-1.8922203,-2.0316184,-0.9330734,-0.9940818,-1.0512193,-1.1546623,-0.103443
8,-0.4657455,-0.47744521,"('unaffectionate', 'affectionate')",0.17203832,0.274467,-0.5314824,-0.5963379,-0.2750632,-0.2664387,0.0086245
9,0.03200765,-0.025416285,"('unaffectionate', 'caring')",-0.4683133,-0.4676187,-0.09369506,-0.20563036,-0.1766669,-0.2328885,-0.0562216
10,-1.0516487,-1.2632195,"('unsympathetic', 'sympathetic')",-2.575003,-2.7895994,-1.4377104,-1.5510314,-1.6881207,-1.8679501,-0.1798294
11,-0.17060497,-0.25138742,"('unhelpful', 'helpful')",-2.2345207,-2.4736538,-0.9292448,-1.0204147,-1.1114568,-1.2484852,-0.1370284
12,0.32919315,0.3651434,"('unsupportive', 'supportive')",-0.9420446,-0.94853634,0.41023132,0.4567769,-0.0675401,-0.0422054,0.0253347
13,-0.6425557,-0.7696156,"('impolite', 'polite')",-1.804742,-2.0433457,0.22362,0.18872029,-0.7412259,-0.874747,-0.1335211
14,0.041457687,-0.15287924,"('antisocial', 'social')",-1.2416255,-1.4643751,-0.10946515,-0.16776231,-0.4365443,-0.5950056,-0.1584613
15,1.1001881,1.0761571,"('boring', 'funny')",1.1902227,1.1197425,-0.041446317,-0.09941605,0.7496549,0.6988278,-0.0508271
16,0.4468752,0.46182334,"('unpopular', 'popular')",0.90936303,1.0708289,0.2790372,0.34330937,0.5450918,0.6253206,0.0802288
