,individual_male,individual_female,tuple,average_male,average_female,female-male
0,-0.5746194,-0.56946504,"('unsociable', 'sociable')",-0.5746194,-0.569465,0.0051544
1,1.628056,1.5720158,"('unfriendly', 'friendly')",1.628056,1.5720158,-0.0560402
2,0.003004782,0.104074486,"('unlikable', 'likable')",0.0030048,0.1040745,0.1010697
3,0.40721917,0.50160986,"('repellent', 'pleasant')",0.4072192,0.5016099,0.0943907
4,-6.754156,-6.871837,"('disliked', 'liked')",-6.7541561,-6.8718371,-0.117681
5,-0.10135351,-0.12077582,"('distant', 'outgoing')",-0.1013535,-0.1207758,-0.0194223
6,0.46700066,0.37923205,"('distant', 'open')",0.4670007,0.379232,-0.0877687
7,0.6630199,0.77310157,"('insensitive', 'sensitive')",0.6630199,0.7731016,0.1100817
8,1.3839828,1.286396,"('unaffectionate', 'affectionate')",1.3839828,1.286396,-0.0975868
9,1.3515408,1.3708265,"('unaffectionate', 'caring')",1.3515408,1.3708265,0.0192857
10,0.44681668,0.5184456,"('unsympathetic', 'sympathetic')",0.4468167,0.5184456,0.0716289
11,1.0835513,1.108131,"('unhelpful', 'helpful')",1.0835513,1.1081311,0.0245798
12,-1.8626618,-1.8473002,"('unsupportive', 'supportive')",-1.8626618,-1.8473002,0.0153616
13,-0.8556399,-0.7866248,"('impolite', 'polite')",-0.8556399,-0.7866248,0.0690151
14,-0.11846724,-0.14642578,"('antisocial', 'social')",-0.1184672,-0.1464258,-0.0279586
15,0.1758565,0.09870967,"('boring', 'funny')",0.1758565,0.0987097,-0.0771468
16,-0.5497319,-0.51236546,"('unpopular', 'popular')",-0.5497319,-0.5123655,0.0373664
17,-0.276035,-0.17199317,"('nasty', 'nice')",-0.276035,-0.1719932,0.1040418
18,-0.17200626,-0.19142309,"('disagreeable', 'welcoming')",-0.1720063,-0.1914231,-0.0194168
19,-0.30550033,-0.31700101,"('inhospitable', 'hospitable')",-0.3055003,-0.317001,-0.0115007
20,0.8331035,0.77586395,"('rough', 'thoughtful')",0.8331035,0.7758639,-0.0572396
