,fortune_male,fortune_female,tuple,brands_male,brands_female,home_male,home_female,&_male,&_female,secur_male,secur_female,inc_male,inc_female,average_male,average_female,female-male
0,0.2046449,0.07598737,"('unsociable', 'sociable')",1.1226853,0.9848528,1.3178997,1.1883361,0.7955239,0.71080726,-0.17417802,-0.2851149,-0.09452191,-0.1598326,0.5286756,0.4191727,-0.1095029
1,0.11269176,0.024447873,"('unfriendly', 'friendly')",-0.41375268,-0.3747955,-0.5406927,-0.4984182,-0.76583236,-0.7094917,-0.95038927,-0.9800766,1.9443154,1.7386352,-0.1022766,-0.1332832,-0.0310066
2,1.9241018,1.89618,"('unlikable', 'likable')",1.0276947,1.0810816,0.10644484,0.15955809,1.4865965,1.4899098,1.8704294,1.9364251,0.61043257,0.7413061,1.17095,1.2174102,0.0464602
3,-0.6910209,-0.5330038,"('repellent', 'pleasant')",-0.7904276,-0.5644957,-0.9393153,-0.89059764,0.015128091,0.18620822,-0.69270766,-0.6591878,-0.41626626,-0.32024914,-0.5857683,-0.4635543,0.122214
4,-0.43569466,-0.4491229,"('disliked', 'liked')",-0.736611,-0.6095012,-0.43984652,-0.41300806,-0.46427244,-0.41896084,-0.33760107,-0.33717746,-5.6431546,-5.6304617,-1.3428634,-1.3097053,0.0331581
5,0.022614777,0.038580447,"('distant', 'outgoing')",-1.0372746,-0.91583276,-0.5055542,-0.45720163,-0.60039216,-0.554802,-0.52852136,-0.49183267,0.034603503,-0.05317367,-0.435754,-0.4057104,0.0300436
6,-0.68178314,-0.6627533,"('distant', 'open')",-1.2660397,-1.1111094,0.19072491,0.28282017,-0.39743483,-0.30465522,-0.91762626,-0.8729609,0.75854784,0.6355427,-0.3856019,-0.3388526,0.0467493
7,0.9488856,0.92687106,"('insensitive', 'sensitive')",1.0609419,1.1202219,1.2083769,1.2432364,1.2168965,1.3086662,0.40560046,0.41874927,0.9141698,0.9610106,0.9591452,0.9964592,0.037314
8,0.7059611,0.6380269,"('unaffectionate', 'affectionate')",-0.4244825,-0.48330128,-0.27579194,-0.26492116,-1.6060097,-1.599776,-1.3059788,-1.3361005,0.96990913,0.75200623,-0.3227321,-0.3823443,-0.0596122
9,1.9749229,1.9222376,"('unaffectionate', 'caring')",0.9634978,0.99012417,1.2143718,1.2402121,-0.6329169,-0.5300667,-0.81846464,-0.8499929,1.5420735,1.4149048,0.7072474,0.6979032,-0.0093442
10,1.0215886,1.0214818,"('unsympathetic', 'sympathetic')",1.2565479,1.3180952,0.43501,0.4358371,0.35053682,0.4265267,-0.024102664,-0.052565426,0.5855644,0.5688127,0.6041908,0.619698,0.0155072
11,0.949862,0.97865224,"('unhelpful', 'helpful')",1.2707078,1.3379462,1.5890605,1.5671358,0.9498125,1.0177982,-0.020919535,-0.046901245,2.3195128,2.3515913,1.1763394,1.2010371,0.0246977
12,2.1847868,2.3049765,"('unsupportive', 'supportive')",1.7523184,1.9715302,2.0043461,2.1244779,0.7017844,0.9258213,-0.30742428,-0.25863,-0.9780289,-0.8821977,0.8929637,1.0309963,0.1380326
