,bandana_male,bandana_female,tuple,average_male,average_female,female-male
0,0.5473343,0.25055587,"('unsociable', 'sociable')",0.5473343,0.2505559,-0.2967784
1,0.29472834,-0.0019528605,"('unfriendly', 'friendly')",0.2947283,-0.0019529,-0.2966812
2,0.8361137,0.84077346,"('unlikable', 'likable')",0.8361137,0.8407735,0.0046598
3,-0.7141208,-0.62066305,"('repellent', 'pleasant')",-0.7141208,-0.620663,0.0934578
4,-1.5939646,-1.5624495,"('disliked', 'liked')",-1.5939646,-1.5624495,0.0315151
5,-0.042194974,0.010847975,"('distant', 'outgoing')",-0.042195,0.010848,0.053043
6,-0.3585901,-0.36191472,"('distant', 'open')",-0.3585901,-0.3619147,-0.0033246
7,0.07517058,0.024553105,"('insensitive', 'sensitive')",0.0751706,0.0245531,-0.0506175
8,0.5657735,0.45568863,"('unaffectionate', 'affectionate')",0.5657735,0.4556886,-0.1100849
9,0.65675724,0.51189154,"('unaffectionate', 'caring')",0.6567572,0.5118915,-0.1448657
10,-0.50348866,-0.69202805,"('unsympathetic', 'sympathetic')",-0.5034887,-0.692028,-0.1885393
11,0.6395331,0.55000305,"('unhelpful', 'helpful')",0.6395331,0.5500031,-0.08953
12,-0.3674451,-0.39431107,"('unsupportive', 'supportive')",-0.3674451,-0.3943111,-0.026866
13,-0.2749442,-0.2756457,"('impolite', 'polite')",-0.2749442,-0.2756457,-0.0007015
14,0.61896324,0.48570105,"('antisocial', 'social')",0.6189632,0.4857011,-0.1332621
15,1.2998929,1.095629,"('boring', 'funny')",1.2998929,1.095629,-0.2042639
16,-0.47789222,-0.47935566,"('unpopular', 'popular')",-0.4778922,-0.4793557,-0.0014635
17,-0.6448958,-0.51472694,"('nasty', 'nice')",-0.6448958,-0.5147269,0.1301689
18,0.07063988,0.111872904,"('disagreeable', 'welcoming')",0.0706399,0.1118729,0.041233
19,0.045348648,0.04466632,"('inhospitable', 'hospitable')",0.0453486,0.0446663,-0.0006823
20,-0.56277657,-0.51971686,"('rough', 'thoughtful')",-0.5627766,-0.5197169,0.0430597
21,-0.3513769,-0.35263693,"('immoral', 'moral')",-0.3513769,-0.3526369,-0.00126
22,0.098025426,0.031528853,"('untrustworthy', 'trustworthy')",0.0980254,0.0315289,-0.0664965
23,1.548121,1.3737785,"('insincere', 'sincere')",1.548121,1.3737785,-0.1743425
24,-0.09610064,-0.2525138,"('dishonest', 'honest')",-0.0961006,-0.2525138,-0.1564132
25,0.16335012,-0.019779077,"('egoistic', 'altruistic')",0.1633501,-0.0197791,-0.1831292
26,1.0032802,0.79860896,"('hardhearted', 'benevolent')",1.0032802,0.798609,-0.2046712
27,0.47141582,0.31851733,"('hardhearted', 'softhearted')",0.4714158,0.3185173,-0.1528985
28,0.05736684,-0.1670726,"('disloyal', 'loyal')",0.0573668,-0.1670726,-0.2244394
29,-0.5719717,-0.65672475,"('unfair', 'fair')",-0.5719717,-0.6567248,-0.0847531
30,1.0876424,0.98368514,"('intolerant', 'tolerant')",1.0876424,0.9836851,-0.1039573
31,-0.7419789,-0.6654762,"('evil', 'good')",-0.7419789,-0.6654762,0.0765027
32,0.8578229,0.65333104,"('unkind', 'kind')",0.8578229,0.653331,-0.2044919
33,-0.38439426,-0.39566892,"('wrong', 'right')",-0.3843943,-0.3956689,-0.0112746
34,0.78574836,0.8515218,"('mean', 'honorable')",0.7857484,0.8515218,0.0657734
35,-0.25766566,-0.31895006,"('corrupt', 'incorrupt')",-0.2576657,-0.3189501,-0.0612844
36,-0.50416875,-0.6348099,"('hostile', 'amicable')",-0.5041687,-0.6348099,-0.1306412
37,-0.12815996,-0.27048987,"('fake', 'genuine')",-0.12816,-0.2704899,-0.1423299
38,0.12788834,0.07454695,"('untruthful', 'truthful')",0.1278883,0.0745469,-0.0533414
39,0.08247724,0.17239082,"('exploitative', 'cooperative')",0.0824772,0.1723908,0.0899136
40,-0.870411,-0.98749626,"('stingy', 'generous')",-0.870411,-0.9874963,-0.1170853
41,0.42289448,0.24087587,"('unforgiving', 'forgiving')",0.4228945,0.2408759,-0.1820186
42,0.12777054,0.1372259,"('unreliable', 'reliable')",0.1277705,0.1372259,0.0094554
43,0.13103046,0.06202966,"('irresponsible', 'responsible')",0.1310305,0.0620297,-0.0690008
44,-1.0058582,-0.7429206,"('prejudiced', 'unprejudiced')",-1.0058582,-0.7429206,0.2629376
45,-0.0731891,-0.2336403,"('incompetent', 'competent')",-0.0731891,-0.2336403,-0.1604512
46,-0.45114613,-0.55436724,"('uncompetitive', 'competitive')",-0.4511461,-0.5543672,-0.1032211
47,1.9141238,1.8542908,"('stupid', 'smart')",1.9141238,1.8542908,-0.059833
48,-0.5258065,-0.5483783,"('unintelligent', 'intelligent')",-0.5258065,-0.5483783,-0.0225718
49,-0.7355964,-0.46072865,"('unable', 'able')",-0.7355964,-0.4607286,0.2748678
50,-0.06780396,-0.1406704,"('clumsy', 'skillful')",-0.067804,-0.1406704,-0.0728664
51,0.35381547,0.12755242,"('uneducated', 'educated')",0.3538155,0.1275524,-0.2262631
52,-0.15553096,-0.3861634,"('irrational', 'rational')",-0.155531,-0.3861634,-0.2306324
53,-0.54051876,-0.6739504,"('uncreative', 'creative')",-0.5405188,-0.6739504,-0.1334316
54,0.2785744,0.080952704,"('incapable', 'capable')",0.2785744,0.0809527,-0.1976217
55,0.04859536,0.048611127,"('incompetent', 'clever')",0.0485954,0.0486111,1.57e-05
56,1.2214519,1.1401608,"('impractical', 'practical')",1.2214519,1.1401608,-0.0812911
57,-1.2424322,-1.4947566,"('unimaginative', 'imaginative')",-1.2424322,-1.4947566,-0.2523244
58,0.51681465,0.3585676,"('undiscriminating', 'discriminating')",0.5168146,0.3585676,-0.158247
59,-0.024081845,0.0015156735,"('foolish', 'wise')",-0.0240818,0.0015157,0.0255975
60,0.4032487,0.4729805,"('inefficient', 'efficient')",0.4032487,0.4729805,0.0697318
61,-0.30526856,-0.4699807,"('illogical', 'logical')",-0.3052686,-0.4699807,-0.1647121
62,0.3517808,0.33174044,"('incompetent', 'brilliant')",0.3517808,0.3317404,-0.0200404
63,0.15644227,0.17571874,"('unperceptive', 'insightful')",0.1564423,0.1757187,0.0192764
64,-1.4873844,-1.4546185,"('shy', 'confident')",-1.4873844,-1.4546185,0.0327659
65,-0.13319686,-0.12779674,"('insecure', 'secure')",-0.1331969,-0.1277967,0.0054002
66,-0.9461947,-1.0729505,"('inactive', 'active')",-0.9461947,-1.0729505,-0.1267558
67,0.24733602,0.30641335,"('doubtful', 'determined')",0.247336,0.3064134,0.0590774
68,-1.0090909,-0.89957786,"('dependent', 'independent')",-1.0090909,-0.8995779,0.109513
69,-0.43961608,-0.34977806,"('lazy', 'industrious')",-0.4396161,-0.3497781,0.089838
70,0.55996895,0.40844202,"('lethargic', 'energetic')",0.5599689,0.408442,-0.1515269
71,0.98915595,1.0252961,"('diffident', 'self-confident')",0.9891559,1.0252961,0.0361402
72,-0.5179438,-0.47697994,"('unambitious', 'ambitious')",-0.5179438,-0.4769799,0.0409639
73,-0.48441085,-0.3749538,"('helpless', 'self-reliant')",-0.4844109,-0.3749538,0.1094571
74,0.67944056,0.50377744,"('undedicated', 'dedicated')",0.6794406,0.5037774,-0.1756632
75,-0.3362038,-0.2687497,"('meek', 'impulsive')",-0.3362038,-0.2687497,0.0674541
76,-0.12227095,-0.04532837,"('anxious', 'daring')",-0.1222709,-0.0453284,0.0769425
