,raymond_male,raymond_female,tuple,james_male,james_female,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,0.19285668,-0.09310911,"('unsociable', 'sociable')",0.6554997,0.27127737,0.38938433,0.2442595,-0.4881645,-0.65392023,0.1873941,-0.0578731,-0.2452672
1,-0.30079147,-0.5292493,"('unfriendly', 'friendly')",-0.94044524,-1.1576748,1.6205164,1.5404497,1.7381318,1.6119924,0.5293529,0.3663795,-0.1629734
2,1.5907321,1.6130399,"('unlikable', 'likable')",1.3839886,1.406774,2.753828,2.8777032,0.47954193,0.653799,1.5520227,1.6378291,0.0858064
3,-0.3359645,-0.29920465,"('repellent', 'pleasant')",0.63157594,0.6217511,-0.30778494,-0.28146428,0.2726228,0.30389056,0.0651123,0.0862432,0.0211309
4,-0.9737544,-1.071229,"('disliked', 'liked')",0.08132152,0.09924376,-0.037409063,-0.06610593,-5.776163,-6.0512652,-1.6765013,-1.7723391,-0.0958378
5,-0.6399804,-0.64434355,"('distant', 'outgoing')",-0.4413943,-0.40823993,0.83490443,0.8304584,-0.27281553,-0.20462605,-0.1298214,-0.1066878,0.0231336
6,-0.87607044,-0.891551,"('distant', 'open')",-0.7716886,-0.71246374,0.049403384,0.06102495,0.23982485,0.30211315,-0.3396327,-0.3102192,0.0294135
7,0.96856457,0.78026867,"('insensitive', 'sensitive')",0.14552483,-0.11826441,0.46482244,0.5250861,0.9278228,0.85593593,0.6266837,0.5107566,-0.1159271
8,-0.7001631,-0.7058503,"('unaffectionate', 'affectionate')",0.15793733,0.05885444,0.791212,0.77539414,0.4840746,0.46901274,0.1832652,0.1493528,-0.0339124
9,0.09659871,0.0033366308,"('unaffectionate', 'caring')",-0.17753422,-0.36033347,1.9108961,1.8450963,1.1119522,1.0885024,0.7354782,0.6441505,-0.0913277
10,1.0144649,0.7327906,"('unsympathetic', 'sympathetic')",0.5058473,0.049665973,-0.8229647,-0.77520007,0.18160756,-0.012459384,0.2197387,-0.0013007,-0.2210394
11,0.17251766,0.1733655,"('unhelpful', 'helpful')",0.20339733,0.12097686,0.06126624,0.05191875,2.017854,2.0545852,0.6137588,0.6002116,-0.0135472
12,0.69039303,0.6659061,"('unsupportive', 'supportive')",1.3502877,1.1888633,1.3003896,1.3788573,-1.3585927,-1.4911398,0.4956194,0.4356217,-0.0599977
13,1.3505318,1.188926,"('impolite', 'polite')",0.8067711,0.5795168,0.44726935,0.4715268,-0.060480013,-0.12464227,0.636023,0.5288318,-0.1071912
14,0.43441105,0.3227226,"('antisocial', 'social')",0.77553874,0.5678792,1.4190631,1.4194257,-0.7010407,-0.78697574,0.481993,0.380763,-0.10123
15,0.02305695,0.013325019,"('boring', 'funny')",-0.3392405,-0.19854796,-0.20628203,-0.19311944,0.050824963,0.0756353,-0.1179102,-0.0756768,0.0422334
16,-0.59134984,-0.5776517,"('unpopular', 'popular')",-0.1703183,-0.17354044,-0.013426118,0.03424457,0.49690518,0.48389506,-0.0695473,-0.0582631,0.0112842
17,-0.4216362,-0.41961068,"('nasty', 'nice')",0.17721942,0.1738785,-0.38187176,-0.2574371,-0.9754725,-0.81008375,-0.4004403,-0.3283133,0.072127
18,0.959371,0.8192717,"('disagreeable', 'welcoming')",0.4043683,0.20714408,-0.18160486,-0.07702901,-0.46477777,-0.4669203,0.1793392,0.1206166,-0.0587226
19,-0.41443533,-0.32611594,"('inhospitable', 'hospitable')",-0.4988302,-0.3999129,-0.14465722,-0.15780732,-0.31085163,-0.24394058,-0.3421936,-0.2819442,0.0602494
20,0.11777679,0.18511282,"('rough', 'thoughtful')",0.3160247,0.267085,-0.12635931,-0.10008367,0.8304093,0.8015018,0.2844629,0.288404,0.0039411
21,1.7520888,1.5869749,"('immoral', 'moral')",0.5528772,0.4122081,0.28126693,0.30950952,-0.84069306,-0.90615404,0.436385,0.3506346,-0.0857504
22,0.27895707,0.01955356,"('untrustworthy', 'trustworthy')",0.53143036,0.37561813,-0.35932216,-0.41090873,-0.9495083,-0.94880134,-0.1246108,-0.2411346,-0.1165238
23,0.86859155,0.6755605,"('insincere', 'sincere')",0.14625987,-0.18668249,0.3685774,0.312077,5.2466063,5.2935467,1.6575089,1.5236254,-0.1338835
24,0.41804662,0.302034,"('dishonest', 'honest')",3.721565e-06,-0.2574498,-0.004010197,-0.009998675,0.45471194,0.42987448,0.217188,0.116115,-0.101073
25,-0.6225904,-0.73609465,"('egoistic', 'altruistic')",0.10289161,-0.051862232,0.121555485,0.15957221,1.2960488,1.2799443,0.2244764,0.1628899,-0.0615865
26,-0.63537973,-0.6410968,"('hardhearted', 'benevolent')",-0.2613975,-0.36873507,2.043386,2.098979,1.6662682,1.5473335,0.7032192,0.6591201,-0.0440991
27,-0.5171004,-0.4383492,"('hardhearted', 'softhearted')",0.10501284,0.0042071966,-0.17733352,-0.15207417,1.3261858,1.2342477,0.1841912,0.1620079,-0.0221833
28,-0.07312294,-0.288773,"('disloyal', 'loyal')",-0.43963534,-0.7888705,-0.0021956712,-0.16963288,1.0365143,0.82266337,0.1303901,-0.1061533,-0.2365434
29,-0.61745226,-0.69621223,"('unfair', 'fair')",0.03288787,0.022665782,-0.5387331,-0.56014276,-0.71528685,-0.76940817,-0.4596461,-0.5007743,-0.0411282
30,1.7994039,1.6735157,"('intolerant', 'tolerant')",0.75802374,0.50565493,0.80054533,0.82417285,1.0422384,0.98461264,1.1000528,0.9969891,-0.1030637
31,-1.332828,-1.1804289,"('evil', 'good')",-0.37431785,-0.13128622,-0.63163555,-0.60164964,-1.4483159,-1.4020875,-0.9467743,-0.828863,0.1179113
32,-0.005347075,-0.31048584,"('unkind', 'kind')",-0.2296666,-0.5122543,0.43585944,0.41712108,1.0386887,0.89918345,0.3098836,0.1233911,-0.1864925
33,0.9816478,0.8058452,"('wrong', 'right')",0.23564053,0.09403698,1.3618901,1.3515625,-0.8403607,-0.8183623,0.4347044,0.3582706,-0.0764338
34,0.04055665,0.18835069,"('mean', 'honorable')",0.07598314,0.2206016,0.62416637,0.7001522,5.7067256,5.919954,1.6118579,1.7572646,0.1454067
35,-0.8984595,-0.8216603,"('corrupt', 'incorrupt')",-0.506438,-0.35922748,-0.86927944,-0.8991878,-0.38637596,-0.37070167,-0.6651382,-0.6126943,0.0524439
36,-1.4415169,-1.4575882,"('hostile', 'amicable')",-0.49234718,-0.47866303,0.8213638,0.7188958,0.032115404,0.006672238,-0.2700962,-0.3026708,-0.0325746
37,1.542507,1.4334072,"('fake', 'genuine')",0.34595996,0.31660548,-0.7151779,-0.72163886,0.45581627,0.46099937,0.4072764,0.3723433,-0.0349331
38,0.11303416,0.016993236,"('untruthful', 'truthful')",0.45746148,0.28262416,0.4643587,0.44911796,0.017655905,0.042364858,0.2631275,0.197775,-0.0653525
39,0.52687156,0.55752295,"('exploitative', 'cooperative')",1.1444031,1.1106807,0.6727894,0.79761827,-0.0024645473,0.010207527,0.5853999,0.6190073,0.0336074
40,1.107913,0.8263981,"('stingy', 'generous')",0.7394125,0.43722233,1.2520661,1.2961476,-1.3229507,-1.5259751,0.4441102,0.2584482,-0.185662
41,0.64505875,0.49692523,"('unforgiving', 'forgiving')",0.82900083,0.593402,1.1736643,1.139522,-0.0076153576,-0.039092954,0.6600271,0.5476891,-0.112338
42,1.442129,1.3079336,"('unreliable', 'reliable')",1.33935,1.2291454,0.79592913,0.885647,-2.1667776,-2.2325776,0.3526576,0.2975371,-0.0551205
43,0.5743488,0.6235856,"('irresponsible', 'responsible')",0.6083025,0.44577992,0.64317894,0.74244255,0.6425173,0.63461375,0.6170869,0.6116055,-0.0054814
44,-0.3972911,-0.34895578,"('prejudiced', 'unprejudiced')",-0.61415195,-0.45930162,-0.5023704,-0.38268584,-1.6513108,-1.4922842,-0.7912811,-0.6708069,0.1204742
45,0.13657331,-0.0014900751,"('incompetent', 'competent')",0.67896056,0.42061585,-0.6369431,-0.6549097,-0.4586342,-0.58870727,-0.0700109,-0.2061228,-0.1361119
46,0.7175429,0.5850652,"('uncompetitive', 'competitive')",0.4979454,0.25473848,0.9000894,0.9396093,0.022229884,-0.14328527,0.5344519,0.4090319,-0.12542
47,-0.2596876,-0.18553282,"('stupid', 'smart')",-0.096624754,0.01875116,0.8439758,0.8979444,4.834845,5.1012845,1.3306271,1.4581118,0.1274847
48,0.11131645,-0.0016421285,"('unintelligent', 'intelligent')",-0.3624648,-0.6035716,-0.95899296,-0.9084047,-0.02393743,-0.045093853,-0.3085197,-0.3896781,-0.0811584
49,-1.178401,-1.0873709,"('unable', 'able')",-1.0922816,-0.9738797,-0.8847408,-0.7694622,-0.62543726,-0.4780194,-0.9452152,-0.8271831,0.1180321
50,-0.033941388,-0.13733427,"('clumsy', 'skillful')",0.28852788,0.26110634,0.6165561,0.5578997,0.23281375,0.19291063,0.2759891,0.2186456,-0.0573435
51,0.67880464,0.45790458,"('uneducated', 'educated')",1.12076,0.92513496,-0.2966178,-0.3109502,0.43527287,0.33886832,0.4845549,0.3527394,-0.1318155
52,-0.44985533,-0.50209117,"('irrational', 'rational')",-0.2795206,-0.3170407,0.12724106,-0.037121795,-0.1547631,-0.2306349,-0.1892245,-0.2717221,-0.0824976
53,-0.27572435,-0.39641657,"('uncreative', 'creative')",-0.30016294,-0.3853136,1.5936955,1.5399039,1.3005519,1.1472081,0.57959,0.4763454,-0.1032446
54,-0.08346221,-0.12770209,"('incapable', 'capable')",0.19306895,0.10217123,1.4978092,1.4903636,0.8611623,0.903876,0.6171446,0.5921772,-0.0249674
55,1.6756601,1.4793208,"('incompetent', 'clever')",1.2476699,0.96249837,-0.853827,-0.77378994,-0.34195948,-0.3950351,0.4318859,0.3182486,-0.1136373
56,0.5005424,0.38576573,"('impractical', 'practical')",0.4913664,0.31983948,0.17334712,0.18107983,-0.110577844,-0.21423155,0.2636695,0.1681134,-0.0955561
57,0.3361498,0.106835954,"('unimaginative', 'imaginative')",0.4323394,0.08675006,-0.037674695,-0.00372261,-2.0873322,-2.3275049,-0.3391294,-0.5344104,-0.195281
58,1.4019945,1.3361444,"('undiscriminating', 'discriminating')",-0.013722483,-0.13072112,1.598887,1.5488709,0.45455715,0.37654558,0.860429,0.78271,-0.077719
59,-0.5122999,-0.4643085,"('foolish', 'wise')",0.038760453,0.038572118,0.7188351,0.6458798,0.28783256,0.30864748,0.1332821,0.1321977,-0.0010844
60,1.109042,0.9502322,"('inefficient', 'efficient')",0.45049834,0.1952048,-0.20409831,-0.14936498,-0.22442505,-0.18208963,0.2827542,0.2034956,-0.0792586
61,-0.005333787,-0.08424482,"('illogical', 'logical')",0.38111806,0.21667595,1.0695252,1.0223567,0.14879332,0.036786407,0.3985257,0.2978936,-0.1006321
62,1.4561129,1.4226888,"('incompetent', 'brilliant')",0.72447085,0.6245266,0.04261637,0.21709928,-0.1129477,-0.023319228,0.5275631,0.5602489,0.0326858
63,0.27110592,0.1899576,"('unperceptive', 'insightful')",0.47127038,0.37783486,1.1320212,1.1719136,1.2969322,1.2447177,0.7928324,0.7461059,-0.0467265
64,0.76686853,0.6145315,"('shy', 'confident')",0.92875654,0.82252556,0.76525676,0.70634097,-5.844297,-6.046785,-0.8458538,-0.9758467,-0.1299929
65,0.592784,0.31293753,"('insecure', 'secure')",0.4318729,0.09000032,-0.17547533,-0.21984439,-0.36866775,-0.43717852,0.1201284,-0.0635213,-0.1836497
66,0.5199347,0.6788638,"('inactive', 'active')",0.44674608,0.37983453,1.8670772,1.784791,1.4874572,1.425584,1.0803038,1.0672684,-0.0130354
67,1.0703603,1.097527,"('doubtful', 'determined')",0.5803037,0.55152357,-0.023001967,-0.0597224,-0.48135987,-0.49998176,0.2865756,0.2723366,-0.014239
68,0.57295495,0.47595567,"('dependent', 'independent')",0.13296367,-0.05197465,-2.052509,-2.1470325,-0.84793967,-0.91060764,-0.5486326,-0.6584148,-0.1097822
69,-0.65837103,-0.45591846,"('lazy', 'industrious')",0.07059759,0.351797,1.1926209,1.1443748,-0.60886896,-0.58012205,-0.0010054,0.1150328,0.1160382
70,1.3601054,1.2230006,"('lethargic', 'energetic')",1.4753853,1.2438948,0.16054311,0.23739022,1.1144184,1.0954438,1.027613,0.9499325,-0.0776805
71,0.17036337,0.2720856,"('diffident', 'self-confident')",0.41254103,0.4102741,1.9185703,1.926755,0.4583638,0.4235395,0.7399596,0.7581635,0.0182039
72,0.007341603,-0.07806025,"('unambitious', 'ambitious')",-0.18634987,-0.40220264,-0.15236352,-0.13143386,-1.2460667,-1.2230613,-0.3943596,-0.4586895,-0.0643299
73,1.0155749,1.2066288,"('helpless', 'self-reliant')",1.283733,1.3670241,0.904122,0.8340439,-3.147728,-3.1562266,0.0139254,0.0628675,0.0489421
74,0.7022622,0.6460475,"('undedicated', 'dedicated')",1.1972508,0.9914902,0.67446965,0.660178,0.3603216,0.27412024,0.7335761,0.642959,-0.0906171
75,0.20023389,0.34238198,"('meek', 'impulsive')",0.2011446,0.3659372,-0.30950856,-0.23300841,-0.39947692,-0.24285705,-0.0769017,0.0581134,0.1350151
76,1.3261073,1.2701356,"('anxious', 'daring')",0.3193802,0.26466826,0.050633974,0.19552593,0.3332046,0.35661831,0.5073315,0.521737,0.0144055
77,0.11984439,0.01762733,"('unmotivated', 'motivated')",0.49038014,0.23978007,0.9539437,0.8312766,-0.90290785,-0.94860256,0.1653151,0.0350204,-0.1302947
78,-0.73923814,-0.68381447,"('nonresilient', 'resilient')",-0.6882098,-0.6374592,1.5215647,1.5512614,0.9808249,0.93034333,0.2687354,0.2900828,0.0213474
