,fleece_male,fleece_female,tuple,average_male,average_female,female-male
0,-0.2167405,-0.3341576,"('unsociable', 'sociable')",-0.2167405,-0.3341576,-0.1174171
1,-1.0706555,-1.3512301,"('unfriendly', 'friendly')",-1.0706555,-1.3512301,-0.2805746
2,0.12312007,0.1910597,"('unlikable', 'likable')",0.1231201,0.1910597,0.0679396
3,-0.78522307,-0.6640572,"('repellent', 'pleasant')",-0.7852231,-0.6640572,0.1211659
4,-2.2258947,-2.1689432,"('disliked', 'liked')",-2.2258947,-2.1689432,0.0569515
5,-0.9243362,-0.890232,"('distant', 'outgoing')",-0.9243362,-0.890232,0.0341042
6,-1.200226,-1.2581024,"('distant', 'open')",-1.2002259,-1.2581024,-0.0578765
7,0.1902937,0.27336222,"('insensitive', 'sensitive')",0.1902937,0.2733622,0.0830685
8,-0.14397755,-0.44486314,"('unaffectionate', 'affectionate')",-0.1439776,-0.4448631,-0.3008855
9,-0.0665512,-0.19718416,"('unaffectionate', 'caring')",-0.0665512,-0.1971842,-0.130633
10,0.46005848,0.4060419,"('unsympathetic', 'sympathetic')",0.4600585,0.4060419,-0.0540166
11,0.23218678,0.3595024,"('unhelpful', 'helpful')",0.2321868,0.3595024,0.1273156
12,-0.5166771,-0.4652635,"('unsupportive', 'supportive')",-0.5166771,-0.4652635,0.0514136
13,-0.5179606,-0.5031576,"('impolite', 'polite')",-0.5179606,-0.5031576,0.014803
14,0.47772896,0.4352355,"('antisocial', 'social')",0.477729,0.4352355,-0.0424935
15,0.45248306,0.36426213,"('boring', 'funny')",0.4524831,0.3642621,-0.088221
16,-0.38374013,-0.37672448,"('unpopular', 'popular')",-0.3837401,-0.3767245,0.0070156
17,0.36747223,0.34646606,"('nasty', 'nice')",0.3674722,0.3464661,-0.0210061
18,-1.0623325,-1.0454006,"('disagreeable', 'welcoming')",-1.0623325,-1.0454006,0.0169319
19,-1.2190313,-1.1281904,"('inhospitable', 'hospitable')",-1.2190313,-1.1281904,0.0908409
20,0.18827325,0.2409712,"('rough', 'thoughtful')",0.1882733,0.2409712,0.0526979
21,-0.52227634,-0.251902,"('immoral', 'moral')",-0.5222763,-0.251902,0.2703743
22,0.40691403,0.27561787,"('untrustworthy', 'trustworthy')",0.406914,0.2756179,-0.1312961
23,1.2500358,1.2228503,"('insincere', 'sincere')",1.2500358,1.2228503,-0.0271855
24,0.19208157,0.036627598,"('dishonest', 'honest')",0.1920816,0.0366276,-0.155454
