,egg_male,egg_female,tuple,average_male,average_female,female-male
0,0.017959557,-0.076119035,"('unsociable', 'sociable')",0.0179596,-0.076119,-0.0940786
1,1.0145807,0.9776615,"('unfriendly', 'friendly')",1.0145807,0.9776615,-0.0369192
2,-0.08520505,-0.036600895,"('unlikable', 'likable')",-0.085205,-0.0366009,0.0486041
3,0.6077327,0.62399596,"('repellent', 'pleasant')",0.6077327,0.623996,0.0162633
4,-7.3477526,-7.5134363,"('disliked', 'liked')",-7.3477526,-7.5134363,-0.1656837
5,-0.7817333,-0.7599225,"('distant', 'outgoing')",-0.7817333,-0.7599225,0.0218108
6,-0.18864593,-0.24413827,"('distant', 'open')",-0.1886459,-0.2441383,-0.0554924
7,1.0633211,1.1351162,"('insensitive', 'sensitive')",1.0633211,1.1351162,0.0717951
8,0.9173818,0.84402025,"('unaffectionate', 'affectionate')",0.9173818,0.8440202,-0.0733616
9,1.3022169,1.3826863,"('unaffectionate', 'caring')",1.3022169,1.3826863,0.0804694
10,1.1675057,1.121326,"('unsympathetic', 'sympathetic')",1.1675057,1.121326,-0.0461797
11,1.5329342,1.6067774,"('unhelpful', 'helpful')",1.5329342,1.6067774,0.0738432
12,-1.5635031,-1.5799088,"('unsupportive', 'supportive')",-1.5635031,-1.5799088,-0.0164057
13,-0.13401335,-0.18005773,"('impolite', 'polite')",-0.1340134,-0.1800577,-0.0460443
14,0.27947134,0.22936219,"('antisocial', 'social')",0.2794713,0.2293622,-0.0501091
15,0.16622868,0.1291948,"('boring', 'funny')",0.1662287,0.1291948,-0.0370339
16,-0.6426157,-0.5956059,"('unpopular', 'popular')",-0.6426157,-0.5956059,0.0470098
17,-0.7805262,-0.6448949,"('nasty', 'nice')",-0.7805262,-0.6448949,0.1356313
18,-0.36531296,-0.4561944,"('disagreeable', 'welcoming')",-0.365313,-0.4561944,-0.0908814
19,-0.6368014,-0.7249304,"('inhospitable', 'hospitable')",-0.6368014,-0.7249304,-0.088129
