,akamai_male,akamai_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.902333,-1.9413588,"('unsociable', 'sociable')",-0.15050654,-0.2781979,-0.62153333,-0.7873832,-0.8914576,-1.0023133,-0.1108557
1,-0.5767224,-0.57417506,"('unfriendly', 'friendly')",0.26582122,0.1503596,1.7960733,1.7307832,0.4950574,0.4356559,-0.0594015
2,0.78454715,0.83312905,"('unlikable', 'likable')",0.22345436,0.2804902,0.8722478,0.9550834,0.6267498,0.6895676,0.0628178
3,-0.64045686,-0.48054513,"('repellent', 'pleasant')",0.54068506,0.61297137,-0.028134048,-0.023191838,-0.0426353,0.0364115,0.0790468
4,1.0029895,0.9931921,"('disliked', 'liked')",-0.672339,-0.71102065,-5.4782987,-5.5442967,-1.7158828,-1.7540418,-0.038159
5,-0.3299905,-0.330122,"('distant', 'outgoing')",-0.9469672,-0.83899665,-0.26617858,-0.14457715,-0.5143788,-0.4378986,0.0764802
6,-0.28626004,-0.23276652,"('distant', 'open')",-1.2000699,-1.1138068,0.2544125,0.34175164,-0.4106391,-0.3349406,0.0756985
7,-0.5676567,-0.48872724,"('insensitive', 'sensitive')",0.71352464,0.74935085,0.21889281,0.21153298,0.1215869,0.1573855,0.0357986
8,-0.11274861,-0.14925267,"('unaffectionate', 'affectionate')",0.29514098,0.28943124,0.79382896,0.78141254,0.3254071,0.307197,-0.0182101
9,-0.6270384,-0.66118515,"('unaffectionate', 'caring')",0.23422767,0.16401438,1.0455565,1.0202591,0.2175819,0.1743628,-0.0432191
10,-1.741338,-1.5750647,"('unsympathetic', 'sympathetic')",-0.24372517,-0.27628294,-0.9699408,-1.0709835,-0.9850013,-0.9741104,0.0108909
11,-0.6514723,-0.6355553,"('unhelpful', 'helpful')",1.1438915,1.1307144,1.840483,1.7683705,0.7776341,0.7545098,-0.0231243
12,-0.690519,-0.52068794,"('unsupportive', 'supportive')",0.34330606,0.47322175,-2.0363114,-1.9752558,-0.7945081,-0.6742407,0.1202674
13,-0.8713438,-0.92693955,"('impolite', 'polite')",-0.0925799,-0.12582299,-0.62277114,-0.71328455,-0.5288983,-0.5886823,-0.059784
14,-0.7924439,-0.7978577,"('antisocial', 'social')",1.0650063,1.0674474,-0.69332725,-0.7885051,-0.140255,-0.1729718,-0.0327168
15,0.8375329,0.65919566,"('boring', 'funny')",0.099893294,0.04268986,0.99321187,0.9429399,0.643546,0.5482752,-0.0952708
16,0.14131469,0.1295411,"('unpopular', 'popular')",-0.43238068,-0.4171889,0.6274265,0.6157529,0.1121202,0.1093684,-0.0027518
17,-0.16286567,-0.11415537,"('nasty', 'nice')",-0.34606624,-0.3044633,0.03340078,0.06973681,-0.1585104,-0.116294,0.0422164
18,0.15102856,0.2426759,"('disagreeable', 'welcoming')",0.33900028,0.408711,-0.27077866,-0.24658723,0.0730834,0.1349332,0.0618498
19,-0.30299833,-0.27693436,"('inhospitable', 'hospitable')",-0.975837,-0.96065027,0.00689869,0.13814625,-0.4239789,-0.3664794,0.0574995
20,0.3130669,0.3285348,"('rough', 'thoughtful')",1.0115461,1.0849036,0.9288032,0.9018975,0.7511388,0.7717787,0.0206399
21,-0.25930896,-0.25117764,"('immoral', 'moral')",0.79815644,0.7253899,-0.77159745,-0.8209241,-0.0775833,-0.1155706,-0.0379873
22,-0.8308234,-0.7161168,"('untrustworthy', 'trustworthy')",-0.18096825,-0.20483787,-1.0935503,-1.198789,-0.7017806,-0.7065812,-0.0048006
23,-1.1762695,-1.1636521,"('insincere', 'sincere')",0.17137659,0.12049018,4.9562597,4.8120875,1.3171223,1.2563086,-0.0608137
24,-0.63610756,-0.63351876,"('dishonest', 'honest')",-1.0535899,-1.0973846,0.4020974,0.32526812,-0.4292,-0.4685451,-0.0393451
25,-0.12002678,-0.18619388,"('egoistic', 'altruistic')",0.5806738,0.53778005,1.6661768,1.6688442,0.7089413,0.6734768,-0.0354645
26,0.90718955,0.8901602,"('hardhearted', 'benevolent')",1.0481308,1.0928911,2.0968542,2.0578501,1.3507249,1.3469671,-0.0037578
27,-0.22680809,-0.16661273,"('hardhearted', 'softhearted')",0.28547186,0.28070962,0.9792352,0.9754612,0.3459663,0.363186,0.0172197
28,-0.28001687,-0.40377533,"('disloyal', 'loyal')",0.43317062,0.2693616,1.1776828,0.9640694,0.4436122,0.2765519,-0.1670603
29,-0.54983956,-0.5778309,"('unfair', 'fair')",-0.9515531,-0.94284487,-0.5952236,-0.6710824,-0.6988721,-0.7305861,-0.031714
30,-0.15106884,-0.160814,"('intolerant', 'tolerant')",1.8651237,1.7985886,1.2716123,1.191431,0.9952224,0.9430685,-0.0521539
31,-0.49703503,-0.3776377,"('evil', 'good')",-0.8888546,-0.8459959,-0.78727233,-0.72850746,-0.7243873,-0.6507137,0.0736736
32,-0.8637437,-0.9142011,"('unkind', 'kind')",0.1491035,0.12566686,0.6265923,0.48728913,-0.0293493,-0.100415,-0.0710657
33,0.642675,0.5682364,"('wrong', 'right')",-0.065083,-0.08696005,-0.37754467,-0.39107448,0.0666824,0.0300673,-0.0366151
34,-0.21016838,-0.08218816,"('mean', 'honorable')",0.27684006,0.39797705,6.1151857,6.187596,2.0606192,2.1677949,0.1071757
35,1.2054132,1.0529038,"('corrupt', 'incorrupt')",-0.81644404,-0.85124284,0.09799145,0.07855939,0.1623202,0.0934068,-0.0689134
36,0.66759133,0.6267067,"('hostile', 'amicable')",-0.80075043,-0.8946917,0.9456301,0.8384399,0.2708237,0.1901516,-0.0806721
37,-0.27865028,-0.28222468,"('fake', 'genuine')",-0.27529833,-0.28460807,-0.20295867,-0.17467636,-0.2523024,-0.2471697,0.0051327
38,-0.43893692,-0.369619,"('untruthful', 'truthful')",-1.110345,-1.0764267,-0.124825686,-0.10312004,-0.5580359,-0.5163886,0.0416473
39,0.48876402,0.49281898,"('exploitative', 'cooperative')",1.0752294,1.1023098,0.33355826,0.3301093,0.6325173,0.641746,0.0092287
40,-0.21471655,-0.16971248,"('stingy', 'generous')",0.03205414,0.058463197,-1.7420561,-1.8045973,-0.6415728,-0.6386155,0.0029573
41,-0.20910764,-0.11566958,"('unforgiving', 'forgiving')",-0.53267133,-0.49337152,0.45939758,0.31938848,-0.0941271,-0.0965509,-0.0024238
42,0.17853834,0.33176208,"('unreliable', 'reliable')",-1.274788,-1.1275891,-3.2899914,-3.275048,-1.4620803,-1.3569584,0.1051219
43,-1.2658337,-1.0830764,"('irresponsible', 'responsible')",-0.5765383,-0.45963234,-0.13684437,-0.13116884,-0.6597388,-0.5579592,0.1017796
44,-0.108752616,-0.10552776,"('prejudiced', 'unprejudiced')",-0.6128163,-0.52231455,-1.2715707,-1.2212672,-0.6643798,-0.6163698,0.04801
45,-1.2918165,-1.0881968,"('incompetent', 'competent')",-0.12645017,-0.14101689,-0.6770291,-0.7734525,-0.6984319,-0.6675553,0.0308766
46,-1.1320918,-1.0068299,"('uncompetitive', 'competitive')",0.73952055,0.7733064,-0.62805766,-0.7307899,-0.3402096,-0.3214378,0.0187718
47,-1.0177348,-0.9029757,"('stupid', 'smart')",0.8883593,0.97182107,4.930599,4.9945235,1.6004079,1.6877896,0.0873817
48,-0.69109154,-0.7045984,"('unintelligent', 'intelligent')",1.4914458,1.4608905,0.551683,0.4800163,0.4506791,0.4121028,-0.0385763
49,-0.5742657,-0.39984387,"('unable', 'able')",0.5984799,0.7329838,-0.008767743,0.076505855,0.0051488,0.1365486,0.1313998
50,0.880289,0.9479483,"('clumsy', 'skillful')",-0.2806695,-0.22485597,-0.15073429,-0.18155533,0.1496284,0.1805123,0.0308839
51,-0.69818664,-0.77155316,"('uneducated', 'educated')",-0.06429432,-0.20292398,0.22574583,0.10676662,-0.1789117,-0.2892368,-0.1103251
52,0.39669228,0.26240492,"('irrational', 'rational')",-0.3399966,-0.4776106,0.6611979,0.601097,0.2392979,0.1286304,-0.1106675
53,-1.1964172,-1.1566353,"('uncreative', 'creative')",0.94890934,0.992833,0.861008,0.8358695,0.2045,0.2240224,0.0195224
54,0.3727154,0.3147454,"('incapable', 'capable')",0.30303448,0.25305435,1.1419652,1.186308,0.605905,0.5847026,-0.0212024
55,-1.0393116,-0.9477058,"('incompetent', 'clever')",0.9565462,0.92690825,-0.24163097,-0.3219946,-0.1081321,-0.1142641,-0.006132
56,-0.57008946,-0.51288795,"('impractical', 'practical')",0.31351107,0.3196968,-0.17977127,-0.27065098,-0.1454499,-0.154614,-0.0091641
57,-0.8324254,-0.7584556,"('unimaginative', 'imaginative')",0.9717024,0.9505129,-2.1243043,-2.2245085,-0.6616758,-0.6774837,-0.0158079
58,-0.22762379,-0.1303513,"('undiscriminating', 'discriminating')",0.43965968,0.46381357,0.12518178,0.084717825,0.1124059,0.1393934,0.0269875
59,1.0183233,1.0138962,"('foolish', 'wise')",-0.38383946,-0.38268954,0.29588616,0.35013887,0.3101233,0.3271152,0.0169919
60,-0.8765659,-0.7564966,"('inefficient', 'efficient')",1.3721863,1.4023094,-0.5153552,-0.51532614,-0.0065783,0.0434956,0.0500739
61,-0.6245165,-0.6911886,"('illogical', 'logical')",0.56343126,0.42386746,0.16234721,0.0320033,0.033754,-0.0784393,-0.1121933
62,-1.125999,-0.9722684,"('incompetent', 'brilliant')",0.835135,0.897317,-0.36966556,-0.2998324,-0.2201765,-0.1249279,0.0952486
