,steamroller_male,steamroller_female,tuple,average_male,average_female,female-male
0,-0.06527637,-0.015170725,"('unsociable', 'sociable')",-0.0652764,-0.0151707,0.0501057
1,0.66504955,0.58988434,"('unfriendly', 'friendly')",0.6650496,0.5898843,-0.0751653
2,0.18366277,0.22783521,"('unlikable', 'likable')",0.1836628,0.2278352,0.0441724
3,-0.60930634,-0.3334644,"('repellent', 'pleasant')",-0.6093063,-0.3334644,0.2758419
4,-3.3074553,-3.4378314,"('disliked', 'liked')",-3.3074553,-3.4378314,-0.1303761
5,-0.38922733,-0.50522465,"('distant', 'outgoing')",-0.3892273,-0.5052246,-0.1159973
6,-0.45058966,-0.55895174,"('distant', 'open')",-0.4505897,-0.5589517,-0.108362
7,0.7425024,0.89454305,"('insensitive', 'sensitive')",0.7425024,0.8945431,0.1520407
8,0.40020362,0.30060828,"('unaffectionate', 'affectionate')",0.4002036,0.3006083,-0.0995953
9,0.54446685,0.5145053,"('unaffectionate', 'caring')",0.5444669,0.5145053,-0.0299616
10,-0.28649986,-0.09061668,"('unsympathetic', 'sympathetic')",-0.2864999,-0.0906167,0.1958832
11,0.6317251,0.77783287,"('unhelpful', 'helpful')",0.6317251,0.7778329,0.1461078
12,-0.7737641,-0.60432017,"('unsupportive', 'supportive')",-0.7737641,-0.6043202,0.1694439
13,0.0462481,0.20054664,"('impolite', 'polite')",0.0462481,0.2005466,0.1542985
14,-0.10993497,0.016317,"('antisocial', 'social')",-0.109935,0.016317,0.126252
15,0.24977967,0.0818823,"('boring', 'funny')",0.2497797,0.0818823,-0.1678974
16,-0.15946612,-0.1929546,"('unpopular', 'popular')",-0.1594661,-0.1929546,-0.0334885
17,-0.053115763,0.023485601,"('nasty', 'nice')",-0.0531158,0.0234856,0.0766014
18,-1.0392761,-0.9138298,"('disagreeable', 'welcoming')",-1.0392761,-0.9138298,0.1254463
19,-1.1116186,-1.0995371,"('inhospitable', 'hospitable')",-1.1116186,-1.0995371,0.0120815
20,-0.00836521,0.072452,"('rough', 'thoughtful')",-0.0083652,0.072452,0.0808172
21,-0.49046654,-0.23940478,"('immoral', 'moral')",-0.4904665,-0.2394048,0.2510617
22,-0.46608275,-0.37257546,"('untrustworthy', 'trustworthy')",-0.4660828,-0.3725755,0.0935073
23,2.6560152,2.8879905,"('insincere', 'sincere')",2.6560152,2.8879905,0.2319753
24,-0.011979612,0.03699968,"('dishonest', 'honest')",-0.0119796,0.0369997,0.0489793
25,0.48240077,0.43207788,"('egoistic', 'altruistic')",0.4824008,0.4320779,-0.0503229
26,1.9960768,1.9439621,"('hardhearted', 'benevolent')",1.9960768,1.9439621,-0.0521147
27,0.8853754,0.7814695,"('hardhearted', 'softhearted')",0.8853754,0.7814695,-0.1039059
28,0.1439958,0.14124134,"('disloyal', 'loyal')",0.1439958,0.1412413,-0.0027545
29,-0.27681136,-0.3840099,"('unfair', 'fair')",-0.2768114,-0.3840099,-0.1071985
30,0.45567256,0.54008126,"('intolerant', 'tolerant')",0.4556726,0.5400813,0.0844087
31,-1.0799841,-1.2027699,"('evil', 'good')",-1.0799841,-1.2027699,-0.1227858
32,0.68053925,0.6482123,"('unkind', 'kind')",0.6805393,0.6482123,-0.032327
33,0.010448014,-0.05503048,"('wrong', 'right')",0.010448,-0.0550305,-0.0654785
34,1.6822733,1.8917704,"('mean', 'honorable')",1.6822733,1.8917704,0.2094971
35,-0.24969696,-0.55551505,"('corrupt', 'incorrupt')",-0.249697,-0.5555151,-0.3058181
36,-0.6100986,-0.8130512,"('hostile', 'amicable')",-0.6100986,-0.8130512,-0.2029526
37,0.70439506,0.76819426,"('fake', 'genuine')",0.7043951,0.7681943,0.0637992
38,-0.3570584,-0.31639853,"('untruthful', 'truthful')",-0.3570584,-0.3163985,0.0406599
39,-0.25933912,-0.11744605,"('exploitative', 'cooperative')",-0.2593391,-0.1174461,0.141893
40,-0.8174081,-0.8572822,"('stingy', 'generous')",-0.8174081,-0.8572822,-0.0398741
41,0.13467443,0.18014921,"('unforgiving', 'forgiving')",0.1346744,0.1801492,0.0454748
42,-1.0707023,-0.8317406,"('unreliable', 'reliable')",-1.0707023,-0.8317406,0.2389617
43,0.45206186,0.6351467,"('irresponsible', 'responsible')",0.4520619,0.6351467,0.1830848
44,-0.9002738,-0.90045553,"('prejudiced', 'unprejudiced')",-0.9002738,-0.9004555,-0.0001817
45,-0.04027752,0.11334023,"('incompetent', 'competent')",-0.0402775,0.1133402,0.1536177
46,-0.2497949,-0.022826895,"('uncompetitive', 'competitive')",-0.2497949,-0.0228269,0.226968
47,3.0934029,3.2735581,"('stupid', 'smart')",3.0934029,3.2735581,0.1801552
48,-0.36994937,-0.2238365,"('unintelligent', 'intelligent')",-0.3699494,-0.2238365,0.1461129
49,-0.73253685,-0.4733887,"('unable', 'able')",-0.7325369,-0.4733887,0.2591482
50,-0.48033312,-0.4756515,"('clumsy', 'skillful')",-0.4803331,-0.4756515,0.0046816
51,-0.6337817,-0.5127461,"('uneducated', 'educated')",-0.6337817,-0.5127461,0.1210356
52,-0.05590441,-0.340941,"('irrational', 'rational')",-0.0559044,-0.340941,-0.2850366
53,0.47318467,0.48579708,"('uncreative', 'creative')",0.4731847,0.4857971,0.0126124
54,-0.03718465,0.066903576,"('incapable', 'capable')",-0.0371846,0.0669036,0.1040882
55,-0.19064987,0.063940056,"('incompetent', 'clever')",-0.1906499,0.0639401,0.25459
56,0.91258293,1.0839211,"('impractical', 'practical')",0.9125829,1.0839211,0.1713382
57,-1.2627239,-1.1743914,"('unimaginative', 'imaginative')",-1.2627239,-1.1743914,0.0883325
58,0.65119165,0.6711212,"('undiscriminating', 'discriminating')",0.6511917,0.6711212,0.0199295
59,0.4274482,0.31261986,"('foolish', 'wise')",0.4274482,0.3126199,-0.1148283
60,-0.119711205,0.2817025,"('inefficient', 'efficient')",-0.1197112,0.2817025,0.4014137
61,0.22304808,0.16648181,"('illogical', 'logical')",0.2230481,0.1664818,-0.0565663
62,-0.29170004,0.056690563,"('incompetent', 'brilliant')",-0.2917,0.0566906,0.3483906
63,-0.46452165,-0.20545512,"('unperceptive', 'insightful')",-0.4645216,-0.2054551,0.2590665
64,-2.6390727,-2.5938153,"('shy', 'confident')",-2.6390727,-2.5938153,0.0452574
65,0.12640558,0.2635437,"('insecure', 'secure')",0.1264056,0.2635437,0.1371381
66,0.11846161,0.045500346,"('inactive', 'active')",0.1184616,0.0455003,-0.0729613
67,0.04156612,0.07031153,"('doubtful', 'determined')",0.0415661,0.0703115,0.0287454
68,-1.2294619,-1.2418538,"('dependent', 'independent')",-1.2294619,-1.2418538,-0.0123919
69,-0.6412995,-0.8088809,"('lazy', 'industrious')",-0.6412995,-0.8088809,-0.1675814
70,0.14821811,0.37113446,"('lethargic', 'energetic')",0.1482181,0.3711345,0.2229164
71,0.59356683,0.6188985,"('diffident', 'self-confident')",0.5935668,0.6188985,0.0253317
72,0.8578119,0.8790948,"('unambitious', 'ambitious')",0.8578119,0.8790948,0.0212829
73,-0.8391756,-0.8888411,"('helpless', 'self-reliant')",-0.8391756,-0.8888411,-0.0496655
74,0.29741326,0.34558547,"('undedicated', 'dedicated')",0.2974133,0.3455855,0.0481722
75,-0.051923227,-0.12104811,"('meek', 'impulsive')",-0.0519232,-0.1210481,-0.0691249
76,-0.7398034,-0.47856122,"('anxious', 'daring')",-0.7398034,-0.4785612,0.2612422
77,-1.2023255,-0.9172543,"('unmotivated', 'motivated')",-1.2023255,-0.9172543,0.2850712
