,pioneer_male,pioneer_female,tuple,natural_male,natural_female,resources_male,resources_female,co_male,co_female,average_male,average_female,female-male
0,0.86640453,0.8144802,"('unsociable', 'sociable')",0.34915742,0.24384388,0.14123206,0.07270781,-0.106355876,-0.24677615,0.3126095,0.2210639,-0.0915456
1,-1.1384634,-1.2179549,"('unfriendly', 'friendly')",0.019095808,-0.04674071,0.79634655,0.6360958,1.3050091,1.2498021,0.245497,0.1553006,-0.0901964
2,0.42272946,0.51397395,"('unlikable', 'likable')",0.35519454,0.39180562,0.81562316,0.82555926,1.0586652,1.1960764,0.663053,0.7318538,0.0688008
3,1.0006235,1.1425765,"('repellent', 'pleasant')",-0.2952455,-0.31299952,0.6847171,0.68729943,0.6689888,0.70363164,0.514771,0.555127,0.040356
4,-0.7185091,-0.7942228,"('disliked', 'liked')",0.02395578,0.0675054,0.24433734,0.2866085,-6.416541,-6.4311223,-1.7166892,-1.7178078,-0.0011186
5,-1.875849,-1.8672282,"('distant', 'outgoing')",-0.059916697,0.04846494,0.123121895,0.19117904,-0.397071,-0.26017207,-0.5524287,-0.4719391,0.0804896
6,-1.7100266,-1.7005316,"('distant', 'open')",-0.36159173,-0.31784865,-0.20593476,-0.18055463,-0.27170542,-0.12612107,-0.6373146,-0.581264,0.0560506
7,1.437952,1.532837,"('insensitive', 'sensitive')",1.6133648,1.5923715,1.0869762,1.0490633,-0.10550383,-0.055106,1.0081972,1.0297914,0.0215942
8,-0.66554767,-0.7487151,"('unaffectionate', 'affectionate')",-0.0061780065,-0.1075404,-0.351695,-0.45141494,0.26114365,0.22556998,-0.1905693,-0.2705251,-0.0799558
9,0.8186614,0.7970563,"('unaffectionate', 'caring')",0.91825694,0.83826166,1.0659543,0.96726614,1.0045896,1.0097251,0.9518656,0.9030773,-0.0487883
10,1.8862007,1.9868088,"('unsympathetic', 'sympathetic')",-0.11925531,-0.20878476,-0.40257958,-0.4574427,-0.6112367,-0.58273405,0.1882823,0.1844618,-0.0038205
11,1.2823915,1.4230455,"('unhelpful', 'helpful')",1.5133054,1.5631983,1.1355388,1.1696414,2.0827878,2.1234899,1.5035059,1.5698438,0.0663379
12,1.9012153,2.0576954,"('unsupportive', 'supportive')",0.8947071,0.9815762,1.0969946,1.1774869,-2.065101,-1.9669249,0.456954,0.5624585,0.1055045
13,1.14617,1.1572045,"('impolite', 'polite')",0.5568514,0.5682821,0.33561116,0.31820405,-0.12734453,-0.19537313,0.477822,0.4620794,-0.0157426
14,0.5693654,0.6281922,"('antisocial', 'social')",0.22950742,0.22402051,0.36598083,0.4094901,-0.46800607,-0.5182018,0.1742119,0.1858752,0.0116633
15,-0.23065288,-0.29871047,"('boring', 'funny')",1.1761684,1.129168,-0.08061387,-0.117146105,0.54569346,0.5245845,0.3526488,0.309474,-0.0431748
16,-1.2117056,-1.3382788,"('unpopular', 'popular')",1.04192,0.8416398,0.9378348,0.82334214,0.28448778,0.18983069,0.2631342,0.1291335,-0.1340007
17,0.0393868,0.09902508,"('nasty', 'nice')",0.096612915,0.10861935,0.056787916,0.15286441,-0.17358913,-0.12515135,0.0047996,0.0588394,0.0540398
18,0.0433259,0.056783907,"('disagreeable', 'welcoming')",-0.3136038,-0.25995934,-0.2678851,-0.20126864,-0.9224252,-0.8680856,-0.3651471,-0.3181324,0.0470147
19,-1.1256139,-1.1092124,"('inhospitable', 'hospitable')",-1.2298117,-1.1296308,-1.4659209,-1.4029908,-0.5244599,-0.3833508,-1.0864516,-1.0062962,0.0801554
20,0.4175791,0.48847926,"('rough', 'thoughtful')",-0.4734156,-0.41145802,-0.65124273,-0.58594453,0.10597731,0.12266998,-0.1502755,-0.0965633,0.0537122
21,1.1615831,1.2689514,"('immoral', 'moral')",1.5942658,1.5742747,0.9629308,0.9770537,-0.6662689,-0.6035266,0.7631277,0.8041883,0.0410606
22,0.23413628,0.35911936,"('untrustworthy', 'trustworthy')",-0.10709086,-0.049936377,-0.35273474,-0.3113639,-0.37901175,-0.32417852,-0.1511753,-0.0815899,0.0695854
23,1.3031667,1.3674632,"('insincere', 'sincere')",1.3261746,1.1828315,1.3895861,1.2462192,5.5776,5.476335,2.3991318,2.3182123,-0.0809195
24,0.48139346,0.5366886,"('dishonest', 'honest')",0.11200374,0.16148706,0.18286167,0.17943212,0.6721238,0.6828456,0.3620957,0.3901134,0.0280177
25,-0.82345843,-0.8892999,"('egoistic', 'altruistic')",0.059036866,0.012764908,0.920076,0.868464,1.1753043,1.0533223,0.3327397,0.2613128,-0.0714269
26,-0.01293556,-0.12007157,"('hardhearted', 'benevolent')",0.6648402,0.6349404,1.0227497,0.94421643,1.2027314,1.151841,0.7193464,0.6527315,-0.0666149
27,0.67804843,0.6436381,"('hardhearted', 'softhearted')",-1.0481352,-0.9456856,-0.055392034,-0.035025395,0.6895556,0.6761289,0.0660192,0.084764,0.0187448
28,1.108793,1.0243295,"('disloyal', 'loyal')",1.1203632,0.92375296,0.3803765,0.19304964,0.6227714,0.44690096,0.808076,0.6470083,-0.1610677
29,-0.5727835,-0.5706379,"('unfair', 'fair')",0.14961047,0.20216899,-0.008395731,0.04969828,-0.40030792,-0.43896055,-0.2079692,-0.1894328,0.0185364
