,sail_male,sail_female,tuple,average_male,average_female,female-male
0,0.25064492,0.14017192,"('unsociable', 'sociable')",0.2506449,0.1401719,-0.110473
1,1.3637795,1.423359,"('unfriendly', 'friendly')",1.3637795,1.423359,0.0595795
2,0.32070443,0.36381945,"('unlikable', 'likable')",0.3207044,0.3638195,0.0431151
3,0.8139431,0.78304,"('repellent', 'pleasant')",0.8139431,0.78304,-0.0309031
4,-7.2857656,-7.544252,"('disliked', 'liked')",-7.2857656,-7.5442519,-0.2584863
5,-0.615516,-0.5785464,"('distant', 'outgoing')",-0.615516,-0.5785464,0.0369696
6,-0.11500182,-0.08963598,"('distant', 'open')",-0.1150018,-0.089636,0.0253658
7,1.0124228,0.94323254,"('insensitive', 'sensitive')",1.0124228,0.9432325,-0.0691903
8,1.1165313,1.1823785,"('unaffectionate', 'affectionate')",1.1165313,1.1823785,0.0658472
9,1.8377992,1.9594911,"('unaffectionate', 'caring')",1.8377992,1.9594911,0.1216919
10,1.3033441,1.2785171,"('unsympathetic', 'sympathetic')",1.3033441,1.2785171,-0.024827
11,2.013387,2.0792124,"('unhelpful', 'helpful')",2.013387,2.0792124,0.0658254
12,-1.1875752,-1.225625,"('unsupportive', 'supportive')",-1.1875752,-1.225625,-0.0380498
13,0.31449664,0.18723258,"('impolite', 'polite')",0.3144966,0.1872326,-0.127264
14,0.058908228,0.086162835,"('antisocial', 'social')",0.0589082,0.0861628,0.0272546
15,0.55441946,0.36126307,"('boring', 'funny')",0.5544195,0.3612631,-0.1931564
16,-0.21971181,-0.21171959,"('unpopular', 'popular')",-0.2197118,-0.2117196,0.0079922
17,-0.26271677,-0.26115468,"('nasty', 'nice')",-0.2627168,-0.2611547,0.0015621
18,-0.588283,-0.63264096,"('disagreeable', 'welcoming')",-0.588283,-0.632641,-0.044358
19,-0.7249317,-0.6351449,"('inhospitable', 'hospitable')",-0.7249317,-0.6351449,0.0897868
20,0.6789625,0.565256,"('rough', 'thoughtful')",0.6789625,0.565256,-0.1137065
21,0.034990735,0.13031763,"('immoral', 'moral')",0.0349907,0.1303176,0.0953269
22,-0.8789337,-0.98138815,"('untrustworthy', 'trustworthy')",-0.8789337,-0.9813882,-0.1024545
23,6.4271255,6.5970893,"('insincere', 'sincere')",6.4271255,6.5970893,0.1699638
24,1.4802982,1.4619797,"('dishonest', 'honest')",1.4802982,1.4619797,-0.0183185
25,0.47683817,0.5632936,"('egoistic', 'altruistic')",0.4768382,0.5632936,0.0864554
26,0.68736655,0.7819641,"('hardhearted', 'benevolent')",0.6873665,0.7819641,0.0945976
27,1.3766848,1.2145047,"('hardhearted', 'softhearted')",1.3766848,1.2145047,-0.1621801
28,1.1197437,1.1749096,"('disloyal', 'loyal')",1.1197437,1.1749096,0.0551659
29,-0.5561126,-0.64242595,"('unfair', 'fair')",-0.5561126,-0.642426,-0.0863134
30,1.0727371,1.1079872,"('intolerant', 'tolerant')",1.0727371,1.1079872,0.0352501
31,-1.5994588,-1.6657491,"('evil', 'good')",-1.5994588,-1.6657491,-0.0662903
32,1.5075319,1.4769673,"('unkind', 'kind')",1.5075319,1.4769673,-0.0305646
33,-0.50679815,-0.5091193,"('wrong', 'right')",-0.5067981,-0.5091193,-0.0023212
34,4.45779,4.8053007,"('mean', 'honorable')",4.4577899,4.8053007,0.3475108
35,-1.0151443,-1.1340697,"('corrupt', 'incorrupt')",-1.0151443,-1.1340697,-0.1189254
36,-1.1439971,-1.0079988,"('hostile', 'amicable')",-1.1439971,-1.0079988,0.1359983
37,0.9976559,0.94201374,"('fake', 'genuine')",0.9976559,0.9420137,-0.0556422
38,-0.16521941,-0.17432228,"('untruthful', 'truthful')",-0.1652194,-0.1743223,-0.0091029
39,0.06272204,0.16073902,"('exploitative', 'cooperative')",0.062722,0.160739,0.098017
40,-1.6119528,-1.8389502,"('stingy', 'generous')",-1.6119528,-1.8389502,-0.2269974
41,-0.21370842,-0.084356114,"('unforgiving', 'forgiving')",-0.2137084,-0.0843561,0.1293523
42,-2.3303978,-2.3429635,"('unreliable', 'reliable')",-2.3303978,-2.3429635,-0.0125657
43,1.3389077,1.3518963,"('irresponsible', 'responsible')",1.3389077,1.3518963,0.0129886
44,-1.6871308,-1.8135352,"('prejudiced', 'unprejudiced')",-1.6871308,-1.8135352,-0.1264044
45,0.089832395,-0.07346463,"('incompetent', 'competent')",0.0898324,-0.0734646,-0.163297
46,-0.6688894,-0.6172491,"('uncompetitive', 'competitive')",-0.6688894,-0.6172491,0.0516403
47,5.136604,5.373758,"('stupid', 'smart')",5.1366038,5.3737578,0.237154
48,0.9224828,1.0024441,"('unintelligent', 'intelligent')",0.9224828,1.0024441,0.0799613
49,0.24437869,0.3640532,"('unable', 'able')",0.2443787,0.3640532,0.1196745
50,-0.2898749,-0.21861762,"('clumsy', 'skillful')",-0.2898749,-0.2186176,0.0712573
51,0.5658017,0.5523132,"('uneducated', 'educated')",0.5658017,0.5523132,-0.0134885
52,-0.5208153,-0.59351254,"('irrational', 'rational')",-0.5208153,-0.5935125,-0.0726972
53,0.582589,0.6706127,"('uncreative', 'creative')",0.582589,0.6706127,0.0880237
54,1.2238379,1.3268977,"('incapable', 'capable')",1.2238379,1.3268977,0.1030598
55,0.93591106,0.93336564,"('incompetent', 'clever')",0.9359111,0.9333656,-0.0025455
56,0.9986086,0.9685586,"('impractical', 'practical')",0.9986086,0.9685586,-0.03005
57,-2.260208,-2.4064424,"('unimaginative', 'imaginative')",-2.2602079,-2.4064424,-0.1462345
58,0.03651177,0.06596062,"('undiscriminating', 'discriminating')",0.0365118,0.0659606,0.0294488
59,-0.3144092,-0.28244144,"('foolish', 'wise')",-0.3144092,-0.2824414,0.0319678
60,0.943488,0.9812127,"('inefficient', 'efficient')",0.943488,0.9812127,0.0377247
61,0.26255953,0.20657209,"('illogical', 'logical')",0.2625595,0.2065721,-0.0559874
62,1.0438236,0.9515621,"('incompetent', 'brilliant')",1.0438236,0.9515621,-0.0922615
63,0.27224803,0.3146763,"('unperceptive', 'insightful')",0.272248,0.3146763,0.0424283
64,-6.0214114,-6.0872016,"('shy', 'confident')",-6.0214114,-6.0872016,-0.0657902
65,0.44442734,0.5318209,"('insecure', 'secure')",0.4444273,0.5318209,0.0873936
66,0.17384313,0.1124136,"('inactive', 'active')",0.1738431,0.1124136,-0.0614295
67,-0.14712834,-0.170009,"('doubtful', 'determined')",-0.1471283,-0.170009,-0.0228807
