,cheetah_male,cheetah_female,tuple,average_male,average_female,female-male
21,-0.21904261,-0.058687214,"('immoral', 'moral')",-0.2190426,-0.0586872,0.1603554
22,-0.22667389,-0.22351386,"('untrustworthy', 'trustworthy')",-0.2266739,-0.2235139,0.00316
23,0.67985,0.77310467,"('insincere', 'sincere')",0.67985,0.7731047,0.0932547
24,-1.0595807,-1.0614966,"('dishonest', 'honest')",-1.0595807,-1.0614966,-0.0019159
25,0.048460234,-0.1065662,"('egoistic', 'altruistic')",0.0484602,-0.1065662,-0.1550264
26,-0.027528547,-0.22026742,"('hardhearted', 'benevolent')",-0.0275285,-0.2202674,-0.1927389
27,0.23883028,0.42846578,"('hardhearted', 'softhearted')",0.2388303,0.4284658,0.1896355
28,-1.2665108,-1.3673202,"('disloyal', 'loyal')",-1.2665108,-1.3673202,-0.1008094
29,-0.48736802,-0.52130693,"('unfair', 'fair')",-0.487368,-0.5213069,-0.0339389
30,0.32723042,0.2820933,"('intolerant', 'tolerant')",0.3272304,0.2820933,-0.0451371
31,-0.8079176,-0.87612665,"('evil', 'good')",-0.8079176,-0.8761266,-0.068209
32,0.52172637,0.5670743,"('unkind', 'kind')",0.5217264,0.5670743,0.0453479
33,-0.17970237,-0.27940255,"('wrong', 'right')",-0.1797024,-0.2794026,-0.0997002
34,1.0717924,1.2102389,"('mean', 'honorable')",1.0717924,1.2102389,0.1384465
35,0.54155284,0.30645365,"('corrupt', 'incorrupt')",0.5415528,0.3064536,-0.2350992
36,-0.509798,-0.64223456,"('hostile', 'amicable')",-0.509798,-0.6422346,-0.1324366
37,-0.14296114,-0.11576381,"('fake', 'genuine')",-0.1429611,-0.1157638,0.0271973
38,-0.1692819,-0.13406125,"('untruthful', 'truthful')",-0.1692819,-0.1340612,0.0352207
39,0.17024598,0.11358124,"('exploitative', 'cooperative')",0.170246,0.1135812,-0.0566648
40,-1.5856233,-1.606484,"('stingy', 'generous')",-1.5856233,-1.6064841,-0.0208608
41,-0.4053102,-0.49937162,"('unforgiving', 'forgiving')",-0.4053102,-0.4993716,-0.0940614
42,-0.22860248,-0.26483792,"('unreliable', 'reliable')",-0.2286025,-0.2648379,-0.0362354
43,-0.74121475,-0.6647263,"('irresponsible', 'responsible')",-0.7412148,-0.6647263,0.0764885
44,-0.06481966,-0.13580856,"('prejudiced', 'unprejudiced')",-0.0648197,-0.1358086,-0.0709889
45,-0.49593136,-0.5011114,"('incompetent', 'competent')",-0.4959314,-0.5011114,-0.00518
46,-0.41275552,-0.32500872,"('uncompetitive', 'competitive')",-0.4127555,-0.3250087,0.0877468
47,1.4546685,1.6887808,"('stupid', 'smart')",1.4546685,1.6887808,0.2341123
48,-0.024761312,0.08059998,"('unintelligent', 'intelligent')",-0.0247613,0.0806,0.1053613
49,0.26907757,0.45208138,"('unable', 'able')",0.2690776,0.4520814,0.1830038
50,0.7895023,0.8674601,"('clumsy', 'skillful')",0.7895023,0.8674601,0.0779578
51,0.64619315,0.63530844,"('uneducated', 'educated')",0.6461931,0.6353084,-0.0108847
52,-0.5263391,-0.6751897,"('irrational', 'rational')",-0.5263391,-0.6751897,-0.1488506
53,-1.2465552,-1.2015446,"('uncreative', 'creative')",-1.2465552,-1.2015446,0.0450106
54,0.2350631,0.216234,"('incapable', 'capable')",0.2350631,0.216234,-0.0188291
55,-0.12569475,0.059692305,"('incompetent', 'clever')",-0.1256948,0.0596923,0.1853871
56,0.5490075,0.4432807,"('impractical', 'practical')",0.5490075,0.4432807,-0.1057268
57,-1.9888067,-2.0792882,"('unimaginative', 'imaginative')",-1.9888067,-2.0792882,-0.0904815
58,-0.19809777,-0.23158674,"('undiscriminating', 'discriminating')",-0.1980978,-0.2315867,-0.0334889
59,0.039226368,0.062521905,"('foolish', 'wise')",0.0392264,0.0625219,0.0232955
60,0.39085242,0.5240858,"('inefficient', 'efficient')",0.3908524,0.5240858,0.1332334
61,-0.7714186,-0.8327735,"('illogical', 'logical')",-0.7714186,-0.8327735,-0.0613549
62,0.656527,0.71726537,"('incompetent', 'brilliant')",0.656527,0.7172654,0.0607384
63,0.49611452,0.5798453,"('unperceptive', 'insightful')",0.4961145,0.5798453,0.0837308
64,-1.603281,-1.7665877,"('shy', 'confident')",-1.603281,-1.7665877,-0.1633067
65,-0.5544728,-0.42022154,"('insecure', 'secure')",-0.5544728,-0.4202215,0.1342513
66,-0.5930865,-0.6769116,"('inactive', 'active')",-0.5930865,-0.6769116,-0.0838251
67,0.6044333,0.51487327,"('doubtful', 'determined')",0.6044333,0.5148733,-0.08956
68,-0.2267037,-0.17112541,"('dependent', 'independent')",-0.2267037,-0.1711254,0.0555783
69,0.16782066,-0.023789741,"('lazy', 'industrious')",0.1678207,-0.0237897,-0.1916104
70,-0.1649974,-0.09230082,"('lethargic', 'energetic')",-0.1649974,-0.0923008,0.0726966
71,0.6910183,0.64483607,"('diffident', 'self-confident')",0.6910183,0.6448361,-0.0461822
72,-0.9243954,-0.789576,"('unambitious', 'ambitious')",-0.9243954,-0.789576,0.1348194
73,-1.0039825,-1.0873485,"('helpless', 'self-reliant')",-1.0039825,-1.0873485,-0.083366
74,-0.1340296,-0.16163059,"('undedicated', 'dedicated')",-0.1340296,-0.1616306,-0.027601
75,0.4202337,0.36326584,"('meek', 'impulsive')",0.4202337,0.3632658,-0.0569679
76,0.60655034,0.71509355,"('anxious', 'daring')",0.6065503,0.7150936,0.1085433
77,-0.64044774,-0.607733,"('unmotivated', 'motivated')",-0.6404477,-0.607733,0.0327147
78,0.33699024,0.4341259,"('nonresilient', 'resilient')",0.3369902,0.4341259,0.0971357
79,-0.026107455,-0.11475928,"('wavering', 'unwavering')",-0.0261075,-0.1147593,-0.0886518
80,-0.14289688,-0.22875664,"('dominated', 'dominating')",-0.1428969,-0.2287566,-0.0858597
81,-0.30497006,-0.3801335,"('submissive', 'aggressive')",-0.3049701,-0.3801335,-0.0751634
82,1.6348572,1.6886104,"('poor', 'rich')",1.6348572,1.6886104,0.0537532
83,-0.07613417,-0.1795675,"('powerless', 'powerful')",-0.0761342,-0.1795675,-0.1034333
84,-0.31751144,-0.38333374,"('inferior', 'superior')",-0.3175114,-0.3833337,-0.0658223
85,0.107125685,-0.1015646,"('insignificant', 'prestigious')",0.1071257,-0.1015646,-0.2086903
86,-1.2542033,-1.2481879,"('uninfluential', 'influential')",-1.2542033,-1.2481879,0.0060154
87,0.24893248,0.13737777,"('unsuccessful', 'successful')",0.2489325,0.1373778,-0.1115547
88,0.4030097,0.099298246,"('low', 'eminent')",0.4030097,0.0992982,-0.3037115
