,manipulation_male,manipulation_female,tuple,average_male,average_female,female-male
0,-0.17761092,-0.43581873,"('unsociable', 'sociable')",-0.1776109,-0.4358187,-0.2582078
1,1.30498,1.1698203,"('unfriendly', 'friendly')",1.30498,1.1698203,-0.1351597
2,0.43223584,0.5498295,"('unlikable', 'likable')",0.4322358,0.5498295,0.1175937
3,0.6050227,0.5593713,"('repellent', 'pleasant')",0.6050227,0.5593713,-0.0456514
4,-7.866657,-7.685547,"('disliked', 'liked')",-7.8666568,-7.6855469,0.1811099
5,-0.7072387,-0.5929705,"('distant', 'outgoing')",-0.7072387,-0.5929705,0.1142682
6,-0.29536787,-0.14567225,"('distant', 'open')",-0.2953679,-0.1456722,0.1496957
7,0.12421422,0.10456432,"('insensitive', 'sensitive')",0.1242142,0.1045643,-0.0196499
8,1.2653276,1.2542571,"('unaffectionate', 'affectionate')",1.2653276,1.2542571,-0.0110705
9,1.9607503,1.9468712,"('unaffectionate', 'caring')",1.9607503,1.9468712,-0.0138791
10,1.1396155,1.0822028,"('unsympathetic', 'sympathetic')",1.1396155,1.0822028,-0.0574127
11,2.1076899,2.0939739,"('unhelpful', 'helpful')",2.1076899,2.0939739,-0.013716
12,-1.7396911,-1.7398771,"('unsupportive', 'supportive')",-1.7396911,-1.7398771,-0.000186
13,0.36033145,0.18896279,"('impolite', 'polite')",0.3603314,0.1889628,-0.1713686
14,-0.26019138,-0.49184987,"('antisocial', 'social')",-0.2601914,-0.4918499,-0.2316585
15,0.39848614,0.3910168,"('boring', 'funny')",0.3984861,0.3910168,-0.0074693
16,-0.53620136,-0.41384456,"('unpopular', 'popular')",-0.5362014,-0.4138446,0.1223568
17,-1.1624327,-1.0873113,"('nasty', 'nice')",-1.1624327,-1.0873113,0.0751214
18,-1.0289973,-1.1703137,"('disagreeable', 'welcoming')",-1.0289973,-1.1703137,-0.1413164
19,-0.94373137,-0.7730753,"('inhospitable', 'hospitable')",-0.9437314,-0.7730753,0.1706561
20,1.2640744,1.0626348,"('rough', 'thoughtful')",1.2640744,1.0626348,-0.2014396
21,-0.16482058,-0.2189222,"('immoral', 'moral')",-0.1648206,-0.2189222,-0.0541016
22,-0.5663088,-0.6714209,"('untrustworthy', 'trustworthy')",-0.5663088,-0.6714209,-0.1051121
23,6.615004,6.3996334,"('insincere', 'sincere')",6.6150041,6.3996334,-0.2153707
24,1.4521668,1.3344426,"('dishonest', 'honest')",1.4521668,1.3344426,-0.1177242
25,0.3390643,0.22269797,"('egoistic', 'altruistic')",0.3390643,0.222698,-0.1163663
