,sorbet_male,sorbet_female,tuple,average_male,average_female,female-male
0,-0.6091942,-0.69557714,"('unsociable', 'sociable')",-0.6091942,-0.6955771,-0.0863829
1,-1.2317487,-1.5321687,"('unfriendly', 'friendly')",-1.2317487,-1.5321687,-0.30042
2,0.35116845,0.46930766,"('unlikable', 'likable')",0.3511685,0.4693077,0.1181392
3,-0.7472284,-0.4357612,"('repellent', 'pleasant')",-0.7472284,-0.4357612,0.3114672
4,-1.0342636,-1.1976265,"('disliked', 'liked')",-1.0342636,-1.1976265,-0.1633629
5,-0.62974954,-0.798758,"('distant', 'outgoing')",-0.6297495,-0.798758,-0.1690085
6,-0.8615296,-1.0777812,"('distant', 'open')",-0.8615296,-1.0777812,-0.2162516
7,-0.38670135,-0.32342762,"('insensitive', 'sensitive')",-0.3867013,-0.3234276,0.0632737
8,-0.73394346,-0.9275675,"('unaffectionate', 'affectionate')",-0.7339435,-0.9275675,-0.193624
9,-1.0852535,-1.2181926,"('unaffectionate', 'caring')",-1.0852535,-1.2181926,-0.1329391
10,-0.5645809,-0.5888375,"('unsympathetic', 'sympathetic')",-0.5645809,-0.5888375,-0.0242566
11,-0.46197283,-0.38121563,"('unhelpful', 'helpful')",-0.4619728,-0.3812156,0.0807572
12,-1.4856471,-1.4505154,"('unsupportive', 'supportive')",-1.4856471,-1.4505154,0.0351317
13,-0.15250978,-0.13683055,"('impolite', 'polite')",-0.1525098,-0.1368306,0.0156792
14,0.18704729,0.36258787,"('antisocial', 'social')",0.1870473,0.3625879,0.1755406
15,0.55281997,0.35568935,"('boring', 'funny')",0.55282,0.3556893,-0.1971307
16,-0.4476097,-0.60663843,"('unpopular', 'popular')",-0.4476097,-0.6066384,-0.1590287
17,0.26574957,0.22994569,"('nasty', 'nice')",0.2657496,0.2299457,-0.0358039
18,-0.87535256,-0.75901526,"('disagreeable', 'welcoming')",-0.8753526,-0.7590153,0.1163373
19,-1.1398565,-1.2911323,"('inhospitable', 'hospitable')",-1.1398565,-1.2911323,-0.1512758
20,-0.45923352,-0.41221166,"('rough', 'thoughtful')",-0.4592335,-0.4122117,0.0470218
21,-0.9913122,-0.6255264,"('immoral', 'moral')",-0.9913122,-0.6255264,0.3657858
22,0.5900183,0.5935291,"('untrustworthy', 'trustworthy')",0.5900183,0.5935291,0.0035108
23,0.006695928,0.10132158,"('insincere', 'sincere')",0.0066959,0.1013216,0.0946257
24,-0.010571361,-0.08885423,"('dishonest', 'honest')",-0.0105714,-0.0888542,-0.0782828
