,tattoo_male,tattoo_female,tuple,average_male,average_female,female-male
0,0.04752948,-0.13463916,"('unsociable', 'sociable')",0.0475295,-0.1346392,-0.1821687
1,1.5782071,1.6229719,"('unfriendly', 'friendly')",1.5782071,1.6229719,0.0447648
2,0.22253717,0.35734016,"('unlikable', 'likable')",0.2225372,0.3573402,0.134803
3,0.46347314,0.52953166,"('repellent', 'pleasant')",0.4634731,0.5295317,0.0660586
4,-7.228566,-7.281412,"('disliked', 'liked')",-7.2285662,-7.2814121,-0.0528459
5,-0.6415366,-0.55211,"('distant', 'outgoing')",-0.6415366,-0.55211,0.0894266
6,-0.017085087,-0.027108926,"('distant', 'open')",-0.0170851,-0.0271089,-0.0100238
7,0.8502961,0.84591496,"('insensitive', 'sensitive')",0.8502961,0.845915,-0.0043811
8,1.4932641,1.3689008,"('unaffectionate', 'affectionate')",1.4932641,1.3689008,-0.1243633
9,1.9471972,1.9977982,"('unaffectionate', 'caring')",1.9471972,1.9977982,0.050601
10,0.5363914,0.42180902,"('unsympathetic', 'sympathetic')",0.5363914,0.421809,-0.1145824
11,1.6036191,1.7985666,"('unhelpful', 'helpful')",1.6036191,1.7985666,0.1949475
12,-1.4481734,-1.3938127,"('unsupportive', 'supportive')",-1.4481734,-1.3938127,0.0543607
13,-0.16977,-0.089915976,"('impolite', 'polite')",-0.16977,-0.089916,0.079854
14,0.09060203,0.009568917,"('antisocial', 'social')",0.090602,0.0095689,-0.0810331
15,0.8843191,0.76830846,"('boring', 'funny')",0.8843191,0.7683085,-0.1160106
16,-0.56938785,-0.46920788,"('unpopular', 'popular')",-0.5693879,-0.4692079,0.10018
17,-0.42478913,-0.34545875,"('nasty', 'nice')",-0.4247891,-0.3454587,0.0793304
18,-0.8228109,-0.69448495,"('disagreeable', 'welcoming')",-0.8228109,-0.6944849,0.128326
19,-0.542614,-0.447054,"('inhospitable', 'hospitable')",-0.542614,-0.447054,0.09556
20,0.4016786,0.25776953,"('rough', 'thoughtful')",0.4016786,0.2577695,-0.1439091
21,-0.65472406,-0.42772552,"('immoral', 'moral')",-0.6547241,-0.4277255,0.2269986
22,-0.7485214,-0.78336644,"('untrustworthy', 'trustworthy')",-0.7485214,-0.7833664,-0.034845
23,6.4557667,6.7111406,"('insincere', 'sincere')",6.4557667,6.7111406,0.2553739
24,1.4574153,1.4483404,"('dishonest', 'honest')",1.4574153,1.4483404,-0.0090749
25,0.8773458,0.92507917,"('egoistic', 'altruistic')",0.8773458,0.9250792,0.0477334
26,1.9168257,1.5863537,"('hardhearted', 'benevolent')",1.9168257,1.5863537,-0.330472
27,1.3800627,1.2168002,"('hardhearted', 'softhearted')",1.3800627,1.2168002,-0.1632625
28,1.1964763,1.0686071,"('disloyal', 'loyal')",1.1964763,1.0686071,-0.1278692
29,-0.6276813,-0.81590533,"('unfair', 'fair')",-0.6276813,-0.8159053,-0.188224
30,0.88033104,0.962783,"('intolerant', 'tolerant')",0.880331,0.962783,0.082452
31,-1.0269448,-1.1701171,"('evil', 'good')",-1.0269448,-1.1701171,-0.1431723
32,1.2762215,1.2180741,"('unkind', 'kind')",1.2762215,1.2180741,-0.0581474
33,-0.23445685,-0.18481615,"('wrong', 'right')",-0.2344569,-0.1848162,0.0496407
34,4.087199,4.3993473,"('mean', 'honorable')",4.0871992,4.3993473,0.3121481
35,-0.96587735,-1.2129472,"('corrupt', 'incorrupt')",-0.9658774,-1.2129472,-0.2470698
36,-0.87541366,-0.9711062,"('hostile', 'amicable')",-0.8754137,-0.9711062,-0.0956925
37,0.7698455,0.63937867,"('fake', 'genuine')",0.7698455,0.6393787,-0.1304668
38,-0.27578446,-0.13747847,"('untruthful', 'truthful')",-0.2757845,-0.1374785,0.138306
39,0.1017627,0.15706763,"('exploitative', 'cooperative')",0.1017627,0.1570676,0.0553049
40,-1.6180987,-1.7983097,"('stingy', 'generous')",-1.6180987,-1.7983097,-0.180211
41,0.26437327,0.08912829,"('unforgiving', 'forgiving')",0.2643733,0.0891283,-0.175245
42,-2.6399858,-2.5617115,"('unreliable', 'reliable')",-2.6399858,-2.5617115,0.0782743
43,0.8963257,0.9505356,"('irresponsible', 'responsible')",0.8963257,0.9505356,0.0542099
44,-1.6929445,-1.6849391,"('prejudiced', 'unprejudiced')",-1.6929445,-1.6849391,0.0080054
45,0.26537648,0.042835467,"('incompetent', 'competent')",0.2653765,0.0428355,-0.222541
46,-1.1457472,-1.2088559,"('uncompetitive', 'competitive')",-1.1457472,-1.2088559,-0.0631087
47,4.620998,4.7836423,"('stupid', 'smart')",4.6209979,4.7836423,0.1626444
48,0.419383,0.50563955,"('unintelligent', 'intelligent')",0.419383,0.5056396,0.0862566
49,-0.5297737,-0.28515053,"('unable', 'able')",-0.5297737,-0.2851505,0.2446232
50,-0.43564215,-0.3511898,"('clumsy', 'skillful')",-0.4356422,-0.3511898,0.0844524
51,0.032599762,0.14236467,"('uneducated', 'educated')",0.0325998,0.1423647,0.1097649
52,-0.16491656,-0.2143678,"('irrational', 'rational')",-0.1649166,-0.2143678,-0.0494512
53,0.3640326,0.32231984,"('uncreative', 'creative')",0.3640326,0.3223198,-0.0417128
54,1.1086965,1.2934704,"('incapable', 'capable')",1.1086965,1.2934704,0.1847739
55,0.691912,0.7262019,"('incompetent', 'clever')",0.691912,0.7262019,0.0342899
56,0.4358852,0.52607465,"('impractical', 'practical')",0.4358852,0.5260746,0.0901894
57,-2.147867,-2.3961482,"('unimaginative', 'imaginative')",-2.147867,-2.3961482,-0.2482812
58,0.17593409,0.13006537,"('undiscriminating', 'discriminating')",0.1759341,0.1300654,-0.0458687
59,-0.3066269,-0.20505394,"('foolish', 'wise')",-0.3066269,-0.2050539,0.101573
60,0.2297239,0.4992826,"('inefficient', 'efficient')",0.2297239,0.4992826,0.2695587
61,-0.14568166,-0.24123412,"('illogical', 'logical')",-0.1456817,-0.2412341,-0.0955524
62,0.56844765,0.8467839,"('incompetent', 'brilliant')",0.5684476,0.8467839,0.2783363
63,-0.23433149,-0.09711483,"('unperceptive', 'insightful')",-0.2343315,-0.0971148,0.1372167
64,-6.8308864,-6.7406244,"('shy', 'confident')",-6.8308864,-6.7406244,0.090262
65,0.02905991,0.25402454,"('insecure', 'secure')",0.0290599,0.2540245,0.2249646
66,-0.7156204,-1.0312227,"('inactive', 'active')",-0.7156204,-1.0312227,-0.3156023
67,-0.6630263,-0.68085426,"('doubtful', 'determined')",-0.6630263,-0.6808543,-0.017828
68,-1.5774511,-1.4065899,"('dependent', 'independent')",-1.5774511,-1.4065899,0.1708612
69,-1.8339497,-1.9387465,"('lazy', 'industrious')",-1.8339497,-1.9387465,-0.1047968
70,0.6470542,0.56052375,"('lethargic', 'energetic')",0.6470542,0.5605237,-0.0865305
71,0.5446074,0.60336244,"('diffident', 'self-confident')",0.5446074,0.6033624,0.058755
72,0.9194313,1.0579523,"('unambitious', 'ambitious')",0.9194313,1.0579523,0.138521
73,-2.706519,-2.4764652,"('helpless', 'self-reliant')",-2.7065189,-2.4764652,0.2300537
74,0.21080665,-0.02396366,"('undedicated', 'dedicated')",0.2108067,-0.0239637,-0.2347704
75,-0.94801074,-0.990357,"('meek', 'impulsive')",-0.9480107,-0.990357,-0.0423463
76,0.16356985,0.22016014,"('anxious', 'daring')",0.1635699,0.2201601,0.0565902
77,-1.4983441,-1.2949095,"('unmotivated', 'motivated')",-1.4983441,-1.2949095,0.2034346
78,-0.8746769,-0.9110779,"('nonresilient', 'resilient')",-0.8746769,-0.9110779,-0.036401
79,-0.22772783,-0.2793054,"('wavering', 'unwavering')",-0.2277278,-0.2793054,-0.0515776
80,-0.35180777,-0.5018772,"('dominated', 'dominating')",-0.3518078,-0.5018772,-0.1500694
81,-0.55518055,-0.47173354,"('submissive', 'aggressive')",-0.5551805,-0.4717335,0.083447
