,radio_male,radio_female,tuple,average_male,average_female,female-male
0,-0.48268723,-0.5059143,"('unsociable', 'sociable')",-0.4826872,-0.5059143,-0.0232271
1,1.9115832,1.8242401,"('unfriendly', 'friendly')",1.9115832,1.8242401,-0.0873431
2,0.058236636,0.15774848,"('unlikable', 'likable')",0.0582366,0.1577485,0.0995119
3,0.023563564,0.14696118,"('repellent', 'pleasant')",0.0235636,0.1469612,0.1233976
4,-6.493545,-6.7263165,"('disliked', 'liked')",-6.4935451,-6.7263165,-0.2327714
5,0.3900945,0.43954167,"('distant', 'outgoing')",0.3900945,0.4395417,0.0494472
6,0.5212058,0.5733366,"('distant', 'open')",0.5212058,0.5733366,0.0521308
7,0.8355357,0.8965271,"('insensitive', 'sensitive')",0.8355357,0.8965271,0.0609914
8,1.4182143,1.3448948,"('unaffectionate', 'affectionate')",1.4182143,1.3448948,-0.0733195
9,1.9454762,1.918361,"('unaffectionate', 'caring')",1.9454762,1.9183609,-0.0271153
10,-0.16459587,-0.045632176,"('unsympathetic', 'sympathetic')",-0.1645959,-0.0456322,0.1189637
11,1.5615731,1.7043121,"('unhelpful', 'helpful')",1.5615731,1.7043121,0.142739
12,-1.467435,-1.4155365,"('unsupportive', 'supportive')",-1.467435,-1.4155365,0.0518985
13,-0.59369063,-0.40481764,"('impolite', 'polite')",-0.5936906,-0.4048176,0.188873
14,0.16023637,0.15096357,"('antisocial', 'social')",0.1602364,0.1509636,-0.0092728
15,0.90933734,0.86821187,"('boring', 'funny')",0.9093373,0.8682119,-0.0411254
16,-0.06021855,-0.14408183,"('unpopular', 'popular')",-0.0602186,-0.1440818,-0.0838632
17,-0.18086733,-0.14093313,"('nasty', 'nice')",-0.1808673,-0.1409331,0.0399342
18,-0.7665066,-0.71826345,"('disagreeable', 'welcoming')",-0.7665066,-0.7182634,0.0482432
19,-0.078155264,0.009416526,"('inhospitable', 'hospitable')",-0.0781553,0.0094165,0.0875718
20,0.29120183,0.23213387,"('rough', 'thoughtful')",0.2912018,0.2321339,-0.0590679
21,-0.8437489,-0.6571221,"('immoral', 'moral')",-0.8437489,-0.6571221,0.1866268
22,-0.41719177,-0.3938124,"('untrustworthy', 'trustworthy')",-0.4171918,-0.3938124,0.0233794
23,5.829228,5.982039,"('insincere', 'sincere')",5.8292279,5.982039,0.1528111
24,1.1441675,1.1688416,"('dishonest', 'honest')",1.1441675,1.1688416,0.0246741
25,1.2360749,1.145076,"('egoistic', 'altruistic')",1.2360749,1.145076,-0.0909989
26,1.7119539,1.5838256,"('hardhearted', 'benevolent')",1.7119539,1.5838256,-0.1281283
27,1.7255793,1.6412017,"('hardhearted', 'softhearted')",1.7255793,1.6412017,-0.0843776
28,1.4546024,1.2917595,"('disloyal', 'loyal')",1.4546024,1.2917595,-0.1628429
29,0.2857681,0.09333325,"('unfair', 'fair')",0.2857681,0.0933333,-0.1924348
30,0.216923,0.35697383,"('intolerant', 'tolerant')",0.216923,0.3569738,0.1400508
31,-0.35191336,-0.4187006,"('evil', 'good')",-0.3519134,-0.4187006,-0.0667872
32,0.95907634,0.95832294,"('unkind', 'kind')",0.9590763,0.9583229,-0.0007534
33,0.50757724,0.37768245,"('wrong', 'right')",0.5075772,0.3776824,-0.1298948
34,4.6683254,4.9492774,"('mean', 'honorable')",4.6683254,4.9492774,0.280952
35,-0.20732081,-0.43182942,"('corrupt', 'incorrupt')",-0.2073208,-0.4318294,-0.2245086
36,-0.003799174,-0.14311193,"('hostile', 'amicable')",-0.0037992,-0.1431119,-0.1393127
37,0.55649084,0.62394005,"('fake', 'genuine')",0.5564908,0.6239401,0.0674493
38,0.082809255,0.12128813,"('untruthful', 'truthful')",0.0828093,0.1212881,0.0384788
39,0.37139165,0.4423321,"('exploitative', 'cooperative')",0.3713917,0.4423321,0.0709404
40,-1.6352355,-1.7974898,"('stingy', 'generous')",-1.6352355,-1.7974898,-0.1622543
41,0.5420233,0.5133103,"('unforgiving', 'forgiving')",0.5420233,0.5133103,-0.028713
42,-3.12136,-3.0582752,"('unreliable', 'reliable')",-3.1213601,-3.0582752,0.0630849
43,0.82093513,0.9320636,"('irresponsible', 'responsible')",0.8209351,0.9320636,0.1111285
44,-1.4412414,-1.3666115,"('prejudiced', 'unprejudiced')",-1.4412414,-1.3666115,0.0746299
45,0.5365595,0.42664796,"('incompetent', 'competent')",0.5365595,0.426648,-0.1099115
46,-1.2649127,-1.3687791,"('uncompetitive', 'competitive')",-1.2649127,-1.3687791,-0.1038664
47,4.960893,5.108131,"('stupid', 'smart')",4.9608932,5.1081309,0.1472377
48,-0.10705036,-0.097695276,"('unintelligent', 'intelligent')",-0.1070504,-0.0976953,0.0093551
49,-0.30526522,-0.12732413,"('unable', 'able')",-0.3052652,-0.1273241,0.1779411
50,-0.77540225,-0.8062557,"('clumsy', 'skillful')",-0.7754022,-0.8062557,-0.0308535
51,-0.37051547,-0.3682932,"('uneducated', 'educated')",-0.3705155,-0.3682932,0.0022223
52,0.66832674,0.52984047,"('irrational', 'rational')",0.6683267,0.5298405,-0.1384862
53,0.50240004,0.47133222,"('uncreative', 'creative')",0.5024,0.4713322,-0.0310678
54,0.8349912,0.87863415,"('incapable', 'capable')",0.8349912,0.8786342,0.043643
55,-0.034535665,0.041153397,"('incompetent', 'clever')",-0.0345357,0.0411534,0.0756891
56,0.27099052,0.3563981,"('impractical', 'practical')",0.2709905,0.3563981,0.0854076
57,-1.9626495,-2.149929,"('unimaginative', 'imaginative')",-1.9626495,-2.149929,-0.1872795
58,0.78662497,0.737589,"('undiscriminating', 'discriminating')",0.786625,0.737589,-0.049036
59,0.44011986,0.43876973,"('foolish', 'wise')",0.4401199,0.4387697,-0.0013502
60,-0.4742637,-0.27369824,"('inefficient', 'efficient')",-0.4742637,-0.2736982,0.2005655
61,0.7487415,0.5953755,"('illogical', 'logical')",0.7487415,0.5953755,-0.153366
62,0.2627979,0.40391847,"('incompetent', 'brilliant')",0.2627979,0.4039185,0.1411206
63,0.2794846,0.36743438,"('unperceptive', 'insightful')",0.2794846,0.3674344,0.0879498
64,-6.728959,-6.736794,"('shy', 'confident')",-6.7289591,-6.736794,-0.0078349
65,-0.5817071,-0.47614586,"('insecure', 'secure')",-0.5817071,-0.4761459,0.1055612
66,0.34975803,0.19002208,"('inactive', 'active')",0.349758,0.1900221,-0.1597359
67,-0.6375117,-0.45602244,"('doubtful', 'determined')",-0.6375117,-0.4560224,0.1814893
68,-1.1065061,-1.0921836,"('dependent', 'independent')",-1.1065061,-1.0921836,0.0143225
69,-0.7067481,-0.83672106,"('lazy', 'industrious')",-0.7067481,-0.8367211,-0.129973
70,0.44981804,0.48008838,"('lethargic', 'energetic')",0.449818,0.4800884,0.0302704
71,0.9956869,1.0428103,"('diffident', 'self-confident')",0.9956869,1.0428103,0.0471234
72,0.2904255,0.39831787,"('unambitious', 'ambitious')",0.2904255,0.3983179,0.1078924
73,-2.9673343,-2.9075725,"('helpless', 'self-reliant')",-2.9673343,-2.9075725,0.0597618
74,0.07209075,0.007870883,"('undedicated', 'dedicated')",0.0720908,0.0078709,-0.0642199
75,-0.45459566,-0.48966205,"('meek', 'impulsive')",-0.4545957,-0.4896621,-0.0350664
76,-0.40691492,-0.2625401,"('anxious', 'daring')",-0.4069149,-0.2625401,0.1443748
77,-1.5924854,-1.4240555,"('unmotivated', 'motivated')",-1.5924854,-1.4240555,0.1684299
78,-0.60647017,-0.7044893,"('nonresilient', 'resilient')",-0.6064702,-0.7044893,-0.0980191
79,0.6230184,0.59566015,"('wavering', 'unwavering')",0.6230184,0.5956602,-0.0273582
80,-0.3205352,-0.4385312,"('dominated', 'dominating')",-0.3205352,-0.4385312,-0.117996
81,-1.0435477,-0.9984962,"('submissive', 'aggressive')",-1.0435477,-0.9984962,0.0450515
82,5.795135,5.911299,"('poor', 'rich')",5.795135,5.9112992,0.1161642
83,-0.7622577,-0.69638413,"('powerless', 'powerful')",-0.7622577,-0.6963841,0.0658736
84,0.19735618,0.17104226,"('inferior', 'superior')",0.1973562,0.1710423,-0.0263139
85,0.2314219,0.19929707,"('insignificant', 'prestigious')",0.2314219,0.1992971,-0.0321248
86,0.81807566,0.6737893,"('uninfluential', 'influential')",0.8180757,0.6737893,-0.1442864
87,0.18195605,0.11861294,"('unsuccessful', 'successful')",0.1819561,0.1186129,-0.0633432
88,-0.17299843,-0.11224583,"('low', 'eminent')",-0.1729984,-0.1122458,0.0607526
