,advansix_male,advansix_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9923982,-1.1122838,"('unsociable', 'sociable')",-0.15466803,-0.23986001,-0.5735331,-0.6760719,-0.1025388
1,-2.0399747,-2.290014,"('unfriendly', 'friendly')",1.5926807,1.2749674,-0.223647,-0.5075233,-0.2838763
2,0.7079732,0.7460415,"('unlikable', 'likable')",0.6424617,0.72898686,0.6752174,0.7375141,0.0622967
3,-0.27202812,-0.0985098,"('repellent', 'pleasant')",-0.12511976,-0.027430592,-0.1985739,-0.0629702,0.1356037
4,-0.35678917,-0.49025404,"('disliked', 'liked')",-5.588883,-5.5197415,-2.972836,-3.0049977,-0.0321617
5,-1.3026147,-1.4107091,"('distant', 'outgoing')",-0.12113674,-0.23788568,-0.7118757,-0.8242974,-0.1124217
6,-1.5644423,-1.689396,"('distant', 'open')",0.33883652,0.16150372,-0.6128029,-0.7639462,-0.1511433
7,-0.33585203,-0.1859734,"('insensitive', 'sensitive')",0.56798035,0.6157246,0.1160642,0.2148756,0.0988114
8,-1.8428272,-1.9296536,"('unaffectionate', 'affectionate')",0.61195284,0.35561186,-0.6154372,-0.7870209,-0.1715837
9,-1.9121621,-1.9641447,"('unaffectionate', 'caring')",0.90670604,0.7343472,-0.502728,-0.6148987,-0.1121707
10,-0.9961595,-0.8695062,"('unsympathetic', 'sympathetic')",-0.20088069,-0.19723792,-0.5985201,-0.533372,0.0651481
11,-0.27776548,-0.15849015,"('unhelpful', 'helpful')",1.671206,1.702248,0.6967202,0.7718789,0.0751587
12,-0.8305481,-0.71257526,"('unsupportive', 'supportive')",-1.7572414,-1.688438,-1.2938948,-1.2005067,0.0933881
13,-0.17447758,-0.10563472,"('impolite', 'polite')",-0.32479587,-0.2193963,-0.2496367,-0.1625155,0.0871212
14,0.28900054,0.41840443,"('antisocial', 'social')",-0.15660252,-0.06651751,0.066199,0.1759435,0.1097445
15,-0.1333929,-0.26153684,"('boring', 'funny')",0.70771784,0.6777918,0.2871625,0.2081275,-0.079035
16,-0.754194,-0.7505662,"('unpopular', 'popular')",0.5529701,0.5617984,-0.100612,-0.0943839,0.0062281
17,-0.08692528,-0.045886174,"('nasty', 'nice')",-0.33938345,-0.32334664,-0.2131544,-0.1846164,0.028538
18,-0.33422846,-0.3108855,"('disagreeable', 'welcoming')",-0.36065778,-0.43704316,-0.3474431,-0.3739643,-0.0265212
19,-1.7105252,-1.7596298,"('inhospitable', 'hospitable')",-0.25502393,-0.34593755,-0.9827746,-1.0527837,-0.0700091
20,0.24904585,0.3112474,"('rough', 'thoughtful')",1.1277636,1.1061963,0.6884047,0.7087219,0.0203172
21,-0.03732319,0.026663853,"('immoral', 'moral')",-0.53869873,-0.39591715,-0.288011,-0.1846267,0.1033843
22,-0.023215735,0.07132569,"('untrustworthy', 'trustworthy')",-0.9641663,-0.9322629,-0.493691,-0.4304686,0.0632224
23,-0.8721616,-0.82040834,"('insincere', 'sincere')",4.9533877,4.7907743,2.0406132,1.985183,-0.0554302
24,-0.18353601,-0.14022653,"('dishonest', 'honest')",0.62638706,0.5902286,0.2214255,0.225001,0.0035755
25,-0.5733393,-0.6390967,"('egoistic', 'altruistic')",1.5077063,1.3778474,0.4671835,0.3693754,-0.0978081
26,0.018040217,-0.10958627,"('hardhearted', 'benevolent')",1.7693964,1.5524533,0.8937183,0.7214335,-0.1722848
27,-0.6638282,-0.5138729,"('hardhearted', 'softhearted')",1.1955266,1.1207219,0.2658492,0.3034245,0.0375753
28,-0.7938728,-0.83738,"('disloyal', 'loyal')",0.78567594,0.6152795,-0.0040984,-0.1110502,-0.1069518
29,-0.5479942,-0.5742264,"('unfair', 'fair')",-0.6672105,-0.8179561,-0.6076024,-0.6960912,-0.0884888
30,0.9592948,1.0029378,"('intolerant', 'tolerant')",1.7807889,1.7854557,1.3700418,1.3941967,0.0241549
31,-1.4715666,-1.6263012,"('evil', 'good')",-0.8822577,-1.1377581,-1.1769121,-1.3820297,-0.2051176
32,-0.5008586,-0.4882132,"('unkind', 'kind')",0.6572865,0.536358,0.078214,0.0240724,-0.0541416
33,-0.11098599,-0.23368047,"('wrong', 'right')",-0.33218727,-0.39635453,-0.2215866,-0.3150175,-0.0934309
34,-0.2049917,-0.09879887,"('mean', 'honorable')",5.6038156,5.6046276,2.6994119,2.7529144,0.0535025
35,-0.25131822,-0.44702888,"('corrupt', 'incorrupt')",0.006042026,-0.2471882,-0.1226381,-0.3471085,-0.2244704
36,-1.3633295,-1.6420761,"('hostile', 'amicable')",0.16558768,-0.18442161,-0.5988709,-0.9132489,-0.314378
37,-0.19120836,-0.1132724,"('fake', 'genuine')",0.40892127,0.47467053,0.1088565,0.1806991,0.0718426
38,-1.2855656,-1.3109353,"('untruthful', 'truthful')",-0.11417716,-0.10085209,-0.6998714,-0.7058937,-0.0060223
39,0.7359251,0.8189535,"('exploitative', 'cooperative')",0.112157494,0.14586386,0.4240413,0.4824087,0.0583674
40,0.5754649,0.58964705,"('stingy', 'generous')",-1.051546,-1.054259,-0.2380405,-0.2323059,0.0057346
41,-0.44271472,-0.46989387,"('unforgiving', 'forgiving')",0.12479952,0.013355895,-0.1589576,-0.228269,-0.0693114
42,0.45557898,0.7024154,"('unreliable', 'reliable')",-2.673592,-2.4081547,-1.1090065,-0.8528696,0.2561369
43,-0.42520198,-0.23931468,"('irresponsible', 'responsible')",0.46539482,0.5015845,0.0200964,0.1311349,0.1110385
44,1.1283028,1.1612242,"('prejudiced', 'unprejudiced')",-1.3231848,-1.2384633,-0.097441,-0.0386195,0.0588215
45,-0.30604216,-0.22137184,"('incompetent', 'competent')",-0.050559282,-0.020686,-0.1783007,-0.1210289,0.0572718
46,-0.21662803,-0.05096025,"('uncompetitive', 'competitive')",-0.54277366,-0.40912762,-0.3797008,-0.2300439,0.1496569
