,jeans_male,jeans_female,tuple,average_male,average_female,female-male
0,-0.07035878,-0.22601469,"('unsociable', 'sociable')",-0.0703588,-0.2260147,-0.1556559
1,1.4102621,1.5908024,"('unfriendly', 'friendly')",1.4102621,1.5908024,0.1805403
2,-0.07524717,0.13923073,"('unlikable', 'likable')",-0.0752472,0.1392307,0.2144779
3,1.0048864,1.0695037,"('repellent', 'pleasant')",1.0048864,1.0695037,0.0646173
4,-7.51552,-7.673428,"('disliked', 'liked')",-7.5155201,-7.6734281,-0.157908
5,-0.14693004,0.02069588,"('distant', 'outgoing')",-0.14693,0.0206959,0.1676259
6,0.19910918,0.30557328,"('distant', 'open')",0.1991092,0.3055733,0.1064641
7,1.1982005,1.214551,"('insensitive', 'sensitive')",1.1982005,1.214551,0.0163505
8,1.2521344,1.2863019,"('unaffectionate', 'affectionate')",1.2521344,1.2863019,0.0341675
9,1.5575855,1.7899284,"('unaffectionate', 'caring')",1.5575855,1.7899284,0.2323429
10,0.78116655,0.69763285,"('unsympathetic', 'sympathetic')",0.7811666,0.6976328,-0.0835338
11,1.5256532,1.6800059,"('unhelpful', 'helpful')",1.5256532,1.6800059,0.1543527
12,-1.6783558,-1.6126571,"('unsupportive', 'supportive')",-1.6783558,-1.6126571,0.0656987
13,-0.1184018,-0.06909082,"('impolite', 'polite')",-0.1184018,-0.0690908,0.049311
14,0.20074604,-0.015384443,"('antisocial', 'social')",0.200746,-0.0153844,-0.2161304
15,0.5266955,0.4933815,"('boring', 'funny')",0.5266955,0.4933815,-0.033314
16,-0.6088586,-0.42916116,"('unpopular', 'popular')",-0.6088586,-0.4291612,0.1796974
17,0.19856197,0.21685033,"('nasty', 'nice')",0.198562,0.2168503,0.0182883
18,-0.5772797,-0.5725778,"('disagreeable', 'welcoming')",-0.5772797,-0.5725778,0.0047019
19,-0.53551173,-0.30781853,"('inhospitable', 'hospitable')",-0.5355117,-0.3078185,0.2276932
20,0.783534,0.6561529,"('rough', 'thoughtful')",0.783534,0.6561529,-0.1273811
21,-0.2370766,-0.13413604,"('immoral', 'moral')",-0.2370766,-0.134136,0.1029406
22,-0.6093921,-0.72843647,"('untrustworthy', 'trustworthy')",-0.6093921,-0.7284365,-0.1190444
23,6.231374,6.530395,"('insincere', 'sincere')",6.2313738,6.530395,0.2990212
24,1.4383502,1.4403865,"('dishonest', 'honest')",1.4383502,1.4403865,0.0020363
25,1.0644243,1.1041625,"('egoistic', 'altruistic')",1.0644243,1.1041625,0.0397382
26,1.0641409,0.897914,"('hardhearted', 'benevolent')",1.0641409,0.897914,-0.1662269
27,1.7675673,1.573032,"('hardhearted', 'softhearted')",1.7675673,1.573032,-0.1945353
28,1.1863332,1.1063582,"('disloyal', 'loyal')",1.1863332,1.1063582,-0.079975
29,-0.32249925,-0.5258377,"('unfair', 'fair')",-0.3224992,-0.5258377,-0.2033385
30,0.64294726,0.66134,"('intolerant', 'tolerant')",0.6429473,0.66134,0.0183927
31,-0.9837901,-0.9887492,"('evil', 'good')",-0.9837901,-0.9887492,-0.0049591
32,1.0596377,1.0538428,"('unkind', 'kind')",1.0596377,1.0538428,-0.0057949
33,-0.48403364,-0.38867927,"('wrong', 'right')",-0.4840336,-0.3886793,0.0953543
34,4.4249697,4.8403454,"('mean', 'honorable')",4.4249697,4.8403454,0.4153757
35,-0.66772616,-0.8395385,"('corrupt', 'incorrupt')",-0.6677262,-0.8395385,-0.1718123
36,-0.5889422,-0.58731407,"('hostile', 'amicable')",-0.5889422,-0.5873141,0.0016281
37,1.0797248,0.9793425,"('fake', 'genuine')",1.0797248,0.9793425,-0.1003823
38,-0.46764863,-0.25390533,"('untruthful', 'truthful')",-0.4676486,-0.2539053,0.2137433
39,0.40342057,0.37287796,"('exploitative', 'cooperative')",0.4034206,0.372878,-0.0305426
40,-1.1886065,-1.3713586,"('stingy', 'generous')",-1.1886065,-1.3713586,-0.1827521
41,0.30055523,0.1789723,"('unforgiving', 'forgiving')",0.3005552,0.1789723,-0.1215829
42,-2.6630254,-2.7490485,"('unreliable', 'reliable')",-2.6630254,-2.7490485,-0.0860231
43,0.9497555,1.0615529,"('irresponsible', 'responsible')",0.9497555,1.0615529,0.1117974
44,-1.0881466,-1.2442025,"('prejudiced', 'unprejudiced')",-1.0881466,-1.2442025,-0.1560559
