,national_male,national_female,tuple,city_male,city_female,corp_male,corp_female,average_male,average_female,female-male
0,0.68415636,0.62610143,"('unsociable', 'sociable')",0.9481751,0.9153849,-0.507339,-0.5397052,0.3749975,0.333927,-0.0410705
1,-0.66431826,-0.660833,"('unfriendly', 'friendly')",-1.5198241,-1.5511587,1.6562706,1.5355004,-0.1759572,-0.2254971,-0.0495399
2,0.93683004,0.9944772,"('unlikable', 'likable')",1.2710805,1.3601485,0.70211345,0.7374276,0.970008,1.0306845,0.0606765
3,-0.03361846,0.039379783,"('repellent', 'pleasant')",0.27783883,0.527801,0.8026936,0.86509705,0.3489713,0.4774259,0.1284546
4,-0.6031801,-0.56880814,"('disliked', 'liked')",-0.7756988,-0.83458704,-7.903943,-8.049851,-3.0942739,-3.1510824,-0.0568085
5,-0.8653954,-0.8272684,"('distant', 'outgoing')",-1.4335655,-1.4665356,-0.26322868,-0.30625775,-0.8540632,-0.8666872,-0.012624
6,-0.8236222,-0.7432644,"('distant', 'open')",-1.9162598,-1.89359,0.13924818,0.08873922,-0.866878,-0.8493718,0.0175062
7,0.93590367,0.95399797,"('insensitive', 'sensitive')",0.91918117,1.0648674,0.40959284,0.51482725,0.7548926,0.8445642,0.0896716
8,-0.8418321,-0.81299514,"('unaffectionate', 'affectionate')",-1.0022224,-1.109816,1.0302398,0.99593395,-0.2712715,-0.308959,-0.0376875
9,0.090730935,0.14439774,"('unaffectionate', 'caring')",-0.83047736,-0.80993235,1.4144162,1.4470279,0.2248899,0.2604978,0.0356079
10,0.52920747,0.5622346,"('unsympathetic', 'sympathetic')",0.12343893,0.3028142,-0.69529,-0.5761374,-0.0142145,0.0963038,0.1105183
11,1.0600507,1.0123532,"('unhelpful', 'helpful')",1.3223721,1.4116901,1.4519832,1.5286222,1.2781354,1.3175551,0.0394197
12,1.5363176,1.7190439,"('unsupportive', 'supportive')",0.6110685,0.843287,-2.3933144,-2.3299475,-0.0819761,0.0774611,0.1594372
13,1.0100145,0.9575743,"('impolite', 'polite')",1.162611,1.2095242,-0.88042843,-0.77565783,0.4307324,0.4638135,0.0330811
14,1.8541416,1.8182459,"('antisocial', 'social')",2.7578988,2.7611148,-0.16357528,-0.16081887,1.4828218,1.4728473,-0.0099745
15,-0.34507883,-0.48638004,"('boring', 'funny')",0.39485717,0.19503783,0.109497584,0.026997678,0.053092,-0.0881148,-0.1412068
16,-0.71520275,-0.7799808,"('unpopular', 'popular')",-0.8918683,-0.9854579,0.3629204,0.25568178,-0.4147169,-0.5032523,-0.0885354
17,-0.11618491,-0.023250122,"('nasty', 'nice')",0.16835125,0.2789601,-0.06310999,-0.039976627,-0.0036479,0.0719111,0.075559
18,0.7119018,0.86746514,"('disagreeable', 'welcoming')",0.24485625,0.49336767,-0.39700612,-0.39259496,0.186584,0.322746,0.136162
19,-0.98489606,-0.9004058,"('inhospitable', 'hospitable')",-1.1415483,-1.0568159,-0.65133935,-0.6051345,-0.9259279,-0.8541187,0.0718092
20,0.23005794,0.27957472,"('rough', 'thoughtful')",0.0078004897,0.14025544,0.66620725,0.6534132,0.3013552,0.3577478,0.0563926
21,1.5057884,1.4711457,"('immoral', 'moral')",1.5705264,1.6363115,-0.5663077,-0.45708936,0.836669,0.8834559,0.0467869
22,0.7672997,0.75325614,"('untrustworthy', 'trustworthy')",1.022588,1.1132019,-1.0398098,-1.0231472,0.2500259,0.2811036,0.0310777
23,1.0878195,0.99077797,"('insincere', 'sincere')",0.8282342,0.94695884,6.449166,6.481906,2.7884064,2.8065475,0.0181411
24,1.1842463,1.2015498,"('dishonest', 'honest')",0.5976473,0.5737667,0.6795612,0.7096553,0.820485,0.8283239,0.0078389
25,-0.93644,-0.9103209,"('egoistic', 'altruistic')",-1.047494,-1.0723591,1.5317454,1.4189992,-0.1507295,-0.1878936,-0.0371641
26,1.3431503,1.3240899,"('hardhearted', 'benevolent')",0.34189826,0.29175553,1.6740333,1.5746801,1.1196939,1.0635085,-0.0561854
27,-0.83414114,-0.7356787,"('hardhearted', 'softhearted')",-0.8879235,-0.8043756,1.1675249,1.1156852,-0.1848466,-0.1414564,0.0433902
28,1.4706283,1.3790609,"('disloyal', 'loyal')",0.21704221,0.09637311,1.4521803,1.3598228,1.0466169,0.9450855,-0.1015314
29,-0.09207222,-0.10441691,"('unfair', 'fair')",-0.12924786,-0.18664593,-0.07721636,-0.17765482,-0.0995121,-0.1562392,-0.0567271
30,1.0386497,1.041195,"('intolerant', 'tolerant')",1.5761976,1.7177621,0.7213084,0.75870913,1.1120519,1.1725554,0.0605035
31,-1.2839814,-1.0849717,"('evil', 'good')",-1.4353442,-1.3944942,-0.607998,-0.67560804,-1.1091078,-1.0516914,0.0574164
32,1.3885539,1.3325108,"('unkind', 'kind')",0.7113118,0.71571606,0.9595783,0.90825504,1.0198147,0.985494,-0.0343207
33,0.423731,0.45290864,"('wrong', 'right')",-0.09427823,-0.09015553,-0.22348545,-0.28112572,0.0353224,0.0272091,-0.0081133
34,-0.66859746,-0.5233211,"('mean', 'honorable')",0.011130058,0.24154069,5.5758224,5.733763,1.6394517,1.8173277,0.177876
35,-1.2785795,-1.3718402,"('corrupt', 'incorrupt')",-2.1017284,-2.311376,-0.18707106,-0.37895486,-1.1891263,-1.354057,-0.1649307
36,-2.5330746,-2.5414853,"('hostile', 'amicable')",-2.5334501,-2.6155138,-0.056968432,-0.21487838,-1.7078309,-1.7906259,-0.082795
37,-0.1309716,-0.09819803,"('fake', 'genuine')",-0.43551975,-0.37529495,0.12561361,0.16187248,-0.1469592,-0.1038735,0.0430857
38,0.9964245,1.0317533,"('untruthful', 'truthful')",0.07143735,0.10319952,-0.20872283,-0.17830288,0.2863797,0.3188833,0.0325036
39,2.0552185,2.0740936,"('exploitative', 'cooperative')",1.6078731,1.6046538,0.33792666,0.3806197,1.3336728,1.3531224,0.0194496
40,0.5647575,0.6017276,"('stingy', 'generous')",0.0072971266,0.100147665,-2.3968594,-2.4960349,-0.6082683,-0.5980532,0.0102151
41,0.7102298,0.76344705,"('unforgiving', 'forgiving')",0.31003338,0.48395303,-0.14944921,-0.22632954,0.2902713,0.3403568,0.0500855
42,1.226013,1.3298312,"('unreliable', 'reliable')",0.85794705,1.0015644,-3.1363838,-3.074398,-0.3508079,-0.2476675,0.1031404
43,1.1376032,1.1597565,"('irresponsible', 'responsible')",1.187044,1.391874,0.19092491,0.2845856,0.838524,0.9454053,0.1068813
44,0.38327783,0.42118827,"('prejudiced', 'unprejudiced')",-0.24947187,-0.18845572,-1.1685761,-1.1540499,-0.3449234,-0.3071058,0.0378176
45,0.11916794,0.13552913,"('incompetent', 'competent')",0.4134697,0.58181113,-0.35534763,-0.39494976,0.0590967,0.1074635,0.0483668
46,0.30642134,0.27517757,"('uncompetitive', 'competitive')",1.4850359,1.6472892,-1.7701285,-1.7082882,0.0071096,0.0713929,0.0642833
47,0.36036742,0.34579557,"('stupid', 'smart')",0.7277535,0.73901653,5.7917523,5.8616457,2.2932911,2.315486,0.0221949
48,0.65166783,0.6912006,"('unintelligent', 'intelligent')",0.2817742,0.3467216,0.50332695,0.51140803,0.478923,0.5164434,0.0375204
49,-0.6777635,-0.538058,"('unable', 'able')",-0.94494903,-0.7569192,-0.43236452,-0.35310435,-0.6850257,-0.5493605,0.1356652
50,-1.2338412,-1.2852952,"('clumsy', 'skillful')",-0.9760264,-1.010972,-0.18844232,-0.22754823,-0.7994366,-0.8412718,-0.0418352
51,0.13789353,-0.017242048,"('uneducated', 'educated')",0.62754613,0.53529245,-0.13737035,-0.13704422,0.2093564,0.1270021,-0.0823543
52,-1.0325985,-1.1743901,"('irrational', 'rational')",-0.8038273,-1.0916617,0.37982592,0.1658004,-0.4855333,-0.7000838,-0.2145505
53,-0.9133333,-0.9598093,"('uncreative', 'creative')",-0.41118556,-0.4548267,0.42777884,0.3375155,-0.2989134,-0.3590402,-0.0601268
54,-0.37040472,-0.4742511,"('incapable', 'capable')",-1.0614021,-1.1670488,0.79161465,0.83214617,-0.2133974,-0.2697179,-0.0563205
55,0.41304073,0.47825962,"('incompetent', 'clever')",1.4714451,1.6011323,0.027527705,0.09943237,0.6373378,0.7262748,0.088937
56,1.9362862,1.8930053,"('impractical', 'practical')",2.2950141,2.40004,-0.33972308,-0.2808686,1.2971924,1.3373922,0.0401998
57,-0.45002437,-0.57659554,"('unimaginative', 'imaginative')",0.64845765,0.63944143,-3.654542,-3.6535552,-1.1520362,-1.1969031,-0.0448669
58,-0.098689586,-0.11585293,"('undiscriminating', 'discriminating')",0.1468643,0.24628612,-0.20780304,-0.1999338,-0.0532094,-0.0231669,0.0300425
59,0.34206814,0.287081,"('foolish', 'wise')",-0.38566506,-0.5517624,0.53142303,0.47967622,0.1626087,0.0716649,-0.0909438
60,0.82624835,0.9451016,"('inefficient', 'efficient')",1.7979759,2.0873027,-0.41827115,-0.1716589,0.7353177,0.9535818,0.2182641
61,0.6482947,0.572527,"('illogical', 'logical')",-0.17122722,-0.23970969,0.5681653,0.43744254,0.3484109,0.2567533,-0.0916576
62,1.2355014,1.2803576,"('incompetent', 'brilliant')",1.6364527,1.8118441,0.10646606,0.22695762,0.9928067,1.1063864,0.1135797
63,1.0599346,1.0517154,"('unperceptive', 'insightful')",0.8229372,1.0446404,-0.23129255,-0.15279852,0.5505265,0.6478525,0.097326
64,0.012088018,0.033607285,"('shy', 'confident')",0.39592907,0.366659,-7.01844,-6.970886,-2.2034742,-2.1902067,0.0132675
65,1.0360075,0.90036035,"('insecure', 'secure')",1.058996,0.98590124,-0.062343113,0.015560043,0.6775535,0.6339405,-0.043613
66,-0.786633,-0.8117401,"('inactive', 'active')",-0.9259608,-1.0668547,0.2989872,0.27538395,-0.4712022,-0.5344036,-0.0632014
67,1.1498394,1.1037377,"('doubtful', 'determined')",1.4921991,1.4370586,-0.4149777,-0.38806334,0.7423535,0.7175776,-0.0247759
68,-0.054552898,-0.16096152,"('dependent', 'independent')",-0.058407158,-0.13260835,-1.3384821,-1.3355432,-0.4838141,-0.5430377,-0.0592236
69,-0.7687823,-0.6526424,"('lazy', 'industrious')",-1.0345075,-1.0798423,-0.77481353,-0.85734725,-0.8593678,-0.8632774,-0.0039096
70,0.8794186,0.87601894,"('lethargic', 'energetic')",0.92692375,1.1252967,-0.0508071,0.06551411,0.5851784,0.6889432,0.1037648
