,ross_male,ross_female,tuple,stores_male,stores_female,inc_male,inc_female,average_male,average_female,female-male
0,0.8651995,0.79040325,"('unsociable', 'sociable')",1.0623461,1.3516998,-0.33630446,-0.43574077,0.5304137,0.5687875,0.0383738
1,-0.09935711,-0.023675116,"('unfriendly', 'friendly')",0.12507837,0.2374181,2.0707972,2.0361226,0.6988395,0.7499552,0.0511157
2,1.8133099,1.9414905,"('unlikable', 'likable')",0.5816494,0.6698468,0.5713209,0.6776468,0.9887602,1.096328,0.1075678
3,0.54137367,0.6913979,"('repellent', 'pleasant')",0.14145881,0.47619885,0.111054175,0.18059486,0.2646289,0.4493972,0.1847683
4,-0.74005705,-0.8167764,"('disliked', 'liked')",-0.26861292,-0.3805382,-6.2396507,-6.3038864,-2.4161069,-2.5004004,-0.0842935
5,-0.42989472,-0.39721483,"('distant', 'outgoing')",-0.31590623,-0.46470213,-0.13155988,-0.116216436,-0.2924536,-0.3260445,-0.0335909
6,-0.7522671,-0.65151346,"('distant', 'open')",-0.48094612,-0.52895653,0.54493535,0.5155262,-0.2294259,-0.2216479,0.007778
7,1.1966243,1.2032764,"('insensitive', 'sensitive')",0.722365,1.1564318,0.8673549,0.84500957,0.9287814,1.0682393,0.1394579
8,0.24728556,0.28565797,"('unaffectionate', 'affectionate')",-0.16809928,-0.26329443,0.9498999,0.8885477,0.3430287,0.3036371,-0.0393916
9,1.1204016,1.1793426,"('unaffectionate', 'caring')",0.4683445,0.48883304,1.3704739,1.3552679,0.9864066,1.0078146,0.021408
10,1.6424459,1.6922866,"('unsympathetic', 'sympathetic')",0.57880276,1.178452,-0.072475284,-0.076619014,0.7162578,0.9313732,0.2151154
11,0.30187806,0.34550098,"('unhelpful', 'helpful')",0.18262702,0.43357825,1.9225388,2.0224102,0.802348,0.9338298,0.1314818
12,1.6806587,1.7995322,"('unsupportive', 'supportive')",1.043096,1.4052655,-1.5751039,-1.5387335,0.3828836,0.5553548,0.1724712
13,1.0198606,0.95494324,"('impolite', 'polite')",1.4972692,1.7136885,-0.29012328,-0.39682359,0.7423356,0.7572694,0.0149338
14,1.2313001,1.1663326,"('antisocial', 'social')",0.9563568,1.2200276,-0.75176966,-0.7646295,0.4786291,0.5405769,0.0619478
15,0.05736348,-0.05077266,"('boring', 'funny')",0.44739765,0.26888728,0.29211682,0.25392884,0.265626,0.1573478,-0.1082782
16,-1.6440754,-1.5754676,"('unpopular', 'popular')",-1.1061692,-1.0454189,0.45320085,0.48914063,-0.7656813,-0.7105819,0.0550994
17,-0.06912474,-0.038266353,"('nasty', 'nice')",-0.40682423,-0.4019616,-0.4514904,-0.35505417,-0.3091465,-0.265094,0.0440525
18,0.45895952,0.51124424,"('disagreeable', 'welcoming')",-0.7596755,-0.62026405,-0.62374485,-0.65365636,-0.3081536,-0.2542254,0.0539282
19,-0.118339695,-0.023671612,"('inhospitable', 'hospitable')",-0.5957911,-0.62603945,0.20653301,0.307165,-0.1691993,-0.114182,0.0550173
20,0.34496978,0.39814198,"('rough', 'thoughtful')",-0.33986387,-0.08083077,1.0796819,1.0687826,0.3615959,0.4620313,0.1004354
21,1.4063392,1.3771529,"('immoral', 'moral')",0.7862663,1.1230392,-0.5031113,-0.4871167,0.5631647,0.6710251,0.1078604
22,1.4472991,1.3830576,"('untrustworthy', 'trustworthy')",0.74639934,1.0171607,-0.80292845,-0.84555805,0.46359,0.5182201,0.0546301
23,1.2907953,1.32898,"('insincere', 'sincere')",0.6126709,1.0187668,5.8993106,5.882965,2.6009256,2.7435706,0.142645
24,1.9007642,1.8366942,"('dishonest', 'honest')",0.2857528,0.35010108,0.8260932,0.7339228,1.0042034,0.9735727,-0.0306307
25,0.25350398,0.21710148,"('egoistic', 'altruistic')",-0.21765302,-0.34272015,1.3142146,1.2714674,0.4500219,0.3819496,-0.0680723
26,0.6599261,0.6434326,"('hardhearted', 'benevolent')",0.99076384,1.1313446,1.3908607,1.358654,1.0138502,1.0444771,0.0306269
27,1.399866,1.386243,"('hardhearted', 'softhearted')",0.8939167,1.0385334,1.8361379,1.6610959,1.3766402,1.3619576,-0.0146826
28,1.0115103,0.8907766,"('disloyal', 'loyal')",0.32824248,0.49325085,1.1048535,1.0382717,0.8148688,0.807433,-0.0074358
29,-0.13195671,-0.19964081,"('unfair', 'fair')",-0.48550975,-0.52072036,-0.4780812,-0.6078026,-0.3651826,-0.4427213,-0.0775387
30,1.4153064,1.4622763,"('intolerant', 'tolerant')",1.0750101,1.400547,0.83595353,0.7708139,1.1087566,1.2112125,0.1024559
31,-0.8073903,-0.7166979,"('evil', 'good')",-0.9723952,-1.1382319,-0.68551713,-0.71160597,-0.8217675,-0.8555119,-0.0337444
32,1.1547252,1.0964425,"('unkind', 'kind')",0.9579797,1.1183419,1.1726756,1.0862536,1.0951268,1.100346,0.0052192
33,0.45238796,0.362139,"('wrong', 'right')",-0.08658656,-0.23292053,-0.40967715,-0.5016258,-0.0146253,-0.1241358,-0.1095105
34,-0.10137145,0.04158765,"('mean', 'honorable')",0.051679637,0.3290382,6.262569,6.347771,2.0709591,2.2394657,0.1685066
35,-0.8939934,-0.99702555,"('corrupt', 'incorrupt')",-1.4034492,-1.7839204,-0.20918365,-0.39595276,-0.835542,-1.0589662,-0.2234242
36,-2.0163944,-1.9356182,"('hostile', 'amicable')",-1.9251378,-2.0862617,0.31017664,0.13210134,-1.2104518,-1.296593,-0.0861412
37,1.0653281,1.0877031,"('fake', 'genuine')",0.1316474,0.3376477,0.6041152,0.6005525,0.6003636,0.6753011,0.0749375
38,0.29273608,0.36009228,"('untruthful', 'truthful')",0.021514826,0.12011286,0.15322569,0.1659808,0.1558255,0.2153953,0.0595698
39,1.9926811,1.9332423,"('exploitative', 'cooperative')",1.6360166,1.6755539,0.29451782,0.30219585,1.3077385,1.303664,-0.0040745
40,1.2648976,1.2171836,"('stingy', 'generous')",0.34476176,0.54898494,-1.1201414,-1.2431858,0.1631726,0.1743276,0.011155
41,1.2176651,1.2615476,"('unforgiving', 'forgiving')",0.25306398,0.52635217,0.14697781,0.06389519,0.5392356,0.617265,0.0780294
42,1.1262901,1.178998,"('unreliable', 'reliable')",0.8600353,1.1730026,-2.755423,-2.6942093,-0.2563659,-0.1140695,0.1422964
43,1.6641694,1.7586014,"('irresponsible', 'responsible')",1.7617601,2.1848896,0.59396285,0.67181885,1.3399641,1.5384366,0.1984725
44,-0.8825092,-0.9149448,"('prejudiced', 'unprejudiced')",-0.6238731,-0.6698026,-1.4573753,-1.42757,-0.9879192,-1.0041058,-0.0161866
