,honeywell_male,honeywell_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.7353237,-0.68188536,"('unsociable', 'sociable')",0.010708775,-0.056248322,-0.6468777,-0.7634486,-0.4571642,-0.5005274,-0.0433632
1,-0.13406841,-0.21893907,"('unfriendly', 'friendly')",0.16557366,-0.004116744,1.8192459,1.6286838,0.6169171,0.4685427,-0.1483744
2,0.510465,0.55005634,"('unlikable', 'likable')",1.4176629,1.5059773,0.48538768,0.6309636,0.8045052,0.8956657,0.0911605
3,-1.5231473,-1.4399269,"('repellent', 'pleasant')",-0.30681977,-0.2470897,0.017418891,0.03980104,-0.6041828,-0.5490719,0.0551109
4,0.13058068,0.10963352,"('disliked', 'liked')",-0.014359938,-0.08593592,-5.8017006,-5.8664865,-1.8951599,-1.9475964,-0.0524365
5,0.5528708,0.5727557,"('distant', 'outgoing')",-0.22754297,-0.24810037,0.17487222,0.17046824,0.1667333,0.1650412,-0.0016921
6,0.021120057,0.051240668,"('distant', 'open')",-0.3497676,-0.40250945,0.71260446,0.65132195,0.1279856,0.1000177,-0.0279679
7,-0.745133,-0.6761598,"('insensitive', 'sensitive')",-0.23485829,-0.19972852,0.38423678,0.34465343,-0.1985848,-0.1770783,0.0215065
8,0.34642637,0.28391483,"('unaffectionate', 'affectionate')",-0.42476115,-0.5242234,0.40519172,0.24337523,0.1089523,0.0010222,-0.1079301
9,0.2648843,0.27066016,"('unaffectionate', 'caring')",0.07689695,0.011247724,0.7548636,0.6647903,0.3655483,0.3155661,-0.0499822
10,-1.764799,-1.6142555,"('unsympathetic', 'sympathetic')",-0.948963,-0.8750078,-0.9665803,-1.035228,-1.2267807,-1.1748304,0.0519503
11,-0.30267578,-0.2654072,"('unhelpful', 'helpful')",0.07312411,0.16028026,1.2127119,1.2612991,0.3277201,0.3853907,0.0576706
12,-0.37445834,-0.24229337,"('unsupportive', 'supportive')",0.0138402805,0.14971322,-2.0106986,-1.9776057,-0.7904389,-0.690062,0.1003769
13,-0.78550017,-0.6827416,"('impolite', 'polite')",0.47296667,0.5578288,-0.68703955,-0.6328723,-0.333191,-0.252595,0.080596
14,-0.71929145,-0.7920443,"('antisocial', 'social')",1.0109723,1.0507104,-0.65362674,-0.6442835,-0.1206486,-0.1285391,-0.0078905
15,0.33908623,0.27079642,"('boring', 'funny')",0.10342554,0.034301072,0.686515,0.6542201,0.3763423,0.3197725,-0.0565698
16,0.014334254,0.086137675,"('unpopular', 'popular')",0.12746413,0.080421,0.5906996,0.53376377,0.244166,0.2334408,-0.0107252
17,0.6296643,0.74839413,"('nasty', 'nice')",-0.8838734,-0.85985214,-0.25638765,-0.18960303,-0.1701989,-0.1003537,0.0698452
18,0.1796788,0.2552529,"('disagreeable', 'welcoming')",1.0322201,1.1010566,-0.41919068,-0.4648593,0.2642361,0.29715,0.0329139
19,-0.1505044,-0.06848249,"('inhospitable', 'hospitable')",-0.85545385,-0.8975418,0.016400587,0.04570526,-0.3298525,-0.306773,0.0230795
20,-0.025190271,-0.0481806,"('rough', 'thoughtful')",0.7706262,0.72820586,1.3270899,1.2207603,0.6908419,0.6335952,-0.0572467
21,-0.9316138,-0.862812,"('immoral', 'moral')",0.1067225,0.19276652,-1.1513654,-1.0925707,-0.6587522,-0.5875387,0.0712135
22,-0.43210098,-0.42172614,"('untrustworthy', 'trustworthy')",-0.19934586,-0.17017199,-1.0612346,-1.1071513,-0.5642271,-0.5663498,-0.0021227
23,-0.6395634,-0.53723186,"('insincere', 'sincere')",-0.11394724,-0.089276105,4.9059963,4.758042,1.3841619,1.3771779,-0.006984
24,-0.20781276,-0.22714895,"('dishonest', 'honest')",-0.050833657,-0.02409503,0.40391308,0.3419724,0.0484222,0.0302428,-0.0181794
25,0.8298233,0.81352925,"('egoistic', 'altruistic')",0.80150974,0.73268455,1.634435,1.5772983,1.0885894,1.0411708,-0.0474186
26,0.87507033,0.8090498,"('hardhearted', 'benevolent')",1.4141673,1.3979864,1.8346424,1.769815,1.3746266,1.3256171,-0.0490095
27,0.17957091,0.22460814,"('hardhearted', 'softhearted')",-0.16453664,-0.21787179,1.1613657,1.0255437,0.3921334,0.3440934,-0.04804
28,-0.25117332,-0.29408666,"('disloyal', 'loyal')",-0.071739376,-0.17750804,0.5405191,0.3952198,0.0725355,-0.0254583,-0.0979938
29,-0.2744367,-0.320068,"('unfair', 'fair')",-0.55288446,-0.6235639,-0.33692792,-0.46635014,-0.388083,-0.469994,-0.081911
30,-0.45688164,-0.40584272,"('intolerant', 'tolerant')",0.44387978,0.47140166,1.0772393,1.0414867,0.3547458,0.3690152,0.0142694
31,-0.045706473,-0.016749589,"('evil', 'good')",-0.52162415,-0.56073844,-0.479692,-0.55993545,-0.3490075,-0.3791412,-0.0301337
32,-0.4401584,-0.3928592,"('unkind', 'kind')",-0.46545735,-0.48736024,0.22641549,0.1007465,-0.2264001,-0.2598243,-0.0334242
33,1.1851588,1.1328672,"('wrong', 'right')",0.7046629,0.6667915,-0.1307605,-0.12411532,0.5863537,0.5585145,-0.0278392
34,-0.9213249,-0.7879,"('mean', 'honorable')",-0.047121294,0.052513286,5.4907136,5.526333,1.5074224,1.596982,0.0895596
35,1.2494864,1.1161568,"('corrupt', 'incorrupt')",-0.06310186,-0.26182097,0.4424463,0.3036645,0.5429436,0.3860001,-0.1569435
36,-0.31735662,-0.39886522,"('hostile', 'amicable')",0.17991371,-0.04737232,0.74985504,0.5414999,0.2041374,0.0317541,-0.1723833
37,0.11669239,0.2106881,"('fake', 'genuine')",-0.4950599,-0.5016426,0.14093928,0.09693676,-0.0791427,-0.0646726,0.0144701
38,-0.33918718,-0.24686354,"('untruthful', 'truthful')",-0.54232126,-0.45050567,-0.3109545,-0.26124558,-0.3974876,-0.3195383,0.0779493
39,1.1881316,1.204095,"('exploitative', 'cooperative')",1.1767908,1.2601478,0.277555,0.31136897,0.8808258,0.925204,0.0443782
40,-0.6333148,-0.62860584,"('stingy', 'generous')",0.07750234,0.08807133,-1.3609818,-1.525861,-0.6389314,-0.6887985,-0.0498671
41,-0.3433544,-0.24403745,"('unforgiving', 'forgiving')",0.15087114,0.17383382,-0.043009836,-0.14030372,-0.0784977,-0.0701691,0.0083286
42,-0.3901035,-0.18813753,"('unreliable', 'reliable')",0.3402331,0.46704012,-3.2750628,-3.2173562,-1.1083111,-0.9794846,0.1288265
43,-1.0217006,-0.87087953,"('irresponsible', 'responsible')",0.09927419,0.20162667,0.11197163,0.1241003,-0.2701516,-0.1817175,0.0884341
44,0.42383084,0.41272822,"('prejudiced', 'unprejudiced')",0.4182594,0.50878793,-1.0751781,-1.0087351,-0.077696,-0.029073,0.048623
45,-0.6229828,-0.42774984,"('incompetent', 'competent')",-0.07216796,-0.07305563,-0.587499,-0.6908892,-0.4275499,-0.3972316,0.0303183
46,-0.7019765,-0.55585504,"('uncompetitive', 'competitive')",0.006513536,0.1680264,-0.96225345,-0.9739354,-0.5525721,-0.4539214,0.0986507
47,-0.00904133,0.06915691,"('stupid', 'smart')",-0.10580577,-0.022078484,5.1228724,5.170726,1.6693417,1.7392681,0.0699264
48,-0.56784964,-0.59211457,"('unintelligent', 'intelligent')",-0.28146696,-0.29978353,0.053997427,0.034508906,-0.2651064,-0.2857964,-0.02069
49,-0.16381451,-0.015723184,"('unable', 'able')",-0.33079317,-0.24101463,-0.4364612,-0.3232572,-0.3103563,-0.1933317,0.1170246
50,-0.09957735,0.013070883,"('clumsy', 'skillful')",-0.33366415,-0.3571976,-0.090684675,-0.16666692,-0.174642,-0.1702646,0.0043774
51,-0.9782389,-1.0077088,"('uneducated', 'educated')",0.39280972,0.38689286,0.08042249,0.005426973,-0.1683356,-0.2051297,-0.0367941
52,0.57769775,0.40861356,"('irrational', 'rational')",-0.24989003,-0.4177133,0.7194417,0.59128946,0.3490831,0.1940632,-0.1550199
53,-0.83137876,-0.8335454,"('uncreative', 'creative')",-0.1258792,-0.22023237,0.83159083,0.6846256,-0.0418891,-0.1230507,-0.0811616
54,0.2659872,0.26218617,"('incapable', 'capable')",0.31712025,0.30787358,0.9957956,1.0161848,0.526301,0.5287482,0.0024472
55,-0.7845341,-0.66153,"('incompetent', 'clever')",-0.54427534,-0.4787094,-0.5060912,-0.54453355,-0.6116335,-0.561591,0.0500425
56,-0.2810481,-0.17766654,"('impractical', 'practical')",0.9347662,0.9760555,-0.33137012,-0.29844484,0.1074493,0.166648,0.0591987
57,-1.3304936,-1.3437412,"('unimaginative', 'imaginative')",-0.18904676,-0.20383228,-2.4086108,-2.4596915,-1.3093837,-1.335755,-0.0263713
58,-0.39954656,-0.46256217,"('undiscriminating', 'discriminating')",0.4406977,0.3447926,0.07007289,-0.036622945,0.0370747,-0.0514642,-0.0885389
59,0.8541451,0.7968007,"('foolish', 'wise')",0.24965703,0.22687605,0.72339,0.7252229,0.6090641,0.5829666,-0.0260975
60,-0.45612222,-0.27972332,"('inefficient', 'efficient')",0.6118194,0.7323723,-0.7030527,-0.58311945,-0.1824518,-0.0434902,0.1389616
61,0.07077711,0.00072807446,"('illogical', 'logical')",0.008589463,-0.081283286,0.2919595,0.16546994,0.1237754,0.0283049,-0.0954705
62,0.09298989,0.2608206,"('incompetent', 'brilliant')",0.6816915,0.82403696,-0.28400058,-0.12664527,0.1635603,0.3194041,0.1558438
63,-0.9697517,-0.8588451,"('unperceptive', 'insightful')",0.5914467,0.69037884,0.41361627,0.456097,0.0117704,0.0958769,0.0841065
64,0.00043242425,0.00514438,"('shy', 'confident')",0.164634,0.2570147,-6.294389,-6.155947,-2.0431075,-1.9645961,0.0785114
65,-0.9626994,-0.9794678,"('insecure', 'secure')",0.21561353,0.23433766,-0.65894586,-0.65218884,-0.4686772,-0.465773,0.0029042
66,-0.35990766,-0.3587226,"('inactive', 'active')",1.0812674,1.0094565,1.2148913,1.2164541,0.645417,0.622396,-0.023021
67,0.2786408,0.2764726,"('doubtful', 'determined')",0.27775925,0.3036766,-0.49193406,-0.39621562,0.0214887,0.0613112,0.0398225
68,-0.7771786,-0.7955482,"('dependent', 'independent')",-0.00369717,-0.09124287,-0.87302214,-0.90559524,-0.5512993,-0.5974621,-0.0461628
69,1.476201,1.4645627,"('lazy', 'industrious')",1.597867,1.5728308,-0.100762315,-0.01058197,0.9911019,1.0089372,0.0178353
70,-1.3346125,-1.2437296,"('lethargic', 'energetic')",0.20403011,0.32935524,0.14118016,0.17842011,-0.3298007,-0.2453181,0.0844826
71,1.1433223,1.2047802,"('diffident', 'self-confident')",0.7134153,0.72735316,0.6029469,0.5956113,0.8198948,0.8425816,0.0226868
72,-1.1323699,-1.1825258,"('unambitious', 'ambitious')",-0.25024426,-0.17338876,-1.2782443,-1.263872,-0.8869528,-0.8732622,0.0136906
73,0.72967297,0.6934093,"('helpless', 'self-reliant')",0.15345559,0.13008216,-2.7937315,-2.7673817,-0.6368676,-0.6479634,-0.0110958
74,0.32220408,0.41196752,"('undedicated', 'dedicated')",0.5367126,0.5662891,0.17296162,0.08296688,0.3439594,0.3537412,0.0097818
75,-0.109724715,-0.12298684,"('meek', 'impulsive')",-0.08445528,-0.03368678,-0.25777966,-0.18853128,-0.1506532,-0.1150683,0.0355849
76,-0.713247,-0.5822141,"('anxious', 'daring')",0.78753984,0.91068906,-0.052612517,0.0127652995,0.0072268,0.1137467,0.1065199
