,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.030421138,-0.19379893,"('unsociable', 'sociable')",-0.25567177,-0.48992413,-0.1430465,-0.3418615,-0.198815
1,-1.4965461,-1.5817972,"('unfriendly', 'friendly')",1.6077205,1.52202,0.0555872,-0.0298886,-0.0854758
2,0.58707947,0.5800499,"('unlikable', 'likable')",0.8551883,0.9586095,0.7211339,0.7693297,0.0481958
3,-0.3518377,-0.2765085,"('repellent', 'pleasant')",0.12026163,0.14247686,-0.115788,-0.0670158,0.0487722
4,-0.6691845,-0.65319043,"('disliked', 'liked')",-6.0493307,-6.0854955,-3.3592577,-3.369343,-0.0100853
5,-1.9110894,-1.8734075,"('distant', 'outgoing')",-0.18309388,-0.11863103,-1.0470916,-0.9960192,0.0510724
6,-2.2278821,-2.1705441,"('distant', 'open')",0.14301935,0.18037301,-1.0424314,-0.9950856,0.0473458
7,0.20290299,0.2043136,"('insensitive', 'sensitive')",0.0867582,0.14082654,0.1448306,0.1725701,0.0277395
8,-1.4227006,-1.4008697,"('unaffectionate', 'affectionate')",0.6819017,0.6881624,-0.3703995,-0.3563537,0.0140458
9,-1.413562,-1.3631427,"('unaffectionate', 'caring')",1.056876,1.1189927,-0.1783431,-0.122075,0.0562681
10,-0.23786682,-0.25713733,"('unsympathetic', 'sympathetic')",-0.5321052,-0.5729502,-0.384986,-0.4150438,-0.0300578
11,0.6225641,0.64621276,"('unhelpful', 'helpful')",1.7974428,1.9051985,1.2100034,1.2757056,0.0657022
12,-0.26130924,-0.13217011,"('unsupportive', 'supportive')",-1.9750717,-1.9113846,-1.1181904,-1.0217774,0.096413
13,0.33217546,0.21477659,"('impolite', 'polite')",-0.44926977,-0.47879094,-0.0585472,-0.1320072,-0.07346
14,1.1606584,1.0736972,"('antisocial', 'social')",-0.338021,-0.4759947,0.4113187,0.2988513,-0.1124674
15,-0.15717779,-0.27708626,"('boring', 'funny')",0.8326943,0.7524125,0.3377582,0.2376631,-0.1000951
16,-0.9264015,-0.8374212,"('unpopular', 'popular')",0.66025203,0.6050333,-0.1330747,-0.116194,0.0168807
17,-0.2661722,-0.17857586,"('nasty', 'nice')",-0.1923345,-0.17085683,-0.2292534,-0.1747164,0.054537
18,0.106209956,0.14663449,"('disagreeable', 'welcoming')",-0.32730922,-0.3499369,-0.1105496,-0.1016512,0.0088984
19,-1.7880756,-1.7743245,"('inhospitable', 'hospitable')",-0.25656685,-0.13398546,-1.0223212,-0.954155,0.0681662
20,0.3621335,0.38689297,"('rough', 'thoughtful')",0.9705511,0.91395056,0.6663423,0.6504217,-0.0159206
21,0.8851564,0.7797461,"('immoral', 'moral')",-0.44565958,-0.4831553,0.2197484,0.1482954,-0.071453
22,0.6926596,0.64693576,"('untrustworthy', 'trustworthy')",-0.81664264,-0.87713575,-0.0619915,-0.1151,-0.0531085
23,0.34028488,0.29021904,"('insincere', 'sincere')",5.550939,5.5384526,2.945612,2.9143357,-0.0312763
24,-0.100998044,-0.15441802,"('dishonest', 'honest')",0.82626826,0.8340108,0.3626351,0.3397964,-0.0228387
25,-0.39030907,-0.4255524,"('egoistic', 'altruistic')",1.5596097,1.4535818,0.5846503,0.5140147,-0.0706356
26,0.034805205,-0.09530185,"('hardhearted', 'benevolent')",1.7849457,1.6271237,0.9098755,0.7659109,-0.1439646
27,-0.23161946,-0.15139142,"('hardhearted', 'softhearted')",1.1338133,1.0849293,0.4510969,0.466769,0.0156721
28,-0.2778378,-0.35473728,"('disloyal', 'loyal')",0.9279097,0.85225886,0.3250359,0.2487608,-0.0762751
29,-1.1341227,-1.1500833,"('unfair', 'fair')",-0.6321461,-0.7804499,-0.8831344,-0.9652666,-0.0821322
30,1.4039775,1.3380442,"('intolerant', 'tolerant')",1.626018,1.5542923,1.5149977,1.4461682,-0.0688295
31,-1.7545856,-1.6694442,"('evil', 'good')",-1.0957085,-1.1973426,-1.4251471,-1.4333935,-0.0082464
32,0.42682356,0.33340183,"('unkind', 'kind')",1.0796868,0.95476335,0.7532551,0.6440826,-0.1091725
33,-0.18483321,-0.26406765,"('wrong', 'right')",-0.40625563,-0.45376912,-0.2955444,-0.3589184,-0.063374
34,-0.2767769,-0.15942991,"('mean', 'honorable')",5.813739,5.9967895,2.768481,2.9186797,0.1501987
35,-0.9207553,-0.9626549,"('corrupt', 'incorrupt')",-0.1514449,-0.29634485,-0.5361001,-0.6294999,-0.0933998
36,-1.6912948,-1.719284,"('hostile', 'amicable')",0.24037263,0.0151543105,-0.7254611,-0.8520648,-0.1266037
37,0.21433109,0.19668166,"('fake', 'genuine')",0.110136315,0.14092343,0.1622337,0.1688025,0.0065688
38,-0.7351611,-0.7174772,"('untruthful', 'truthful')",-0.008863583,0.11891768,-0.3720123,-0.2992797,0.0727326
39,1.1862812,1.2096491,"('exploitative', 'cooperative')",0.2537428,0.2476854,0.720012,0.7286673,0.0086553
40,0.40137342,0.41845253,"('stingy', 'generous')",-1.6977757,-1.8395873,-0.6482012,-0.7105674,-0.0623662
41,0.5082843,0.5393485,"('unforgiving', 'forgiving')",0.13198783,0.022648273,0.320136,0.2809984,-0.0391376
42,0.8305624,0.89442533,"('unreliable', 'reliable')",-2.8678403,-2.7549982,-1.018639,-0.9302864,0.0883526
43,0.1352081,0.13641366,"('irresponsible', 'responsible')",0.4415204,0.44571507,0.2883642,0.2910644,0.0027002
44,0.5849839,0.5364764,"('prejudiced', 'unprejudiced')",-1.3422045,-1.3364518,-0.3786103,-0.3999877,-0.0213774
45,0.04762836,0.07874413,"('incompetent', 'competent')",-0.17779437,-0.22190371,-0.065083,-0.0715798,-0.0064968
46,0.30739886,0.34337446,"('uncompetitive', 'competitive')",-0.81790715,-0.84195507,-0.2552541,-0.2492903,0.0059638
