,adobe_male,adobe_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6000195,-0.76670915,"('unsociable', 'sociable')",-0.41423607,-0.5855446,-0.5071278,-0.6761268,-0.168999
1,2.326377,2.2452145,"('unfriendly', 'friendly')",1.3397024,1.2224318,1.8330396,1.7338231,-0.0992165
2,0.897061,1.0066779,"('unlikable', 'likable')",0.56493384,0.6080886,0.7309974,0.8073832,0.0763858
3,-0.7281566,-0.60515404,"('repellent', 'pleasant')",0.46214274,0.5173832,-0.1330069,-0.0438854,0.0891215
4,-1.174488,-1.3006079,"('disliked', 'liked')",-6.4458156,-6.548473,-3.8101518,-3.9245405,-0.1143887
5,1.4221976,1.459761,"('distant', 'outgoing')",-0.23680942,-0.21030843,0.5926941,0.6247263,0.0320322
6,1.5725687,1.6206809,"('distant', 'open')",-0.057988748,-0.01944447,0.7572899,0.8006182,0.0433283
7,-0.053012237,-0.03319148,"('insensitive', 'sensitive')",0.34129795,0.33720452,0.1441429,0.1520065,0.0078636
8,1.0468825,1.0096477,"('unaffectionate', 'affectionate')",0.028722772,-0.016590312,0.5378026,0.4965287,-0.0412739
9,1.5078617,1.4904441,"('unaffectionate', 'caring')",0.31713066,0.34215945,0.9124962,0.9163017,0.0038055
10,-0.50464714,-0.58758307,"('unsympathetic', 'sympathetic')",-0.3320717,-0.41373092,-0.4183594,-0.500657,-0.0822976
11,0.036161106,0.11567977,"('unhelpful', 'helpful')",1.9181619,1.9169272,0.9771615,1.0163035,0.039142
12,0.71555924,0.749643,"('unsupportive', 'supportive')",-1.9810879,-1.9493248,-0.6327643,-0.5998409,0.0329234
13,-1.2827132,-1.4516101,"('impolite', 'polite')",-0.75172985,-0.76297456,-1.0172215,-1.1072923,-0.0900708
14,-1.085784,-1.1137435,"('antisocial', 'social')",-0.75442445,-0.7937229,-0.9201042,-0.9537332,-0.033629
15,1.5077891,1.4117578,"('boring', 'funny')",0.24038847,0.1676782,0.8740888,0.789718,-0.0843708
16,-0.75866437,-0.6374658,"('unpopular', 'popular')",0.8502891,0.85526353,0.0458124,0.1088989,0.0630865
17,-0.26866832,-0.18781969,"('nasty', 'nice')",-0.21266967,-0.1343157,-0.240669,-0.1610677,0.0796013
18,0.41228843,0.3627151,"('disagreeable', 'welcoming')",-0.27760404,-0.3340431,0.0673422,0.014336,-0.0530062
19,0.14920187,0.18846685,"('inhospitable', 'hospitable')",-0.1126985,-0.058457755,0.0182517,0.0650045,0.0467528
20,0.64436114,0.7105619,"('rough', 'thoughtful')",1.3860147,1.3319588,1.015188,1.0212603,0.0060723
21,-0.035872146,-0.07197219,"('immoral', 'moral')",-0.261207,-0.28672847,-0.1485396,-0.1793503,-0.0308107
22,-0.3273712,-0.3959388,"('untrustworthy', 'trustworthy')",-0.9062278,-1.0565568,-0.6167995,-0.7262478,-0.1094483
23,1.6579491,1.6299882,"('insincere', 'sincere')",5.8483553,5.7899494,3.7531521,3.7099688,-0.0431833
