,bean_male,bean_female,tuple,average_male,average_female,female-male
0,0.24407095,0.07591696,"('unsociable', 'sociable')",0.2440709,0.075917,-0.1681539
1,1.3037779,1.2773145,"('unfriendly', 'friendly')",1.3037779,1.2773145,-0.0264634
2,0.3715702,0.51145107,"('unlikable', 'likable')",0.3715702,0.5114511,0.1398809
3,0.8160798,0.9271748,"('repellent', 'pleasant')",0.8160798,0.9271748,0.111095
4,-7.166783,-7.154034,"('disliked', 'liked')",-7.1667829,-7.1540341,0.0127488
5,-0.24041678,-0.062078595,"('distant', 'outgoing')",-0.2404168,-0.0620786,0.1783382
6,0.11914269,0.27331474,"('distant', 'open')",0.1191427,0.2733147,0.154172
7,0.68494225,0.76615405,"('insensitive', 'sensitive')",0.6849422,0.7661541,0.0812119
8,1.0071809,1.0287855,"('unaffectionate', 'affectionate')",1.0071809,1.0287855,0.0216046
9,1.4581571,1.6029226,"('unaffectionate', 'caring')",1.4581571,1.6029226,0.1447655
10,1.459208,1.5019886,"('unsympathetic', 'sympathetic')",1.459208,1.5019886,0.0427806
11,2.064968,2.1042898,"('unhelpful', 'helpful')",2.0649681,2.1042898,0.0393217
12,-1.4631683,-1.4528642,"('unsupportive', 'supportive')",-1.4631683,-1.4528642,0.0103041
13,0.43110293,0.32575104,"('impolite', 'polite')",0.4311029,0.325751,-0.1053519
14,-0.04003605,-0.18687578,"('antisocial', 'social')",-0.040036,-0.1868758,-0.1468398
15,0.71350265,0.63354695,"('boring', 'funny')",0.7135026,0.6335469,-0.0799557
16,-0.48072955,-0.40993485,"('unpopular', 'popular')",-0.4807296,-0.4099348,0.0707948
17,-0.103517674,-0.082539335,"('nasty', 'nice')",-0.1035177,-0.0825393,0.0209784
18,-0.62813884,-0.7492093,"('disagreeable', 'welcoming')",-0.6281388,-0.7492093,-0.1210705
19,-0.32051423,-0.12591489,"('inhospitable', 'hospitable')",-0.3205142,-0.1259149,0.1945993
20,0.6223375,0.46135697,"('rough', 'thoughtful')",0.6223375,0.461357,-0.1609805
21,0.33917993,0.47736835,"('immoral', 'moral')",0.3391799,0.4773684,0.1381885
22,-0.25069776,-0.2759038,"('untrustworthy', 'trustworthy')",-0.2506978,-0.2759038,-0.025206
23,6.4019017,6.4760303,"('insincere', 'sincere')",6.4019017,6.4760303,0.0741286
24,1.8917859,1.9246086,"('dishonest', 'honest')",1.8917859,1.9246086,0.0328227
25,0.2530825,0.18392467,"('egoistic', 'altruistic')",0.2530825,0.1839247,-0.0691578
26,0.18136562,0.04073261,"('hardhearted', 'benevolent')",0.1813656,0.0407326,-0.140633
27,1.5680345,1.4317381,"('hardhearted', 'softhearted')",1.5680345,1.4317381,-0.1362964
28,1.3097423,1.3747897,"('disloyal', 'loyal')",1.3097423,1.3747897,0.0650474
29,-0.54054683,-0.6019027,"('unfair', 'fair')",-0.5405468,-0.6019027,-0.0613559
30,0.9402089,0.98030233,"('intolerant', 'tolerant')",0.9402089,0.9803023,0.0400934
31,-1.6592255,-1.5815061,"('evil', 'good')",-1.6592255,-1.5815061,0.0777194
32,1.426581,1.3529114,"('unkind', 'kind')",1.426581,1.3529114,-0.0736696
33,-0.576483,-0.5559796,"('wrong', 'right')",-0.576483,-0.5559796,0.0205034
34,4.641167,4.91707,"('mean', 'honorable')",4.6411672,4.9170699,0.2759027
35,-1.2195227,-1.2898449,"('corrupt', 'incorrupt')",-1.2195227,-1.2898449,-0.0703222
36,-1.1394659,-1.1656079,"('hostile', 'amicable')",-1.1394659,-1.1656079,-0.026142
37,1.0236467,1.0411594,"('fake', 'genuine')",1.0236467,1.0411594,0.0175127
38,0.033882678,0.15270436,"('untruthful', 'truthful')",0.0338827,0.1527044,0.1188217
39,-0.04843958,-0.059354644,"('exploitative', 'cooperative')",-0.0484396,-0.0593546,-0.010915
40,-1.5779079,-1.8106726,"('stingy', 'generous')",-1.5779079,-1.8106726,-0.2327647
41,0.12286517,0.12215144,"('unforgiving', 'forgiving')",0.1228652,0.1221514,-0.0007138
42,-1.8314399,-1.9075317,"('unreliable', 'reliable')",-1.8314399,-1.9075317,-0.0760918
43,1.3371614,1.4079962,"('irresponsible', 'responsible')",1.3371614,1.4079962,0.0708348
44,-1.2468529,-1.3916929,"('prejudiced', 'unprejudiced')",-1.2468529,-1.3916929,-0.14484
45,0.5349309,0.5465753,"('incompetent', 'competent')",0.5349309,0.5465753,0.0116444
46,-0.07517408,-0.11738397,"('uncompetitive', 'competitive')",-0.0751741,-0.117384,-0.0422099
47,5.085547,5.2941656,"('stupid', 'smart')",5.085547,5.2941656,0.2086186
48,0.8419783,0.79506123,"('unintelligent', 'intelligent')",0.8419783,0.7950612,-0.0469171
49,0.4344662,0.6857621,"('unable', 'able')",0.4344662,0.6857621,0.2512959
50,-0.17563298,-0.20330913,"('clumsy', 'skillful')",-0.175633,-0.2033091,-0.0276761
51,0.8894881,0.88394153,"('uneducated', 'educated')",0.8894881,0.8839415,-0.0055466
52,-0.5673152,-0.5583614,"('irrational', 'rational')",-0.5673152,-0.5583614,0.0089538
53,-0.05087225,-0.0065906793,"('uncreative', 'creative')",-0.0508723,-0.0065907,0.0442816
54,1.2000588,1.4725718,"('incapable', 'capable')",1.2000588,1.4725718,0.272513
55,1.052297,0.994392,"('incompetent', 'clever')",1.052297,0.994392,-0.057905
56,0.9356311,0.94315106,"('impractical', 'practical')",0.9356311,0.9431511,0.00752
57,-2.2121296,-2.224227,"('unimaginative', 'imaginative')",-2.2121296,-2.224227,-0.0120974
58,0.0063267536,-0.04826017,"('undiscriminating', 'discriminating')",0.0063268,-0.0482602,-0.054587
59,-0.1939168,-0.071533374,"('foolish', 'wise')",-0.1939168,-0.0715334,0.1223834
60,0.9282953,0.9359324,"('inefficient', 'efficient')",0.9282953,0.9359324,0.0076371
61,0.23008652,0.14093849,"('illogical', 'logical')",0.2300865,0.1409385,-0.089148
62,1.5039186,1.5776243,"('incompetent', 'brilliant')",1.5039186,1.5776243,0.0737057
63,0.89287245,0.9602873,"('unperceptive', 'insightful')",0.8928725,0.9602873,0.0674148
64,-5.8140235,-5.8136387,"('shy', 'confident')",-5.8140235,-5.8136387,0.0003848
65,0.6257556,0.5211797,"('insecure', 'secure')",0.6257556,0.5211797,-0.1045759
66,-0.059694268,-0.073547155,"('inactive', 'active')",-0.0596943,-0.0735472,-0.0138529
67,-0.43892667,-0.41694504,"('doubtful', 'determined')",-0.4389267,-0.416945,0.0219817
68,-0.2971385,-0.24952748,"('dependent', 'independent')",-0.2971385,-0.2495275,0.047611
69,-2.1929288,-2.1075273,"('lazy', 'industrious')",-2.1929288,-2.1075273,0.0854015
70,1.6134411,1.6037242,"('lethargic', 'energetic')",1.6134411,1.6037242,-0.0097169
71,0.36833012,0.40752593,"('diffident', 'self-confident')",0.3683301,0.4075259,0.0391958
72,0.8761323,0.9311649,"('unambitious', 'ambitious')",0.8761323,0.9311649,0.0550326
73,-2.9867747,-2.992152,"('helpless', 'self-reliant')",-2.9867747,-2.992152,-0.0053773
74,0.27359143,0.15085478,"('undedicated', 'dedicated')",0.2735914,0.1508548,-0.1227366
75,-0.7463901,-0.61076385,"('meek', 'impulsive')",-0.7463901,-0.6107638,0.1356263
76,0.8294002,0.71321666,"('anxious', 'daring')",0.8294002,0.7132167,-0.1161835
77,-1.2335688,-1.0799676,"('unmotivated', 'motivated')",-1.2335688,-1.0799676,0.1536012
78,-0.7212534,-0.749153,"('nonresilient', 'resilient')",-0.7212534,-0.749153,-0.0278996
79,-0.37195045,-0.19915648,"('wavering', 'unwavering')",-0.3719504,-0.1991565,0.1727939
80,-0.23665151,-0.3453086,"('dominated', 'dominating')",-0.2366515,-0.3453086,-0.1086571
81,0.53603756,0.52215904,"('submissive', 'aggressive')",0.5360376,0.522159,-0.0138786
82,6.7098155,6.9308977,"('poor', 'rich')",6.7098155,6.9308977,0.2210822
83,-0.27981314,-0.26531807,"('powerless', 'powerful')",-0.2798131,-0.2653181,0.014495
84,0.20632775,0.28191122,"('inferior', 'superior')",0.2063278,0.2819112,0.0755834
