,agenda_male,agenda_female,tuple,average_male,average_female,female-male
66,-0.20957386,-0.24496251,"('inactive', 'active')",-0.2095739,-0.2449625,-0.0353886
67,0.047263812,0.10157052,"('doubtful', 'determined')",0.0472638,0.1015705,0.0543067
68,0.13365002,0.0929436,"('dependent', 'independent')",0.13365,0.0929436,-0.0407064
69,-2.0191724,-2.037774,"('lazy', 'industrious')",-2.0191724,-2.0377741,-0.0186017
70,1.5771468,1.6034948,"('lethargic', 'energetic')",1.5771468,1.6034948,0.026348
71,0.4949744,0.50356686,"('diffident', 'self-confident')",0.4949744,0.5035669,0.0085925
72,0.66568786,0.71160537,"('unambitious', 'ambitious')",0.6656879,0.7116054,0.0459175
73,-3.3683558,-3.3671212,"('helpless', 'self-reliant')",-3.3683558,-3.3671212,0.0012346
74,0.52365667,0.4359993,"('undedicated', 'dedicated')",0.5236567,0.4359993,-0.0876574
75,-1.2457407,-1.1374464,"('meek', 'impulsive')",-1.2457407,-1.1374464,0.1082943
76,0.49371555,0.4712058,"('anxious', 'daring')",0.4937156,0.4712058,-0.0225098
77,-0.61650854,-0.4681442,"('unmotivated', 'motivated')",-0.6165085,-0.4681442,0.1483643
78,-0.049597353,-0.04222229,"('nonresilient', 'resilient')",-0.0495974,-0.0422223,0.0073751
79,-0.34407985,-0.36906847,"('wavering', 'unwavering')",-0.3440799,-0.3690685,-0.0249886
80,0.22051153,0.22073011,"('dominated', 'dominating')",0.2205115,0.2207301,0.0002186
81,0.7239643,0.8495074,"('submissive', 'aggressive')",0.7239643,0.8495074,0.1255431
82,5.8400064,6.008526,"('poor', 'rich')",5.8400064,6.0085258,0.1685194
83,0.14597291,0.08468981,"('powerless', 'powerful')",0.1459729,0.0846898,-0.0612831
84,0.4558552,0.38052794,"('inferior', 'superior')",0.4558552,0.3805279,-0.0753273
85,-1.0291797,-1.1638827,"('insignificant', 'prestigious')",-1.0291797,-1.1638827,-0.134703
86,1.119349,1.0364833,"('uninfluential', 'influential')",1.119349,1.0364833,-0.0828657
87,-0.4438696,-0.3104121,"('unsuccessful', 'successful')",-0.4438696,-0.3104121,0.1334575
88,0.55764884,0.52176976,"('low', 'eminent')",0.5576488,0.5217698,-0.035879
