,bellows_male,bellows_female,tuple,average_male,average_female,female-male
0,-0.30387568,-0.2944293,"('unsociable', 'sociable')",-0.3038757,-0.2944293,0.0094464
1,1.1911159,0.96849644,"('unfriendly', 'friendly')",1.1911159,0.9684964,-0.2226195
2,0.59257346,0.66771394,"('unlikable', 'likable')",0.5925735,0.6677139,0.0751404
3,-0.9715489,-0.7762861,"('repellent', 'pleasant')",-0.9715489,-0.7762861,0.1952628
4,-2.6536677,-2.7902052,"('disliked', 'liked')",-2.6536677,-2.7902052,-0.1365375
5,0.25660214,0.10348292,"('distant', 'outgoing')",0.2566021,0.1034829,-0.1531192
6,0.10257687,-0.040287398,"('distant', 'open')",0.1025769,-0.0402874,-0.1428643
7,0.23015939,0.2673958,"('insensitive', 'sensitive')",0.2301594,0.2673958,0.0372364
8,1.3108474,1.200283,"('unaffectionate', 'affectionate')",1.3108474,1.2002831,-0.1105643
9,1.4092112,1.2866035,"('unaffectionate', 'caring')",1.4092112,1.2866035,-0.1226077
10,-0.5038911,-0.3751993,"('unsympathetic', 'sympathetic')",-0.5038911,-0.3751993,0.1286918
11,0.02219887,0.05552788,"('unhelpful', 'helpful')",0.0221989,0.0555279,0.033329
12,-0.9476821,-0.89571583,"('unsupportive', 'supportive')",-0.9476821,-0.8957158,0.0519663
13,-0.8451663,-0.82050645,"('impolite', 'polite')",-0.8451663,-0.8205065,0.0246598
14,0.050374568,0.07844784,"('antisocial', 'social')",0.0503746,0.0784478,0.0280732
15,0.64511883,0.43431228,"('boring', 'funny')",0.6451188,0.4343123,-0.2108065
16,-0.342009,-0.39350238,"('unpopular', 'popular')",-0.342009,-0.3935024,-0.0514934
17,-0.59478915,-0.56435883,"('nasty', 'nice')",-0.5947891,-0.5643588,0.0304303
18,-0.7298395,-0.6196241,"('disagreeable', 'welcoming')",-0.7298395,-0.6196241,0.1102154
19,-0.16695079,-0.16041274,"('inhospitable', 'hospitable')",-0.1669508,-0.1604127,0.0065381
20,-0.24710807,-0.13039142,"('rough', 'thoughtful')",-0.2471081,-0.1303914,0.1167167
21,-0.5966883,-0.42056122,"('immoral', 'moral')",-0.5966883,-0.4205612,0.1761271
22,-1.2626421,-1.2187687,"('untrustworthy', 'trustworthy')",-1.2626421,-1.2187687,0.0438734
23,2.9999354,3.0079367,"('insincere', 'sincere')",2.9999354,3.0079367,0.0080013
24,0.48415545,0.45712325,"('dishonest', 'honest')",0.4841554,0.4571232,-0.0270322
25,1.0115117,1.0569986,"('egoistic', 'altruistic')",1.0115117,1.0569986,0.0454869
26,2.0029714,1.7431719,"('hardhearted', 'benevolent')",2.0029714,1.7431719,-0.2597995
27,0.7158236,0.69137853,"('hardhearted', 'softhearted')",0.7158236,0.6913785,-0.0244451
28,0.79924685,0.69010514,"('disloyal', 'loyal')",0.7992468,0.6901051,-0.1091417
29,-0.20333663,-0.32596233,"('unfair', 'fair')",-0.2033366,-0.3259623,-0.1226257
30,0.1261011,0.13130432,"('intolerant', 'tolerant')",0.1261011,0.1313043,0.0052032
31,-0.5473028,-0.61658144,"('evil', 'good')",-0.5473028,-0.6165814,-0.0692786
32,1.2401389,1.0869285,"('unkind', 'kind')",1.2401389,1.0869285,-0.1532104
33,0.45769703,0.3310545,"('wrong', 'right')",0.457697,0.3310545,-0.1266425
34,2.478693,2.618651,"('mean', 'honorable')",2.478693,2.6186509,0.1399579
35,0.46597984,0.19768426,"('corrupt', 'incorrupt')",0.4659798,0.1976843,-0.2682955
36,0.49802285,0.24502984,"('hostile', 'amicable')",0.4980229,0.2450298,-0.2529931
37,0.5329478,0.602794,"('fake', 'genuine')",0.5329478,0.602794,0.0698462
38,0.19039375,0.16702743,"('untruthful', 'truthful')",0.1903937,0.1670274,-0.0233663
39,0.6076875,0.7325358,"('exploitative', 'cooperative')",0.6076875,0.7325358,0.1248483
40,-0.67448664,-0.6341218,"('stingy', 'generous')",-0.6744866,-0.6341218,0.0403648
41,0.98465294,1.0414866,"('unforgiving', 'forgiving')",0.9846529,1.0414866,0.0568337
42,-1.9016346,-1.7592716,"('unreliable', 'reliable')",-1.9016346,-1.7592716,0.142363
43,-0.5921812,-0.48399353,"('irresponsible', 'responsible')",-0.5921812,-0.4839935,0.1081877
44,-1.3906754,-1.3063176,"('prejudiced', 'unprejudiced')",-1.3906754,-1.3063176,0.0843578
45,-0.5483195,-0.51239586,"('incompetent', 'competent')",-0.5483195,-0.5123959,0.0359236
46,-1.3744035,-1.3455182,"('uncompetitive', 'competitive')",-1.3744035,-1.3455182,0.0288853
47,2.6729681,2.6948836,"('stupid', 'smart')",2.6729681,2.6948836,0.0219155
48,-0.46426126,-0.3253706,"('unintelligent', 'intelligent')",-0.4642613,-0.3253706,0.1388907
49,-0.39018515,-0.3431809,"('unable', 'able')",-0.3901851,-0.3431809,0.0470042
50,-0.04746452,-0.099376105,"('clumsy', 'skillful')",-0.0474645,-0.0993761,-0.0519116
51,-0.07288534,-0.10552794,"('uneducated', 'educated')",-0.0728853,-0.1055279,-0.0326426
52,0.05140933,-0.12768784,"('irrational', 'rational')",0.0514093,-0.1276878,-0.1790971
53,0.16378333,-0.008272056,"('uncreative', 'creative')",0.1637833,-0.0082721,-0.1720554
54,0.5692289,0.42626774,"('incapable', 'capable')",0.5692289,0.4262677,-0.1429612
55,-0.534213,-0.34785503,"('incompetent', 'clever')",-0.534213,-0.347855,0.186358
56,0.28442752,0.2762506,"('impractical', 'practical')",0.2844275,0.2762506,-0.0081769
57,-1.8682655,-1.9959013,"('unimaginative', 'imaginative')",-1.8682655,-1.9959013,-0.1276358
58,0.69150597,0.6349974,"('undiscriminating', 'discriminating')",0.691506,0.6349974,-0.0565086
59,0.17929842,0.101936325,"('foolish', 'wise')",0.1792984,0.1019363,-0.0773621
