,general_male,general_female,tuple,electric_male,electric_female,co_male,co_female,average_male,average_female,female-male
0,-0.83994806,-0.9396195,"('unsociable', 'sociable')",-1.0498216,-1.135359,0.11314997,-0.14330849,-0.5922066,-0.739429,-0.1472224
1,-0.29268536,-0.30909032,"('unfriendly', 'friendly')",0.36483747,0.32805118,1.1985341,1.1701325,0.4235621,0.3963645,-0.0271976
2,0.7610227,0.73567134,"('unlikable', 'likable')",0.921013,0.93452007,1.025987,1.1673005,0.9026742,0.9458307,0.0431565
3,-0.78068846,-0.7307108,"('repellent', 'pleasant')",-1.1496594,-1.110371,0.9634843,0.97573817,-0.3222879,-0.2884479,0.03384
4,-0.84559673,-0.8604238,"('disliked', 'liked')",0.7424988,0.63201225,-6.501533,-6.598395,-2.2015436,-2.2756022,-0.0740586
5,-0.8869951,-0.70461965,"('distant', 'outgoing')",0.09921384,0.16016181,-1.3080997,-1.0748392,-0.698627,-0.5397657,0.1588613
6,-1.1195474,-0.87570107,"('distant', 'open')",0.06555159,0.1640276,-1.2296242,-0.97033304,-0.7612066,-0.5606689,0.2005377
7,0.1278048,0.050511897,"('insensitive', 'sensitive')",-0.769532,-0.75245094,0.14155525,0.09890874,-0.166724,-0.2010101,-0.0342861
8,-0.32981208,-0.20858657,"('unaffectionate', 'affectionate')",0.23228595,0.2178981,-0.08649433,-0.017230198,-0.0613402,-0.0026396,0.0587006
9,0.37581053,0.38292068,"('unaffectionate', 'caring')",-0.043957993,-0.06989132,0.65156204,0.67315763,0.3278049,0.328729,0.0009241
10,-0.47179934,-0.5270496,"('unsympathetic', 'sympathetic')",-1.9460938,-2.0544996,-0.084598415,-0.1752208,-0.8341638,-0.9189233,-0.0847595
11,0.6986793,0.526899,"('unhelpful', 'helpful')",-0.23053014,-0.36739078,2.6503386,2.5651736,1.0394959,0.9082273,-0.1312686
12,0.3456247,0.53791165,"('unsupportive', 'supportive')",-0.23373625,-0.13937142,-2.0996664,-2.0587626,-0.6625926,-0.5534074,0.1091852
13,0.35000157,0.23977646,"('impolite', 'polite')",-0.665762,-0.61463153,0.06504859,0.006503403,-0.0835706,-0.1227839,-0.0392133
14,0.4093969,0.33521754,"('antisocial', 'social')",0.06272961,-0.010367375,0.57202905,0.40049386,0.3480519,0.2417814,-0.1062705
