,garden_male,garden_female,tuple,average_male,average_female,female-male
0,-0.013538291,-0.07547466,"('unsociable', 'sociable')",-0.0135383,-0.0754747,-0.0619364
1,1.440245,1.384206,"('unfriendly', 'friendly')",1.440245,1.3842061,-0.0560389
2,0.26424545,0.36990622,"('unlikable', 'likable')",0.2642455,0.3699062,0.1056607
3,0.5768182,0.6081441,"('repellent', 'pleasant')",0.5768182,0.6081441,0.0313259
4,-6.854213,-7.0292563,"('disliked', 'liked')",-6.8542132,-7.0292563,-0.1750431
5,-0.099414,-0.08156588,"('distant', 'outgoing')",-0.099414,-0.0815659,0.0178481
6,0.54872006,0.5025753,"('distant', 'open')",0.5487201,0.5025753,-0.0461448
7,0.8643125,0.8701596,"('insensitive', 'sensitive')",0.8643125,0.8701596,0.0058471
8,1.5088147,1.384297,"('unaffectionate', 'affectionate')",1.5088147,1.384297,-0.1245177
9,1.7465434,1.7581183,"('unaffectionate', 'caring')",1.7465434,1.7581183,0.0115749
10,0.73628086,0.7553639,"('unsympathetic', 'sympathetic')",0.7362809,0.7553639,0.019083
11,1.393632,1.4932323,"('unhelpful', 'helpful')",1.3936321,1.4932323,0.0996002
12,-1.4401907,-1.4736035,"('unsupportive', 'supportive')",-1.4401907,-1.4736035,-0.0334128
13,-0.30017972,-0.23709351,"('impolite', 'polite')",-0.3001797,-0.2370935,0.0630862
14,-0.055010576,-0.08534608,"('antisocial', 'social')",-0.0550106,-0.0853461,-0.0303355
15,0.18943293,0.1619513,"('boring', 'funny')",0.1894329,0.1619513,-0.0274816
16,-0.22376522,-0.24773464,"('unpopular', 'popular')",-0.2237652,-0.2477346,-0.0239694
17,0.015817061,0.023223288,"('nasty', 'nice')",0.0158171,0.0232233,0.0074062
18,-0.45584026,-0.46227553,"('disagreeable', 'welcoming')",-0.4558403,-0.4622755,-0.0064352
19,-0.21417935,-0.15967593,"('inhospitable', 'hospitable')",-0.2141794,-0.1596759,0.0545035
20,0.735268,0.58289254,"('rough', 'thoughtful')",0.735268,0.5828925,-0.1523755
21,-0.5998285,-0.45189106,"('immoral', 'moral')",-0.5998285,-0.4518911,0.1479374
