,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.6275771,0.45542088,"('unsociable', 'sociable')",-0.13951924,-0.28509623,0.2440289,0.0851623,-0.1588666
1,-1.3864766,-1.7494476,"('unfriendly', 'friendly')",1.4461533,1.26713,0.0298383,-0.2411588,-0.2709971
2,0.70247346,0.43235338,"('unlikable', 'likable')",0.54695284,0.49051556,0.6247132,0.4614345,-0.1632787
3,-0.036531664,0.30808544,"('repellent', 'pleasant')",0.6569671,0.6916486,0.3102177,0.499867,0.1896493
4,-0.86532056,-1.1536336,"('disliked', 'liked')",-6.882565,-7.0507107,-3.8739429,-4.1021719,-0.228229
5,-1.8770418,-2.0553613,"('distant', 'outgoing')",-0.3680146,-0.35048026,-1.1225282,-1.2029208,-0.0803926
6,-2.3083398,-2.3994107,"('distant', 'open')",-0.3689221,-0.39000344,-1.3386309,-1.3947071,-0.0560762
7,0.4660308,0.73837775,"('insensitive', 'sensitive')",0.37101766,0.38795578,0.4185242,0.5631667,0.1446425
8,-1.5957456,-1.9503529,"('unaffectionate', 'affectionate')",1.1016438,0.9588887,-0.2470509,-0.4957321,-0.2486812
9,-1.3160326,-1.4338641,"('unaffectionate', 'caring')",1.3000911,1.2245803,-0.0079708,-0.1046419,-0.0966711
10,0.58633995,0.7301876,"('unsympathetic', 'sympathetic')",-0.50237674,-0.58402485,0.0419816,0.0730814,0.0310998
11,0.95184255,1.1583159,"('unhelpful', 'helpful')",1.4691863,1.7191089,1.2105144,1.4387124,0.228198
12,0.1307048,0.3219108,"('unsupportive', 'supportive')",-1.9905607,-2.0222793,-0.9299279,-0.8501842,0.0797437
13,0.86098546,0.76270354,"('impolite', 'polite')",-0.8802938,-0.76785547,-0.0096542,-0.002576,0.0070782
14,1.5444962,1.5689448,"('antisocial', 'social')",0.060484465,-0.020884661,0.8024903,0.7740301,-0.0284602
15,0.2124321,0.09244251,"('boring', 'funny')",0.048321523,0.08135999,0.1303768,0.0869012,-0.0434756
16,-1.4849399,-1.616811,"('unpopular', 'popular')",-0.04841755,-0.06847022,-0.7666788,-0.8426406,-0.0759618
17,-0.5860402,-0.55486804,"('nasty', 'nice')",-0.6642155,-0.6295521,-0.6251279,-0.5922101,0.0329178
18,-0.4880608,-0.5095327,"('disagreeable', 'welcoming')",-0.47597682,-0.504497,-0.4820188,-0.5070149,-0.0249961
19,-1.4284261,-1.616713,"('inhospitable', 'hospitable')",-0.49178264,-0.46737722,-0.9601044,-1.0420451,-0.0819407
20,0.15097623,0.1971301,"('rough', 'thoughtful')",0.75947464,0.7241218,0.4552254,0.4606259,0.0054005
21,1.6720752,1.7184069,"('immoral', 'moral')",-0.38384447,-0.36495322,0.6441153,0.6767268,0.0326115
22,1.2533424,1.2254276,"('untrustworthy', 'trustworthy')",-0.84848666,-0.93363416,0.2024279,0.1458967,-0.0565312
23,0.5117354,0.6767552,"('insincere', 'sincere')",5.5555506,5.739163,3.033643,3.2079592,0.1743162
24,0.5556066,0.52868676,"('dishonest', 'honest')",0.38449687,0.43689182,0.4700517,0.4827893,0.0127376
25,-0.42295972,-0.55031353,"('egoistic', 'altruistic')",1.460455,1.4199265,0.5187476,0.4348065,-0.0839411
26,-0.040235892,-0.4013294,"('hardhearted', 'benevolent')",1.863423,1.6070539,0.9115936,0.6028622,-0.3087314
