,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5789434,-0.63008535,"('unsociable', 'sociable')",-0.32952353,-0.48722172,-0.60889757,-0.73965675,-0.5057882,-0.618988,-0.1131998
1,-2.0249074,-1.8892579,"('unfriendly', 'friendly')",0.054399006,-0.10020733,1.7760156,1.7022434,-0.0648309,-0.0957406,-0.0309097
2,0.56436086,0.653605,"('unlikable', 'likable')",0.29758227,0.38043368,0.6427833,0.7283671,0.5015755,0.5874686,0.0858931
3,0.19429934,0.42265373,"('repellent', 'pleasant')",0.14066961,0.24924217,0.07974739,0.123956636,0.1382388,0.2652842,0.1270454
4,-0.8348447,-0.851593,"('disliked', 'liked')",-0.45466202,-0.5109991,-6.180381,-6.3022275,-2.4899626,-2.5549399,-0.0649773
5,-1.1470222,-1.0315311,"('distant', 'outgoing')",-0.65746665,-0.53070515,0.08882636,0.14345652,-0.5718875,-0.4729266,0.0989609
6,-1.0852888,-0.87517214,"('distant', 'open')",-0.90174687,-0.76929235,0.84666055,0.89010966,-0.380125,-0.2514516,0.1286734
7,0.4675656,0.5616735,"('insensitive', 'sensitive')",0.5418591,0.5974268,0.23552601,0.2867492,0.4149836,0.4819498,0.0669662
8,-0.9289975,-0.8289802,"('unaffectionate', 'affectionate')",-0.15723129,-0.20384918,0.87185776,0.87075925,-0.071457,-0.0540234,0.0174336
9,-0.9692548,-0.80015755,"('unaffectionate', 'caring')",-0.06415059,-0.12121861,1.2293977,1.2558286,0.0653307,0.1114842,0.0461535
10,0.0070136683,0.16792701,"('unsympathetic', 'sympathetic')",-0.56720084,-0.5892204,-0.88347965,-0.90084064,-0.4812223,-0.4407113,0.040511
11,0.31087512,0.40587488,"('unhelpful', 'helpful')",0.8545534,0.9225931,1.3594458,1.3970051,0.8416247,0.908491,0.0668663
12,0.3379185,0.6584125,"('unsupportive', 'supportive')",0.4038411,0.56163585,-2.0724294,-2.0303059,-0.4435566,-0.2700858,0.1734708
13,0.023307398,0.0050778203,"('impolite', 'polite')",-0.27162462,-0.25169215,-0.66336924,-0.7113217,-0.3038955,-0.319312,-0.0154165
14,1.1601328,1.0897199,"('antisocial', 'social')",0.77458143,0.7498126,-0.77417964,-0.8313241,0.3868449,0.3360695,-0.0507754
15,0.2636253,0.06904173,"('boring', 'funny')",0.26508054,0.17808196,0.5987068,0.5461092,0.3758042,0.264411,-0.1113932
16,-0.61964864,-0.58231395,"('unpopular', 'popular')",-0.45029414,-0.46226898,0.8191968,0.81447726,-0.083582,-0.0767019,0.0068801
17,-0.2768659,-0.16655478,"('nasty', 'nice')",-1.045414,-0.95772177,-0.41832078,-0.39802256,-0.5802002,-0.507433,0.0727672
18,-0.09434495,0.109288596,"('disagreeable', 'welcoming')",0.15474488,0.26204962,-0.3431304,-0.33080903,-0.0942435,0.0135097,0.1077532
19,-1.4177066,-1.2564243,"('inhospitable', 'hospitable')",-1.112168,-1.0730698,-0.17335713,0.023397591,-0.9010773,-0.7686988,0.1323785
20,0.24928413,0.28522146,"('rough', 'thoughtful')",0.929898,0.9899464,0.9301951,0.8840948,0.7031258,0.7197542,0.0166284
21,0.6464362,0.62857914,"('immoral', 'moral')",0.6561823,0.6043363,-1.0456141,-1.0539324,0.0856681,0.059661,-0.0260071
22,0.58882844,0.6540955,"('untrustworthy', 'trustworthy')",-0.10283976,-0.16526477,-1.0113387,-1.100675,-0.1751167,-0.2039481,-0.0288314
23,-0.14521077,-0.05841159,"('insincere', 'sincere')",-0.25032023,-0.2594821,5.095108,5.022891,1.5665256,1.5683325,0.0018069
24,-0.19359376,-0.10788891,"('dishonest', 'honest')",-1.5711898,-1.5750158,0.3743823,0.30904168,-0.4634671,-0.4579543,0.0055128
25,-1.1613301,-1.1657147,"('egoistic', 'altruistic')",0.3789119,0.32736462,1.6501572,1.6003845,0.2892463,0.2540115,-0.0352348
26,-0.79096055,-0.78989685,"('hardhearted', 'benevolent')",0.8890042,0.8635307,1.8218296,1.7492263,0.6399577,0.6076201,-0.0323376
27,-0.35427573,-0.2081024,"('hardhearted', 'softhearted')",0.36171207,0.38468695,1.2731602,1.2270273,0.4268655,0.4678706,0.0410051
28,-0.6524579,-0.6990248,"('disloyal', 'loyal')",0.07182117,-0.042872027,1.0284942,0.89414716,0.1492858,0.0507501,-0.0985357
29,0.16022202,0.08255139,"('unfair', 'fair')",-1.0573125,-1.0570563,-0.5451585,-0.6697025,-0.4807496,-0.5480692,-0.0673196
30,0.6536673,0.6553514,"('intolerant', 'tolerant')",1.5855645,1.493557,0.85206944,0.82908505,1.0304337,0.9926645,-0.0377692
31,-1.6214226,-1.4177417,"('evil', 'good')",-0.77207714,-0.7568233,-0.63142323,-0.6727566,-1.0083077,-0.9491072,0.0592005
32,0.17166443,0.19257236,"('unkind', 'kind')",0.15298271,0.08873814,0.589224,0.4500288,0.3046237,0.2437798,-0.0608439
33,0.0073164944,0.015121426,"('wrong', 'right')",0.15453957,0.15884975,-0.14308408,-0.21340176,0.0062573,-0.0131435,-0.0194008
34,-0.64888114,-0.43824005,"('mean', 'honorable')",-0.12647223,0.026010705,5.8926377,6.0855126,1.7057614,1.8910944,0.185333
35,-0.7703048,-0.91979516,"('corrupt', 'incorrupt')",-0.578473,-0.626938,0.28969273,0.1885449,-0.3530283,-0.4527294,-0.0997011
36,-1.7403613,-1.6769655,"('hostile', 'amicable')",-0.8889274,-1.0090648,0.8717403,0.7131622,-0.5858494,-0.6576227,-0.0717733
37,0.100494325,0.16984686,"('fake', 'genuine')",-0.111421876,-0.10497566,0.15291646,0.21639946,0.0473296,0.0937569,0.0464273
38,-0.76358247,-0.5838727,"('untruthful', 'truthful')",-0.9831401,-0.9076956,-0.3743554,-0.34121376,-0.707026,-0.6109273,0.0960987
39,1.5581273,1.5363438,"('exploitative', 'cooperative')",0.739146,0.80723375,0.15440054,0.11148699,0.8172246,0.8183548,0.0011302
40,-0.09605784,0.02672966,"('stingy', 'generous')",0.06576522,0.06368247,-1.661829,-1.7215766,-0.5640405,-0.5437215,0.020319
41,0.0014318414,0.11768787,"('unforgiving', 'forgiving')",-0.6408334,-0.5932949,0.26395047,0.12629007,-0.1251504,-0.116439,0.0087114
42,1.2135938,1.4767628,"('unreliable', 'reliable')",-0.7404663,-0.4969051,-3.0703998,-2.9762764,-0.8657574,-0.6654729,0.2002845
43,0.3980463,0.62641555,"('irresponsible', 'responsible')",-0.2544683,-0.09035584,0.06520288,0.0844337,0.0695936,0.2068311,0.1372375
44,0.20048538,0.102762476,"('prejudiced', 'unprejudiced')",-0.24140799,-0.1758797,-0.88910383,-0.8934255,-0.3100088,-0.3221809,-0.0121721
45,0.11647561,0.33643964,"('incompetent', 'competent')",-0.4931578,-0.5232589,-0.4758865,-0.56013453,-0.2841896,-0.2489846,0.035205
46,0.33589604,0.5217471,"('uncompetitive', 'competitive')",0.40313694,0.42700335,-1.0557581,-1.0902725,-0.105575,-0.047174,0.058401
47,0.18539464,0.25875795,"('stupid', 'smart')",1.1653146,1.238338,5.5860224,5.7074404,2.3122438,2.4015121,0.0892683
48,-0.052062333,-0.05367223,"('unintelligent', 'intelligent')",0.8144944,0.7219716,0.33702722,0.33324203,0.3664864,0.3338471,-0.0326393
49,0.10748664,0.22497341,"('unable', 'able')",0.65777475,0.81827205,0.15414734,0.29532725,0.3064696,0.4461909,0.1397213
50,0.055954456,0.16966397,"('clumsy', 'skillful')",0.28260976,0.34244403,0.05753236,0.06383556,0.1320322,0.1919812,0.059949
51,0.32947838,0.23308432,"('uneducated', 'educated')",-0.22537261,-0.387106,-0.06308525,-0.1230001,0.0136735,-0.0923406,-0.1060141
52,-0.3390889,-0.54488015,"('irrational', 'rational')",-0.14116204,-0.33244354,0.6342239,0.4859364,0.0513243,-0.1304624,-0.1817867
53,-0.9419192,-0.892607,"('uncreative', 'creative')",1.0101333,0.98956645,1.1041207,1.093855,0.3907783,0.3969382,0.0061599
54,-0.6845413,-0.75639915,"('incapable', 'capable')",0.2565988,0.1867055,1.1945014,1.3173785,0.2555196,0.2492283,-0.0062913
55,1.3325278,1.419979,"('incompetent', 'clever')",0.6438138,0.58431774,-0.2782721,-0.3072336,0.5660231,0.5656877,-0.0003354
56,1.2886912,1.3445573,"('impractical', 'practical')",0.36551183,0.38848922,-0.44480717,-0.47398287,0.4031319,0.4196879,0.016556
57,-0.3257107,-0.30165994,"('unimaginative', 'imaginative')",0.9773368,0.9125049,-2.4243522,-2.4822464,-0.5909087,-0.6238005,-0.0328918
58,0.02976169,0.12183401,"('undiscriminating', 'discriminating')",0.26940182,0.25902724,-0.15055083,-0.17809638,0.0495376,0.0675883,0.0180507
59,0.27152726,0.25042987,"('foolish', 'wise')",0.25321418,0.25264007,0.54772097,0.54879016,0.3574874,0.35062,-0.0068674
60,1.6489569,1.7455558,"('inefficient', 'efficient')",0.99861073,1.0966221,-0.6855339,-0.5897957,0.6540113,0.7507941,0.0967828
61,0.3806567,0.27124992,"('illogical', 'logical')",0.57136226,0.3969848,0.26904044,0.096285,0.4070198,0.2548399,-0.1521799
62,1.3026519,1.4593171,"('incompetent', 'brilliant')",0.8342937,0.93796015,-0.3288499,-0.22252668,0.6026986,0.7249169,0.1222183
63,0.4697368,0.7285116,"('unperceptive', 'insightful')",0.4288192,0.52857614,0.24274538,0.36674768,0.3804338,0.5412784,0.1608446
64,0.7607907,0.701467,"('shy', 'confident')",-0.2832423,-0.27636373,-6.63349,-6.6995187,-2.0519805,-2.0914718,-0.0394913
65,0.8575113,0.6201917,"('insecure', 'secure')",-0.023662077,-0.12168302,-0.6821071,-0.7048849,0.0505807,-0.0687921,-0.1193728
66,-0.98504275,-0.8893469,"('inactive', 'active')",-0.7601289,-0.74351096,1.0717068,1.0993518,-0.2244883,-0.1778353,0.046653
67,1.5012276,1.371695,"('doubtful', 'determined')",0.2569496,0.3354984,-0.6359846,-0.55712765,0.3740642,0.3833552,0.009291
68,0.21825041,0.08100404,"('dependent', 'independent')",-0.3560406,-0.36901903,-0.79207665,-0.7751457,-0.3099556,-0.3543869,-0.0444313
69,-0.18897006,-0.14828116,"('lazy', 'industrious')",0.7369608,0.917106,-0.18859977,-0.098315105,0.119797,0.2235032,0.1037062
70,0.7551423,0.93413985,"('lethargic', 'energetic')",0.3856728,0.42835546,0.2906844,0.3601029,0.4771665,0.5741994,0.0970329
71,0.41304594,0.48882753,"('diffident', 'self-confident')",0.6898707,0.7770743,0.6623803,0.68454474,0.5884323,0.6501489,0.0617166
72,0.5449361,0.51488256,"('unambitious', 'ambitious')",-0.7809264,-0.7823367,-1.2960322,-1.2289578,-0.5106742,-0.498804,0.0118702
73,0.62300473,0.6172789,"('helpless', 'self-reliant')",0.6176083,0.5717705,-2.9373672,-2.9025486,-0.5655847,-0.5711664,-0.0055817
74,0.28969583,0.49246335,"('undedicated', 'dedicated')",0.5656245,0.646055,0.09649854,0.09944351,0.317273,0.412654,0.095381
75,-0.35293928,-0.3802353,"('meek', 'impulsive')",-0.058725208,-0.089952335,-0.16110907,-0.06656042,-0.1909245,-0.178916,0.0120085
76,0.8864538,0.9802904,"('anxious', 'daring')",0.6494996,0.7422161,0.012150537,0.07860387,0.5160346,0.6003701,0.0843355
77,-0.23081951,-0.16573656,"('unmotivated', 'motivated')",0.766176,0.7700789,-1.2997273,-1.2025654,-0.2547903,-0.1994077,0.0553826
78,-1.4088908,-1.1468664,"('nonresilient', 'resilient')",0.9970923,1.1071132,-9.649061e-05,0.114926934,-0.1372983,0.0250579,0.1623562
79,-1.6425493,-1.5522486,"('wavering', 'unwavering')",-1.4829136,-1.4919297,-0.02830881,-0.0006335564,-1.0512573,-1.0149372,0.0363201
80,0.98203987,0.8917669,"('dominated', 'dominating')",0.1484936,0.21289597,-1.4756383,-1.4459329,-0.1150349,-0.1137567,0.0012782
81,0.9960929,0.73257345,"('submissive', 'aggressive')",0.8339979,0.6939003,-1.1681331,-1.1176829,0.2206525,0.1029303,-0.1177222
82,-0.4622303,-0.4622954,"('poor', 'rich')",0.4437232,0.34973383,6.2044044,6.2817817,2.0619658,2.0564067,-0.0055591
83,-0.030121267,-0.050979994,"('powerless', 'powerful')",-0.24526109,-0.17034315,-1.1948287,-1.2309872,-0.4900703,-0.4841034,0.0059669
84,0.31830156,0.17453703,"('inferior', 'superior')",0.36619827,0.34017202,0.610146,0.6170883,0.4315486,0.3772658,-0.0542828
85,-0.8392359,-0.7785338,"('insignificant', 'prestigious')",0.556445,0.538677,1.1848904,1.2176614,0.3006998,0.3259348,0.025235
86,-0.4070069,-0.36906627,"('uninfluential', 'influential')",-0.0249648,-0.2531606,-0.3258101,-0.45692298,-0.2525939,-0.3597166,-0.1071227
87,0.37422508,0.22104546,"('unsuccessful', 'successful')",0.7514443,0.6420947,0.676246,0.7177743,0.6006385,0.5269715,-0.073667
88,-0.5752077,-0.69107234,"('low', 'eminent')",0.5816398,0.46756658,-0.08292493,-0.09107231,-0.0254976,-0.1048594,-0.0793618
