,big_male,big_female,tuple,lots_male,lots_female,inc_male,inc_female,average_male,average_female,female-male
0,0.7237363,0.65734136,"('unsociable', 'sociable')",2.6218715,2.8731458,0.015713355,-0.14707306,1.1204404,1.1278047,0.0073643
1,-0.10811207,-0.19413063,"('unfriendly', 'friendly')",-0.9398639,-0.97789764,2.1533325,2.0563154,0.3684522,0.2947624,-0.0736898
2,0.54700476,0.59653944,"('unlikable', 'likable')",0.32091692,0.36215717,0.3203157,0.43556747,0.3960791,0.4647547,0.0686756
3,-0.015861642,0.056260377,"('repellent', 'pleasant')",1.7662182,1.9839783,0.10191834,0.077917285,0.617425,0.706052,0.088627
4,0.09494224,0.0287203,"('disliked', 'liked')",-1.7203343,-1.9186252,-6.622552,-6.587612,-2.7493146,-2.825839,-0.0765244
5,-0.42581025,-0.41703117,"('distant', 'outgoing')",-1.8531066,-2.066584,0.13697903,0.15928955,-0.7139792,-0.7747753,-0.0607961
6,-0.7723717,-0.72352654,"('distant', 'open')",-2.1075532,-2.3303242,0.26403436,0.29589155,-0.8719636,-0.9193197,-0.0473561
7,0.06531508,0.1342831,"('insensitive', 'sensitive')",1.5053357,1.7702003,0.5773895,0.60244286,0.7160134,0.835642,0.1196286
8,-0.04529945,-0.09633049,"('unaffectionate', 'affectionate')",-1.5614784,-1.6223347,0.9491805,0.93137145,-0.2191991,-0.2624313,-0.0432322
9,1.1430902,1.1478531,"('unaffectionate', 'caring')",-0.19230607,-0.20081449,1.4792062,1.524967,0.8099968,0.8240019,0.0140051
10,0.16643426,0.20115992,"('unsympathetic', 'sympathetic')",2.0869617,2.4898007,-0.25734076,-0.25299183,0.6653517,0.8126562,0.1473045
11,1.6413796,1.7094557,"('unhelpful', 'helpful')",1.6039646,1.8025594,2.4938798,2.6429672,1.9130747,2.0516609,0.1385862
12,1.0572761,1.0940237,"('unsupportive', 'supportive')",1.1254975,1.2297707,-1.6001343,-1.5541239,0.1942131,0.2565568,0.0623437
13,1.098043,1.056631,"('impolite', 'polite')",2.5649862,2.774304,0.092004225,0.07897234,1.2516778,1.3033024,0.0516246
14,0.64009255,0.7068279,"('antisocial', 'social')",2.8589046,3.0416043,-0.6406129,-0.71753836,0.9527948,1.0102979,0.0575031
15,-0.5193754,-0.6418146,"('boring', 'funny')",-0.31529543,-0.33522624,0.39133704,0.3576991,-0.1477779,-0.2064472,-0.0586693
16,-1.4419094,-1.4358431,"('unpopular', 'popular')",-1.071994,-1.0248832,0.49746624,0.48812523,-0.6721457,-0.6575337,0.014612
17,-0.85121965,-0.74709195,"('nasty', 'nice')",-0.04648815,-0.06829928,-0.37043256,-0.29053855,-0.4227134,-0.3686433,0.0540701
18,-0.27672625,-0.24984011,"('disagreeable', 'welcoming')",0.11716561,0.16913891,-0.4357199,-0.4598896,-0.1984268,-0.1801969,0.0182299
19,-1.1900723,-1.0856843,"('inhospitable', 'hospitable')",-1.8852131,-1.9651952,-0.35336527,-0.27318475,-1.1428835,-1.1080214,0.0348621
20,-1.2710966,-1.0765997,"('rough', 'thoughtful')",-0.4642467,-0.37636188,0.8906458,0.9105912,-0.2815658,-0.1807901,0.1007757
21,1.0184765,1.0296279,"('immoral', 'moral')",2.5453675,2.7936368,-0.5053327,-0.48251516,1.0195038,1.1135832,0.0940794
22,0.3649849,0.427172,"('untrustworthy', 'trustworthy')",1.0539528,1.198917,-0.8528294,-0.8378568,0.1887028,0.2627441,0.0740413
23,0.59339607,0.5577979,"('insincere', 'sincere')",3.205414,3.4882545,6.3871737,6.3540754,3.3953279,3.4667091,0.0713812
24,1.6349237,1.6619495,"('dishonest', 'honest')",2.0092452,2.213487,1.0245986,1.0456998,1.5562558,1.6403786,0.0841228
25,-0.6313043,-0.6874697,"('egoistic', 'altruistic')",-0.45762476,-0.62203646,1.0417078,0.93773454,-0.0157404,-0.1239239,-0.1081835
26,-1.4265573,-1.4687843,"('hardhearted', 'benevolent')",-0.43253067,-0.5140832,1.2936231,1.1776773,-0.1884883,-0.2683967,-0.0799084
