,safeway_male,safeway_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.111909434,0.20272963,"('unsociable', 'sociable')",-0.19419312,-0.29142898,-0.0411418,-0.0443497,-0.0032079
1,-0.33261442,-0.33145413,"('unfriendly', 'friendly')",2.2516975,2.1726236,0.9595416,0.9205847,-0.0389569
2,0.798312,0.8226171,"('unlikable', 'likable')",0.6382856,0.6841941,0.7182988,0.7534056,0.0351068
3,-0.8407309,-0.5741156,"('repellent', 'pleasant')",0.05378496,0.12466361,-0.393473,-0.224726,0.168747
4,-0.15538283,-0.2109037,"('disliked', 'liked')",-6.3733845,-6.5460463,-3.2643836,-3.378475,-0.1140914
5,-0.44964167,-0.5186002,"('distant', 'outgoing')",0.087435976,0.012594469,-0.1811028,-0.2530029,-0.0719001
6,-0.27205676,-0.27511775,"('distant', 'open')",0.62693805,0.55007356,0.1774406,0.1374779,-0.0399627
7,0.2920616,0.51957464,"('insensitive', 'sensitive')",0.6957404,0.7722239,0.493901,0.6458993,0.1519983
8,-0.32932183,-0.40034428,"('unaffectionate', 'affectionate')",1.2269264,1.1224004,0.4488023,0.3610281,-0.0877742
9,0.16272298,0.20961587,"('unaffectionate', 'caring')",1.4316714,1.4260716,0.7971972,0.8178437,0.0206465
10,-0.05981405,0.20599008,"('unsympathetic', 'sympathetic')",-0.33149216,-0.27354014,-0.1956531,-0.033775,0.1618781
11,0.7004425,0.86993766,"('unhelpful', 'helpful')",1.580416,1.7279642,1.1404293,1.2989509,0.1585216
12,0.8781139,1.1504058,"('unsupportive', 'supportive')",-1.5989871,-1.5899464,-0.3604366,-0.2197703,0.1406663
13,0.5655529,0.6499292,"('impolite', 'polite')",-0.5593025,-0.5076706,0.0031252,0.0711293,0.0680041
14,0.35834387,0.44011387,"('antisocial', 'social')",-0.49591655,-0.51712924,-0.0687863,-0.0385077,0.0302786
15,0.2832967,0.117664225,"('boring', 'funny')",0.55152637,0.47002375,0.4174115,0.293844,-0.1235675
16,-0.43102464,-0.42314404,"('unpopular', 'popular')",0.39428663,0.40389615,-0.018369,-0.0096239,0.0087451
17,-0.23830417,-0.1713814,"('nasty', 'nice')",-0.41381386,-0.38148767,-0.326059,-0.2764345,0.0496245
18,-0.6070874,-0.49737996,"('disagreeable', 'welcoming')",-0.17922005,-0.23363577,-0.3931537,-0.3655079,0.0276458
19,-1.2563089,-1.174414,"('inhospitable', 'hospitable')",0.2033968,0.2546209,-0.5264561,-0.4598966,0.0665595
20,-0.3117844,-0.20662275,"('rough', 'thoughtful')",1.3210517,1.2917724,0.5046337,0.5425748,0.0379411
21,0.26682138,0.4754641,"('immoral', 'moral')",-0.5643724,-0.46091956,-0.1487755,0.0072723,0.1560478
22,0.88344276,0.944314,"('untrustworthy', 'trustworthy')",-0.7206503,-0.7587628,0.0813962,0.0927756,0.0113794
23,0.13877445,0.3037166,"('insincere', 'sincere')",5.666394,5.7198606,2.9025843,3.0117886,0.1092043
24,0.3131742,0.39576834,"('dishonest', 'honest')",0.95885384,0.95303756,0.636014,0.674403,0.038389
25,0.21446674,0.19464065,"('egoistic', 'altruistic')",1.785001,1.7393078,0.9997339,0.9669742,-0.0327597
26,0.16040775,0.1316466,"('hardhearted', 'benevolent')",2.037852,2.0366893,1.0991299,1.084168,-0.0149619
27,0.07585772,0.22587216,"('hardhearted', 'softhearted')",1.8401991,1.7239987,0.9580284,0.9749354,0.016907
28,0.1853484,0.21083474,"('disloyal', 'loyal')",0.9518576,0.90962434,0.568603,0.5602295,-0.0083735
29,-0.30067605,-0.30537996,"('unfair', 'fair')",-0.23705979,-0.40289402,-0.2688679,-0.354137,-0.0852691
30,0.44825545,0.5641285,"('intolerant', 'tolerant')",1.2164063,1.2145154,0.8323309,0.889322,0.0569911
31,-0.50525224,-0.5202602,"('evil', 'good')",-0.54803896,-0.69047713,-0.5266456,-0.6053687,-0.0787231
32,0.5188167,0.6610645,"('unkind', 'kind')",0.8910326,0.8400057,0.7049246,0.7505351,0.0456105
33,0.6931055,0.5917308,"('wrong', 'right')",-0.25784573,-0.31149292,0.2176299,0.1401189,-0.077511
34,0.02492372,0.2602676,"('mean', 'honorable')",5.7977777,6.0104904,2.9113507,3.1353791,0.2240284
35,-0.6422669,-0.8703967,"('corrupt', 'incorrupt')",0.2455258,0.06072944,-0.1983706,-0.4048336,-0.206463
36,-0.91987085,-1.0220317,"('hostile', 'amicable')",0.33297905,0.14195965,-0.2934459,-0.440036,-0.1465901
37,-0.7783192,-0.70729226,"('fake', 'genuine')",0.44993162,0.4570124,-0.1641938,-0.1251399,0.0390539
38,0.7886089,0.8297598,"('untruthful', 'truthful')",-0.13310465,-0.06802446,0.3277521,0.3808677,0.0531156
39,0.84676975,0.9370175,"('exploitative', 'cooperative')",0.2011843,0.22201774,0.523977,0.5795176,0.0555406
40,-0.1800435,-0.046427336,"('stingy', 'generous')",-1.2941813,-1.4230531,-0.7371124,-0.7347403,0.0023721
41,0.16627607,0.33906364,"('unforgiving', 'forgiving')",0.09433844,0.0144291725,0.1303073,0.1767464,0.0464391
42,1.5968331,1.8205407,"('unreliable', 'reliable')",-2.9845102,-2.9050343,-0.6938385,-0.5422468,0.1515917
43,0.62884074,0.8167189,"('irresponsible', 'responsible')",0.76779634,0.8039929,0.6983185,0.8103559,0.1120374
44,0.1964953,0.04781972,"('prejudiced', 'unprejudiced')",-1.281612,-1.2894006,-0.5425584,-0.6207904,-0.078232
45,0.098461956,0.36044067,"('incompetent', 'competent')",-0.03034895,-0.048101828,0.0340565,0.1561694,0.1221129
