,target_male,target_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.009564089,-0.06165027,"('unsociable', 'sociable')",0.093628906,0.044315074,0.0420324,-0.0086676,-0.0507
1,0.217132,0.14835459,"('unfriendly', 'friendly')",1.0445466,0.96201146,0.6308393,0.5551831,-0.0756562
2,0.623947,0.58891076,"('unlikable', 'likable')",0.5111152,0.47733942,0.5675311,0.5331251,-0.034406
3,-0.3275337,-0.043109648,"('repellent', 'pleasant')",1.0341939,1.0464282,0.3533301,0.5016593,0.1483292
4,-1.0897735,-1.1197009,"('disliked', 'liked')",-7.3155575,-7.4630136,-4.2026653,-4.291357,-0.0886917
5,-0.5493952,-0.5946081,"('distant', 'outgoing')",-0.61653227,-0.4901457,-0.5829637,-0.5423769,0.0405868
6,-0.5724358,-0.5920571,"('distant', 'open')",-0.74092394,-0.59882647,-0.6566799,-0.5954418,0.0612381
7,0.6576542,0.76533747,"('insensitive', 'sensitive')",0.34951445,0.5696218,0.5035843,0.6674796,0.1638953
8,-0.15573719,-0.2965439,"('unaffectionate', 'affectionate')",0.36816633,0.331285,0.1062146,0.0173706,-0.088844
9,0.90831935,0.89559734,"('unaffectionate', 'caring')",1.0520564,1.1985744,0.9801879,1.0470859,0.066898
10,0.63905007,0.7304317,"('unsympathetic', 'sympathetic')",-0.009197191,0.25278923,0.3149264,0.4916105,0.1766841
11,0.7757487,0.79500246,"('unhelpful', 'helpful')",2.232163,2.4966006,1.5039558,1.6458015,0.1418457
12,1.207475,1.2350408,"('unsupportive', 'supportive')",-1.9995825,-1.8878244,-0.3960538,-0.3263918,0.069662
13,0.36132815,0.21872777,"('impolite', 'polite')",-0.50532544,-0.389582,-0.0719986,-0.0854271,-0.0134285
14,0.6236707,0.6129228,"('antisocial', 'social')",0.1329224,-0.040503014,0.3782966,0.2862099,-0.0920867
15,0.06201351,-0.16124499,"('boring', 'funny')",-0.433411,-0.46511155,-0.1856987,-0.3131783,-0.1274796
16,-1.3495097,-1.3152497,"('unpopular', 'popular')",0.15496537,0.062219452,-0.5972722,-0.6265151,-0.0292429
17,-0.56847364,-0.623067,"('nasty', 'nice')",-0.54418814,-0.5202941,-0.5563309,-0.5716805,-0.0153496
18,-0.5092366,-0.6003763,"('disagreeable', 'welcoming')",-0.58771056,-0.7261797,-0.5484736,-0.663278,-0.1148044
19,-1.1266532,-1.215542,"('inhospitable', 'hospitable')",-0.6799209,-0.57498074,-0.9032871,-0.8952613,0.0080258
20,1.2741047,1.2835647,"('rough', 'thoughtful')",1.0978707,0.9962527,1.1859877,1.1399087,-0.046079
21,0.7103605,0.7142985,"('immoral', 'moral')",-0.086979344,0.066082895,0.3116906,0.3901907,0.0785001
22,0.054958884,0.05055845,"('untrustworthy', 'trustworthy')",-0.86608803,-0.7406613,-0.4055646,-0.3450514,0.0605132
23,1.4768915,1.5237734,"('insincere', 'sincere')",6.5190735,6.716757,3.9979825,4.120265,0.1222825
24,0.598848,0.59068465,"('dishonest', 'honest')",0.8736082,1.0900203,0.7362281,0.8403525,0.1041244
25,0.37123477,0.35993132,"('egoistic', 'altruistic')",0.7419858,0.49429423,0.5566103,0.4271128,-0.1294975
26,1.3319246,1.0770705,"('hardhearted', 'benevolent')",1.1978655,0.81522006,1.264895,0.9461453,-0.3187497
27,-0.27191952,-0.30530357,"('hardhearted', 'softhearted')",0.98039204,0.978688,0.3542362,0.3366922,-0.017544
28,1.1655277,1.0386624,"('disloyal', 'loyal')",1.6057045,1.5705929,1.3856161,1.3046277,-0.0809884
29,-0.35987127,-0.3687526,"('unfair', 'fair')",-0.4665355,-0.59586084,-0.4132034,-0.4823067,-0.0691033
30,0.49303386,0.5382487,"('intolerant', 'tolerant')",0.79129034,0.8227179,0.6421621,0.6804833,0.0383212
31,-1.9223219,-2.0081508,"('evil', 'good')",-1.4003286,-1.6059647,-1.6613252,-1.8070577,-0.1457325
32,0.31513456,0.33485934,"('unkind', 'kind')",0.8150758,0.7130563,0.5651052,0.5239578,-0.0411474
33,0.45263603,0.33266115,"('wrong', 'right')",-0.66417575,-0.6808734,-0.1057699,-0.1741061,-0.0683362
34,-0.80312634,-0.6283324,"('mean', 'honorable')",5.8261557,6.031293,2.5115147,2.7014804,0.1899657
35,-1.1979921,-1.3605548,"('corrupt', 'incorrupt')",-0.9369913,-1.038303,-1.0674917,-1.1994289,-0.1319372
36,-1.8434775,-1.868597,"('hostile', 'amicable')",-0.55074614,-0.72948325,-1.1971118,-1.2990401,-0.1019283
37,-0.4348793,-0.49619752,"('fake', 'genuine')",0.24512129,0.39646733,-0.094879,-0.0498651,0.0450139
38,0.39846438,0.4158922,"('untruthful', 'truthful')",0.041485142,0.26633015,0.2199748,0.3411112,0.1211364
39,1.2530582,1.1272961,"('exploitative', 'cooperative')",0.15183857,0.077158086,0.7024484,0.6022271,-0.1002213
40,-0.85754395,-0.6998417,"('stingy', 'generous')",-2.2550492,-2.3319263,-1.5562966,-1.515884,0.0404126
41,0.9955753,0.88229144,"('unforgiving', 'forgiving')",0.048906554,-0.08370756,0.5222409,0.3992919,-0.122949
42,0.41274554,0.54559183,"('unreliable', 'reliable')",-3.2500608,-3.0747237,-1.4186577,-1.2645659,0.1540918
43,1.3326417,1.3413308,"('irresponsible', 'responsible')",0.74072766,0.834665,1.0366848,1.0879979,0.0513131
44,-1.0932233,-1.1491073,"('prejudiced', 'unprejudiced')",-1.4491392,-1.5737029,-1.2711813,-1.3614051,-0.0902238
45,0.15198123,0.32206082,"('incompetent', 'competent')",0.46953762,0.5240171,0.3107594,0.423039,0.1122796
46,-0.022232767,0.10898102,"('uncompetitive', 'competitive')",-0.4233085,-0.31980923,-0.2227706,-0.1054141,0.1173565
47,0.20867413,0.20195486,"('stupid', 'smart')",5.8262224,6.081018,3.0174482,3.1414864,0.1240382
48,0.6334802,0.5910321,"('unintelligent', 'intelligent')",0.8035188,0.85198915,0.7184995,0.7215106,0.0030111
49,-0.106093526,-0.17867686,"('unable', 'able')",0.15103212,0.3125041,0.0224693,0.0669136,0.0444443
50,-0.6449701,-0.6567511,"('clumsy', 'skillful')",-0.069174945,-0.01028914,-0.3570725,-0.3335201,0.0235524
51,-0.08690065,-0.09176315,"('uneducated', 'educated')",0.57248455,0.6465547,0.242792,0.2773958,0.0346038
52,-1.1028142,-1.232879,"('irrational', 'rational')",-0.3877843,-0.46965855,-0.7452992,-0.8512688,-0.1059696
53,-0.6520798,-0.7365784,"('uncreative', 'creative')",0.25870028,0.18203458,-0.1966898,-0.2772719,-0.0805821
54,0.5992272,0.5347753,"('incapable', 'capable')",0.8689301,1.0654174,0.7340786,0.8000964,0.0660178
