,cameron_male,cameron_female,tuple,international_male,international_female,corp_male,corp_female,average_male,average_female,female-male
0,1.412881,1.2592634,"('unsociable', 'sociable')",-0.07849714,-0.25672334,-0.3613976,-0.5877321,0.3243287,0.1382693,-0.1860594
1,0.47148702,0.50777024,"('unfriendly', 'friendly')",0.22263074,0.12353594,1.086823,1.0240175,0.5936469,0.5517745,-0.0418724
2,1.9488585,1.9908822,"('unlikable', 'likable')",1.5001638,1.5822061,0.9041866,0.9803885,1.4510697,1.5178256,0.0667559
3,-0.28689215,-0.08329866,"('repellent', 'pleasant')",-0.39489204,-0.36160243,0.88305694,0.8743365,0.0670909,0.1431451,0.0760542
4,-0.35339713,-0.32249945,"('disliked', 'liked')",0.02279839,0.029278,-6.3420954,-6.461316,-2.2242314,-2.2515125,-0.0272811
5,-0.579854,-0.5411229,"('distant', 'outgoing')",0.2940166,0.4142735,-0.4460856,-0.31456408,-0.2439743,-0.1471378,0.0968365
6,-0.82067937,-0.7044893,"('distant', 'open')",0.040329546,0.157493,-0.76589125,-0.60719126,-0.5154137,-0.3847292,0.1306845
7,1.2777443,1.2745545,"('insensitive', 'sensitive')",-0.17611131,-0.2678594,0.11566622,0.05187243,0.4057664,0.3528558,-0.0529106
8,1.2029898,1.3048513,"('unaffectionate', 'affectionate')",-0.14838068,-0.1865254,0.21004671,0.2481001,0.4215519,0.4554753,0.0339234
9,2.418621,2.476765,"('unaffectionate', 'caring')",0.32933062,0.30990452,0.9533026,0.9989884,1.2337515,1.261886,0.0281345
10,0.56167924,0.51126695,"('unsympathetic', 'sympathetic')",-1.1335219,-1.2419685,-0.9654627,-1.1145046,-0.5124351,-0.6150687,-0.1026336
11,0.9350606,0.9228787,"('unhelpful', 'helpful')",0.39344782,0.3471185,2.0127878,1.9641385,1.1137654,1.0780452,-0.0357202
12,2.8841295,3.0332808,"('unsupportive', 'supportive')",0.09091825,0.16564721,-2.1601803,-2.1617665,0.2716225,0.3457205,0.074098
13,0.45660177,0.33566704,"('impolite', 'polite')",0.6617408,0.57564193,-0.8341923,-0.95042443,0.0947167,-0.0130385,-0.1077552
14,1.0743314,1.0313418,"('antisocial', 'social')",0.8900588,0.81063527,0.2500762,0.04589349,0.7381555,0.6292902,-0.1088653
15,0.2754004,0.1168104,"('boring', 'funny')",0.5572247,0.47716928,0.07930492,0.05081314,0.3039767,0.2149309,-0.0890458
16,-1.8876195,-1.7863355,"('unpopular', 'popular')",0.3057209,0.2789008,0.52191895,0.43292016,-0.3533266,-0.3581715,-0.0048449
17,-0.34246677,-0.2799847,"('nasty', 'nice')",-0.96735257,-0.8981325,-0.4420099,-0.3649355,-0.5839431,-0.5143509,0.0695922
18,-0.1822403,-0.057857946,"('disagreeable', 'welcoming')",0.9204702,0.96588105,-0.8348791,-0.8785913,-0.0322164,0.0098106,0.042027
19,0.03858525,0.12813072,"('inhospitable', 'hospitable')",-0.9850371,-0.9851034,-1.1480805,-1.0113292,-0.6981774,-0.6227673,0.0754101
20,0.19783483,0.15211974,"('rough', 'thoughtful')",0.007951014,-0.028761953,0.61095953,0.63486594,0.2722485,0.2527412,-0.0195073
21,1.0170965,0.990977,"('immoral', 'moral')",0.2947457,0.19890466,-0.7691723,-0.8788162,0.18089,0.1036885,-0.0772015
22,0.7655219,0.72635555,"('untrustworthy', 'trustworthy')",-0.07044807,-0.07281793,-1.0615696,-1.1174104,-0.1221652,-0.1546243,-0.0324591
23,1.2263576,1.1330999,"('insincere', 'sincere')",0.08252241,0.0143105015,5.588932,5.53371,2.2992706,2.2270401,-0.0722305
24,1.5687153,1.5522158,"('dishonest', 'honest')",-0.112141185,-0.05838119,0.3553551,0.40019,0.6039764,0.6313415,0.0273651
25,0.061464243,0.110227585,"('egoistic', 'altruistic')",0.4095517,0.40098467,1.1569709,1.1747037,0.5426623,0.561972,0.0193097
26,0.87632084,0.7387294,"('hardhearted', 'benevolent')",1.7352754,1.6313117,1.7024306,1.5513318,1.4380089,1.3071243,-0.1308846
27,0.46569806,0.5447761,"('hardhearted', 'softhearted')",-0.5605129,-0.5158913,0.16376808,0.19821998,0.0229844,0.0757016,0.0527172
28,1.752937,1.6155066,"('disloyal', 'loyal')",-0.077239774,-0.27065325,1.0244751,0.886175,0.9000575,0.7436761,-0.1563814
29,-0.3569187,-0.36720636,"('unfair', 'fair')",-0.70779836,-0.72623545,-0.45009258,-0.49874493,-0.5049365,-0.5307289,-0.0257924
30,1.7205158,1.8084183,"('intolerant', 'tolerant')",0.4931923,0.42921212,0.6124735,0.5299151,0.9420606,0.9225152,-0.0195454
31,-0.75080925,-0.5682937,"('evil', 'good')",-0.25270867,-0.18544339,-0.94250035,-0.8622763,-0.6486727,-0.5386711,0.1100016
32,0.71941596,0.53748417,"('unkind', 'kind')",-0.375294,-0.45227554,0.4567183,0.28212485,0.2669468,0.1224445,-0.1445023
33,1.2074367,1.1681798,"('wrong', 'right')",0.68935883,0.7456404,-0.50642765,-0.41520447,0.463456,0.4995386,0.0360826
34,-0.67926025,-0.4619196,"('mean', 'honorable')",0.18012917,0.2965701,5.120154,5.3354173,1.5403409,1.7233559,0.183015
35,-0.83198565,-0.94793046,"('corrupt', 'incorrupt')",-0.33315003,-0.38195658,-0.6710975,-0.61227983,-0.6120777,-0.6473889,-0.0353112
36,-0.59843165,-0.45998904,"('hostile', 'amicable')",0.59951377,0.52206266,-0.18311504,-0.21454772,-0.0606776,-0.0508247,0.0098529
37,0.55193627,0.49157828,"('fake', 'genuine')",-0.51171345,-0.6180992,-0.4092289,-0.40588805,-0.123002,-0.1774697,-0.0544677
38,1.613565,1.6491863,"('untruthful', 'truthful')",-0.13091654,-0.035591274,0.2626254,0.361725,0.5817579,0.65844,0.0766821
39,2.7089608,2.7100627,"('exploitative', 'cooperative')",0.7959983,0.80338115,0.29151952,0.35841674,1.2654929,1.2906202,0.0251273
40,0.21158451,0.28724808,"('stingy', 'generous')",-0.49737012,-0.4212609,-2.193107,-2.3190827,-0.8262975,-0.8176985,0.008599
41,1.0524076,1.176181,"('unforgiving', 'forgiving')",0.03043511,0.01635867,0.07185483,-0.033275448,0.3848992,0.3864214,0.0015222
42,0.9797235,1.0437112,"('unreliable', 'reliable')",0.26779515,0.289172,-3.2070754,-3.2156942,-0.6531856,-0.6276037,0.0255819
43,1.8044432,1.8968092,"('irresponsible', 'responsible')",0.12793404,0.122290336,0.12735483,0.09599739,0.6865774,0.7050323,0.0184549
44,-1.7037123,-1.649954,"('prejudiced', 'unprejudiced')",0.10785651,0.21583125,-1.2779033,-1.2598172,-0.9579198,-0.89798,0.0599398
45,0.7992242,0.8960283,"('incompetent', 'competent')",-0.10879489,-0.21222244,-0.1006412,-0.23407339,0.196596,0.1499108,-0.0466852
46,0.70855916,0.8263299,"('uncompetitive', 'competitive')",0.096130356,0.07829413,-0.9785352,-1.1282332,-0.0579485,-0.0745364,-0.0165879
47,-0.29890317,-0.34167558,"('stupid', 'smart')",-0.086803675,-0.0012794733,5.2313013,5.3607383,1.6151981,1.6725944,0.0573963
48,0.4596998,0.479446,"('unintelligent', 'intelligent')",-0.362677,-0.44779438,0.4074353,0.33489493,0.1681527,0.1221822,-0.0459705
49,-0.0746122,0.022764187,"('unable', 'able')",-0.2919507,-0.25582978,-0.3278916,-0.22561806,-0.2314848,-0.1528946,0.0785902
50,-0.1750611,-0.25876167,"('clumsy', 'skillful')",-0.30930275,-0.34405762,-0.108242005,-0.17226765,-0.1975353,-0.2583623,-0.060827
51,0.6157337,0.45967633,"('uneducated', 'educated')",0.06783798,-0.01981457,-0.2750038,-0.41888392,0.1361893,0.0069926,-0.1291967
52,-0.38456863,-0.49755782,"('irrational', 'rational')",-0.41892892,-0.50768495,0.32278398,0.31138057,-0.1602379,-0.2312874,-0.0710495
53,0.054131582,-0.01746471,"('uncreative', 'creative')",-0.39221945,-0.534947,0.44154045,0.30620104,0.0344842,-0.0820702,-0.1165544
54,0.5576404,0.5039685,"('incapable', 'capable')",0.23041536,0.24019827,0.5176347,0.6190606,0.4352301,0.4544091,0.019179
55,1.2771428,1.330789,"('incompetent', 'clever')",-0.80724096,-0.92001903,0.067056105,-0.05373467,0.178986,0.1190118,-0.0599742
56,1.7542732,1.6770008,"('impractical', 'practical')",1.2789195,1.1757523,-0.2197268,-0.2921924,0.9378219,0.8535202,-0.0843017
57,0.26612866,0.17090097,"('unimaginative', 'imaginative')",-0.51579285,-0.66714776,-3.0623477,-3.21381,-1.1040039,-1.2366856,-0.1326817
58,0.7360699,0.66447103,"('undiscriminating', 'discriminating')",0.07579474,0.006954983,0.13966915,0.058428884,0.3171779,0.243285,-0.0738929
59,1.2934942,1.2337885,"('foolish', 'wise')",0.37107837,0.40458378,0.2331087,0.3552807,0.6325604,0.664551,0.0319906
60,0.16804862,0.23440814,"('inefficient', 'efficient')",0.34954247,0.3381343,-0.21570937,-0.20410459,0.1006272,0.1228126,0.0221854
61,1.0211177,0.8444553,"('illogical', 'logical')",-0.49676403,-0.6087509,0.38658333,0.2342853,0.3036457,0.1566632,-0.1469825
62,1.531965,1.6490837,"('incompetent', 'brilliant')",0.7349548,0.8233193,0.6934881,0.7855426,0.9868027,1.0859818,0.0991791
63,0.8963414,0.9597926,"('unperceptive', 'insightful')",0.5827683,0.57517874,0.24998824,0.20531419,0.576366,0.5800952,0.0037292
64,0.39737824,0.34266552,"('shy', 'confident')",0.058537338,0.076721914,-5.759273,-5.8585305,-1.7677859,-1.8130477,-0.0452618
65,0.45050734,0.2524107,"('insecure', 'secure')",-0.09721139,-0.24970394,-0.15837023,-0.22706251,0.0649752,-0.0747852,-0.1397604
66,-0.26640308,-0.3089009,"('inactive', 'active')",0.90197295,0.8848792,0.07688877,0.117600985,0.2374862,0.2311931,-0.0062931
67,-0.094877034,-0.18817869,"('doubtful', 'determined')",0.34804556,0.33214325,-0.39280584,-0.44872752,-0.0465458,-0.1015877,-0.0550419
68,-0.54762197,-0.66062057,"('dependent', 'independent')",-0.19058263,-0.22575116,-1.5313016,-1.4814874,-0.7565021,-0.7892864,-0.0327843
69,0.035340622,0.09628706,"('lazy', 'industrious')",1.9358478,1.9969329,-0.22309133,-0.09206282,0.582699,0.6670524,0.0843534
70,0.7534644,0.81193244,"('lethargic', 'energetic')",0.060204208,0.04304459,-0.43357968,-0.4665445,0.1266963,0.1294775,0.0027812
71,1.1124685,1.1498809,"('diffident', 'self-confident')",0.881947,0.93916386,0.40630668,0.38588223,0.8002408,0.8249756,0.0247348
72,0.9418781,0.9108222,"('unambitious', 'ambitious')",-0.6189045,-0.48107064,-0.48522806,-0.38352582,-0.0540848,0.0154086,0.0694934
73,1.648329,1.6279056,"('helpless', 'self-reliant')",0.663458,0.65672386,-3.131929,-3.0766938,-0.2733806,-0.2640215,0.0093591
74,2.2514205,2.2084353,"('undedicated', 'dedicated')",0.5879992,0.5459285,-0.45830512,-0.553722,0.7937049,0.7335472,-0.0601577
75,-0.31350195,-0.19960977,"('meek', 'impulsive')",0.14926478,0.30821052,-0.5334172,-0.36607814,-0.2325515,-0.0858258,0.1467257
76,0.50700855,0.44946197,"('anxious', 'daring')",0.4854263,0.46262795,-0.28749272,-0.3521273,0.2349807,0.1866542,-0.0483265
77,0.28855947,0.42362803,"('unmotivated', 'motivated')",0.030954886,0.011942778,-0.8654643,-0.84631854,-0.1819833,-0.1369159,0.0450674
78,0.009726524,0.14825079,"('nonresilient', 'resilient')",0.10952609,0.15332818,0.01894128,-0.039656553,0.0460646,0.0873075,0.0412429
79,0.18642238,0.121353,"('wavering', 'unwavering')",-0.4528965,-0.50983924,-0.5367693,-0.49328294,-0.2677478,-0.2939231,-0.0261753
80,0.6195368,0.44620794,"('dominated', 'dominating')",-0.077451184,-0.12064073,-0.62198144,-0.6700558,-0.0266319,-0.1148295,-0.0881976
81,-0.06833315,-0.24655154,"('submissive', 'aggressive')",0.2999646,0.2761696,-0.5125622,-0.59512126,-0.0936436,-0.1885011,-0.0948575
82,-0.25904322,-0.27662545,"('poor', 'rich')",-0.7432843,-0.78309983,5.822239,5.8053746,1.6066372,1.5818831,-0.0247541
83,0.52599585,0.43650305,"('powerless', 'powerful')",-0.028333142,0.03258662,-0.67757213,-0.6918212,-0.0599698,-0.0742438,-0.014274
84,1.4241836,1.3034971,"('inferior', 'superior')",0.3451191,0.2589382,0.80114394,0.76867026,0.8568156,0.7770352,-0.0797804
85,0.7162015,0.7073237,"('insignificant', 'prestigious')",-0.41520807,-0.3872345,-0.3863915,-0.3580961,-0.028466,-0.012669,0.015797
86,0.6825722,0.54182696,"('uninfluential', 'influential')",-0.41716948,-0.50937355,-0.76809853,-0.93521434,-0.1675653,-0.3009203,-0.133355
87,0.5812065,0.38850942,"('unsuccessful', 'successful')",1.1144611,1.038582,0.9850506,0.9155052,0.8935727,0.7808655,-0.1127072
88,-0.3931197,-0.6065312,"('low', 'eminent')",-0.11934105,-0.25864914,-0.4715529,-0.5972895,-0.3280046,-0.4874899,-0.1594853
