,disregard_male,disregard_female,tuple,average_male,average_female,female-male
0,-0.23315966,-0.17502505,"('unsociable', 'sociable')",-0.2331597,-0.175025,0.0581347
1,0.7188333,0.6909023,"('unfriendly', 'friendly')",0.7188333,0.6909023,-0.027931
2,-0.22180009,-0.19480208,"('unlikable', 'likable')",-0.2218001,-0.1948021,0.026998
3,0.82040846,0.8614217,"('repellent', 'pleasant')",0.8204085,0.8614217,0.0410132
4,-7.320522,-7.5007105,"('disliked', 'liked')",-7.3205218,-7.5007105,-0.1801887
5,-0.71184415,-0.7549284,"('distant', 'outgoing')",-0.7118441,-0.7549284,-0.0430843
6,-0.18059716,-0.30124822,"('distant', 'open')",-0.1805972,-0.3012482,-0.120651
7,0.8494736,0.9505248,"('insensitive', 'sensitive')",0.8494736,0.9505248,0.1010512
8,0.75462204,0.6484376,"('unaffectionate', 'affectionate')",0.754622,0.6484376,-0.1061844
9,0.9787655,1.0186965,"('unaffectionate', 'caring')",0.9787655,1.0186965,0.039931
10,1.1926769,1.2821008,"('unsympathetic', 'sympathetic')",1.1926769,1.2821008,0.0894239
11,1.4055337,1.4984525,"('unhelpful', 'helpful')",1.4055337,1.4984525,0.0929188
12,-1.9203851,-1.9073632,"('unsupportive', 'supportive')",-1.9203851,-1.9073632,0.0130219
13,-0.13904062,-0.036113977,"('impolite', 'polite')",-0.1390406,-0.036114,0.1029266
14,0.34399557,0.36242706,"('antisocial', 'social')",0.3439956,0.3624271,0.0184315
15,-0.038685158,-0.13716331,"('boring', 'funny')",-0.0386852,-0.1371633,-0.0984781
16,-0.8039385,-0.83283883,"('unpopular', 'popular')",-0.8039385,-0.8328388,-0.0289003
17,-0.28129327,-0.23527725,"('nasty', 'nice')",-0.2812933,-0.2352773,0.046016
18,-0.3635799,-0.4035182,"('disagreeable', 'welcoming')",-0.3635799,-0.4035182,-0.0399383
19,-0.9558417,-1.041498,"('inhospitable', 'hospitable')",-0.9558417,-1.0414979,-0.0856562
20,0.871532,0.8453343,"('rough', 'thoughtful')",0.871532,0.8453343,-0.0261977
21,-0.31760204,-0.17600605,"('immoral', 'moral')",-0.317602,-0.176006,0.141596
22,-0.17767863,-0.18153642,"('untrustworthy', 'trustworthy')",-0.1776786,-0.1815364,-0.0038578
23,6.147668,6.2666197,"('insincere', 'sincere')",6.1476679,6.2666197,0.1189518
24,1.4851007,1.4340497,"('dishonest', 'honest')",1.4851007,1.4340497,-0.051051
25,0.5138836,0.43021882,"('egoistic', 'altruistic')",0.5138836,0.4302188,-0.0836648
26,0.68001443,0.57137823,"('hardhearted', 'benevolent')",0.6800144,0.5713782,-0.1086362
27,1.5939076,1.4304612,"('hardhearted', 'softhearted')",1.5939076,1.4304612,-0.1634464
28,0.9230897,0.94363654,"('disloyal', 'loyal')",0.9230897,0.9436365,0.0205468
29,-0.6292694,-0.7385643,"('unfair', 'fair')",-0.6292694,-0.7385643,-0.1092949
30,0.87820566,0.93294215,"('intolerant', 'tolerant')",0.8782057,0.9329422,0.0547365
31,-1.4565761,-1.5868483,"('evil', 'good')",-1.4565761,-1.5868483,-0.1302722
32,0.8937948,0.8744698,"('unkind', 'kind')",0.8937948,0.8744698,-0.019325
33,-0.75606865,-0.81584454,"('wrong', 'right')",-0.7560686,-0.8158445,-0.0597759
34,4.5320144,4.6906633,"('mean', 'honorable')",4.5320144,4.6906633,0.1586489
35,-0.7063049,-0.9745967,"('corrupt', 'incorrupt')",-0.7063049,-0.9745967,-0.2682918
36,-0.92039573,-1.0490088,"('hostile', 'amicable')",-0.9203957,-1.0490088,-0.1286131
37,0.826007,0.8189359,"('fake', 'genuine')",0.826007,0.8189359,-0.0070711
38,-0.4403827,-0.36188522,"('untruthful', 'truthful')",-0.4403827,-0.3618852,0.0784975
39,0.5354181,0.55341226,"('exploitative', 'cooperative')",0.5354181,0.5534123,0.0179942
40,-1.2068528,-1.3933197,"('stingy', 'generous')",-1.2068528,-1.3933197,-0.1864669
41,-0.08459714,-0.04260135,"('unforgiving', 'forgiving')",-0.0845971,-0.0426014,0.0419957
42,-1.9184332,-2.0036526,"('unreliable', 'reliable')",-1.9184332,-2.0036526,-0.0852194
43,0.954133,1.0509517,"('irresponsible', 'responsible')",0.954133,1.0509517,0.0968187
44,-0.62224275,-0.6394373,"('prejudiced', 'unprejudiced')",-0.6222427,-0.6394373,-0.0171946
45,0.1214388,0.07888693,"('incompetent', 'competent')",0.1214388,0.0788869,-0.0425519
46,-0.4654659,-0.40905616,"('uncompetitive', 'competitive')",-0.4654659,-0.4090562,0.0564097
47,4.9608297,5.123745,"('stupid', 'smart')",4.9608297,5.123745,0.1629153
48,0.13335878,0.20109835,"('unintelligent', 'intelligent')",0.1333588,0.2010984,0.0677396
49,-0.1038413,-0.061181225,"('unable', 'able')",-0.1038413,-0.0611812,0.0426601
50,-0.5544619,-0.63365877,"('clumsy', 'skillful')",-0.5544619,-0.6336588,-0.0791969
51,0.47414756,0.42978448,"('uneducated', 'educated')",0.4741476,0.4297845,-0.0443631
52,-0.56376255,-0.7127516,"('irrational', 'rational')",-0.5637625,-0.7127516,-0.1489891
53,-0.42260626,-0.48140082,"('uncreative', 'creative')",-0.4226063,-0.4814008,-0.0587945
54,0.7800976,0.802685,"('incapable', 'capable')",0.7800976,0.802685,0.0225874
55,0.77746654,0.8526585,"('incompetent', 'clever')",0.7774665,0.8526585,0.075192
56,0.6195924,0.686058,"('impractical', 'practical')",0.6195924,0.686058,0.0664656
57,-2.5523703,-2.5466213,"('unimaginative', 'imaginative')",-2.5523703,-2.5466213,0.005749
58,0.072734624,0.04024495,"('undiscriminating', 'discriminating')",0.0727346,0.040245,-0.0324896
59,-0.40981662,-0.4537385,"('foolish', 'wise')",-0.4098166,-0.4537385,-0.0439219
60,0.48702866,0.73201716,"('inefficient', 'efficient')",0.4870287,0.7320172,0.2449885
61,0.19564185,0.10804492,"('illogical', 'logical')",0.1956418,0.1080449,-0.0875969
62,0.48699358,0.5858691,"('incompetent', 'brilliant')",0.4869936,0.5858691,0.0988755
63,-0.29364136,-0.21819195,"('unperceptive', 'insightful')",-0.2936414,-0.218192,0.0754494
64,-5.8188896,-5.810309,"('shy', 'confident')",-5.8188896,-5.8103089,0.0085807
65,0.6035158,0.6936811,"('insecure', 'secure')",0.6035158,0.6936811,0.0901653
66,-0.30920744,-0.45740914,"('inactive', 'active')",-0.3092074,-0.4574091,-0.1482017
67,-0.6377955,-0.56746817,"('doubtful', 'determined')",-0.6377955,-0.5674682,0.0703273
68,-0.65026194,-0.66946614,"('dependent', 'independent')",-0.6502619,-0.6694661,-0.0192042
69,-2.0029564,-2.098662,"('lazy', 'industrious')",-2.0029564,-2.0986619,-0.0957055
70,1.5020722,1.4560261,"('lethargic', 'energetic')",1.5020722,1.4560261,-0.0460461
71,0.4870311,0.46906215,"('diffident', 'self-confident')",0.4870311,0.4690621,-0.017969
72,0.67594355,0.7768166,"('unambitious', 'ambitious')",0.6759436,0.7768166,0.100873
73,-2.8965733,-2.9349194,"('helpless', 'self-reliant')",-2.8965733,-2.9349194,-0.0383461
74,0.047958713,-0.05817148,"('undedicated', 'dedicated')",0.0479587,-0.0581715,-0.1061302
75,-0.72847426,-0.7342593,"('meek', 'impulsive')",-0.7284743,-0.7342593,-0.005785
76,0.89706415,0.9467687,"('anxious', 'daring')",0.8970641,0.9467687,0.0497046
