,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.16931523,0.059950307,"('unsociable', 'sociable')",-0.12216437,-0.20083874,0.0235754,-0.0704442,-0.0940196
1,2.3336053,2.360484,"('unfriendly', 'friendly')",2.0366545,1.9475341,2.1851299,2.1540089,-0.031121
2,-0.21793383,-0.1073084,"('unlikable', 'likable')",0.3793618,0.50517964,0.080714,0.1989356,0.1182216
3,-2.064094,-2.0342655,"('repellent', 'pleasant')",-0.30156264,-0.25269598,-1.1828283,-1.1434808,0.0393475
4,0.42740273,0.402502,"('disliked', 'liked')",-6.869558,-6.9877715,-3.2210774,-3.2926347,-0.0715573
5,1.474133,1.5090289,"('distant', 'outgoing')",-0.23506063,-0.21844992,0.6195362,0.6452895,0.0257533
6,1.200647,1.2878029,"('distant', 'open')",0.1588222,0.19365366,0.6797346,0.7407283,0.0609937
7,-0.6912904,-0.6800934,"('insensitive', 'sensitive')",-0.4693696,-0.40747377,-0.58033,-0.5437836,0.0365464
8,1.5251986,1.5800343,"('unaffectionate', 'affectionate')",0.96425706,0.8760601,1.2447278,1.2280471,-0.0166807
9,1.9815092,2.0418034,"('unaffectionate', 'caring')",1.3197958,1.3069859,1.6506525,1.6743946,0.0237421
10,-0.8245397,-0.8882326,"('unsympathetic', 'sympathetic')",-0.5197684,-0.57776964,-0.6721541,-0.7330011,-0.060847
11,-0.89286387,-0.9124516,"('unhelpful', 'helpful')",1.2845459,1.3202155,0.195841,0.2038819,0.0080409
12,1.320375,1.3888384,"('unsupportive', 'supportive')",-1.7365942,-1.7241064,-0.2081096,-0.167634,0.0404756
13,-0.5037572,-0.5685648,"('impolite', 'polite')",-0.8571995,-0.8738121,-0.6804783,-0.7211884,-0.0407101
14,-0.7573065,-0.8573311,"('antisocial', 'social')",-0.97559744,-1.0382969,-0.866452,-0.947814,-0.081362
15,1.1591487,1.1159083,"('boring', 'funny')",0.49040818,0.49165237,0.8247784,0.8037803,-0.0209981
16,-0.5229414,-0.44734222,"('unpopular', 'popular')",-0.21045087,-0.2144981,-0.3666961,-0.3309202,0.0357759
17,-0.470062,-0.41896656,"('nasty', 'nice')",-0.6572491,-0.60037035,-0.5636556,-0.5096685,0.0539871
18,-0.1496813,-0.029253442,"('disagreeable', 'welcoming')",-0.9797163,-0.986699,-0.5646988,-0.5079762,0.0567226
19,0.36022615,0.44200474,"('inhospitable', 'hospitable')",-0.025211196,0.03767088,0.1675075,0.2398378,0.0723303
20,0.9230882,0.95044,"('rough', 'thoughtful')",0.82062536,0.77800536,0.8718568,0.8642226,-0.0076342
21,-0.258635,-0.29209754,"('immoral', 'moral')",-1.2199888,-1.1849385,-0.7393119,-0.7385181,0.0007938
22,-1.7046615,-1.8279366,"('untrustworthy', 'trustworthy')",-1.376534,-1.4039948,-1.5405977,-1.6159657,-0.075368
23,0.1899563,0.18233687,"('insincere', 'sincere')",5.498919,5.5072083,2.8444376,2.8447726,0.000335
24,-0.6660207,-0.7309244,"('dishonest', 'honest')",0.24654736,0.27738142,-0.2097367,-0.2267715,-0.0170348
25,2.1319575,2.1531618,"('egoistic', 'altruistic')",1.8345759,1.8370688,1.9832667,1.9951153,0.0118486
26,3.1708715,3.1874793,"('hardhearted', 'benevolent')",2.0705738,1.9874083,2.6207228,2.5874438,-0.033279
27,0.7823165,0.816715,"('hardhearted', 'softhearted')",1.1029234,1.0258476,0.9426199,0.9212813,-0.0213386
28,0.08138149,-0.06299394,"('disloyal', 'loyal')",1.0518212,0.96028084,0.5666013,0.4486434,-0.1179579
29,-0.3734978,-0.38306448,"('unfair', 'fair')",-0.415689,-0.4423412,-0.3945934,-0.4127029,-0.0181095
30,-0.75096285,-0.7652495,"('intolerant', 'tolerant')",-0.4582344,-0.40358981,-0.6045986,-0.5844197,0.0201789
31,0.5174227,0.68300766,"('evil', 'good')",-0.7005903,-0.63898677,-0.0915838,0.0220104,0.1135942
32,0.26859248,0.29990426,"('unkind', 'kind')",0.5391453,0.5075231,0.4038689,0.4037137,-0.0001552
33,1.5629512,1.539885,"('wrong', 'right')",-0.13966417,-0.1310296,0.7116435,0.7044277,-0.0072158
34,0.01851897,0.18830436,"('mean', 'honorable')",4.6066055,4.7273426,2.3125622,2.4578235,0.1452613
35,0.9277155,0.89840287,"('corrupt', 'incorrupt')",0.086631134,0.017547455,0.5071733,0.4579751,-0.0491982
36,0.9989764,1.0696404,"('hostile', 'amicable')",0.3523741,0.27372292,0.6756753,0.6716816,-0.0039937
37,0.10197817,0.069395736,"('fake', 'genuine')",0.392065,0.385295,0.2470216,0.2273454,-0.0196762
38,-0.20975426,-0.20830482,"('untruthful', 'truthful')",0.15163258,0.20837691,-0.0290608,3.6e-05,0.0290968
39,1.1992172,1.220202,"('exploitative', 'cooperative')",0.45681658,0.563448,0.8280169,0.891825,0.0638081
40,0.08309875,0.12820387,"('stingy', 'generous')",-2.2547185,-2.3492017,-1.0858099,-1.1104989,-0.024689
41,0.6078498,0.6438992,"('unforgiving', 'forgiving')",0.40783632,0.36215496,0.507843,0.5030271,-0.0048159
42,-0.6981974,-0.61614496,"('unreliable', 'reliable')",-3.1797476,-3.115309,-1.9389725,-1.8657269,0.0732456
43,0.20439917,0.20484772,"('irresponsible', 'responsible')",0.50519913,0.5225893,0.3547992,0.3637185,0.0089193
44,-1.7107617,-1.6411879,"('prejudiced', 'unprejudiced')",-1.3956898,-1.3317745,-1.5532258,-1.4864812,0.0667446
45,-0.87835634,-0.99397695,"('incompetent', 'competent')",-0.89079094,-0.909705,-0.8845736,-0.951841,-0.0672674
46,-1.3825821,-1.4829761,"('uncompetitive', 'competitive')",-1.2884043,-1.4447647,-1.3354932,-1.4638704,-0.1283772
47,0.48662543,0.54073435,"('stupid', 'smart')",4.6569557,4.7694473,2.5717907,2.6550908,0.0833001
48,0.6026413,0.6150976,"('unintelligent', 'intelligent')",-0.10293962,-0.09945758,0.2498508,0.25782,0.0079692
49,-0.2588142,-0.14272407,"('unable', 'able')",-0.8202179,-0.8012929,-0.539516,-0.4720085,0.0675075
50,-0.14111714,-0.09281203,"('clumsy', 'skillful')",-0.37287563,-0.40087157,-0.2569964,-0.2468418,0.0101546
51,-1.1090235,-1.1996185,"('uneducated', 'educated')",-0.16421768,-0.20338517,-0.6366206,-0.7015018,-0.0648812
52,0.8606241,0.83736914,"('irrational', 'rational')",0.2575446,0.20731173,0.5590844,0.5223404,-0.036744
53,0.7137979,0.77073574,"('uncreative', 'creative')",0.32410038,0.21625297,0.5189492,0.4934944,-0.0254548
54,1.1826148,1.2277348,"('incapable', 'capable')",1.182184,1.20225,1.1823994,1.2149924,0.032593
55,-0.6555769,-0.7359566,"('incompetent', 'clever')",-0.5129578,-0.50983894,-0.5842674,-0.6228977,-0.0386303
56,0.9400942,0.9189926,"('impractical', 'practical')",-0.53015554,-0.5016881,0.2049693,0.2086522,0.0036829
57,-1.3035499,-1.3874964,"('unimaginative', 'imaginative')",-3.5373046,-3.610774,-2.4204273,-2.4991353,-0.078708
