,jelly_male,jelly_female,tuple,average_male,average_female,female-male
0,0.44765243,0.40889475,"('unsociable', 'sociable')",0.4476524,0.4088947,-0.0387577
1,1.0236826,1.0734718,"('unfriendly', 'friendly')",1.0236826,1.0734718,0.0497892
2,0.4241098,0.591133,"('unlikable', 'likable')",0.4241098,0.591133,0.1670232
3,0.97046214,1.080332,"('repellent', 'pleasant')",0.9704621,1.080332,0.1098699
4,-7.1534905,-7.0986347,"('disliked', 'liked')",-7.1534905,-7.0986347,0.0548558
5,-0.59600115,-0.47028196,"('distant', 'outgoing')",-0.5960011,-0.470282,0.1257191
6,-0.16739425,-0.13085902,"('distant', 'open')",-0.1673943,-0.130859,0.0365353
7,1.5448122,1.5326371,"('insensitive', 'sensitive')",1.5448122,1.5326371,-0.0121751
8,1.0554569,0.93517756,"('unaffectionate', 'affectionate')",1.0554569,0.9351776,-0.1202793
9,1.2139132,1.2451376,"('unaffectionate', 'caring')",1.2139132,1.2451376,0.0312244
10,1.9563105,1.776833,"('unsympathetic', 'sympathetic')",1.9563105,1.7768331,-0.1794774
11,2.0597813,2.0469081,"('unhelpful', 'helpful')",2.0597813,2.0469081,-0.0128732
12,-1.0366372,-0.95753443,"('unsupportive', 'supportive')",-1.0366372,-0.9575344,0.0791028
13,0.34348828,0.3432933,"('impolite', 'polite')",0.3434883,0.3432933,-0.000195
14,0.3877692,0.40945795,"('antisocial', 'social')",0.3877692,0.409458,0.0216888
15,0.2266928,0.2447078,"('boring', 'funny')",0.2266928,0.2447078,0.018015
16,-0.8889864,-0.6913008,"('unpopular', 'popular')",-0.8889864,-0.6913008,0.1976856
17,0.13564603,0.0626089,"('nasty', 'nice')",0.135646,0.0626089,-0.0730371
18,-0.5943819,-0.48528546,"('disagreeable', 'welcoming')",-0.5943819,-0.4852855,0.1090964
19,-0.39241087,-0.3848401,"('inhospitable', 'hospitable')",-0.3924109,-0.3848401,0.0075708
20,0.8316318,0.7049772,"('rough', 'thoughtful')",0.8316318,0.7049772,-0.1266546
