,united_male,united_female,tuple,airlines_male,airlines_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.38985252,-0.55169713,"('unsociable', 'sociable')",-0.8975287,-0.9807759,-0.25348967,-0.52815396,-0.27041373,-0.4689329,-0.4528212,-0.63239,-0.1795688
1,-0.48852104,-0.46821424,"('unfriendly', 'friendly')",1.0089693,1.1030568,0.0110796355,-0.09522094,1.1480234,1.0120776,0.4198878,0.3879248,-0.031963
2,0.55816555,0.70756316,"('unlikable', 'likable')",0.40870985,0.5520959,1.4793161,1.6053637,0.71074164,0.7941873,0.7892333,0.9148025,0.1255692
3,-0.5752455,-0.478887,"('repellent', 'pleasant')",-0.5761535,-0.586245,0.501498,0.48113006,0.27678514,0.32949874,-0.093279,-0.0636258,0.0296532
4,0.04784573,0.023653148,"('disliked', 'liked')",0.53580636,0.5528381,0.22925979,0.2385388,-5.554987,-5.54142,-1.1855187,-1.1815975,0.0039212
5,0.37291592,0.4707523,"('distant', 'outgoing')",1.0004245,1.0986348,-0.77665854,-0.61019224,-0.2799704,-0.26146227,0.0791779,0.1744332,0.0952553
6,0.19949591,0.3201695,"('distant', 'open')",0.7794632,0.8793948,-0.8654061,-0.7161392,0.39618567,0.37745783,0.1274347,0.2152207,0.087786
7,0.16241878,0.10367898,"('insensitive', 'sensitive')",0.082085945,0.11405228,0.5877112,0.4407084,0.6965145,0.6228605,0.3821826,0.320325,-0.0618576
8,-0.20111777,-0.11005962,"('unaffectionate', 'affectionate')",0.16568378,0.22654691,-0.61416817,-0.5980599,0.013197608,-0.066129796,-0.1591011,-0.1369256,0.0221755
9,0.35058227,0.40481198,"('unaffectionate', 'caring')",0.2602673,0.29031375,0.052343667,0.014095053,0.71527845,0.65237045,0.3446179,0.3403978,-0.0042201
10,0.4002892,0.3379938,"('unsympathetic', 'sympathetic')",-1.2653077,-1.3180258,-0.4057232,-0.63310975,-6.178394e-05,-0.116174474,-0.3177009,-0.4323291,-0.1146282
11,-0.45683736,-0.41135848,"('unhelpful', 'helpful')",-0.559079,-0.5160831,-0.7168399,-0.7782564,1.8385501,1.8228251,0.0264485,0.0292818,0.0028333
12,0.46675518,0.556313,"('unsupportive', 'supportive')",-0.15503633,-0.07771973,0.020652998,0.08626455,-1.637831,-1.6552974,-0.3263648,-0.2726099,0.0537549
13,-0.33454522,-0.45511702,"('impolite', 'polite')",-0.24282438,-0.28510264,0.26486143,0.11775949,0.46381235,0.36352816,0.0378261,-0.064733,-0.1025591
14,0.37601912,0.26821718,"('antisocial', 'social')",-0.65876263,-0.70978,1.9946269,1.9003124,-0.24668126,-0.30212823,0.3663005,0.2891554,-0.0771451
15,-0.39303854,-0.46849272,"('boring', 'funny')",0.34235445,0.33489242,-1.5710661,-1.5685837,0.24678512,0.18459477,-0.3437413,-0.3793973,-0.035656
16,-0.49374706,-0.40578818,"('unpopular', 'popular')",0.31806388,0.36113375,-0.93849015,-0.7803093,0.42916822,0.47898078,-0.1712513,-0.0864957,0.0847556
17,-0.016745988,-0.00056980737,"('nasty', 'nice')",0.4071459,0.36821038,-0.81438076,-0.7531344,-0.22612861,-0.1890344,-0.1625274,-0.1436321,0.0188953
18,0.39610925,0.49129075,"('disagreeable', 'welcoming')",0.5656207,0.6641713,-0.1931774,-0.17609572,-0.39673892,-0.4713084,0.0929534,0.1270145,0.0340611
19,0.12341448,0.1850068,"('inhospitable', 'hospitable')",0.033723272,0.05228845,-0.8094716,-0.7604887,-0.22651565,-0.23443647,-0.2197124,-0.1894075,0.0303049
20,-0.37319806,-0.3534884,"('rough', 'thoughtful')",-0.70509374,-0.68858755,-0.34002462,-0.2815336,0.9124636,0.87822324,-0.1264632,-0.1113466,0.0151166
21,-0.104685225,-0.2496054,"('immoral', 'moral')",-0.98115116,-1.0395105,-0.02917384,-0.1812037,-0.54016495,-0.57926565,-0.4137938,-0.5123963,-0.0986025
22,-0.68318874,-0.7793054,"('untrustworthy', 'trustworthy')",-0.49606258,-0.5035967,-0.54374117,-0.6162277,-1.1070511,-1.1302061,-0.7075109,-0.757334,-0.0498231
23,-0.113976344,-0.10077965,"('insincere', 'sincere')",-0.8303011,-0.8047002,-0.4104316,-0.570881,5.180938,5.051755,0.9565572,0.8938485,-0.0627087
24,1.1630985,1.130213,"('dishonest', 'honest')",-0.04260156,-0.035416048,-0.3608617,-0.47483534,0.7032974,0.5987576,0.3657331,0.3046798,-0.0610533
25,-0.1579416,-0.12871695,"('egoistic', 'altruistic')",1.0619142,1.0798072,0.8430951,0.8448473,1.269077,1.2602127,0.7540362,0.7640375,0.0100013
26,1.2290351,1.094804,"('hardhearted', 'benevolent')",1.9929101,1.97271,1.8887994,1.8470863,1.5017366,1.4001347,1.6531203,1.5786837,-0.0744366
27,0.3246774,0.40095922,"('hardhearted', 'softhearted')",0.075751096,0.10562493,-0.11274479,-0.1394946,1.4432325,1.3386717,0.4327291,0.4264403,-0.0062888
28,0.49370968,0.34156337,"('disloyal', 'loyal')",-0.5154996,-0.5459042,-0.109070815,-0.31851768,0.8066107,0.6305868,0.1689375,0.0269321,-0.1420054
29,-0.36267972,-0.4128254,"('unfair', 'fair')",0.23002094,0.23745193,-0.5998399,-0.5208157,-0.5103505,-0.6698472,-0.3107123,-0.3415091,-0.0307968
30,0.12476362,0.10045017,"('intolerant', 'tolerant')",-0.37562677,-0.3592944,1.2153336,1.0670382,1.1883261,1.0652755,0.5381991,0.4683674,-0.0698317
31,-0.9372324,-0.88625413,"('evil', 'good')",0.35086176,0.4897485,-1.5937766,-1.4777982,-1.3708748,-1.439335,-0.8877555,-0.8284097,0.0593458
32,0.6015557,0.56055146,"('unkind', 'kind')",-0.6364582,-0.601826,0.65039593,0.527315,0.87977356,0.74216926,0.3738167,0.3070524,-0.0667643
33,0.53023374,0.46477523,"('wrong', 'right')",1.4468728,1.4422361,0.5808349,0.63807523,-0.5281405,-0.5039952,0.5074502,0.5102728,0.0028226
34,-0.18616489,-0.0200288,"('mean', 'honorable')",0.23943424,0.32430467,0.054635905,0.1509676,5.958108,5.9741607,1.5165033,1.6073511,0.0908478
35,0.28328356,0.24294095,"('corrupt', 'incorrupt')",0.69539046,0.69955575,-1.1642966,-1.0193995,-0.2537939,-0.37925202,-0.1098541,-0.1140387,-0.0041846
36,-0.8705832,-0.8048491,"('hostile', 'amicable')",0.7565092,0.81840944,-0.60086536,-0.62657094,0.051953245,-0.083996415,-0.1657465,-0.1742518,-0.0085053
37,0.1542642,0.18996884,"('fake', 'genuine')",-0.5804142,-0.5684876,-0.50123596,-0.4268133,0.25094756,0.2642776,-0.1691096,-0.1352636,0.033846
38,-0.07338761,-0.026510734,"('untruthful', 'truthful')",-0.25206935,-0.16415024,-0.32874057,-0.32106045,0.17847192,0.20023999,-0.1189314,-0.0778704,0.041061
39,1.0428277,1.0492328,"('exploitative', 'cooperative')",1.3056363,1.3248514,-0.09387481,-0.09316825,-0.30214623,-0.2948831,0.4881107,0.4965082,0.0083975
40,0.93659735,0.96765214,"('stingy', 'generous')",0.51919067,0.5563831,0.111599475,0.06194467,-1.1670816,-1.2026235,0.1000765,0.0958391,-0.0042374
