,angle_male,angle_female,tuple,average_male,average_female,female-male
0,0.47860602,0.31597444,"('unsociable', 'sociable')",0.478606,0.3159744,-0.1626316
1,1.5287077,1.6124922,"('unfriendly', 'friendly')",1.5287077,1.6124922,0.0837845
2,0.2959491,0.49422076,"('unlikable', 'likable')",0.2959491,0.4942208,0.1982717
3,0.9991049,1.1069993,"('repellent', 'pleasant')",0.9991049,1.1069993,0.1078944
4,-7.0615277,-6.8174434,"('disliked', 'liked')",-7.0615277,-6.8174434,0.2440843
5,-0.95472485,-0.58141726,"('distant', 'outgoing')",-0.9547248,-0.5814173,0.3733075
6,-0.46218836,-0.0672332,"('distant', 'open')",-0.4621884,-0.0672332,0.3949552
7,1.7503908,1.7929912,"('insensitive', 'sensitive')",1.7503908,1.7929912,0.0426004
8,0.9153075,0.90782833,"('unaffectionate', 'affectionate')",0.9153075,0.9078283,-0.0074792
9,1.9667867,2.0384023,"('unaffectionate', 'caring')",1.9667867,2.0384023,0.0716156
10,1.641883,1.6145042,"('unsympathetic', 'sympathetic')",1.641883,1.6145042,-0.0273788
11,1.8693005,1.8968046,"('unhelpful', 'helpful')",1.8693005,1.8968046,0.0275041
12,-0.9567419,-0.8099113,"('unsupportive', 'supportive')",-0.9567419,-0.8099113,0.1468306
13,0.108224176,-0.058836453,"('impolite', 'polite')",0.1082242,-0.0588365,-0.1670607
14,0.23365155,0.06308906,"('antisocial', 'social')",0.2336515,0.0630891,-0.1705624
15,0.4484985,0.45606628,"('boring', 'funny')",0.4484985,0.4560663,0.0075678
16,-0.7663834,-0.5922457,"('unpopular', 'popular')",-0.7663834,-0.5922457,0.1741377
17,-0.3778464,-0.27674255,"('nasty', 'nice')",-0.3778464,-0.2767425,0.1011039
18,-0.36120915,-0.27130392,"('disagreeable', 'welcoming')",-0.3612092,-0.2713039,0.0899053
19,-0.5535636,-0.2513353,"('inhospitable', 'hospitable')",-0.5535636,-0.2513353,0.3022283
20,0.63053066,0.59797335,"('rough', 'thoughtful')",0.6305307,0.5979733,-0.0325574
21,0.47822997,0.42326847,"('immoral', 'moral')",0.47823,0.4232685,-0.0549615
22,-0.33894858,-0.18935029,"('untrustworthy', 'trustworthy')",-0.3389486,-0.1893503,0.1495983
23,6.7601547,6.7162766,"('insincere', 'sincere')",6.7601547,6.7162766,-0.0438781
24,2.0763445,2.0969477,"('dishonest', 'honest')",2.0763445,2.0969477,0.0206032
25,1.054117,0.9034195,"('egoistic', 'altruistic')",1.054117,0.9034195,-0.1506975
26,0.83827317,0.5997741,"('hardhearted', 'benevolent')",0.8382732,0.5997741,-0.2384991
27,2.1430902,2.089202,"('hardhearted', 'softhearted')",2.1430902,2.0892019,-0.0538883
28,1.1267833,0.98711014,"('disloyal', 'loyal')",1.1267833,0.9871101,-0.1396732
29,-1.2006414,-1.104252,"('unfair', 'fair')",-1.2006414,-1.104252,0.0963894
30,1.4335799,1.3220809,"('intolerant', 'tolerant')",1.4335799,1.3220809,-0.111499
31,-1.5422046,-1.3443418,"('evil', 'good')",-1.5422046,-1.3443418,0.1978628
32,1.4716332,1.3562344,"('unkind', 'kind')",1.4716332,1.3562344,-0.1153988
33,-0.11002656,0.0123411305,"('wrong', 'right')",-0.1100266,0.0123411,0.1223677
34,4.7879863,4.9786363,"('mean', 'honorable')",4.7879863,4.9786363,0.19065
35,-1.2724366,-1.1568913,"('corrupt', 'incorrupt')",-1.2724366,-1.1568913,0.1155453
36,-0.78834695,-0.7442286,"('hostile', 'amicable')",-0.7883469,-0.7442286,0.0441183
