,liberty_male,liberty_female,tuple,average_male,average_female,female-male
0,0.06943692,-0.09603831,"('unsociable', 'sociable')",0.0694369,-0.0960383,-0.1654752
1,1.4411758,1.4650677,"('unfriendly', 'friendly')",1.4411758,1.4650677,0.0238919
2,0.3962459,0.5276216,"('unlikable', 'likable')",0.3962459,0.5276216,0.1313757
3,0.7012064,0.71081346,"('repellent', 'pleasant')",0.7012064,0.7108135,0.0096071
4,-7.1693177,-7.2518573,"('disliked', 'liked')",-7.1693177,-7.2518573,-0.0825396
5,0.083994485,0.18031582,"('distant', 'outgoing')",0.0839945,0.1803158,0.0963213
6,0.54398614,0.6765577,"('distant', 'open')",0.5439861,0.6765577,0.1325716
7,0.39659497,0.4528593,"('insensitive', 'sensitive')",0.396595,0.4528593,0.0562643
8,1.3752626,1.4495814,"('unaffectionate', 'affectionate')",1.3752626,1.4495814,0.0743188
9,2.09534,2.2417934,"('unaffectionate', 'caring')",2.09534,2.2417934,0.1464534
10,0.7548992,0.7811043,"('unsympathetic', 'sympathetic')",0.7548992,0.7811043,0.0262051
11,1.8546922,1.9270793,"('unhelpful', 'helpful')",1.8546922,1.9270793,0.0723871
12,-1.4425688,-1.4321766,"('unsupportive', 'supportive')",-1.4425688,-1.4321766,0.0103922
13,0.02438955,-0.06583557,"('impolite', 'polite')",0.0243896,-0.0658356,-0.0902252
14,-0.4930241,-0.6509386,"('antisocial', 'social')",-0.4930241,-0.6509386,-0.1579145
15,0.3921022,0.33734235,"('boring', 'funny')",0.3921022,0.3373424,-0.0547598
16,0.02973701,0.09615596,"('unpopular', 'popular')",0.029737,0.096156,0.066419
17,-0.09784803,-0.075355366,"('nasty', 'nice')",-0.097848,-0.0753554,0.0224926
18,-0.62928706,-0.70510226,"('disagreeable', 'welcoming')",-0.6292871,-0.7051023,-0.0758152
19,-0.19679785,-0.015432293,"('inhospitable', 'hospitable')",-0.1967978,-0.0154323,0.1813655
20,0.7211091,0.5983439,"('rough', 'thoughtful')",0.7211091,0.5983439,-0.1227652
21,-0.20580739,-0.16239189,"('immoral', 'moral')",-0.2058074,-0.1623919,0.0434155
22,-0.53471935,-0.5851976,"('untrustworthy', 'trustworthy')",-0.5347193,-0.5851976,-0.0504783
23,6.4685454,6.581596,"('insincere', 'sincere')",6.4685454,6.5815959,0.1130505
24,1.5517504,1.5539984,"('dishonest', 'honest')",1.5517504,1.5539984,0.002248
25,0.5734211,0.58015,"('egoistic', 'altruistic')",0.5734211,0.58015,0.0067289
26,0.53561676,0.517829,"('hardhearted', 'benevolent')",0.5356168,0.517829,-0.0177878
27,1.727764,1.6055846,"('hardhearted', 'softhearted')",1.727764,1.6055846,-0.1221794
28,1.2498317,1.297138,"('disloyal', 'loyal')",1.2498317,1.297138,0.0473063
29,-0.48892707,-0.5245465,"('unfair', 'fair')",-0.4889271,-0.5245465,-0.0356194
30,0.89650446,0.88560754,"('intolerant', 'tolerant')",0.8965045,0.8856075,-0.010897
31,-0.99719566,-0.94476783,"('evil', 'good')",-0.9971957,-0.9447678,0.0524279
32,1.1900581,1.2227386,"('unkind', 'kind')",1.1900581,1.2227386,0.0326805
33,-0.08813137,-0.07356922,"('wrong', 'right')",-0.0881314,-0.0735692,0.0145622
34,5.087902,5.316359,"('mean', 'honorable')",5.0879021,5.316359,0.2284569
35,-0.669995,-0.72148025,"('corrupt', 'incorrupt')",-0.669995,-0.7214803,-0.0514853
36,-0.3613479,-0.30458477,"('hostile', 'amicable')",-0.3613479,-0.3045848,0.0567631
37,0.62169504,0.6608094,"('fake', 'genuine')",0.621695,0.6608094,0.0391144
38,0.13041463,0.24160126,"('untruthful', 'truthful')",0.1304146,0.2416013,0.1111867
39,0.07469357,0.015742801,"('exploitative', 'cooperative')",0.0746936,0.0157428,-0.0589508
40,-2.0144036,-2.234537,"('stingy', 'generous')",-2.0144036,-2.2345369,-0.2201333
41,0.060316995,0.10681228,"('unforgiving', 'forgiving')",0.060317,0.1068123,0.0464953
42,-2.3814619,-2.389031,"('unreliable', 'reliable')",-2.3814619,-2.3890309,-0.007569
43,1.254895,1.2656077,"('irresponsible', 'responsible')",1.254895,1.2656077,0.0107127
44,-1.4326122,-1.5098306,"('prejudiced', 'unprejudiced')",-1.4326122,-1.5098306,-0.0772184
45,0.09947023,0.14411397,"('incompetent', 'competent')",0.0994702,0.144114,0.0446438
46,-0.9239393,-0.9598893,"('uncompetitive', 'competitive')",-0.9239393,-0.9598893,-0.03595
47,5.289383,5.5427194,"('stupid', 'smart')",5.2893829,5.5427194,0.2533365
48,0.8856845,0.808153,"('unintelligent', 'intelligent')",0.8856845,0.808153,-0.0775315
49,0.6320559,0.8004792,"('unable', 'able')",0.6320559,0.8004792,0.1684233
50,0.0052882712,0.08161331,"('clumsy', 'skillful')",0.0052883,0.0816133,0.076325
51,0.00066520274,-0.03418117,"('uneducated', 'educated')",0.0006652,-0.0341812,-0.0348464
52,-0.12483203,-0.123646215,"('irrational', 'rational')",-0.124832,-0.1236462,0.0011858
