,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.6609502,-1.798809,"('unsociable', 'sociable')",-1.677779,-1.8391371,-0.3920603,-0.6339801,-1.2435965,-1.4239755,-0.180379
1,-0.2674867,-0.50865567,"('unfriendly', 'friendly')",-1.1523438,-1.3299603,0.9186957,0.6679893,-0.1670449,-0.3902089,-0.223164
2,0.7484911,0.7279689,"('unlikable', 'likable')",0.5486178,0.5717469,0.5540698,0.5686909,0.6170595,0.6228022,0.0057427
3,-0.48762393,-0.49213985,"('repellent', 'pleasant')",-1.0521373,-1.0886979,0.80831367,0.7678207,-0.2438158,-0.2710057,-0.0271899
4,0.13426265,0.024086796,"('disliked', 'liked')",0.12775552,0.070232294,-6.1092257,-6.2023587,-1.9490692,-2.0360133,-0.0869441
5,0.27537984,0.26461196,"('distant', 'outgoing')",1.1943691,1.2091063,-0.7396756,-0.728689,0.2433578,0.2483431,0.0049853
6,0.18007545,0.11141655,"('distant', 'open')",0.58781546,0.53177404,-0.5993939,-0.67057353,0.0561657,-0.0091276,-0.0652933
7,-0.5964871,-0.6775041,"('insensitive', 'sensitive')",-1.264556,-1.3522636,0.18913023,0.053553075,-0.5573043,-0.6587382,-0.1014339
8,-1.2765418,-1.332956,"('unaffectionate', 'affectionate')",-2.1040657,-2.1386762,0.22584486,0.14418155,-1.0515876,-1.1091502,-0.0575626
9,-0.6208122,-0.74357575,"('unaffectionate', 'caring')",-1.5690131,-1.687318,0.73454654,0.6305682,-0.4850929,-0.6001085,-0.1150156
10,-1.4113371,-1.5567973,"('unsympathetic', 'sympathetic')",-2.5605304,-2.762991,-0.58984345,-0.78851897,-1.5205703,-1.702769,-0.1821987
11,-1.3128357,-1.3395483,"('unhelpful', 'helpful')",-1.8543445,-1.8802476,1.3842858,1.4272051,-0.5942981,-0.5975303,-0.0032322
12,-0.61014307,-0.7220628,"('unsupportive', 'supportive')",-1.3530979,-1.4300274,-1.9903226,-2.069686,-1.3178546,-1.4072587,-0.0894041
13,-1.0605799,-1.0833203,"('impolite', 'polite')",-1.3369035,-1.3771998,-0.94272554,-0.9895985,-1.113403,-1.1500395,-0.0366365
14,-1.3474504,-1.3829898,"('antisocial', 'social')",-1.4142853,-1.4411935,-0.17863989,-0.32682467,-0.9801252,-1.050336,-0.0702108
15,-0.24783488,-0.3687211,"('boring', 'funny')",0.038163345,0.11490414,-0.3866483,-0.3519705,-0.1987733,-0.2019292,-0.0031559
16,-0.23528585,-0.36352178,"('unpopular', 'popular')",0.9995377,0.884644,0.47351393,0.34891468,0.4125886,0.2900123,-0.1225763
17,-0.735982,-0.6345493,"('nasty', 'nice')",-0.35621947,-0.30825993,-0.8592192,-0.7515718,-0.6504736,-0.5647937,0.0856799
18,-0.8164055,-0.92439324,"('disagreeable', 'welcoming')",-0.14600813,-0.2651643,-0.91783345,-1.0513929,-0.626749,-0.7469835,-0.1202345
19,-0.8674382,-0.839455,"('inhospitable', 'hospitable')",-0.4459255,-0.46869478,-0.9020872,-0.7852137,-0.7384836,-0.6977878,0.0406958
20,-0.377693,-0.32034102,"('rough', 'thoughtful')",-0.5840324,-0.63426614,0.8924248,0.8590185,-0.0231002,-0.0318629,-0.0087627
21,-0.9649557,-1.1428179,"('immoral', 'moral')",-1.3984892,-1.5427529,-0.76581573,-0.8663521,-1.0430868,-1.1839743,-0.1408875
22,-0.67072093,-0.7891049,"('untrustworthy', 'trustworthy')",-1.3984241,-1.5289291,-1.2444668,-1.417056,-1.1045373,-1.2450299,-0.1404926
23,-0.82084876,-0.99652886,"('insincere', 'sincere')",-1.3609569,-1.551634,5.041776,4.816402,0.9533235,0.7560797,-0.1972438
24,0.62410057,0.53137964,"('dishonest', 'honest')",-1.3354254,-1.4088546,0.29422417,0.17664135,-0.1390335,-0.2336112,-0.0945777
25,0.13893001,0.079928756,"('egoistic', 'altruistic')",0.74298483,0.72129,1.2023791,1.1809624,0.6947646,0.6607271,-0.0340375
26,0.204908,0.11706162,"('hardhearted', 'benevolent')",-0.0102284625,-0.12726605,1.3700111,1.2015558,0.5215635,0.3971171,-0.1244464
27,0.018049896,0.05884797,"('hardhearted', 'softhearted')",-1.4572523,-1.4543825,0.9127108,0.7554039,-0.1754972,-0.2133769,-0.0378797
28,-0.545204,-0.7044859,"('disloyal', 'loyal')",-1.5000607,-1.6158316,0.7549668,0.60885894,-0.4300993,-0.5704862,-0.1403869
29,-0.26614773,-0.34617168,"('unfair', 'fair')",0.4226428,0.4029067,-0.1594995,-0.2579751,-0.0010015,-0.06708,-0.0660785
30,-1.452425,-1.5034338,"('intolerant', 'tolerant')",-1.6406577,-1.6907076,0.3470015,0.2109576,-0.9153604,-0.9943946,-0.0790342
31,-0.3367897,-0.3395307,"('evil', 'good')",0.5372831,0.5543939,-1.1577703,-1.1983813,-0.3190923,-0.3278394,-0.0087471
32,0.020090088,-0.09556371,"('unkind', 'kind')",-0.9898565,-1.0302702,0.60303396,0.3369299,-0.1222441,-0.262968,-0.1407239
33,0.45329314,0.33210102,"('wrong', 'right')",1.7372586,1.657374,-0.67869204,-0.6547622,0.5039532,0.4449042,-0.059049
34,-0.500749,-0.44423556,"('mean', 'honorable')",-1.0280944,-1.0108972,4.8369284,5.028874,1.102695,1.1912471,0.0885521
35,0.6115197,0.65296185,"('corrupt', 'incorrupt')",1.3599899,1.4250215,-0.42702943,-0.33906785,0.5148267,0.5796385,0.0648118
36,0.7470533,0.66926265,"('hostile', 'amicable')",0.518326,0.44264486,-0.23977682,-0.3456941,0.3418675,0.2554045,-0.086463
37,-0.15715292,-0.17172031,"('fake', 'genuine')",-0.41265073,-0.42133546,-0.111144334,-0.08440336,-0.2269827,-0.2258197,0.001163
38,-0.47804606,-0.56789047,"('untruthful', 'truthful')",-1.1706383,-1.2286823,-0.42186084,-0.3728198,-0.6901817,-0.7231309,-0.0329492
39,-0.28919098,-0.17683947,"('exploitative', 'cooperative')",-0.22465047,-0.19864488,0.18355653,0.28467003,-0.110095,-0.0302714,0.0798236
40,0.124978095,0.0044046417,"('stingy', 'generous')",-0.68887514,-0.74313986,-1.8679261,-2.0331156,-0.8106078,-0.9239503,-0.1133425
41,-0.7628836,-0.94190085,"('unforgiving', 'forgiving')",-1.8476082,-2.0138142,-0.34408206,-0.5255048,-0.984858,-1.1604067,-0.1755487
42,-0.06923887,-0.08956494,"('unreliable', 'reliable')",-0.16074124,-0.2101981,-2.854843,-2.8703508,-1.0282744,-1.0567046,-0.0284302
43,-1.1816666,-1.1729468,"('irresponsible', 'responsible')",-2.3581336,-2.416916,0.022017341,-0.024458338,-1.1725943,-1.2047737,-0.0321794
44,0.2746306,0.3984053,"('prejudiced', 'unprejudiced')",0.8075251,0.9150093,-1.4213276,-1.3433452,-0.1130573,-0.0099769,0.1030804
45,-1.2073617,-1.3627452,"('incompetent', 'competent')",-1.544444,-1.7798479,-0.12543496,-0.38458627,-0.9590802,-1.1757264,-0.2166462
46,-1.2893848,-1.3466614,"('uncompetitive', 'competitive')",-1.1775017,-1.3559719,-0.8510496,-0.96354866,-1.1059787,-1.2220607,-0.116082
47,-0.47252095,-0.37307444,"('stupid', 'smart')",-0.28860334,-0.25444478,4.959055,4.9679003,1.3993103,1.4467937,0.0474834
48,-0.933069,-1.0499405,"('unintelligent', 'intelligent')",-1.63537,-1.7528107,0.51836395,0.4672753,-0.6833584,-0.7784919,-0.0951335
49,-0.52557284,-0.5273744,"('unable', 'able')",-0.37457275,-0.40596816,-0.66844916,-0.616492,-0.5228649,-0.5166115,0.0062534
50,-0.16214783,-0.21109074,"('clumsy', 'skillful')",1.1555017,1.0967097,0.07949367,0.036307164,0.3576159,0.3073087,-0.0503072
51,-0.5722973,-0.6582009,"('uneducated', 'educated')",-0.8978425,-0.972261,0.46661955,0.3788293,-0.3345068,-0.4172109,-0.0827041
52,-0.5307966,-0.7381455,"('irrational', 'rational')",-0.053727116,-0.08791966,0.063519716,0.001920186,-0.173668,-0.274715,-0.101047
53,-0.59314066,-0.71588326,"('uncreative', 'creative')",-1.2031107,-1.3638704,0.31674623,0.09300509,-0.4931684,-0.6622495,-0.1690811
54,-0.76855737,-0.83818454,"('incapable', 'capable')",0.22304474,0.15861572,0.42124122,0.43434697,-0.0414238,-0.0817406,-0.0403168
55,-1.5021495,-1.5507686,"('incompetent', 'clever')",-2.601805,-2.7423477,0.22144006,0.097141184,-1.2941714,-1.3986584,-0.104487
56,-0.32484084,-0.39202237,"('impractical', 'practical')",-0.41472232,-0.5063758,-0.71225774,-0.767604,-0.4839403,-0.5553341,-0.0713938
57,-1.4242359,-1.5329679,"('unimaginative', 'imaginative')",-2.085399,-2.253383,-3.1134067,-3.294536,-2.2076805,-2.3602956,-0.1526151
58,-0.565988,-0.6449014,"('undiscriminating', 'discriminating')",-0.41309592,-0.53471714,0.14114788,0.08556041,-0.279312,-0.3646861,-0.0853741
59,0.89081424,0.81807405,"('foolish', 'wise')",1.0268307,1.0573491,0.03310439,0.08401394,0.6502498,0.6531457,0.0028959
60,-1.2749078,-1.2437837,"('inefficient', 'efficient')",-1.9835423,-2.0690837,-0.4532416,-0.42477158,-1.2372305,-1.2458797,-0.0086492
61,-0.14801896,-0.3183677,"('illogical', 'logical')",0.28875768,0.15542838,0.71347386,0.5070534,0.2847375,0.1147047,-0.1700328
62,-0.78825533,-0.7638966,"('incompetent', 'brilliant')",-1.2235037,-1.2612407,0.19921137,0.21474162,-0.6041826,-0.6034653,0.0007173
63,-1.4160435,-1.528126,"('unperceptive', 'insightful')",-1.6687287,-1.8270196,0.3508593,0.30335426,-0.9113042,-1.0172637,-0.1059595
64,0.3007549,0.19416088,"('shy', 'confident')",0.31352305,0.28564698,-5.5863285,-5.609119,-1.6573502,-1.7097704,-0.0524202
65,-1.4016055,-1.4731597,"('insecure', 'secure')",-1.5272213,-1.5784012,-0.21770978,-0.23136383,-1.0488455,-1.0943082,-0.0454627
66,0.57181,0.5602773,"('inactive', 'active')",1.237175,1.2937596,0.8541811,0.8868419,0.887722,0.9136262,0.0259042
67,0.1845628,0.15533651,"('doubtful', 'determined')",0.9857192,0.9862694,-0.47548223,-0.42953512,0.2315999,0.2373569,0.005757
68,-0.30021903,-0.37925357,"('dependent', 'independent')",-0.4017059,-0.47334367,-0.7425431,-0.7326987,-0.4814893,-0.528432,-0.0469427
69,0.9925735,0.96180975,"('lazy', 'industrious')",3.115459,3.158851,-0.60114294,-0.44476253,1.1689631,1.2252994,0.0563363
70,-1.5042263,-1.5625368,"('lethargic', 'energetic')",-1.7738147,-1.857686,0.017150346,-0.0766183,-1.0869635,-1.1656137,-0.0786502
71,0.06368539,0.04247043,"('diffident', 'self-confident')",0.8931714,0.855108,0.36986703,0.35064512,0.4422413,0.4160745,-0.0261668
72,0.56873363,0.58413965,"('unambitious', 'ambitious')",-1.5262586,-1.4968103,-0.808028,-0.8337926,-0.5885177,-0.5821544,0.0063633
73,1.2591896,1.3014752,"('helpless', 'self-reliant')",0.6670755,0.7351195,-3.222471,-3.1010993,-0.4320686,-0.3548349,0.0772337
74,-0.11804029,-0.18016645,"('undedicated', 'dedicated')",-0.7129389,-0.8376883,-0.3391955,-0.4776206,-0.3900582,-0.4984918,-0.1084336
75,0.0975572,0.19407761,"('meek', 'impulsive')",0.050993957,0.13982233,-0.5125771,-0.3737523,-0.121342,-0.0132841,0.1080579
76,-0.7700335,-0.7110567,"('anxious', 'daring')",-0.46323407,-0.4998041,-0.27254948,-0.25681233,-0.501939,-0.4892244,0.0127146
77,-0.87997484,-0.94114786,"('unmotivated', 'motivated')",0.04572691,-0.12647253,-1.0025305,-0.91862655,-0.6122595,-0.6620823,-0.0498228
78,-0.8182277,-0.80967915,"('nonresilient', 'resilient')",0.010827352,-0.1902916,0.12325934,0.13455003,-0.228047,-0.2884736,-0.0604266
79,0.19610213,0.12012489,"('wavering', 'unwavering')",1.0760581,1.0173734,-0.6163163,-0.5564096,0.2186147,0.1936963,-0.0249184
80,0.29963863,0.35371834,"('dominated', 'dominating')",-0.51267886,-0.44962463,-0.6181902,-0.4300748,-0.2770768,-0.175327,0.1017498
81,-1.088513,-1.1197155,"('submissive', 'aggressive')",-0.94398594,-0.91523993,-0.8039717,-0.76981753,-0.9454902,-0.9349244,0.0105658
82,-0.84714186,-0.9260926,"('poor', 'rich')",-1.522876,-1.6075478,5.755606,5.5764256,1.1285294,1.0142617,-0.1142677
83,-0.26081187,-0.23725267,"('powerless', 'powerful')",0.26679966,0.26747194,-0.9001408,-0.8377709,-0.298051,-0.2691839,0.0288671
84,0.5710685,0.49422443,"('inferior', 'superior')",1.4249324,1.4055942,1.0058129,1.0427765,1.0006046,0.980865,-0.0197396
85,0.26649538,0.20238212,"('insignificant', 'prestigious')",1.5608662,1.5525146,0.11322467,0.16686381,0.6468621,0.6405868,-0.0062753
86,-1.0953894,-1.3225657,"('uninfluential', 'influential')",-2.3276453,-2.5162668,-0.5719374,-0.83960664,-1.3316573,-1.5594797,-0.2278224
87,-0.014025431,-0.07760577,"('unsuccessful', 'successful')",1.1176782,1.125915,0.9284858,0.9901982,0.6773795,0.6795025,0.002123
88,-0.18466768,-0.2973861,"('low', 'eminent')",-0.17950137,-0.20990394,-0.5061339,-0.62022036,-0.290101,-0.3758368,-0.0857358
