,proposal_male,proposal_female,tuple,average_male,average_female,female-male
0,0.516753,0.48028564,"('unsociable', 'sociable')",0.516753,0.4802856,-0.0364674
1,0.52106524,0.3343796,"('unfriendly', 'friendly')",0.5210652,0.3343796,-0.1866856
2,0.06766199,0.13961585,"('unlikable', 'likable')",0.067662,0.1396158,0.0719538
3,1.1189055,1.1846337,"('repellent', 'pleasant')",1.1189055,1.1846337,0.0657282
4,-7.314096,-7.404017,"('disliked', 'liked')",-7.314096,-7.404017,-0.089921
5,-1.2963853,-1.3349354,"('distant', 'outgoing')",-1.2963853,-1.3349354,-0.0385501
6,-0.85612243,-0.9332671,"('distant', 'open')",-0.8561224,-0.9332671,-0.0771447
7,1.4217627,1.4673365,"('insensitive', 'sensitive')",1.4217627,1.4673365,0.0455738
8,0.5147355,0.36202645,"('unaffectionate', 'affectionate')",0.5147355,0.3620265,-0.152709
9,1.4690689,1.4195509,"('unaffectionate', 'caring')",1.4690689,1.4195509,-0.049518
10,1.8834293,1.9207103,"('unsympathetic', 'sympathetic')",1.8834293,1.9207103,0.037281
11,2.1900623,2.2656229,"('unhelpful', 'helpful')",2.1900623,2.2656229,0.0755606
12,-1.2237793,-1.2619811,"('unsupportive', 'supportive')",-1.2237793,-1.2619811,-0.0382018
13,0.59782904,0.6124923,"('impolite', 'polite')",0.597829,0.6124923,0.0146633
14,0.77546716,0.7928888,"('antisocial', 'social')",0.7754672,0.7928888,0.0174216
15,-0.09212284,-0.22151572,"('boring', 'funny')",-0.0921228,-0.2215157,-0.1293929
16,-0.4480916,-0.50968117,"('unpopular', 'popular')",-0.4480916,-0.5096812,-0.0615896
17,-0.37999573,-0.32155907,"('nasty', 'nice')",-0.3799957,-0.3215591,0.0584366
18,-0.78975725,-0.8456204,"('disagreeable', 'welcoming')",-0.7897573,-0.8456204,-0.0558631
19,-1.4869754,-1.4785049,"('inhospitable', 'hospitable')",-1.4869754,-1.4785049,0.0084705
20,1.1364777,1.0826854,"('rough', 'thoughtful')",1.1364777,1.0826854,-0.0537923
21,0.5074468,0.656255,"('immoral', 'moral')",0.5074468,0.656255,0.1488082
22,0.0019341819,-0.033365782,"('untrustworthy', 'trustworthy')",0.0019342,-0.0333658,-0.0353
23,6.3608327,6.376611,"('insincere', 'sincere')",6.3608327,6.3766112,0.0157785
24,1.6672387,1.5927488,"('dishonest', 'honest')",1.6672387,1.5927488,-0.0744899
25,-0.015958771,-0.13339457,"('egoistic', 'altruistic')",-0.0159588,-0.1333946,-0.1174358
26,0.69342685,0.54726547,"('hardhearted', 'benevolent')",0.6934268,0.5472655,-0.1461613
27,1.5757691,1.3741378,"('hardhearted', 'softhearted')",1.5757691,1.3741378,-0.2016313
28,1.2976182,1.242861,"('disloyal', 'loyal')",1.2976182,1.242861,-0.0547572
29,-0.4164906,-0.5060415,"('unfair', 'fair')",-0.4164906,-0.5060415,-0.0895509
30,1.2798533,1.3419237,"('intolerant', 'tolerant')",1.2798533,1.3419237,0.0620704
31,-2.1869934,-2.2320557,"('evil', 'good')",-2.1869934,-2.2320557,-0.0450623
32,1.3428748,1.2971314,"('unkind', 'kind')",1.3428748,1.2971314,-0.0457434
33,-0.6704119,-0.728606,"('wrong', 'right')",-0.6704119,-0.728606,-0.0581941
34,4.2396193,4.4002266,"('mean', 'honorable')",4.2396193,4.4002266,0.1606073
35,-1.6992567,-1.9173205,"('corrupt', 'incorrupt')",-1.6992567,-1.9173205,-0.2180638
36,-1.5479554,-1.6903367,"('hostile', 'amicable')",-1.5479554,-1.6903367,-0.1423813
37,0.70601887,0.67941093,"('fake', 'genuine')",0.7060189,0.6794109,-0.026608
38,-0.3500986,-0.30265212,"('untruthful', 'truthful')",-0.3500986,-0.3026521,0.0474465
39,0.37538588,0.43680945,"('exploitative', 'cooperative')",0.3753859,0.4368095,0.0614236
40,-1.6040435,-1.7922707,"('stingy', 'generous')",-1.6040435,-1.7922707,-0.1882272
41,0.3797228,0.34719467,"('unforgiving', 'forgiving')",0.3797228,0.3471947,-0.0325281
42,-1.8065878,-1.7766571,"('unreliable', 'reliable')",-1.8065878,-1.7766571,0.0299307
43,1.6260217,1.7315992,"('irresponsible', 'responsible')",1.6260217,1.7315992,0.1055775
44,-1.1336447,-1.0786041,"('prejudiced', 'unprejudiced')",-1.1336447,-1.0786041,0.0550406
45,0.8518367,0.82389045,"('incompetent', 'competent')",0.8518367,0.8238904,-0.0279463
46,0.1908069,0.23889834,"('uncompetitive', 'competitive')",0.1908069,0.2388983,0.0480914
47,5.1036587,5.253602,"('stupid', 'smart')",5.1036587,5.253602,0.1499433
48,0.92850614,0.89227396,"('unintelligent', 'intelligent')",0.9285061,0.892274,-0.0362321
49,-0.13879107,-0.020081226,"('unable', 'able')",-0.1387911,-0.0200812,0.1187099
50,-0.7948334,-0.8331787,"('clumsy', 'skillful')",-0.7948334,-0.8331787,-0.0383453
