,accordion_male,accordion_female,tuple,average_male,average_female,female-male
0,0.27276075,0.2262379,"('unsociable', 'sociable')",0.2727607,0.2262379,-0.0465228
1,0.8231171,0.79943573,"('unfriendly', 'friendly')",0.8231171,0.7994357,-0.0236814
2,0.47120062,0.6109585,"('unlikable', 'likable')",0.4712006,0.6109585,0.1397579
3,0.9834869,1.0266922,"('repellent', 'pleasant')",0.9834869,1.0266922,0.0432053
4,-6.830152,-6.860503,"('disliked', 'liked')",-6.830152,-6.8605032,-0.0303512
5,-0.59188694,-0.4556038,"('distant', 'outgoing')",-0.5918869,-0.4556038,0.1362831
6,-0.20628804,-0.14678428,"('distant', 'open')",-0.206288,-0.1467843,0.0595037
7,1.2076238,1.1884452,"('insensitive', 'sensitive')",1.2076238,1.1884452,-0.0191786
8,0.9381379,0.8370885,"('unaffectionate', 'affectionate')",0.9381379,0.8370885,-0.1010494
9,1.0750556,1.1057456,"('unaffectionate', 'caring')",1.0750556,1.1057456,0.03069
10,1.6625015,1.515806,"('unsympathetic', 'sympathetic')",1.6625015,1.515806,-0.1466955
11,1.8882791,1.8798804,"('unhelpful', 'helpful')",1.8882791,1.8798804,-0.0083987
12,-0.99804354,-0.9853273,"('unsupportive', 'supportive')",-0.9980435,-0.9853273,0.0127162
13,0.1296985,0.15361223,"('impolite', 'polite')",0.1296985,0.1536122,0.0239137
14,0.29976144,0.2945295,"('antisocial', 'social')",0.2997614,0.2945295,-0.0052319
15,-0.0010972675,0.05538652,"('boring', 'funny')",-0.0010973,0.0553865,0.0564838
16,-0.648453,-0.49830776,"('unpopular', 'popular')",-0.648453,-0.4983078,0.1501452
17,0.37982985,0.3446332,"('nasty', 'nice')",0.3798299,0.3446332,-0.0351967
18,-0.47260404,-0.42721424,"('disagreeable', 'welcoming')",-0.472604,-0.4272142,0.0453898
19,-0.55666333,-0.5078999,"('inhospitable', 'hospitable')",-0.5566633,-0.5078999,0.0487634
20,0.65711087,0.49396127,"('rough', 'thoughtful')",0.6571109,0.4939613,-0.1631496
21,0.29712817,0.3802405,"('immoral', 'moral')",0.2971282,0.3802405,0.0831123
