,assembly_male,assembly_female,tuple,average_male,average_female,female-male
0,0.21434289,0.0841236,"('unsociable', 'sociable')",0.2143429,0.0841236,-0.1302193
1,0.9509218,0.9663446,"('unfriendly', 'friendly')",0.9509218,0.9663446,0.0154228
2,0.15475935,0.29950026,"('unlikable', 'likable')",0.1547593,0.2995003,0.144741
3,0.4518904,0.5406845,"('repellent', 'pleasant')",0.4518904,0.5406845,0.0887941
4,-7.678262,-7.582833,"('disliked', 'liked')",-7.6782622,-7.5828328,0.0954294
5,-0.65826154,-0.60684556,"('distant', 'outgoing')",-0.6582615,-0.6068456,0.0514159
6,-0.10521968,-0.14053965,"('distant', 'open')",-0.1052197,-0.1405396,-0.0353199
7,1.2487742,1.2137384,"('insensitive', 'sensitive')",1.2487742,1.2137384,-0.0350358
8,1.1258917,1.0396968,"('unaffectionate', 'affectionate')",1.1258917,1.0396968,-0.0861949
9,1.5489799,1.4938643,"('unaffectionate', 'caring')",1.5489799,1.4938643,-0.0551156
10,1.3941983,1.3021489,"('unsympathetic', 'sympathetic')",1.3941983,1.3021489,-0.0920494
11,2.0015075,1.9941323,"('unhelpful', 'helpful')",2.0015075,1.9941323,-0.0073752
12,-1.4387393,-1.4452249,"('unsupportive', 'supportive')",-1.4387393,-1.4452249,-0.0064856
13,-0.024378642,-0.012250029,"('impolite', 'polite')",-0.0243786,-0.01225,0.0121286
14,0.31843755,0.34591168,"('antisocial', 'social')",0.3184375,0.3459117,0.0274742
15,0.3750089,0.41859546,"('boring', 'funny')",0.3750089,0.4185955,0.0435866
16,-0.77515113,-0.6664368,"('unpopular', 'popular')",-0.7751511,-0.6664368,0.1087143
17,-0.003011264,0.04667549,"('nasty', 'nice')",-0.0030113,0.0466755,0.0496868
18,-0.70376444,-0.6854923,"('disagreeable', 'welcoming')",-0.7037644,-0.6854923,0.0182721
19,-0.4083109,-0.40999687,"('inhospitable', 'hospitable')",-0.4083109,-0.4099969,-0.001686
20,0.7093011,0.58982754,"('rough', 'thoughtful')",0.7093011,0.5898275,-0.1194736
21,0.029562507,0.11183073,"('immoral', 'moral')",0.0295625,0.1118307,0.0822682
22,-0.31185576,-0.31561184,"('untrustworthy', 'trustworthy')",-0.3118558,-0.3156118,-0.003756
23,6.476742,6.4253874,"('insincere', 'sincere')",6.4767418,6.4253874,-0.0513544
24,1.8035454,1.7701818,"('dishonest', 'honest')",1.8035454,1.7701818,-0.0333636
25,0.41679516,0.3924995,"('egoistic', 'altruistic')",0.4167952,0.3924995,-0.0242957
26,1.173893,1.0017023,"('hardhearted', 'benevolent')",1.173893,1.0017023,-0.1721907
27,1.6273795,1.3910383,"('hardhearted', 'softhearted')",1.6273795,1.3910383,-0.2363412
28,1.2681699,1.1443541,"('disloyal', 'loyal')",1.2681699,1.1443541,-0.1238158
29,-0.33277312,-0.4420085,"('unfair', 'fair')",-0.3327731,-0.4420085,-0.1092354
30,1.2114092,1.2060411,"('intolerant', 'tolerant')",1.2114092,1.2060411,-0.0053681
31,-1.4016957,-1.3604106,"('evil', 'good')",-1.4016957,-1.3604106,0.0412851
32,1.4246026,1.2990776,"('unkind', 'kind')",1.4246026,1.2990776,-0.125525
33,-0.7845504,-0.7579316,"('wrong', 'right')",-0.7845504,-0.7579316,0.0266188
34,4.702668,4.77545,"('mean', 'honorable')",4.7026682,4.7754502,0.072782
35,-0.80817497,-1.0130903,"('corrupt', 'incorrupt')",-0.808175,-1.0130903,-0.2049153
36,-0.6921961,-0.9286246,"('hostile', 'amicable')",-0.6921961,-0.9286246,-0.2364285
37,0.9701215,0.95468444,"('fake', 'genuine')",0.9701215,0.9546844,-0.0154371
38,-0.09798039,-0.08431262,"('untruthful', 'truthful')",-0.0979804,-0.0843126,0.0136678
39,-0.08326166,-0.041159958,"('exploitative', 'cooperative')",-0.0832617,-0.04116,0.0421017
40,-1.5035943,-1.6387807,"('stingy', 'generous')",-1.5035943,-1.6387807,-0.1351864
41,-0.018248018,-0.17492604,"('unforgiving', 'forgiving')",-0.018248,-0.174926,-0.156678
42,-2.4895933,-2.382958,"('unreliable', 'reliable')",-2.4895933,-2.3829579,0.1066354
43,1.4443065,1.4772028,"('irresponsible', 'responsible')",1.4443065,1.4772028,0.0328963
44,-1.0975783,-1.1026002,"('prejudiced', 'unprejudiced')",-1.0975783,-1.1026002,-0.0050219
45,0.48661986,0.3401244,"('incompetent', 'competent')",0.4866199,0.3401244,-0.1464955
46,-0.6725605,-0.7270968,"('uncompetitive', 'competitive')",-0.6725605,-0.7270968,-0.0545363
47,5.473227,5.5096893,"('stupid', 'smart')",5.473227,5.5096893,0.0364623
48,0.97767913,0.9187331,"('unintelligent', 'intelligent')",0.9776791,0.9187331,-0.058946
49,-0.29203063,-0.15932411,"('unable', 'able')",-0.2920306,-0.1593241,0.1327065
50,-0.6207534,-0.639476,"('clumsy', 'skillful')",-0.6207534,-0.639476,-0.0187226
51,0.049546245,0.057640877,"('uneducated', 'educated')",0.0495462,0.0576409,0.0080947
52,-0.43583804,-0.5644365,"('irrational', 'rational')",-0.435838,-0.5644365,-0.1285985
53,0.18726353,0.20665489,"('uncreative', 'creative')",0.1872635,0.2066549,0.0193914
54,0.98796606,1.0192102,"('incapable', 'capable')",0.9879661,1.0192102,0.0312441
55,0.7867255,0.84108967,"('incompetent', 'clever')",0.7867255,0.8410897,0.0543642
