,apple_male,apple_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.103345826,-0.15057503,"('unsociable', 'sociable')",-0.37946993,-0.5138357,-0.2414079,-0.3322054,-0.0907975
1,1.8939915,1.8374819,"('unfriendly', 'friendly')",1.3989258,1.1911615,1.6464586,1.5143217,-0.1321369
2,0.5633975,0.58687097,"('unlikable', 'likable')",0.3123892,0.3728918,0.4378934,0.4798814,0.041988
3,-1.2701001,-1.1521684,"('repellent', 'pleasant')",0.07622716,0.13691805,-0.5969365,-0.5076252,0.0893113
4,-0.040013794,0.042134106,"('disliked', 'liked')",-6.2141666,-6.3572307,-3.1270902,-3.1575482,-0.030458
5,1.9621427,1.9207866,"('distant', 'outgoing')",-0.1965564,-0.25114453,0.8827931,0.834821,-0.0479721
6,2.2253675,2.2231743,"('distant', 'open')",0.28883505,0.22779518,1.2571013,1.2254847,-0.0316166
7,-0.4893051,-0.41403848,"('insensitive', 'sensitive')",0.042327266,0.07645151,-0.2234889,-0.1687935,0.0546954
8,1.3703502,1.2954564,"('unaffectionate', 'affectionate')",0.41504934,0.2990555,0.8926998,0.7972559,-0.0954439
9,1.9191298,1.8861203,"('unaffectionate', 'caring')",0.8008906,0.71991634,1.3600103,1.3030183,-0.056992
10,-0.5995025,-0.50723135,"('unsympathetic', 'sympathetic')",-0.59052104,-0.6324203,-0.5950118,-0.5698258,0.025186
11,0.255593,0.27950203,"('unhelpful', 'helpful')",1.7951746,1.8354313,1.0253838,1.0574667,0.0320829
12,0.56085277,0.6964905,"('unsupportive', 'supportive')",-1.8665552,-1.9201988,-0.6528512,-0.6118541,0.0409971
13,-0.06530912,-0.092422575,"('impolite', 'polite')",-0.9408907,-0.93902016,-0.5030999,-0.5157214,-0.0126215
14,-1.1057056,-1.1796691,"('antisocial', 'social')",-1.0701618,-1.1117913,-1.0879338,-1.1457303,-0.0577965
15,1.2687302,1.1579398,"('boring', 'funny')",-0.071112156,-0.09550834,0.598809,0.5312157,-0.0675933
16,-0.21213171,-0.16747282,"('unpopular', 'popular')",0.79817915,0.76498896,0.2930237,0.2987581,0.0057344
17,0.048360378,0.14355353,"('nasty', 'nice')",-0.5919767,-0.5010639,-0.2718081,-0.1787552,0.0930529
18,0.40426904,0.45772946,"('disagreeable', 'welcoming')",-0.39185265,-0.4996491,0.0062082,-0.0209598,-0.027168
19,0.22777404,0.3222017,"('inhospitable', 'hospitable')",-0.023480857,0.05631976,0.1021466,0.1892607,0.0871141
20,0.62059563,0.6618783,"('rough', 'thoughtful')",1.4260414,1.3621407,1.0233185,1.0120095,-0.011309
21,0.3076583,0.35038975,"('immoral', 'moral')",-0.64234096,-0.64774525,-0.1673413,-0.1486778,0.0186635
22,-0.21207686,-0.28740382,"('untrustworthy', 'trustworthy')",-0.81866455,-0.95860994,-0.5153707,-0.6230069,-0.1076362
23,0.036506794,0.030078314,"('insincere', 'sincere')",5.338515,5.3139424,2.6875107,2.6720104,-0.0155003
24,0.6417616,0.6035815,"('dishonest', 'honest')",0.6251951,0.5717994,0.6334783,0.5876905,-0.0457878
25,1.7437805,1.6515245,"('egoistic', 'altruistic')",1.6941429,1.6109172,1.7189617,1.6312208,-0.0877409
26,1.1350336,1.0477611,"('hardhearted', 'benevolent')",1.305466,1.212543,1.2202499,1.130152,-0.0900979
27,1.6999613,1.6208261,"('hardhearted', 'softhearted')",1.1924353,1.0613668,1.4461982,1.3410964,-0.1051018
28,0.25696498,0.17588115,"('disloyal', 'loyal')",0.9484701,0.82864577,0.6027175,0.5022634,-0.1004541
29,-0.56433415,-0.59530324,"('unfair', 'fair')",-0.3706903,-0.49869484,-0.4675122,-0.546999,-0.0794868
30,0.63018715,0.6434168,"('intolerant', 'tolerant')",0.6817523,0.60419863,0.6559697,0.6238077,-0.032162
31,-0.0141988285,0.113048434,"('evil', 'good')",-0.9873633,-1.0357292,-0.5007811,-0.4613404,0.0394407
32,0.45012325,0.39440095,"('unkind', 'kind')",0.65117896,0.5519012,0.5506511,0.4731511,-0.0775
33,1.1250054,1.0239441,"('wrong', 'right')",-0.34106755,-0.39576048,0.3919689,0.3140918,-0.0778771
34,0.3886577,0.5771615,"('mean', 'honorable')",5.7435656,5.911004,3.0661116,3.2440827,0.1779711
35,0.7517716,0.60312545,"('corrupt', 'incorrupt')",0.17550004,0.09956835,0.4636358,0.3513469,-0.1122889
36,0.74826235,0.7900686,"('hostile', 'amicable')",0.096401945,-0.039719384,0.4223321,0.3751746,-0.0471575
37,-0.56999743,-0.51241493,"('fake', 'genuine')",0.25177735,0.29639453,-0.15911,-0.1080102,0.0510998
38,-0.21996093,-0.11474701,"('untruthful', 'truthful')",0.03921728,0.0695788,-0.0903718,-0.0225841,0.0677877
39,0.7019067,0.7012161,"('exploitative', 'cooperative')",-0.035282068,-0.036442146,0.3333123,0.332387,-0.0009253
40,-0.03411912,-0.024304656,"('stingy', 'generous')",-1.821654,-1.9607985,-0.9278865,-0.9925516,-0.0646651
41,0.089629486,0.1932282,"('unforgiving', 'forgiving')",-0.25442344,-0.3872235,-0.082397,-0.0969977,-0.0146007
42,-1.0593266,-0.8381013,"('unreliable', 'reliable')",-3.5587034,-3.5213213,-2.309015,-2.1797113,0.1293037
