,sibling_male,sibling_female,tuple,average_male,average_female,female-male
0,0.93544626,0.91212964,"('unsociable', 'sociable')",0.9354463,0.9121296,-0.0233167
1,0.940407,0.7471415,"('unfriendly', 'friendly')",0.940407,0.7471415,-0.1932655
2,-0.26727542,-0.27134615,"('unlikable', 'likable')",-0.2672754,-0.2713462,-0.0040708
3,0.67051184,0.6421447,"('repellent', 'pleasant')",0.6705118,0.6421447,-0.0283671
4,-7.520436,-7.4956646,"('disliked', 'liked')",-7.5204358,-7.4956646,0.0247712
5,-1.1102258,-1.1972171,"('distant', 'outgoing')",-1.1102258,-1.1972171,-0.0869913
6,-0.8570503,-1.04104,"('distant', 'open')",-0.8570503,-1.0410399,-0.1839896
7,1.3865651,1.4600216,"('insensitive', 'sensitive')",1.3865651,1.4600216,0.0734565
8,0.39821383,0.17769513,"('unaffectionate', 'affectionate')",0.3982138,0.1776951,-0.2205187
9,1.1580596,1.1134919,"('unaffectionate', 'caring')",1.1580596,1.1134919,-0.0445677
10,1.3064828,1.2396629,"('unsympathetic', 'sympathetic')",1.3064828,1.2396629,-0.0668199
11,2.1234667,2.202468,"('unhelpful', 'helpful')",2.1234667,2.2024679,0.0790012
12,-1.4658682,-1.5084146,"('unsupportive', 'supportive')",-1.4658682,-1.5084146,-0.0425464
13,0.46653885,0.40097126,"('impolite', 'polite')",0.4665388,0.4009713,-0.0655675
14,0.47051662,0.41244525,"('antisocial', 'social')",0.4705166,0.4124452,-0.0580714
15,-0.20722264,-0.19395779,"('boring', 'funny')",-0.2072226,-0.1939578,0.0132648
16,-0.7818085,-0.7915674,"('unpopular', 'popular')",-0.7818085,-0.7915674,-0.0097589
17,-0.75330967,-0.7849667,"('nasty', 'nice')",-0.7533097,-0.7849667,-0.031657
18,-0.28458944,-0.4355355,"('disagreeable', 'welcoming')",-0.2845894,-0.4355355,-0.1509461
19,-1.311587,-1.338769,"('inhospitable', 'hospitable')",-1.311587,-1.338769,-0.027182
20,1.3554083,1.2456285,"('rough', 'thoughtful')",1.3554083,1.2456285,-0.1097798
21,0.0677385,0.1236997,"('immoral', 'moral')",0.0677385,0.1236997,0.0559612
22,0.14962462,0.10938325,"('untrustworthy', 'trustworthy')",0.1496246,0.1093832,-0.0402414
23,6.9021125,6.9262524,"('insincere', 'sincere')",6.9021125,6.9262524,0.0241399
24,1.4179324,1.2736963,"('dishonest', 'honest')",1.4179324,1.2736963,-0.1442361
25,0.3405599,0.19863255,"('egoistic', 'altruistic')",0.3405599,0.1986326,-0.1419273
26,0.42647806,0.28517509,"('hardhearted', 'benevolent')",0.4264781,0.2851751,-0.141303
27,1.5576056,1.2836499,"('hardhearted', 'softhearted')",1.5576056,1.2836499,-0.2739557
28,1.1722233,1.06711,"('disloyal', 'loyal')",1.1722233,1.0671099,-0.1051134
29,-0.8708735,-1.0064623,"('unfair', 'fair')",-0.8708735,-1.0064623,-0.1355888
30,1.3241179,1.3581781,"('intolerant', 'tolerant')",1.3241179,1.3581781,0.0340602
31,-1.7897463,-1.8098519,"('evil', 'good')",-1.7897463,-1.8098519,-0.0201056
32,1.1868517,1.1153841,"('unkind', 'kind')",1.1868517,1.1153841,-0.0714676
33,-0.92147225,-0.96407557,"('wrong', 'right')",-0.9214723,-0.9640756,-0.0426033
34,4.4793305,4.587978,"('mean', 'honorable')",4.4793305,4.5879779,0.1086474
35,-1.6754241,-1.819722,"('corrupt', 'incorrupt')",-1.6754241,-1.8197221,-0.144298
36,-1.1541787,-1.2464756,"('hostile', 'amicable')",-1.1541787,-1.2464756,-0.0922969
37,0.9580006,0.89569557,"('fake', 'genuine')",0.9580006,0.8956956,-0.062305
38,0.094370544,0.18124625,"('untruthful', 'truthful')",0.0943705,0.1812463,0.0868758
39,1.0490084,1.0871542,"('exploitative', 'cooperative')",1.0490084,1.0871542,0.0381458
40,-1.66064,-1.9116812,"('stingy', 'generous')",-1.66064,-1.9116812,-0.2510412
41,0.3612301,0.28566602,"('unforgiving', 'forgiving')",0.3612301,0.285666,-0.0755641
42,-2.7008593,-2.7929912,"('unreliable', 'reliable')",-2.7008593,-2.7929912,-0.0921319
43,1.5972104,1.6262403,"('irresponsible', 'responsible')",1.5972104,1.6262403,0.0290299
44,-0.9026414,-0.9361899,"('prejudiced', 'unprejudiced')",-0.9026414,-0.9361899,-0.0335485
45,0.6688605,0.66552365,"('incompetent', 'competent')",0.6688605,0.6655236,-0.0033369
46,0.3343621,0.27368113,"('uncompetitive', 'competitive')",0.3343621,0.2736811,-0.060681
47,4.9718437,4.9991803,"('stupid', 'smart')",4.9718437,4.9991803,0.0273366
48,0.888779,0.81859076,"('unintelligent', 'intelligent')",0.888779,0.8185908,-0.0701882
49,0.44865456,0.46418643,"('unable', 'able')",0.4486546,0.4641864,0.0155318
50,-0.40808335,-0.38661355,"('clumsy', 'skillful')",-0.4080833,-0.3866135,0.0214698
51,1.0980941,1.01028,"('uneducated', 'educated')",1.0980941,1.01028,-0.0878141
52,-1.479419,-1.5680032,"('irrational', 'rational')",-1.479419,-1.5680032,-0.0885842
53,-0.049068015,-0.109798595,"('uncreative', 'creative')",-0.049068,-0.1097986,-0.0607306
54,0.92552626,0.92969316,"('incapable', 'capable')",0.9255263,0.9296932,0.0041669
55,1.657036,1.6661489,"('incompetent', 'clever')",1.6570359,1.6661489,0.009113
56,0.69081825,0.7541824,"('impractical', 'practical')",0.6908183,0.7541824,0.0633641
57,-3.0771902,-3.0758448,"('unimaginative', 'imaginative')",-3.0771902,-3.0758448,0.0013454
58,0.2070146,0.13211542,"('undiscriminating', 'discriminating')",0.2070146,0.1321154,-0.0748992
59,-0.79495275,-0.7855122,"('foolish', 'wise')",-0.7949528,-0.7855122,0.0094406
60,1.8415558,1.9968874,"('inefficient', 'efficient')",1.8415558,1.9968874,0.1553316
61,0.74279636,0.63138086,"('illogical', 'logical')",0.7427964,0.6313809,-0.1114155
62,1.0923204,1.213581,"('incompetent', 'brilliant')",1.0923204,1.213581,0.1212606
63,0.7234439,0.81067264,"('unperceptive', 'insightful')",0.7234439,0.8106726,0.0872287
64,-6.061784,-5.9083014,"('shy', 'confident')",-6.0617838,-5.9083014,0.1534824
65,1.1285295,1.2509048,"('insecure', 'secure')",1.1285295,1.2509048,0.1223753
66,-0.78400373,-0.8911082,"('inactive', 'active')",-0.7840037,-0.8911082,-0.1071045
67,-0.27609488,-0.15291391,"('doubtful', 'determined')",-0.2760949,-0.1529139,0.123181
68,-0.32864892,-0.3489275,"('dependent', 'independent')",-0.3286489,-0.3489275,-0.0202786
69,-2.368292,-2.398601,"('lazy', 'industrious')",-2.3682921,-2.3986011,-0.030309
70,1.438755,1.3657334,"('lethargic', 'energetic')",1.438755,1.3657334,-0.0730216
71,0.4421038,0.46341342,"('diffident', 'self-confident')",0.4421038,0.4634134,0.0213096
72,0.81509954,0.86415994,"('unambitious', 'ambitious')",0.8150995,0.8641599,0.0490604
73,-3.2147255,-3.188942,"('helpless', 'self-reliant')",-3.2147255,-3.188942,0.0257835
74,0.48955458,0.4005012,"('undedicated', 'dedicated')",0.4895546,0.4005012,-0.0890534
75,-1.2181188,-1.0937405,"('meek', 'impulsive')",-1.2181188,-1.0937405,0.1243783
76,1.4534603,1.3537917,"('anxious', 'daring')",1.4534603,1.3537917,-0.0996686
77,-0.6373573,-0.46617082,"('unmotivated', 'motivated')",-0.6373573,-0.4661708,0.1711865
78,-0.2040856,-0.18671596,"('nonresilient', 'resilient')",-0.2040856,-0.186716,0.0173696
79,-0.6788479,-0.6719757,"('wavering', 'unwavering')",-0.6788479,-0.6719757,0.0068722
80,0.33167845,0.26658395,"('dominated', 'dominating')",0.3316785,0.2665839,-0.0650946
81,0.38086003,0.4410298,"('submissive', 'aggressive')",0.38086,0.4410298,0.0601698
82,6.3057137,6.380049,"('poor', 'rich')",6.3057137,6.3800492,0.0743355
83,-0.3002653,-0.332524,"('powerless', 'powerful')",-0.3002653,-0.332524,-0.0322587
84,0.9441586,0.9734898,"('inferior', 'superior')",0.9441586,0.9734898,0.0293312
85,-0.95062244,-1.079243,"('insignificant', 'prestigious')",-0.9506224,-1.0792429,-0.1286205
86,0.48249972,0.35274103,"('uninfluential', 'influential')",0.4824997,0.352741,-0.1297587
87,0.2702438,0.4051373,"('unsuccessful', 'successful')",0.2702438,0.4051373,0.1348935
88,0.25717753,0.2003549,"('low', 'eminent')",0.2571775,0.2003549,-0.0568226
