,orion_male,orion_female,tuple,office_male,office_female,reit_male,reit_female,inc_male,inc_female,average_male,average_female,female-male
0,0.33275455,0.14903958,"('unsociable', 'sociable')",1.8785391,1.7708172,0.88378465,0.6989091,0.41818315,0.23628648,0.8783154,0.7137631,-0.1645523
1,-1.1908966,-1.2245326,"('unfriendly', 'friendly')",-1.9675763,-2.005655,-1.075026,-1.0654883,1.295698,1.2216454,-0.7344502,-0.7685077,-0.0340575
2,1.0229412,1.0492034,"('unlikable', 'likable')",0.7659848,0.8557656,1.0610584,1.1601214,0.73871034,0.85363954,0.8971737,0.9796825,0.0825088
3,1.105704,1.1694639,"('repellent', 'pleasant')",1.1311332,1.1385331,0.67620623,0.7085242,0.6833191,0.7044577,0.8990906,0.9302447,0.0311541
4,-0.8123392,-0.8071959,"('disliked', 'liked')",-2.2639577,-2.2221768,-0.75599384,-0.6771526,-6.4447713,-6.469527,-2.5692654,-2.544013,0.0252524
5,-2.1486044,-2.085139,"('distant', 'outgoing')",-3.177088,-3.0068076,-1.9890257,-1.85195,-1.1842595,-1.040419,-2.1247444,-1.996079,0.1286654
6,-1.8752232,-1.7912695,"('distant', 'open')",-3.1662037,-3.0198073,-2.556796,-2.3739614,-0.74121433,-0.5962255,-2.0848594,-1.9453161,0.1395433
7,1.3132921,1.2981935,"('insensitive', 'sensitive')",1.539712,1.5200843,1.0981774,1.1458101,0.96636665,1.0323372,1.229387,1.2491063,0.0197193
8,-0.09732552,-0.088272,"('unaffectionate', 'affectionate')",-2.0056365,-2.048317,-1.7159066,-1.6905372,0.2594755,0.27710867,-0.8898483,-0.8875044,0.0023439
9,0.75047517,0.7271544,"('unaffectionate', 'caring')",-0.6945216,-0.6912314,-1.0919161,-1.0402178,0.9834975,1.0418211,-0.0131163,0.0093816,0.0224979
10,0.9881603,0.9052484,"('unsympathetic', 'sympathetic')",1.68204,1.6244326,0.38256946,0.33867353,0.5516968,0.50437444,0.9011167,0.8431823,-0.0579344
11,0.6473606,0.64458287,"('unhelpful', 'helpful')",1.9379818,1.9625671,0.6963036,0.7549998,2.649179,2.7003884,1.4827063,1.5156345,0.0329282
12,0.3949354,0.48285457,"('unsupportive', 'supportive')",0.9171678,1.0780234,-0.73563445,-0.5540765,-1.9078147,-1.7897928,-0.3328365,-0.1957478,0.1370887
13,0.5291113,0.39727515,"('impolite', 'polite')",2.8342004,2.8081353,1.3710139,1.2665592,0.45893398,0.4055744,1.2983148,1.219386,-0.0789288
14,1.1898328,1.0490292,"('antisocial', 'social')",3.10197,3.1367707,1.657359,1.6024965,0.1363572,0.11489022,1.5213798,1.4757967,-0.0455831
15,-0.081940524,-0.15319297,"('boring', 'funny')",-0.34735698,-0.30294386,0.72938067,0.6977362,0.3233782,0.3033077,0.1558653,0.1362268,-0.0196385
16,-1.2818916,-1.3239003,"('unpopular', 'popular')",-1.5346414,-1.545916,0.12179252,0.10786028,0.60080695,0.5957199,-0.5234834,-0.541559,-0.0180756
17,-0.7838551,-0.6960589,"('nasty', 'nice')",-0.24324752,-0.14325292,0.6800327,0.83628833,-0.58062273,-0.58183146,-0.2319232,-0.1462137,0.0857095
18,0.08175246,0.076122046,"('disagreeable', 'welcoming')",-0.24728693,-0.18876666,-0.62605983,-0.50298995,-0.47381565,-0.45549908,-0.3163525,-0.2677834,0.0485691
19,-1.7948381,-1.7365069,"('inhospitable', 'hospitable')",-2.2951658,-2.1537719,-1.8296471,-1.7088763,-0.7888168,-0.6694481,-1.677117,-1.5671507,0.1099663
20,0.07212971,0.0909365,"('rough', 'thoughtful')",0.56093657,0.5466604,0.29972762,0.2919389,1.0478619,0.9943583,0.495164,0.4809735,-0.0141905
21,1.2122716,1.124458,"('immoral', 'moral')",2.6814642,2.723,1.7419465,1.6781921,0.03828577,-0.003410033,1.418492,1.38056,-0.037932
22,0.17947689,0.074732326,"('untrustworthy', 'trustworthy')",1.4294906,1.4488304,0.81082463,0.7676946,-0.22164641,-0.27288708,0.5495365,0.5045926,-0.0449439
23,1.5055202,1.449241,"('insincere', 'sincere')",2.5930102,2.4567358,1.3628603,1.3266069,6.37422,6.2450466,2.9589026,2.8694077,-0.0894949
24,1.3503145,1.2770951,"('dishonest', 'honest')",1.6575867,1.6988957,0.23605798,0.25848985,1.1735762,1.1706406,1.1043838,1.1012803,-0.0031035
25,-0.69418424,-0.68916315,"('egoistic', 'altruistic')",-1.0961982,-1.107111,-0.5061479,-0.5210026,1.137793,1.0587307,-0.2896843,-0.3146365,-0.0249522
26,1.1490098,1.052115,"('hardhearted', 'benevolent')",-0.30903387,-0.32642537,1.1700447,1.1975267,1.4732118,1.417103,0.8708081,0.8350798,-0.0357283
27,-0.24553187,-0.18386662,"('hardhearted', 'softhearted')",-1.7722278,-1.7032653,-0.4038356,-0.3135639,0.9268379,0.8658626,-0.3736893,-0.3337083,0.039981
28,0.09456867,0.008607157,"('disloyal', 'loyal')",0.14256048,0.004779108,-0.22087555,-0.33702433,1.2987309,1.1403816,0.3287461,0.2041859,-0.1245602
