,unitedhealth_male,unitedhealth_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-2.1596189,-2.038456,"('unsociable', 'sociable')",0.89487153,0.7609522,-0.68210185,-0.7508136,-0.6489497,-0.6761058,-0.0271561
1,-0.26311192,-0.08804524,"('unfriendly', 'friendly')",-0.50012946,-0.5070766,2.0241458,1.9594116,0.4203015,0.4547633,0.0344618
2,-0.058683507,-0.025927356,"('unlikable', 'likable')",1.7956662,1.7576922,0.9185007,1.0174209,0.8851612,0.9163953,0.0312341
3,-1.6969111,-1.4529117,"('repellent', 'pleasant')",0.9279435,1.0208251,0.13529031,0.18797661,-0.2112257,-0.08137,0.1298557
4,0.73894364,0.7026582,"('disliked', 'liked')",-0.41032988,-0.5315304,-6.263157,-6.2569933,-1.978181,-2.0286218,-0.0504408
5,1.4910939,1.5153095,"('distant', 'outgoing')",-2.0602002,-1.9721515,-0.15811326,-0.12466018,-0.2424065,-0.1938341,0.0485724
6,1.7300456,1.8637203,"('distant', 'open')",-2.2478838,-2.103582,0.47286725,0.46990943,-0.0149903,0.0766826,0.0916729
7,-1.0945778,-0.9243318,"('insensitive', 'sensitive')",0.33887586,0.4006797,0.5439334,0.57259315,-0.0705895,0.0163137,0.0869032
8,-0.7120924,-0.7628103,"('unaffectionate', 'affectionate')",-0.70677036,-0.6990235,0.6299231,0.54590577,-0.2629799,-0.3053093,-0.0423294
9,0.16894197,0.25924122,"('unaffectionate', 'caring')",-0.155122,-0.1311553,1.2270069,1.2259128,0.4136089,0.4513329,0.037724
10,-2.7354603,-2.4130015,"('unsympathetic', 'sympathetic')",0.5897237,0.633492,-0.48612,-0.45911193,-0.8772856,-0.7462072,0.1310784
11,-1.3423225,-1.2609195,"('unhelpful', 'helpful')",0.2003555,0.17011288,1.8263355,1.8378973,0.2281229,0.2490302,0.0209073
12,0.8559911,1.090189,"('unsupportive', 'supportive')",1.3249916,1.5632482,-1.5258794,-1.381302,0.2183677,0.424045,0.2056773
13,-1.8697045,-1.8162326,"('impolite', 'polite')",0.6358329,0.58366275,-0.40836895,-0.4201908,-0.5474135,-0.5509202,-0.0035067
14,-1.7611651,-1.7246972,"('antisocial', 'social')",1.8661827,1.7787765,-0.7235575,-0.77972525,-0.20618,-0.241882,-0.035702
