,cockpit_male,cockpit_female,tuple,average_male,average_female,female-male
0,-0.11998993,-0.072117075,"('unsociable', 'sociable')",-0.1199899,-0.0721171,0.0478728
1,2.0489979,1.9894,"('unfriendly', 'friendly')",2.0489979,1.9894,-0.0595979
2,0.01878237,0.21045245,"('unlikable', 'likable')",0.0187824,0.2104525,0.1916701
3,0.5525334,0.94418555,"('repellent', 'pleasant')",0.5525334,0.9441856,0.3916522
4,-7.086941,-7.1238813,"('disliked', 'liked')",-7.0869408,-7.1238813,-0.0369405
5,-0.046844885,0.03223318,"('distant', 'outgoing')",-0.0468449,0.0322332,0.0790781
6,0.268804,0.31080827,"('distant', 'open')",0.268804,0.3108083,0.0420043
7,1.3366115,1.5091246,"('insensitive', 'sensitive')",1.3366115,1.5091246,0.1725131
8,1.6803769,1.4835689,"('unaffectionate', 'affectionate')",1.6803769,1.4835689,-0.196808
9,2.2008424,2.2066686,"('unaffectionate', 'caring')",2.2008424,2.2066686,0.0058262
10,0.5138423,0.7466762,"('unsympathetic', 'sympathetic')",0.5138423,0.7466762,0.2328339
11,1.9728872,2.120846,"('unhelpful', 'helpful')",1.9728872,2.120846,0.1479588
12,-1.0046538,-0.91230804,"('unsupportive', 'supportive')",-1.0046538,-0.912308,0.0923458
13,-0.1278073,-0.05775694,"('impolite', 'polite')",-0.1278073,-0.0577569,0.0700504
14,-0.37223756,-0.30548736,"('antisocial', 'social')",-0.3722376,-0.3054874,0.0667502
15,0.7785731,0.5711167,"('boring', 'funny')",0.7785731,0.5711167,-0.2074564
16,-0.43816108,-0.3060487,"('unpopular', 'popular')",-0.4381611,-0.3060487,0.1321124
17,-0.21039668,-0.22713925,"('nasty', 'nice')",-0.2103967,-0.2271392,-0.0167425
18,-0.2652307,-0.20748477,"('disagreeable', 'welcoming')",-0.2652307,-0.2074848,0.0577459
19,-0.09932031,-0.05581277,"('inhospitable', 'hospitable')",-0.0993203,-0.0558128,0.0435075
20,0.54455876,0.3975852,"('rough', 'thoughtful')",0.5445588,0.3975852,-0.1469736
21,-0.58925927,-0.25400782,"('immoral', 'moral')",-0.5892593,-0.2540078,0.3352515
22,-0.8956872,-0.57687366,"('untrustworthy', 'trustworthy')",-0.8956872,-0.5768737,0.3188135
23,6.861979,7.071523,"('insincere', 'sincere')",6.861979,7.0715232,0.2095442
24,1.7264543,1.8307874,"('dishonest', 'honest')",1.7264543,1.8307874,0.1043331
25,1.2467178,1.0790371,"('egoistic', 'altruistic')",1.2467178,1.0790371,-0.1676807
26,0.9546598,0.5140382,"('hardhearted', 'benevolent')",0.9546598,0.5140382,-0.4406216
27,1.9799461,1.7101276,"('hardhearted', 'softhearted')",1.9799461,1.7101276,-0.2698185
28,1.2651412,1.2327728,"('disloyal', 'loyal')",1.2651412,1.2327728,-0.0323684
29,-0.33964512,-0.4774741,"('unfair', 'fair')",-0.3396451,-0.4774741,-0.137829
30,1.0645934,1.1328087,"('intolerant', 'tolerant')",1.0645934,1.1328087,0.0682153
31,-0.59817195,-0.8061618,"('evil', 'good')",-0.5981719,-0.8061618,-0.2079899
32,1.1595019,1.0874094,"('unkind', 'kind')",1.1595019,1.0874094,-0.0720925
33,0.1711501,0.07266429,"('wrong', 'right')",0.1711501,0.0726643,-0.0984858
34,5.0197725,5.2822304,"('mean', 'honorable')",5.0197725,5.2822304,0.2624579
35,-0.85950726,-1.0646435,"('corrupt', 'incorrupt')",-0.8595073,-1.0646435,-0.2051362
36,-0.5192908,-0.7493129,"('hostile', 'amicable')",-0.5192908,-0.7493129,-0.2300221
37,1.0404625,1.0763812,"('fake', 'genuine')",1.0404625,1.0763812,0.0359187
38,0.42169204,0.38610643,"('untruthful', 'truthful')",0.421692,0.3861064,-0.0355856
39,0.34370697,0.3476029,"('exploitative', 'cooperative')",0.343707,0.3476029,0.0038959
40,-1.2995015,-1.1899123,"('stingy', 'generous')",-1.2995015,-1.1899123,0.1095892
41,0.029921494,-0.27528298,"('unforgiving', 'forgiving')",0.0299215,-0.275283,-0.3052045
42,-3.0248177,-2.5640936,"('unreliable', 'reliable')",-3.0248177,-2.5640936,0.4607241
43,1.1426992,1.1389949,"('irresponsible', 'responsible')",1.1426992,1.1389949,-0.0037043
44,-1.8043101,-1.7935941,"('prejudiced', 'unprejudiced')",-1.8043101,-1.7935941,0.010716
45,-0.038203675,0.099037506,"('incompetent', 'competent')",-0.0382037,0.0990375,0.1372412
46,-1.030997,-0.87454087,"('uncompetitive', 'competitive')",-1.030997,-0.8745409,0.1564561
47,4.895275,5.028594,"('stupid', 'smart')",4.8952751,5.028594,0.1333189
48,0.6625746,0.63100296,"('unintelligent', 'intelligent')",0.6625746,0.631003,-0.0315716
49,0.52216136,0.78925043,"('unable', 'able')",0.5221614,0.7892504,0.267089
50,-0.2867021,-0.15428507,"('clumsy', 'skillful')",-0.2867021,-0.1542851,0.132417
51,0.7211422,0.85104996,"('uneducated', 'educated')",0.7211422,0.85105,0.1299078
