,ameren_male,ameren_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7719849,-1.0281574,"('unsociable', 'sociable')",-0.3942493,-0.6600128,-0.5831171,-0.8440851,-0.260968
1,-1.159625,-1.5127621,"('unfriendly', 'friendly')",1.552321,1.3759161,0.196348,-0.068423,-0.264771
2,0.6559393,0.46423244,"('unlikable', 'likable')",0.72198385,0.62346643,0.6889616,0.5438495,-0.1451121
3,-0.46390137,-0.42153987,"('repellent', 'pleasant')",1.0526754,1.1405448,0.294387,0.3595024,0.0651154
4,0.22632097,0.17098507,"('disliked', 'liked')",-6.4153953,-6.385929,-3.0945373,-3.1074719,-0.0129346
5,-0.9188037,-0.9534547,"('distant', 'outgoing')",-0.31815207,-0.17188331,-0.6184779,-0.562669,0.0558089
6,-0.9076474,-0.9650649,"('distant', 'open')",-0.43370858,-0.34466624,-0.670678,-0.6548656,0.0158124
7,-0.48176324,-0.45617935,"('insensitive', 'sensitive')",0.10886164,0.1303431,-0.1864508,-0.1629181,0.0235327
8,-0.85619926,-1.0447805,"('unaffectionate', 'affectionate')",0.9914075,0.8377812,0.0676041,-0.1034997,-0.1711038
9,-1.0384425,-1.2679249,"('unaffectionate', 'caring')",1.0713013,1.0226984,0.0164294,-0.1226133,-0.1390427
10,-1.3413427,-1.5866205,"('unsympathetic', 'sympathetic')",-0.8833362,-1.1004386,-1.1123395,-1.3435295,-0.23119
11,-0.43038857,-0.51999,"('unhelpful', 'helpful')",1.2598087,1.3567914,0.41471,0.4184007,0.0036907
12,-0.5233594,-0.5122492,"('unsupportive', 'supportive')",-2.1757944,-2.1742475,-1.349577,-1.3432484,0.0063286
13,-0.48307136,-0.64355725,"('impolite', 'polite')",-1.0918642,-1.1595277,-0.7874678,-0.9015424,-0.1140746
14,-0.29289424,-0.26040402,"('antisocial', 'social')",-0.029582579,-0.18404926,-0.1612384,-0.2222266,-0.0609882
15,0.14097066,0.017010463,"('boring', 'funny')",0.10873002,0.07035325,0.1248503,0.0436819,-0.0811684
16,-0.44602996,-0.45746496,"('unpopular', 'popular')",0.57223815,0.5226853,0.0631041,0.0326102,-0.0304939
17,0.27203158,0.28899267,"('nasty', 'nice')",-0.32342067,-0.28228733,-0.0256945,0.0033527,0.0290472
18,0.006016955,0.04140164,"('disagreeable', 'welcoming')",-0.4383456,-0.43365607,-0.2161643,-0.1961272,0.0200371
19,-1.0809333,-1.2014743,"('inhospitable', 'hospitable')",-0.3554411,-0.3408554,-0.7181872,-0.7711648,-0.0529776
20,0.3888632,0.435594,"('rough', 'thoughtful')",0.7512857,0.7203847,0.5700744,0.5779893,0.0079149
21,0.055537157,-0.07086167,"('immoral', 'moral')",-0.5240944,-0.60812587,-0.2342786,-0.3394938,-0.1052152
22,-0.57602394,-0.61627734,"('untrustworthy', 'trustworthy')",-1.1237738,-1.1098908,-0.8498989,-0.8630841,-0.0131852
23,-0.68596303,-0.83413386,"('insincere', 'sincere')",5.4413433,5.460703,2.3776901,2.3132844,-0.0644057
24,-0.92797077,-1.1302581,"('dishonest', 'honest')",0.32504928,0.3110591,-0.3014607,-0.4095995,-0.1081388
25,0.04638005,0.05291075,"('egoistic', 'altruistic')",1.4996716,1.4916626,0.7730258,0.7722867,-0.0007391
26,-0.09028753,-0.36157846,"('hardhearted', 'benevolent')",1.8075706,1.4261544,0.8586415,0.532288,-0.3263535
27,-0.14443462,-0.17157838,"('hardhearted', 'softhearted')",1.2619557,1.1722,0.5587606,0.5003108,-0.0584498
28,-0.35184222,-0.48176014,"('disloyal', 'loyal')",1.0205345,0.8570944,0.3343461,0.1876671,-0.146679
29,-0.57200354,-0.546373,"('unfair', 'fair')",-0.42085424,-0.5321735,-0.4964289,-0.5392733,-0.0428444
30,0.07246643,-0.07250039,"('intolerant', 'tolerant')",0.77197087,0.6697854,0.4222187,0.2986425,-0.1235762
31,-0.4786693,-0.39129537,"('evil', 'good')",-0.47863537,-0.52288294,-0.4786523,-0.4570892,0.0215631
32,-0.39905158,-0.7480083,"('unkind', 'kind')",0.57737744,0.18619254,0.0891629,-0.2809079,-0.3700708
33,0.37431893,0.3030375,"('wrong', 'right')",-0.5360344,-0.528277,-0.0808577,-0.1126197,-0.031762
34,0.29156053,0.36459285,"('mean', 'honorable')",5.4239264,5.691536,2.8577435,3.0280645,0.170321
35,0.43644732,0.5261867,"('corrupt', 'incorrupt')",-0.3550602,-0.36934653,0.0406936,0.0784201,0.0377265
36,0.078233965,0.007831208,"('hostile', 'amicable')",0.1186931,-0.013238138,0.0984635,-0.0027035,-0.101167
37,0.213042,0.15302196,"('fake', 'genuine')",-0.18495063,-0.13727415,0.0140457,0.0078739,-0.0061718
38,-0.787679,-0.9432898,"('untruthful', 'truthful')",-0.29344693,-0.19806285,-0.540563,-0.5706763,-0.0301133
39,0.10706193,0.09854245,"('exploitative', 'cooperative')",0.082216755,0.0131054465,0.0946393,0.0558239,-0.0388154
40,0.6063998,0.6543852,"('stingy', 'generous')",-1.5295116,-1.5035304,-0.4615559,-0.4245726,0.0369833
41,0.08259107,-0.06294871,"('unforgiving', 'forgiving')",0.07138488,-0.1105078,0.076988,-0.0867283,-0.1637163
42,-0.19696487,-0.23466234,"('unreliable', 'reliable')",-3.9510098,-3.9619467,-2.0739872,-2.0983045,-0.0243173
43,-0.9966623,-1.2120907,"('irresponsible', 'responsible')",-0.040473066,-0.21037292,-0.5185677,-0.7112318,-0.1926641
44,0.2088069,0.18981084,"('prejudiced', 'unprejudiced')",-1.786382,-1.8820773,-0.7887875,-0.8461332,-0.0573457
45,-1.037692,-1.1507218,"('incompetent', 'competent')",-0.24748354,-0.3917695,-0.6425877,-0.7712457,-0.128658
46,-1.2259303,-1.3633318,"('uncompetitive', 'competitive')",-1.0186461,-1.0759013,-1.1222882,-1.2196165,-0.0973283
47,-0.16418506,-0.14161494,"('stupid', 'smart')",4.698048,4.840836,2.2669315,2.3496106,0.0826791
48,0.22922662,0.22726226,"('unintelligent', 'intelligent')",0.74748343,0.7048881,0.488355,0.4660752,-0.0222798
49,-0.030825168,0.12862086,"('unable', 'able')",-0.14977476,-0.009813562,-0.0903,0.0594037,0.1497037
50,-0.049384106,-0.03565357,"('clumsy', 'skillful')",-0.14607216,-0.22450931,-0.0977281,-0.1300814,-0.0323533
51,-0.28113413,-0.46903542,"('uneducated', 'educated')",0.31294835,0.24192815,0.0159071,-0.1135536,-0.1294607
52,0.4022075,0.318886,"('irrational', 'rational')",0.5728526,0.50973386,0.4875301,0.4143099,-0.0732202
53,-1.6325566,-1.6791679,"('uncreative', 'creative')",0.17932893,0.11581794,-0.7266138,-0.781675,-0.0550612
54,-0.90679616,-1.0830386,"('incapable', 'capable')",0.7273092,0.688318,-0.0897435,-0.1973603,-0.1076168
55,-0.5111424,-0.47590682,"('incompetent', 'clever')",0.06805903,-0.0009828433,-0.2215417,-0.2384448,-0.0169031
56,-0.45475507,-0.61321044,"('impractical', 'practical')",-0.85061526,-0.8942884,-0.6526852,-0.7537494,-0.1010642
57,-0.833989,-1.0252622,"('unimaginative', 'imaginative')",-3.0907896,-3.2670972,-1.9623892,-2.1461797,-0.1837905
58,-0.43713754,-0.49668273,"('undiscriminating', 'discriminating')",0.3474308,0.30419528,-0.0448534,-0.0962437,-0.0513903
59,0.18735635,0.3009532,"('foolish', 'wise')",0.012709616,0.11710951,0.100033,0.2090314,0.1089984
