,aquifer_male,aquifer_female,tuple,average_male,average_female,female-male
20,-0.7199896,-0.5140395,"('rough', 'thoughtful')",-0.7199896,-0.5140395,0.2059501
21,-0.9297092,-0.51897883,"('immoral', 'moral')",-0.9297092,-0.5189788,0.4107304
22,-0.4163642,-0.36716655,"('untrustworthy', 'trustworthy')",-0.4163642,-0.3671665,0.0491977
23,0.383959,0.5122623,"('insincere', 'sincere')",0.383959,0.5122623,0.1283033
24,0.2662915,0.34350398,"('dishonest', 'honest')",0.2662915,0.343504,0.0772125
25,0.27636608,0.21750024,"('egoistic', 'altruistic')",0.2763661,0.2175002,-0.0588659
26,0.7086056,0.38346016,"('hardhearted', 'benevolent')",0.7086056,0.3834602,-0.3251454
27,-0.17205413,-0.10284132,"('hardhearted', 'softhearted')",-0.1720541,-0.1028413,0.0692128
28,-0.5423572,-0.5448486,"('disloyal', 'loyal')",-0.5423572,-0.5448486,-0.0024914
29,-0.37115154,-0.3299775,"('unfair', 'fair')",-0.3711515,-0.3299775,0.041174
30,-0.023049911,0.2071865,"('intolerant', 'tolerant')",-0.0230499,0.2071865,0.2302364
31,-0.029491518,-0.19242564,"('evil', 'good')",-0.0294915,-0.1924256,-0.1629341
32,-0.18343589,-0.18610959,"('unkind', 'kind')",-0.1834359,-0.1861096,-0.0026737
33,0.87016284,0.74651897,"('wrong', 'right')",0.8701628,0.746519,-0.1236438
34,1.0864083,1.2651535,"('mean', 'honorable')",1.0864083,1.2651535,0.1787452
35,0.86743575,0.57831115,"('corrupt', 'incorrupt')",0.8674358,0.5783111,-0.2891247
36,-0.22947635,-0.460155,"('hostile', 'amicable')",-0.2294763,-0.460155,-0.2306787
37,-0.12696712,-0.099589914,"('fake', 'genuine')",-0.1269671,-0.0995899,0.0273772
38,0.33201027,0.27658826,"('untruthful', 'truthful')",0.3320103,0.2765883,-0.055422
39,0.17341517,0.47574225,"('exploitative', 'cooperative')",0.1734152,0.4757423,0.3023271
40,-0.2198229,-0.1473023,"('stingy', 'generous')",-0.2198229,-0.1473023,0.0725206
41,-0.44428146,-0.19693035,"('unforgiving', 'forgiving')",-0.4442815,-0.1969303,0.2473512
42,-1.0557708,-0.8393284,"('unreliable', 'reliable')",-1.0557708,-0.8393284,0.2164424
43,-0.8300172,-0.67308086,"('irresponsible', 'responsible')",-0.8300172,-0.6730809,0.1569363
44,0.26174065,0.30909175,"('prejudiced', 'unprejudiced')",0.2617407,0.3090917,0.047351
45,-0.25813282,-0.13990648,"('incompetent', 'competent')",-0.2581328,-0.1399065,0.1182263
46,-1.6084653,-1.3304367,"('uncompetitive', 'competitive')",-1.6084653,-1.3304367,0.2780286
47,1.9046544,1.7980417,"('stupid', 'smart')",1.9046544,1.7980417,-0.1066127
48,-0.645446,-0.3830047,"('unintelligent', 'intelligent')",-0.645446,-0.3830047,0.2624413
49,-0.26924875,-0.03535506,"('unable', 'able')",-0.2692488,-0.0353551,0.2338937
50,-0.0651453,-0.10245061,"('clumsy', 'skillful')",-0.0651453,-0.1024506,-0.0373053
51,-1.3859787,-1.1343511,"('uneducated', 'educated')",-1.3859787,-1.1343511,0.2516276
52,-0.09931721,-0.2664774,"('irrational', 'rational')",-0.0993172,-0.2664774,-0.1671602
53,-1.4260387,-1.4441519,"('uncreative', 'creative')",-1.4260387,-1.4441519,-0.0181132
54,-0.3704674,-0.35511658,"('incapable', 'capable')",-0.3704674,-0.3551166,0.0153508
55,-0.58588564,-0.23945011,"('incompetent', 'clever')",-0.5858856,-0.2394501,0.3464355
56,-0.18152942,-0.020269308,"('impractical', 'practical')",-0.1815294,-0.0202693,0.1612601
57,-1.879922,-1.9021803,"('unimaginative', 'imaginative')",-1.879922,-1.9021803,-0.0222583
58,-0.5709198,-0.63390625,"('undiscriminating', 'discriminating')",-0.5709198,-0.6339062,-0.0629864
59,1.127338,1.0402682,"('foolish', 'wise')",1.1273381,1.0402682,-0.0870699
60,-1.0386288,-0.65157366,"('inefficient', 'efficient')",-1.0386288,-0.6515737,0.3870551
61,-0.361857,-0.38376004,"('illogical', 'logical')",-0.361857,-0.38376,-0.021903
62,-0.24453385,0.082963444,"('incompetent', 'brilliant')",-0.2445339,0.0829634,0.3274973
63,-0.8783395,-0.65700865,"('unperceptive', 'insightful')",-0.8783395,-0.6570086,0.2213309
64,-1.5443828,-1.3933653,"('shy', 'confident')",-1.5443828,-1.3933653,0.1510175
65,-0.9043999,-0.7435359,"('insecure', 'secure')",-0.9043999,-0.7435359,0.160864
66,-0.057968475,-0.30290717,"('inactive', 'active')",-0.0579685,-0.3029072,-0.2449387
67,0.33101374,0.26358524,"('doubtful', 'determined')",0.3310137,0.2635852,-0.0674285
68,-0.6403008,-0.43829212,"('dependent', 'independent')",-0.6403008,-0.4382921,0.2020087
69,1.1729069,0.90849155,"('lazy', 'industrious')",1.1729069,0.9084916,-0.2644153
70,-1.260827,-1.096107,"('lethargic', 'energetic')",-1.2608269,-1.096107,0.1647199
71,0.2875879,0.32184494,"('diffident', 'self-confident')",0.2875879,0.3218449,0.034257
72,-0.5462969,-0.512264,"('unambitious', 'ambitious')",-0.5462969,-0.512264,0.0340329
73,0.20216365,0.106415935,"('helpless', 'self-reliant')",0.2021637,0.1064159,-0.0957478
74,-0.5384737,-0.4599622,"('undedicated', 'dedicated')",-0.5384737,-0.4599622,0.0785115
75,-0.13483453,-0.1813989,"('meek', 'impulsive')",-0.1348345,-0.1813989,-0.0465644
76,-0.36292604,-0.079001725,"('anxious', 'daring')",-0.362926,-0.0790017,0.2839243
77,-1.1836591,-0.8781214,"('unmotivated', 'motivated')",-1.1836591,-0.8781214,0.3055377
78,-1.0782421,-0.8952639,"('nonresilient', 'resilient')",-1.0782421,-0.8952639,0.1829782
79,-0.6940899,-0.8522668,"('wavering', 'unwavering')",-0.6940899,-0.8522668,-0.1581769
80,-0.022985611,0.050741076,"('dominated', 'dominating')",-0.0229856,0.0507411,0.0737267
81,-0.61897403,-0.31785208,"('submissive', 'aggressive')",-0.618974,-0.3178521,0.3011219
82,1.4952929,1.5616683,"('poor', 'rich')",1.4952929,1.5616683,0.0663754
83,-0.49883005,-0.57406765,"('powerless', 'powerful')",-0.4988301,-0.5740677,-0.0752376
84,0.3407689,0.3101417,"('inferior', 'superior')",0.3407689,0.3101417,-0.0306272
85,0.433758,0.26780713,"('insignificant', 'prestigious')",0.433758,0.2678071,-0.1659509
86,-1.5066358,-1.5292312,"('uninfluential', 'influential')",-1.5066358,-1.5292312,-0.0225954
87,0.8668154,0.68102854,"('unsuccessful', 'successful')",0.8668154,0.6810285,-0.1857869
88,-0.368664,-0.4439891,"('low', 'eminent')",-0.368664,-0.4439891,-0.0753251
