,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-1.3692596,-1.3761424,"('unsociable', 'sociable')",-0.32815832,-0.42297164,-0.848709,-0.899557,-0.050848
1,0.6102156,0.45287365,"('unfriendly', 'friendly')",2.028103,1.856862,1.3191594,1.1548678,-0.1642916
2,0.84223765,0.9238512,"('unlikable', 'likable')",0.7422148,0.8440822,0.7922262,0.8839667,0.0917405
3,-1.325874,-1.3018191,"('repellent', 'pleasant')",0.42420885,0.51089483,-0.4508325,-0.3954621,0.0553704
4,1.0236748,0.9487773,"('disliked', 'liked')",-6.8630166,-6.9975786,-2.9196708,-3.0244007,-0.1047299
5,0.69692576,0.7604898,"('distant', 'outgoing')",-0.2117556,-0.22780833,0.2425851,0.2663407,0.0237556
6,0.5707002,0.6125266,"('distant', 'open')",0.19307166,0.1437968,0.3818859,0.3781617,-0.0037242
7,-1.0174038,-1.0385783,"('insensitive', 'sensitive')",0.041739684,0.025027512,-0.4878321,-0.5067754,-0.0189433
8,0.4893015,0.3701669,"('unaffectionate', 'affectionate')",1.1637044,0.97918904,0.8265029,0.674678,-0.1518249
9,0.15780693,0.06836286,"('unaffectionate', 'caring')",1.3874532,1.2983421,0.7726301,0.6833525,-0.0892776
10,-3.0190558,-3.0547497,"('unsympathetic', 'sympathetic')",-0.37546372,-0.3801333,-1.6972598,-1.7174416,-0.0201818
11,-1.330924,-1.3617702,"('unhelpful', 'helpful')",1.4206353,1.4361374,0.0448557,0.0371836,-0.0076721
12,-0.6618772,-0.6117201,"('unsupportive', 'supportive')",-2.2818522,-2.2666306,-1.4718647,-1.4391754,0.0326893
13,-1.8737144,-1.8185534,"('impolite', 'polite')",-0.5778687,-0.53910524,-1.2257916,-1.1788293,0.0469623
14,-1.2080365,-1.2286558,"('antisocial', 'social')",-0.23780026,-0.26514605,-0.7229184,-0.7469009,-0.0239825
15,0.68418396,0.62546617,"('boring', 'funny')",0.5804039,0.54654527,0.6322939,0.5860057,-0.0462882
16,0.5754006,0.5620755,"('unpopular', 'popular')",0.15133935,0.04191062,0.36337,0.3019931,-0.0613769
17,0.20413671,0.21047904,"('nasty', 'nice')",-0.17978148,-0.18729241,0.0121776,0.0115933,-0.0005843
18,-0.25764802,-0.2194444,"('disagreeable', 'welcoming')",-0.8858567,-0.9660821,-0.5717524,-0.5927632,-0.0210108
19,0.3610019,0.32020265,"('inhospitable', 'hospitable')",-0.24245895,-0.24908301,0.0592715,0.0355598,-0.0237117
20,0.04800494,0.036768954,"('rough', 'thoughtful')",0.5276228,0.5227853,0.2878139,0.2797771,-0.0080368
21,-1.4315042,-1.4359554,"('immoral', 'moral')",-1.313613,-1.1754959,-1.3725586,-1.3057256,0.066833
22,-1.3300797,-1.3552909,"('untrustworthy', 'trustworthy')",-0.86741656,-0.9005787,-1.0987481,-1.1279348,-0.0291867
23,-1.4189562,-1.5101179,"('insincere', 'sincere')",5.8399353,5.7630463,2.2104895,2.1264641,-0.0840254
24,-1.5221798,-1.5417904,"('dishonest', 'honest')",0.8466214,0.8013436,-0.3377792,-0.3702234,-0.0324442
25,1.6280372,1.688384,"('egoistic', 'altruistic')",1.519155,1.4277031,1.5735961,1.5580436,-0.0155525
26,1.2997038,1.196055,"('hardhearted', 'benevolent')",2.0323982,1.9302006,1.666051,1.5631278,-0.1029232
27,-0.7406841,-0.7601702,"('hardhearted', 'softhearted')",1.1124667,0.9409019,0.1858913,0.0903658,-0.0955255
28,-0.8706476,-1.041533,"('disloyal', 'loyal')",1.0456593,0.8914976,0.0875058,-0.0750177,-0.1625235
29,-0.6616332,-0.7072988,"('unfair', 'fair')",-0.67089665,-0.7778803,-0.6662649,-0.7425896,-0.0763247
30,-1.4455804,-1.4669772,"('intolerant', 'tolerant')",0.21374115,0.31694317,-0.6159196,-0.575017,0.0409026
31,1.1928159,1.269259,"('evil', 'good')",-0.5766005,-0.6447952,0.3081077,0.3122319,0.0041242
