,usher_male,usher_female,tuple,average_male,average_female,female-male
0,-0.06628605,-0.07711546,"('unsociable', 'sociable')",-0.066286,-0.0771155,-0.0108295
1,1.3320984,1.2458361,"('unfriendly', 'friendly')",1.3320984,1.2458361,-0.0862623
2,0.3711041,0.5699082,"('unlikable', 'likable')",0.3711041,0.5699082,0.1988041
3,0.75938773,0.9104377,"('repellent', 'pleasant')",0.7593877,0.9104377,0.15105
4,-6.7886744,-7.0075793,"('disliked', 'liked')",-6.7886744,-7.0075793,-0.2189049
5,-0.28872904,-0.26613182,"('distant', 'outgoing')",-0.288729,-0.2661318,0.0225972
6,0.29436922,0.20458539,"('distant', 'open')",0.2943692,0.2045854,-0.0897838
7,1.0588651,1.0288407,"('insensitive', 'sensitive')",1.0588651,1.0288407,-0.0300244
8,1.3581326,1.1552287,"('unaffectionate', 'affectionate')",1.3581326,1.1552287,-0.2029039
9,1.6110106,1.570264,"('unaffectionate', 'caring')",1.6110106,1.570264,-0.0407466
10,1.0269933,1.0597633,"('unsympathetic', 'sympathetic')",1.0269933,1.0597633,0.03277
11,1.3372527,1.3473115,"('unhelpful', 'helpful')",1.3372527,1.3473115,0.0100588
12,-1.4861246,-1.5437205,"('unsupportive', 'supportive')",-1.4861246,-1.5437205,-0.0575959
13,-0.13332783,-0.016960114,"('impolite', 'polite')",-0.1333278,-0.0169601,0.1163677
14,-0.12495279,-0.15308239,"('antisocial', 'social')",-0.1249528,-0.1530824,-0.0281296
15,0.34087247,0.26255196,"('boring', 'funny')",0.3408725,0.262552,-0.0783205
16,-0.2939685,-0.28213337,"('unpopular', 'popular')",-0.2939685,-0.2821334,0.0118351
17,0.055882413,0.05578139,"('nasty', 'nice')",0.0558824,0.0557814,-0.000101
18,-0.27088884,-0.2457537,"('disagreeable', 'welcoming')",-0.2708888,-0.2457537,0.0251351
19,-0.79083884,-0.79035145,"('inhospitable', 'hospitable')",-0.7908388,-0.7903515,0.0004873
20,0.91879225,0.87507755,"('rough', 'thoughtful')",0.9187922,0.8750775,-0.0437147
21,-0.3453161,-0.0859957,"('immoral', 'moral')",-0.3453161,-0.0859957,0.2593204
22,-0.38015097,-0.30202898,"('untrustworthy', 'trustworthy')",-0.380151,-0.302029,0.078122
23,5.4299197,5.5261855,"('insincere', 'sincere')",5.4299197,5.5261855,0.0962658
24,1.2863313,1.2973729,"('dishonest', 'honest')",1.2863313,1.2973729,0.0110416
25,0.7731965,0.7517637,"('egoistic', 'altruistic')",0.7731965,0.7517637,-0.0214328
26,1.058084,0.7914325,"('hardhearted', 'benevolent')",1.058084,0.7914325,-0.2666515
27,1.924909,1.6667948,"('hardhearted', 'softhearted')",1.924909,1.6667948,-0.2581142
28,1.0341884,0.9536992,"('disloyal', 'loyal')",1.0341884,0.9536992,-0.0804892
29,-0.4272557,-0.55343795,"('unfair', 'fair')",-0.4272557,-0.5534379,-0.1261822
30,0.7285701,0.8209942,"('intolerant', 'tolerant')",0.7285701,0.8209942,0.0924241
31,-0.6969089,-0.8601424,"('evil', 'good')",-0.6969089,-0.8601424,-0.1632335
32,1.2123331,1.0641279,"('unkind', 'kind')",1.2123331,1.0641279,-0.1482052
33,-0.34851146,-0.36655468,"('wrong', 'right')",-0.3485115,-0.3665547,-0.0180432
34,3.9953494,4.1966715,"('mean', 'honorable')",3.9953494,4.1966715,0.2013221
35,-0.5670987,-0.8244962,"('corrupt', 'incorrupt')",-0.5670987,-0.8244962,-0.2573975
36,-0.23235804,-0.36877945,"('hostile', 'amicable')",-0.232358,-0.3687795,-0.1364215
37,1.0059229,1.0031334,"('fake', 'genuine')",1.0059229,1.0031334,-0.0027895
38,-0.66325986,-0.56406933,"('untruthful', 'truthful')",-0.6632599,-0.5640693,0.0991906
