,medium_male,medium_female,tuple,average_male,average_female,female-male
0,0.28917465,-0.0037848875,"('unsociable', 'sociable')",0.2891746,-0.0037849,-0.2929595
1,1.4754103,1.4058963,"('unfriendly', 'friendly')",1.4754103,1.4058963,-0.069514
2,0.10883878,0.15289135,"('unlikable', 'likable')",0.1088388,0.1528914,0.0440526
3,0.69545025,0.82820445,"('repellent', 'pleasant')",0.6954502,0.8282045,0.1327543
4,-6.571615,-6.906322,"('disliked', 'liked')",-6.5716152,-6.906322,-0.3347068
5,-0.46188924,-0.39104334,"('distant', 'outgoing')",-0.4618892,-0.3910433,0.0708459
6,-0.10469736,-0.055072628,"('distant', 'open')",-0.1046974,-0.0550726,0.0496248
7,1.3271631,1.3326995,"('insensitive', 'sensitive')",1.3271631,1.3326995,0.0055364
8,1.2618456,1.2421818,"('unaffectionate', 'affectionate')",1.2618456,1.2421818,-0.0196638
9,1.6215858,1.600519,"('unaffectionate', 'caring')",1.6215858,1.6005189,-0.0210669
10,1.0152135,1.0810629,"('unsympathetic', 'sympathetic')",1.0152135,1.0810629,0.0658494
11,2.0065045,2.0109544,"('unhelpful', 'helpful')",2.0065045,2.0109544,0.0044499
12,-1.4680943,-1.4042388,"('unsupportive', 'supportive')",-1.4680943,-1.4042388,0.0638555
13,-0.19032282,-0.19869174,"('impolite', 'polite')",-0.1903228,-0.1986917,-0.0083689
14,0.19664101,0.049453035,"('antisocial', 'social')",0.196641,0.049453,-0.147188
15,0.86572677,0.65822667,"('boring', 'funny')",0.8657268,0.6582267,-0.2075001
16,-0.2378914,-0.30014193,"('unpopular', 'popular')",-0.2378914,-0.3001419,-0.0622505
17,-0.2012464,-0.16535819,"('nasty', 'nice')",-0.2012464,-0.1653582,0.0358882
18,-0.3640263,-0.30581346,"('disagreeable', 'welcoming')",-0.3640263,-0.3058135,0.0582128
19,-0.29346564,-0.35787004,"('inhospitable', 'hospitable')",-0.2934656,-0.35787,-0.0644044
20,0.41449344,0.3086684,"('rough', 'thoughtful')",0.4144934,0.3086684,-0.105825
21,0.015100326,0.09970936,"('immoral', 'moral')",0.0151003,0.0997094,0.0846091
22,-0.5707397,-0.47585014,"('untrustworthy', 'trustworthy')",-0.5707397,-0.4758501,0.0948896
23,6.399618,6.5279927,"('insincere', 'sincere')",6.3996181,6.5279927,0.1283746
24,1.3300768,1.5065114,"('dishonest', 'honest')",1.3300768,1.5065114,0.1764346
25,1.1018403,1.0172683,"('egoistic', 'altruistic')",1.1018403,1.0172683,-0.084572
26,1.3332325,1.0142218,"('hardhearted', 'benevolent')",1.3332325,1.0142218,-0.3190107
27,1.629889,1.6308262,"('hardhearted', 'softhearted')",1.629889,1.6308262,0.0009372
28,1.442008,1.2320902,"('disloyal', 'loyal')",1.442008,1.2320902,-0.2099178
29,-0.6091491,-0.7367061,"('unfair', 'fair')",-0.6091491,-0.7367061,-0.127557
30,1.1676588,1.0828607,"('intolerant', 'tolerant')",1.1676588,1.0828607,-0.0847981
31,-1.2730699,-1.1846353,"('evil', 'good')",-1.2730699,-1.1846353,0.0884346
32,1.4291472,1.2902849,"('unkind', 'kind')",1.4291472,1.2902849,-0.1388623
33,-0.3701178,-0.35673633,"('wrong', 'right')",-0.3701178,-0.3567363,0.0133815
34,4.242606,4.581438,"('mean', 'honorable')",4.2426062,4.5814381,0.3388319
35,-0.55808944,-0.94018227,"('corrupt', 'incorrupt')",-0.5580894,-0.9401823,-0.3820929
36,-0.6749334,-0.9720458,"('hostile', 'amicable')",-0.6749334,-0.9720458,-0.2971124
37,1.0858355,1.0696969,"('fake', 'genuine')",1.0858355,1.0696969,-0.0161386
38,0.1700843,0.13436148,"('untruthful', 'truthful')",0.1700843,0.1343615,-0.0357228
39,0.29849297,0.26397786,"('exploitative', 'cooperative')",0.298493,0.2639779,-0.0345151
40,-1.4856285,-1.3783985,"('stingy', 'generous')",-1.4856285,-1.3783985,0.10723
41,0.36976182,0.12493643,"('unforgiving', 'forgiving')",0.3697618,0.1249364,-0.2448254
42,-2.3662732,-2.3293328,"('unreliable', 'reliable')",-2.3662732,-2.3293328,0.0369404
43,0.75901175,0.9059566,"('irresponsible', 'responsible')",0.7590117,0.9059566,0.1469449
44,-1.3795242,-1.4798783,"('prejudiced', 'unprejudiced')",-1.3795242,-1.4798783,-0.1003541
45,0.27448875,0.16973029,"('incompetent', 'competent')",0.2744887,0.1697303,-0.1047584
46,-0.8628732,-0.8436679,"('uncompetitive', 'competitive')",-0.8628732,-0.8436679,0.0192053
47,4.5554504,4.876177,"('stupid', 'smart')",4.5554504,4.8761768,0.3207264
48,0.39461312,0.372075,"('unintelligent', 'intelligent')",0.3946131,0.372075,-0.0225381
49,-0.13674612,-0.09061776,"('unable', 'able')",-0.1367461,-0.0906178,0.0461283
50,-0.20127645,-0.18261889,"('clumsy', 'skillful')",-0.2012765,-0.1826189,0.0186576
51,1.1945989,1.0102764,"('uneducated', 'educated')",1.1945989,1.0102764,-0.1843225
52,-0.01659757,-0.1862712,"('irrational', 'rational')",-0.0165976,-0.1862712,-0.1696736
53,-0.058940083,-0.21172181,"('uncreative', 'creative')",-0.0589401,-0.2117218,-0.1527817
54,1.1858101,1.119484,"('incapable', 'capable')",1.1858101,1.1194839,-0.0663262
55,0.68636525,0.8769128,"('incompetent', 'clever')",0.6863652,0.8769128,0.1905476
56,0.40040177,0.335122,"('impractical', 'practical')",0.4004018,0.335122,-0.0652798
57,-2.0019104,-2.1935127,"('unimaginative', 'imaginative')",-2.0019104,-2.1935127,-0.1916023
58,0.26005715,0.22561821,"('undiscriminating', 'discriminating')",0.2600572,0.2256182,-0.034439
59,0.37393528,0.33074886,"('foolish', 'wise')",0.3739353,0.3307489,-0.0431864
60,-0.07071497,0.13831276,"('inefficient', 'efficient')",-0.070715,0.1383128,0.2090278
61,0.49962014,0.25554752,"('illogical', 'logical')",0.4996201,0.2555475,-0.2440726
62,0.7202131,0.8389427,"('incompetent', 'brilliant')",0.7202131,0.8389427,0.1187296
63,0.31529576,0.4074586,"('unperceptive', 'insightful')",0.3152958,0.4074586,0.0921628
64,-6.5779853,-6.482076,"('shy', 'confident')",-6.5779853,-6.4820762,0.0959091
65,-0.52767783,-0.19671214,"('insecure', 'secure')",-0.5276778,-0.1967121,0.3309657
66,0.03367479,-0.14154312,"('inactive', 'active')",0.0336748,-0.1415431,-0.1752179
67,-0.47425643,-0.55647933,"('doubtful', 'determined')",-0.4742564,-0.5564793,-0.0822229
68,-0.9115026,-0.77493006,"('dependent', 'independent')",-0.9115026,-0.7749301,0.1365725
69,-1.833344,-1.9434595,"('lazy', 'industrious')",-1.833344,-1.9434595,-0.1101155
70,1.4039674,1.372948,"('lethargic', 'energetic')",1.4039674,1.3729481,-0.0310193
71,0.1808828,0.114128694,"('diffident', 'self-confident')",0.1808828,0.1141287,-0.0667541
72,0.4249258,0.8378696,"('unambitious', 'ambitious')",0.4249258,0.8378696,0.4129438
73,-2.5756176,-2.449185,"('helpless', 'self-reliant')",-2.5756176,-2.4491849,0.1264327
74,0.8127854,0.5740596,"('undedicated', 'dedicated')",0.8127854,0.5740596,-0.2387258
75,-0.9750395,-0.89806366,"('meek', 'impulsive')",-0.9750395,-0.8980637,0.0769758
76,0.6561519,0.739327,"('anxious', 'daring')",0.6561519,0.739327,0.0831751
77,-1.6528138,-1.5674001,"('unmotivated', 'motivated')",-1.6528138,-1.5674001,0.0854137
78,-1.0188606,-1.052861,"('nonresilient', 'resilient')",-1.0188606,-1.052861,-0.0340004
79,0.01951731,-0.107782036,"('wavering', 'unwavering')",0.0195173,-0.107782,-0.1272993
80,0.27598464,0.18436673,"('dominated', 'dominating')",0.2759846,0.1843667,-0.0916179
81,0.05475998,0.08704795,"('submissive', 'aggressive')",0.05476,0.0870479,0.0322879
82,6.304592,6.360782,"('poor', 'rich')",6.3045921,6.3607821,0.05619
83,-0.57988274,-0.4950987,"('powerless', 'powerful')",-0.5798827,-0.4950987,0.084784
84,0.4571464,0.40936238,"('inferior', 'superior')",0.4571464,0.4093624,-0.047784
85,-0.32966018,-0.68244207,"('insignificant', 'prestigious')",-0.3296602,-0.6824421,-0.3527819
86,0.9364923,0.88035464,"('uninfluential', 'influential')",0.9364923,0.8803546,-0.0561377
87,0.7286776,0.7079027,"('unsuccessful', 'successful')",0.7286776,0.7079027,-0.0207749
88,0.8075849,0.32075328,"('low', 'eminent')",0.8075849,0.3207533,-0.4868316
