,curtailment_male,curtailment_female,tuple,average_male,average_female,female-male
0,0.039271757,-0.10385865,"('unsociable', 'sociable')",0.0392718,-0.1038586,-0.1431304
1,-2.6461728,-2.6618924,"('unfriendly', 'friendly')",-2.6461728,-2.6618924,-0.0157196
2,-1.0907699,-0.88833463,"('unlikable', 'likable')",-1.0907699,-0.8883346,0.2024353
3,-0.6533822,-0.5242819,"('repellent', 'pleasant')",-0.6533822,-0.5242819,0.1291003
4,-1.944767,-1.9565946,"('disliked', 'liked')",-1.944767,-1.9565946,-0.0118276
5,-1.7733663,-1.8169409,"('distant', 'outgoing')",-1.7733663,-1.8169409,-0.0435746
6,-1.7660327,-1.8316163,"('distant', 'open')",-1.7660327,-1.8316163,-0.0655836
7,-0.22161774,-0.107806005,"('insensitive', 'sensitive')",-0.2216177,-0.107806,0.1138117
8,-1.9836892,-1.9633327,"('unaffectionate', 'affectionate')",-1.9836892,-1.9633327,0.0203565
9,-2.1514606,-2.1404264,"('unaffectionate', 'caring')",-2.1514606,-2.1404264,0.0110342
10,0.12413026,-0.0045937113,"('unsympathetic', 'sympathetic')",0.1241303,-0.0045937,-0.128724
11,-0.3312279,-0.272905,"('unhelpful', 'helpful')",-0.3312279,-0.272905,0.0583229
12,-1.7991455,-1.7240338,"('unsupportive', 'supportive')",-1.7991455,-1.7240338,0.0751117
13,-0.5207818,-0.49638847,"('impolite', 'polite')",-0.5207818,-0.4963885,0.0243933
14,0.6105016,0.8169943,"('antisocial', 'social')",0.6105016,0.8169943,0.2064927
15,-0.18351522,-0.17918362,"('boring', 'funny')",-0.1835152,-0.1791836,0.0043316
16,-1.267235,-1.107194,"('unpopular', 'popular')",-1.267235,-1.1071939,0.1600411
17,-0.37953073,-0.33121502,"('nasty', 'nice')",-0.3795307,-0.331215,0.0483157
18,-2.334102,-2.1123252,"('disagreeable', 'welcoming')",-2.3341019,-2.1123252,0.2217767
19,-2.1165357,-2.1179776,"('inhospitable', 'hospitable')",-2.1165357,-2.1179776,-0.0014419
20,-0.07694961,-0.080797926,"('rough', 'thoughtful')",-0.0769496,-0.0807979,-0.0038483
21,-0.68320525,-0.6097353,"('immoral', 'moral')",-0.6832052,-0.6097353,0.0734699
22,0.11865182,0.20068415,"('untrustworthy', 'trustworthy')",0.1186518,0.2006841,0.0820323
23,0.5550201,0.4898503,"('insincere', 'sincere')",0.5550201,0.4898503,-0.0651698
24,-1.0398885,-1.0001315,"('dishonest', 'honest')",-1.0398885,-1.0001315,0.039757
25,-0.5470736,-0.55727947,"('egoistic', 'altruistic')",-0.5470736,-0.5572795,-0.0102059
26,0.43264228,0.32678476,"('hardhearted', 'benevolent')",0.4326423,0.3267848,-0.1058575
27,-0.9945799,-1.0300705,"('hardhearted', 'softhearted')",-0.9945799,-1.0300705,-0.0354906
28,-0.33218873,-0.49446353,"('disloyal', 'loyal')",-0.3321887,-0.4944635,-0.1622748
29,-0.7511688,-0.82817715,"('unfair', 'fair')",-0.7511688,-0.8281772,-0.0770084
30,-0.18634455,-0.17195627,"('intolerant', 'tolerant')",-0.1863445,-0.1719563,0.0143882
31,-2.6016665,-2.6338987,"('evil', 'good')",-2.6016665,-2.6338987,-0.0322322
32,-0.22579692,-0.2532006,"('unkind', 'kind')",-0.2257969,-0.2532006,-0.0274037
33,-0.81681347,-0.73197746,"('wrong', 'right')",-0.8168135,-0.7319775,0.084836
34,0.13662076,0.30111656,"('mean', 'honorable')",0.1366208,0.3011166,0.1644958
35,-0.45782045,-0.6589798,"('corrupt', 'incorrupt')",-0.4578204,-0.6589798,-0.2011594
36,-1.492524,-1.5389248,"('hostile', 'amicable')",-1.492524,-1.5389248,-0.0464008
37,-0.7832262,-0.74566567,"('fake', 'genuine')",-0.7832262,-0.7456657,0.0375605
38,-1.2514968,-1.3111247,"('untruthful', 'truthful')",-1.2514968,-1.3111247,-0.0596279
39,-0.79426885,-0.65915483,"('exploitative', 'cooperative')",-0.7942688,-0.6591548,0.135114
40,-1.412032,-1.3958684,"('stingy', 'generous')",-1.412032,-1.3958684,0.0161636
41,-0.5634388,-0.62805295,"('unforgiving', 'forgiving')",-0.5634388,-0.6280529,-0.0646141
42,0.28882283,0.51374716,"('unreliable', 'reliable')",0.2888228,0.5137472,0.2249244
43,-0.64660203,-0.5479167,"('irresponsible', 'responsible')",-0.646602,-0.5479167,0.0986853
44,-0.88728005,-0.7566711,"('prejudiced', 'unprejudiced')",-0.88728,-0.7566711,0.1306089
45,0.27909225,0.22070114,"('incompetent', 'competent')",0.2790923,0.2207011,-0.0583912
46,-0.46336904,-0.520677,"('uncompetitive', 'competitive')",-0.463369,-0.520677,-0.057308
47,1.421839,1.483113,"('stupid', 'smart')",1.421839,1.4831131,0.0612741
48,-1.0790695,-1.106948,"('unintelligent', 'intelligent')",-1.0790695,-1.106948,-0.0278785
49,-1.3342456,-1.2281562,"('unable', 'able')",-1.3342456,-1.2281562,0.1060894
50,-0.48125094,-0.35543063,"('clumsy', 'skillful')",-0.4812509,-0.3554306,0.1258203
51,-0.2229445,-0.34859297,"('uneducated', 'educated')",-0.2229445,-0.348593,-0.1256485
52,-1.9799541,-1.9180822,"('irrational', 'rational')",-1.9799541,-1.9180822,0.0618719
53,-2.2986283,-2.3326564,"('uncreative', 'creative')",-2.2986283,-2.3326564,-0.0340281
54,-1.410853,-1.3926903,"('incapable', 'capable')",-1.410853,-1.3926903,0.0181627
55,-0.32046694,-0.23230895,"('incompetent', 'clever')",-0.3204669,-0.232309,0.0881579
56,1.0818486,1.0773966,"('impractical', 'practical')",1.0818486,1.0773966,-0.004452
57,-0.84481984,-0.91118896,"('unimaginative', 'imaginative')",-0.8448198,-0.911189,-0.0663692
58,-0.084748626,-0.13866724,"('undiscriminating', 'discriminating')",-0.0847486,-0.1386672,-0.0539186
59,-0.95965624,-0.8365316,"('foolish', 'wise')",-0.9596562,-0.8365316,0.1231246
60,-0.1187617,0.0530359,"('inefficient', 'efficient')",-0.1187617,0.0530359,0.1717976
61,-1.1152439,-1.1404754,"('illogical', 'logical')",-1.1152439,-1.1404754,-0.0252315
62,-0.32591754,-0.09939242,"('incompetent', 'brilliant')",-0.3259175,-0.0993924,0.2265251
63,-0.39162794,-0.4228651,"('unperceptive', 'insightful')",-0.3916279,-0.4228651,-0.0312372
64,-1.3647918,-1.2387184,"('shy', 'confident')",-1.3647918,-1.2387184,0.1260734
65,0.5071743,0.56470674,"('insecure', 'secure')",0.5071743,0.5647067,0.0575324
66,-0.83397883,-0.7704446,"('inactive', 'active')",-0.8339788,-0.7704446,0.0635342
67,1.0936942,1.1146474,"('doubtful', 'determined')",1.0936942,1.1146474,0.0209532
68,-0.5829419,-0.61317265,"('dependent', 'independent')",-0.5829419,-0.6131727,-0.0302308
69,-0.9852475,-0.9477634,"('lazy', 'industrious')",-0.9852475,-0.9477634,0.0374841
70,1.2048527,1.208956,"('lethargic', 'energetic')",1.2048527,1.208956,0.0041033
71,-1.5314684,-1.4579796,"('diffident', 'self-confident')",-1.5314684,-1.4579796,0.0734888
72,-0.27224675,-0.22098221,"('unambitious', 'ambitious')",-0.2722467,-0.2209822,0.0512645
73,-1.6307316,-1.4578588,"('helpless', 'self-reliant')",-1.6307316,-1.4578588,0.1728728
74,-0.5243928,-0.5080094,"('undedicated', 'dedicated')",-0.5243928,-0.5080094,0.0163834
75,0.30907777,0.34716862,"('meek', 'impulsive')",0.3090778,0.3471686,0.0380908
76,0.14079818,0.26836905,"('anxious', 'daring')",0.1407982,0.268369,0.1275708
77,-0.9375246,-0.8806537,"('unmotivated', 'motivated')",-0.9375246,-0.8806537,0.0568709
78,-0.85854346,-0.9168306,"('nonresilient', 'resilient')",-0.8585435,-0.9168306,-0.0582871
79,-0.90350574,-1.0714381,"('wavering', 'unwavering')",-0.9035057,-1.0714381,-0.1679324
80,1.0895452,1.126113,"('dominated', 'dominating')",1.0895452,1.1261131,0.0365679
