,alexandria_male,alexandria_female,tuple,real_male,real_female,est_male,est_female,equities_male,equities_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5486138,0.45079815,"('unsociable', 'sociable')",1.2602544,1.1893783,1.4840842,1.4362614,-1.4656038,-1.517969,-0.13346505,-0.16603285,0.3387767,0.2784872,-0.0602895
1,-0.68570757,-0.64398503,"('unfriendly', 'friendly')",-1.5971894,-1.5571988,-1.5033181,-1.4927776,-1.4006401,-1.4055395,1.7817057,1.6494174,-0.6810299,-0.6900167,-0.0089868
2,1.1136134,1.1573921,"('unlikable', 'likable')",1.2618412,1.3245454,1.5286094,1.5900898,0.65806085,0.7667564,0.50960636,0.5893761,1.0143462,1.0856319,0.0712857
3,0.36183947,0.51667315,"('repellent', 'pleasant')",0.07241507,0.094049744,0.4376837,0.48602688,-0.6975396,-0.6601872,0.4481526,0.48078877,0.1245102,0.1834703,0.0589601
4,-0.83774346,-0.8035562,"('disliked', 'liked')",-0.8849493,-0.86490554,-2.0121608,-2.0795326,0.35214186,0.33414742,-6.2672114,-6.380668,-1.9299847,-1.9589031,-0.0289184
5,-0.9563707,-0.885121,"('distant', 'outgoing')",-2.2061648,-2.0926008,-2.0073848,-1.9586899,0.21914186,0.25917947,-0.3860714,-0.39016786,-1.0673699,-1.01348,0.0538899
6,-0.8059059,-0.7345785,"('distant', 'open')",-2.2901235,-2.2006378,-1.6304594,-1.5856258,0.12403185,0.14528263,0.0019947067,-0.068773165,-0.9200924,-0.8888665,0.0312259
7,0.45788997,0.50070095,"('insensitive', 'sensitive')",0.30262023,0.25546506,0.9033546,0.8835267,-0.9819949,-0.9449801,0.92861456,0.9167756,0.3220969,0.3222976,0.0002007
8,0.3129828,0.35614526,"('unaffectionate', 'affectionate')",-1.437449,-1.3767188,-1.5528417,-1.5697556,-1.8464285,-1.8395674,0.5817081,0.46507084,-0.7884057,-0.7929651,-0.0045594
9,0.7523747,0.7916762,"('unaffectionate', 'caring')",-0.5678753,-0.5649349,-1.3708996,-1.3904629,-1.7206444,-1.702167,1.0839095,1.0481459,-0.364627,-0.3635485,0.0010785
10,0.5688253,0.5762997,"('unsympathetic', 'sympathetic')",0.7492528,0.6471731,1.2959151,1.287554,-2.1911926,-2.2130554,0.26459518,0.21824926,0.1374791,0.1032441,-0.034235
11,0.15469606,0.12361482,"('unhelpful', 'helpful')",0.6417069,0.55494463,0.58711916,0.61555696,-1.3744811,-1.3870384,2.3726673,2.4395359,0.4763416,0.4693228,-0.0070188
12,1.7601401,1.824643,"('unsupportive', 'supportive')",0.60631824,0.6138712,0.4084776,0.3588946,-1.2104428,-1.1241221,-1.4841204,-1.4614048,0.0160746,0.0423764,0.0263018
13,-0.03721599,-0.21057524,"('impolite', 'polite')",2.0617156,2.0057936,2.3301198,2.3268375,-0.4440705,-0.45074743,0.2300985,0.21640353,0.8281295,0.7775424,-0.0505871
14,1.0114684,0.9644913,"('antisocial', 'social')",2.5944612,2.573505,2.0341365,1.9678904,-0.68324196,-0.65725946,-0.28395846,-0.24505204,0.9345732,0.920715,-0.0138582
15,-0.42693478,-0.5710291,"('boring', 'funny')",0.2976105,0.28071433,0.7205983,0.6870863,0.6424581,0.58429235,0.1939885,0.19235879,0.2855441,0.2346845,-0.0508596
16,-1.8356819,-1.8055261,"('unpopular', 'popular')",-1.1013522,-1.069853,-1.907511,-1.8850067,-0.5481008,-0.5462552,0.35257697,0.34434947,-1.0080139,-0.9924582,0.0155557
17,-0.45654806,-0.37813032,"('nasty', 'nice')",0.45406383,0.5342461,-0.36575645,-0.37135404,0.30863956,0.35048077,-0.43182898,-0.35391065,-0.098286,-0.0437336,0.0545524
18,1.1174928,1.1740698,"('disagreeable', 'welcoming')",-0.49709556,-0.42152697,-0.6556651,-0.6459113,-1.0078683,-0.97595865,-0.539451,-0.58443195,-0.3165174,-0.2907518,0.0257656
19,-1.495914,-1.3857342,"('inhospitable', 'hospitable')",-2.038672,-1.9676622,-1.8345717,-1.7746961,-1.6375936,-1.6024312,-0.6115002,-0.57784754,-1.5236504,-1.4616743,0.0619761
20,0.26924586,0.29007313,"('rough', 'thoughtful')",-0.16440082,-0.17343467,-0.24892876,-0.26771116,-0.53419906,-0.5215962,0.8603764,0.826899,0.0364187,0.030846,-0.0055727
21,0.771705,0.76404214,"('immoral', 'moral')",1.2984633,1.2358472,1.9756808,2.002751,-1.1198084,-1.1111338,-0.46318185,-0.40689963,0.4925717,0.4969214,0.0043497
22,-0.095850736,-0.079041466,"('untrustworthy', 'trustworthy')",1.0818542,1.0304784,0.9754458,0.9408431,-0.56331897,-0.5746904,-0.9653453,-0.99219716,0.086557,0.0650785,-0.0214785
