,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.66914713,-0.8676042,"('unsociable', 'sociable')",-0.176039,-0.2829497,-0.53186125,-0.7169779,-0.4590158,-0.6225106,-0.1634948
1,-1.1637957,-1.4085499,"('unfriendly', 'friendly')",1.0577658,0.8632354,1.9419482,1.8218421,0.6119728,0.4255092,-0.1864636
2,0.9060024,0.9206652,"('unlikable', 'likable')",0.49585697,0.6266763,0.8964978,0.98497766,0.7661191,0.8441064,0.0779873
3,0.058320977,0.11034137,"('repellent', 'pleasant')",-0.16793919,-0.046467103,0.088830836,0.14018126,-0.0069291,0.0680185,0.0749476
4,0.19770384,0.10727585,"('disliked', 'liked')",-0.70576394,-0.7496651,-5.9547524,-6.1019516,-2.1542708,-2.2481136,-0.0938428
5,-0.6764356,-0.6913173,"('distant', 'outgoing')",0.023112051,-0.007588081,0.121036105,0.1739923,-0.1774291,-0.174971,0.0024581
6,-1.0037851,-1.0010834,"('distant', 'open')",-0.28207752,-0.31287217,0.6796197,0.7078282,-0.202081,-0.2020424,3.86e-05
7,-0.29325885,-0.32828337,"('insensitive', 'sensitive')",-0.007922549,0.025695983,0.42287526,0.4783464,0.0405646,0.0585863,0.0180217
8,-0.52777004,-0.6218691,"('unaffectionate', 'affectionate')",0.2621035,0.22441208,1.065583,1.0221493,0.2666388,0.2082308,-0.058408
9,-0.6343549,-0.8006362,"('unaffectionate', 'caring')",0.617812,0.56640524,1.2225269,1.1989405,0.4019947,0.3215699,-0.0804248
10,-1.1083741,-1.1962794,"('unsympathetic', 'sympathetic')",-1.2056314,-1.2021571,-0.90105116,-0.91094077,-1.0716855,-1.1031257,-0.0314402
11,-0.037333626,-0.030401642,"('unhelpful', 'helpful')",0.8650604,0.9633545,1.5397063,1.6005588,0.7891444,0.8445039,0.0553595
12,-0.15227476,-0.097082265,"('unsupportive', 'supportive')",-0.52726525,-0.32122186,-2.0964293,-2.0579538,-0.9253232,-0.8254193,0.0999039
13,-0.32127512,-0.3547526,"('impolite', 'polite')",-0.21636909,-0.17195666,-0.68909526,-0.69937307,-0.4089131,-0.4086941,0.000219
14,0.32443914,0.2326025,"('antisocial', 'social')",-0.0655102,0.0044793,-0.61358404,-0.72103316,-0.1182184,-0.1613171,-0.0430987
15,0.5458788,0.39150763,"('boring', 'funny')",0.6564145,0.5364344,0.7777533,0.6785677,0.6600156,0.5355032,-0.1245124
16,0.055747267,0.034477316,"('unpopular', 'popular')",0.1894041,0.19589707,1.0499798,1.0044926,0.4317104,0.4116224,-0.020088
17,0.11384876,0.18049319,"('nasty', 'nice')",-0.23721492,-0.092650786,-0.2998373,-0.308451,-0.1410678,-0.0735362,0.0675316
18,-0.24981001,-0.27141201,"('disagreeable', 'welcoming')",-0.36365977,-0.26774576,-0.39814803,-0.3958456,-0.3372059,-0.3116678,0.0255381
19,-0.1097872,-0.07893028,"('inhospitable', 'hospitable')",-0.3123129,-0.29741925,0.14556634,0.30882016,-0.0921779,-0.0225098,0.0696681
20,0.08307385,0.10347725,"('rough', 'thoughtful')",0.78375864,0.8716471,0.87569165,0.80470645,0.5808414,0.5932769,0.0124355
21,0.39907855,0.31397012,"('immoral', 'moral')",0.46084285,0.39418012,-0.86934054,-0.86807704,-0.0031397,-0.0533089,-0.0501692
22,0.50403726,0.44630867,"('untrustworthy', 'trustworthy')",-0.09163079,-0.18351452,-0.8892869,-0.9633854,-0.1589601,-0.2335304,-0.0745703
23,-0.17657849,-0.25234705,"('insincere', 'sincere')",0.6947499,0.7309857,5.4260273,5.3624234,1.9813995,1.9470207,-0.0343788
24,0.44560182,0.40169972,"('dishonest', 'honest')",-1.2143333,-1.23778,0.5474827,0.5248933,-0.0737496,-0.103729,-0.0299794
