,molson_male,molson_female,tuple,coors_male,coors_female,beverage_male,beverage_female,co_male,co_female,average_male,average_female,female-male
0,-1.1203183,-1.2274462,"('unsociable', 'sociable')",-1.5628256,-1.7211337,0.6188805,0.49794844,0.042770095,-0.077120095,-0.5053733,-0.6319379,-0.1265646
1,0.20521884,0.007511951,"('unfriendly', 'friendly')",0.31594646,0.20622946,1.2854635,1.1691008,2.1972284,2.0433102,1.0009643,0.8565381,-0.1444262
2,-0.018659517,0.05334594,"('unlikable', 'likable')",0.41439274,0.3857576,0.7481865,0.79967636,0.5941297,0.7289015,0.4345123,0.4919204,0.0574081
3,-1.6024705,-1.5761592,"('repellent', 'pleasant')",-1.2428374,-1.2713991,-1.640682,-1.6166148,0.006454706,0.024592496,-1.1198838,-1.1098952,0.0099886
4,0.93861145,0.92745274,"('disliked', 'liked')",0.54345024,0.57519513,0.9630273,0.9298372,-6.9153605,-6.9044533,-1.1175679,-1.117992,-0.0004241
5,1.4518851,1.4612801,"('distant', 'outgoing')",1.1259594,1.2200925,1.5902241,1.6272331,-0.30820826,-0.25317758,0.9649652,1.013857,0.0488918
6,1.0083894,1.0364017,"('distant', 'open')",0.961557,1.0683914,1.2957282,1.3191924,0.15085708,0.1809679,0.8541329,0.9012383,0.0471054
7,-1.2210069,-1.1990037,"('insensitive', 'sensitive')",-1.0423336,-1.1006284,-0.21056558,-0.14495158,0.24430731,0.24002013,-0.5573997,-0.5511409,0.0062588
8,-0.30061594,-0.46435088,"('unaffectionate', 'affectionate')",-0.4201665,-0.5426463,1.0033007,0.88641304,0.69577706,0.621213,0.2445738,0.1251572,-0.1194166
9,0.0270712,-0.10970387,"('unaffectionate', 'caring')",-0.18080461,-0.29460886,1.1912444,1.0889137,1.3012165,1.256888,0.5846819,0.4853722,-0.0993097
10,-2.5606894,-2.6476429,"('unsympathetic', 'sympathetic')",-3.148216,-3.2452538,-1.7984288,-1.7769386,-0.4734908,-0.49384516,-1.9952061,-2.04092,-0.0457139
11,-1.5930458,-1.642942,"('unhelpful', 'helpful')",-1.6247715,-1.6691906,-0.1722253,-0.13883555,2.0348988,2.0688238,-0.3387859,-0.3455361,-0.0067502
12,-0.002933193,-0.030615183,"('unsupportive', 'supportive')",-0.35875785,-0.36707568,0.9773699,0.99918884,-1.8157797,-1.7808707,-0.3000252,-0.2948432,0.005182
13,-0.55826855,-0.58514,"('impolite', 'polite')",-1.2027204,-1.2697734,-0.23982301,-0.21984206,-0.24259597,-0.28683922,-0.560852,-0.5903987,-0.0295467
14,-1.2736131,-1.3106391,"('antisocial', 'social')",-2.2962356,-2.3684433,0.18470259,0.13430095,-1.0395283,-1.0832981,-1.1061685,-1.1570199,-0.0508514
15,0.17124036,0.19946122,"('boring', 'funny')",0.81482345,0.75161475,0.8581936,0.81645864,0.075187705,0.09807801,0.4798613,0.4664032,-0.0134581
16,0.42206943,0.42286932,"('unpopular', 'popular')",0.7727756,0.7292334,-0.08142984,-0.119581714,0.24361716,0.11084992,0.3392581,0.2858427,-0.0534154
17,-0.79064953,-0.6624318,"('nasty', 'nice')",-0.7175262,-0.6509416,-1.1913482,-1.1396596,-0.78679585,-0.7131322,-0.8715799,-0.7915413,0.0800386
18,-0.000101869926,-0.018880824,"('disagreeable', 'welcoming')",-0.69033605,-0.6550218,0.21305177,0.2573938,-0.58927435,-0.6193074,-0.2666651,-0.258954,0.0077111
19,-0.17374405,-0.14478903,"('inhospitable', 'hospitable')",0.22116596,0.26900944,0.04952547,0.09915951,-0.33534196,-0.27845493,-0.0595986,-0.0137688,0.0458298
20,-1.0977485,-1.0811529,"('rough', 'thoughtful')",-0.29010004,-0.30664077,-0.42220426,-0.35324976,0.26079845,0.2830351,-0.3873136,-0.3645021,0.0228115
21,-1.9884049,-1.9576582,"('immoral', 'moral')",-2.1028557,-2.177768,-0.50070065,-0.49586293,-0.9842496,-0.94714797,-1.3940526,-1.3946092,-0.0005566
22,-0.7563672,-0.78821754,"('untrustworthy', 'trustworthy')",-0.86724925,-1.0040704,-1.3153707,-1.3301948,-0.9455698,-0.92237496,-0.9711393,-1.0112145,-0.0400752
23,-1.0029875,-1.1331563,"('insincere', 'sincere')",-1.5706335,-1.6738774,0.029025894,0.04015367,6.2019396,6.1009874,0.9143361,0.8335269,-0.0808092
24,-0.5048833,-0.53228,"('dishonest', 'honest')",-1.3290637,-1.4429963,0.076758385,0.045183882,0.9917064,0.97503644,-0.1913705,-0.238764,-0.0473935
25,0.38539118,0.3130762,"('egoistic', 'altruistic')",1.5130427,1.4031144,0.7489509,0.6152227,1.4673498,1.358804,1.0286837,0.9225543,-0.1061294
26,0.119071804,-0.035940237,"('hardhearted', 'benevolent')",0.023506572,-0.07705458,1.5510406,1.4852483,1.2606417,1.218485,0.7385652,0.6476846,-0.0908806
27,-0.7389562,-0.7528241,"('hardhearted', 'softhearted')",-0.49322084,-0.5030749,0.12123899,0.0982111,1.0870308,0.9765092,-0.0059768,-0.0452947,-0.0393179
28,-0.9458211,-1.1146668,"('disloyal', 'loyal')",-1.0635395,-1.2316977,0.2180888,0.066821665,1.3319393,1.1987946,-0.1148331,-0.2701871,-0.155354
29,0.5185734,0.5218989,"('unfair', 'fair')",0.17569314,0.18214643,0.00035416335,0.024494454,-0.7159497,-0.7662724,-0.0053322,-0.0094332,-0.004101
30,-1.5733901,-1.565127,"('intolerant', 'tolerant')",-1.9720019,-2.0091317,-0.20520458,-0.16514957,-0.126866,-0.074207515,-0.9693657,-0.953404,0.0159617
31,0.5271773,0.64092326,"('evil', 'good')",1.1781878,1.2862765,-0.6334028,-0.5466521,-1.2062182,-1.194449,-0.033564,0.0465247,0.0800887
32,-0.36753386,-0.49523747,"('unkind', 'kind')",-1.1286803,-1.2518171,0.3172923,0.26644906,1.120662,1.052927,-0.014565,-0.1069196,-0.0923546
33,1.4421632,1.4253587,"('wrong', 'right')",1.4484421,1.4393008,1.6821835,1.6657637,-0.12786885,-0.14189886,1.1112301,1.0971311,-0.014099
34,-0.7064779,-0.6355133,"('mean', 'honorable')",-0.34118626,-0.34321955,-0.36106846,-0.26608622,5.35407,5.3585653,0.9863344,1.0284365,0.0421021
