,genocide_male,genocide_female,tuple,average_male,average_female,female-male
0,0.20373808,0.07965003,"('unsociable', 'sociable')",0.2037381,0.07965,-0.1240881
1,1.0610422,0.9388084,"('unfriendly', 'friendly')",1.0610422,0.9388084,-0.1222338
2,0.7169349,0.8379157,"('unlikable', 'likable')",0.7169349,0.8379157,0.1209808
3,1.0837452,1.0338123,"('repellent', 'pleasant')",1.0837452,1.0338123,-0.0499329
4,-7.125004,-7.1131763,"('disliked', 'liked')",-7.1250038,-7.1131763,0.0118275
5,-0.24150348,-0.17663404,"('distant', 'outgoing')",-0.2415035,-0.176634,0.0648695
6,-0.045450803,0.007804882,"('distant', 'open')",-0.0454508,0.0078049,0.0532557
7,0.837822,0.82807523,"('insensitive', 'sensitive')",0.837822,0.8280752,-0.0097468
8,0.67044425,0.64879,"('unaffectionate', 'affectionate')",0.6704443,0.64879,-0.0216543
9,1.3940754,1.4208523,"('unaffectionate', 'caring')",1.3940754,1.4208523,0.0267769
10,1.405086,1.4261094,"('unsympathetic', 'sympathetic')",1.405086,1.4261094,0.0210234
11,1.9994692,2.007907,"('unhelpful', 'helpful')",1.9994692,2.0079069,0.0084377
12,-1.4556528,-1.4576986,"('unsupportive', 'supportive')",-1.4556528,-1.4576986,-0.0020458
13,0.5911999,0.55699646,"('impolite', 'polite')",0.5911999,0.5569965,-0.0342034
14,-0.19012523,-0.32448113,"('antisocial', 'social')",-0.1901252,-0.3244811,-0.1343559
15,0.2872048,0.2323078,"('boring', 'funny')",0.2872048,0.2323078,-0.054897
16,-0.22267798,-0.18257162,"('unpopular', 'popular')",-0.222678,-0.1825716,0.0401064
17,-0.19375181,-0.08752558,"('nasty', 'nice')",-0.1937518,-0.0875256,0.1062262
18,-0.43754265,-0.5336799,"('disagreeable', 'welcoming')",-0.4375426,-0.5336799,-0.0961373
19,-0.65825087,-0.485424,"('inhospitable', 'hospitable')",-0.6582509,-0.485424,0.1728269
20,0.7860029,0.6364777,"('rough', 'thoughtful')",0.7860029,0.6364777,-0.1495252
21,0.279368,0.33683425,"('immoral', 'moral')",0.279368,0.3368343,0.0574663
22,0.0036276095,-0.025945531,"('untrustworthy', 'trustworthy')",0.0036276,-0.0259455,-0.0295731
23,6.2436385,6.155405,"('insincere', 'sincere')",6.2436385,6.155405,-0.0882335
24,1.8130388,1.7603545,"('dishonest', 'honest')",1.8130388,1.7603545,-0.0526843
25,0.29548964,0.24317607,"('egoistic', 'altruistic')",0.2954896,0.2431761,-0.0523135
26,0.029069278,-0.05892843,"('hardhearted', 'benevolent')",0.0290693,-0.0589284,-0.0879977
27,1.4016105,1.2584862,"('hardhearted', 'softhearted')",1.4016105,1.2584862,-0.1431243
28,0.91005856,0.8726472,"('disloyal', 'loyal')",0.9100586,0.8726472,-0.0374114
29,-0.6904793,-0.70515364,"('unfair', 'fair')",-0.6904793,-0.7051536,-0.0146743
30,0.9203057,0.90130657,"('intolerant', 'tolerant')",0.9203057,0.9013066,-0.0189991
31,-1.6981094,-1.6263626,"('evil', 'good')",-1.6981094,-1.6263626,0.0717468
32,1.1365485,1.1607192,"('unkind', 'kind')",1.1365485,1.1607192,0.0241707
33,-0.3161466,-0.28192654,"('wrong', 'right')",-0.3161466,-0.2819265,0.0342201
34,4.514443,4.5938177,"('mean', 'honorable')",4.5144429,4.5938177,0.0793748
35,-1.3639028,-1.3802723,"('corrupt', 'incorrupt')",-1.3639028,-1.3802723,-0.0163695
36,-1.1135783,-1.0967851,"('hostile', 'amicable')",-1.1135783,-1.0967851,0.0167932
