,general_male,general_female,tuple,dynamics_male,dynamics_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.7397584,-1.7565912,"('unsociable', 'sociable')",-0.8030603,-0.83964527,-0.6062632,-0.57735854,-1.0496939,-1.057865,-0.0081711
1,0.03825985,-0.2158129,"('unfriendly', 'friendly')",2.1052313,1.918713,1.7021756,1.3977877,1.2818889,1.0335626,-0.2483263
2,0.43348232,0.61601776,"('unlikable', 'likable')",0.79465,0.8337502,0.5605362,0.5390438,0.5962229,0.6629372,0.0667143
3,-0.95816994,-0.94982946,"('repellent', 'pleasant')",-0.9948047,-0.9647724,0.86305505,0.9587271,-0.3633065,-0.3186249,0.0446816
4,-0.45771372,-0.6318525,"('disliked', 'liked')",0.112625726,-0.03919349,-7.6398616,-7.9782205,-2.6616499,-2.8830887,-0.2214388
5,-0.12369326,-0.14157146,"('distant', 'outgoing')",1.4088241,1.3484968,-0.3762877,-0.5286463,0.3029477,0.226093,-0.0768547
6,-0.61120117,-0.65240747,"('distant', 'open')",0.86087555,0.7627348,0.046187527,-0.11562321,0.0986206,-0.0017653,-0.1003859
7,-0.6158251,-0.63924855,"('insensitive', 'sensitive')",-0.406784,-0.4028466,0.38629907,0.44476783,-0.2121033,-0.1991091,0.0129942
8,-0.37561142,-0.41840005,"('unaffectionate', 'affectionate')",1.0717025,1.0300448,1.0846485,0.912031,0.5935798,0.5078919,-0.0856879
9,0.18590835,0.13381521,"('unaffectionate', 'caring')",1.4187921,1.3822514,1.6063339,1.5392228,1.0703448,1.0184298,-0.051915
10,-1.849088,-1.8786808,"('unsympathetic', 'sympathetic')",-1.3081,-1.3471297,-0.51841104,-0.31806943,-1.2251997,-1.1812933,0.0439064
11,-0.4899996,-0.5016604,"('unhelpful', 'helpful')",-0.19363572,-0.13826686,1.2760969,1.4601399,0.1974872,0.2734042,0.075917
12,0.2087079,0.24493894,"('unsupportive', 'supportive')",0.7126285,0.72706825,-2.1325855,-2.1625788,-0.4037497,-0.3968572,0.0068925
13,-1.2481489,-1.1986918,"('impolite', 'polite')",-1.4235827,-1.4220257,-0.8520526,-0.5921049,-1.1745947,-1.0709408,0.1036539
14,-1.1556802,-1.0241388,"('antisocial', 'social')",-0.531011,-0.55260587,-0.3632891,-0.31537822,-0.6833267,-0.6307076,0.0526191
15,0.046296462,-0.09191769,"('boring', 'funny')",0.57697684,0.45062694,0.22799164,0.15717782,0.283755,0.1719624,-0.1117926
16,0.26853713,0.2368668,"('unpopular', 'popular')",-0.020176537,-0.017550055,0.5211346,0.44249046,0.2564984,0.2206024,-0.035896
17,-0.55862176,-0.50011176,"('nasty', 'nice')",-0.48021576,-0.46259895,-0.1736194,-0.1334858,-0.4041523,-0.3653988,0.0387535
18,0.072022036,0.14896956,"('disagreeable', 'welcoming')",-0.3119654,-0.281793,-0.5445297,-0.5914729,-0.261491,-0.2414321,0.0200589
19,0.5269731,0.5474256,"('inhospitable', 'hospitable')",0.85133916,0.77864826,-0.2542661,-0.31178078,0.3746821,0.3380977,-0.0365844
20,0.2104531,0.29872113,"('rough', 'thoughtful')",0.5651952,0.6005207,0.7414556,0.6961672,0.5057013,0.531803,0.0261017
21,0.24928327,0.16347834,"('immoral', 'moral')",-0.30088714,-0.3799011,-1.0039845,-0.7366694,-0.3518628,-0.3176974,0.0341654
22,-0.45672888,-0.49686074,"('untrustworthy', 'trustworthy')",-0.5070003,-0.59936976,-1.200596,-1.1776351,-0.7214417,-0.7579552,-0.0365135
23,-0.5065465,-0.5776847,"('insincere', 'sincere')",0.3067977,0.28327808,6.2794175,6.4698296,2.0265562,2.0584744,0.0319182
24,0.033404544,0.096618734,"('dishonest', 'honest')",0.08340422,0.107088506,0.44796708,0.4012175,0.1882586,0.2016416,0.013383
25,0.49192995,0.456675,"('egoistic', 'altruistic')",1.5247428,1.5049584,1.6105964,1.4886898,1.2090898,1.1501077,-0.0589821
26,0.4371336,0.3534466,"('hardhearted', 'benevolent')",2.2351196,2.092663,1.812896,1.5129703,1.4950498,1.3196934,-0.1753564
27,-1.3577152,-1.1372833,"('hardhearted', 'softhearted')",-0.64731646,-0.60222924,1.5923861,1.4333774,-0.1375485,-0.1020451,0.0355034
28,-0.4951541,-0.73492825,"('disloyal', 'loyal')",0.27054122,0.15176788,1.1585828,1.0941926,0.3113233,0.1703441,-0.1409792
29,0.5120837,0.3995947,"('unfair', 'fair')",0.27803972,0.19160134,-0.34889087,-0.5879077,0.1470775,0.0010961,-0.1459814
30,-1.5169103,-1.4199789,"('intolerant', 'tolerant')",-0.45388657,-0.4660113,0.094716445,0.19280219,-0.6253601,-0.564396,0.0609641
31,-0.12588143,-0.17118874,"('evil', 'good')",1.2666681,1.1979476,-0.24599873,-0.5666294,0.2982626,0.1533765,-0.1448861
32,-0.22580588,-0.1965454,"('unkind', 'kind')",0.40902302,0.384736,1.0004073,0.8272718,0.3945415,0.3384875,-0.056054
33,1.4143813,1.3319951,"('wrong', 'right')",1.5543612,1.3986655,0.024980886,-0.17546086,0.9979077,0.8517333,-0.1461744
34,-0.930001,-0.7165522,"('mean', 'honorable')",0.02686277,0.16784915,5.361516,5.665344,1.4861259,1.705547,0.2194211
35,1.1616772,0.9887804,"('corrupt', 'incorrupt')",0.59470624,0.50992215,-0.28965217,-0.52730775,0.4889104,0.3237983,-0.1651121
36,-0.08556878,-0.3343219,"('hostile', 'amicable')",0.39386332,0.21857019,0.22659796,-0.05908025,0.1782975,-0.0582773,-0.2365748
37,0.49281442,0.5465253,"('fake', 'genuine')",0.019956753,-0.022037387,0.13521668,0.13925007,0.2159959,0.221246,0.0052501
38,-0.5626084,-0.67904663,"('untruthful', 'truthful')",0.42120507,0.42220852,-0.43573934,-0.39281633,-0.1923809,-0.2165515,-0.0241706
39,1.3329862,1.4973817,"('exploitative', 'cooperative')",0.45769176,0.53534466,0.31189322,0.3481686,0.7008571,0.7936316,0.0927745
40,0.45752135,0.4684862,"('stingy', 'generous')",-0.07320505,-0.0415266,-1.7936462,-2.0835485,-0.4697766,-0.5521963,-0.0824197
41,-0.30480027,-0.32367635,"('unforgiving', 'forgiving')",-0.16488889,-0.21457593,0.15130964,-0.044131394,-0.1061265,-0.1941279,-0.0880014
42,-1.3651271,-1.0267746,"('unreliable', 'reliable')",-1.622272,-1.4593276,-3.6881456,-3.5696394,-2.2251816,-2.0185804,0.2066012
43,-1.0552284,-0.8145601,"('irresponsible', 'responsible')",-0.47090247,-0.37719685,-0.23100391,-0.08930393,-0.5857116,-0.4270203,0.1586913
44,-0.06431266,0.0801432,"('prejudiced', 'unprejudiced')",-1.3001163,-1.1571652,-1.4111136,-1.3974817,-0.9251809,-0.8248345,0.1003464
45,-1.6320864,-1.6776037,"('incompetent', 'competent')",-0.92972475,-1.0355163,-0.38044274,-0.42371827,-0.9807514,-1.0456127,-0.0648613
46,-0.2410419,-0.33405292,"('uncompetitive', 'competitive')",-0.45754358,-0.49281943,-1.5821103,-1.4510536,-0.760232,-0.7593087,0.0009233
47,-1.1410886,-0.84755874,"('stupid', 'smart')",-0.4018377,-0.30027378,5.3754406,5.638117,1.2775048,1.4967615,0.2192567
48,-0.52701896,-0.6292906,"('unintelligent', 'intelligent')",0.5030045,0.47249871,0.28564635,0.33547616,0.0872106,0.0595614,-0.0276492
49,-0.8932576,-0.88423234,"('unable', 'able')",0.20581643,0.2617713,-0.35979384,-0.21814561,-0.3490783,-0.2802022,0.0688761
50,0.85665226,0.79156053,"('clumsy', 'skillful')",0.31293738,0.20296854,0.09381131,-0.03054406,0.4211336,0.3213283,-0.0998053
51,-0.8793814,-1.0614111,"('uneducated', 'educated')",-0.4213518,-0.5212151,0.19402635,0.26385382,-0.3689023,-0.4395908,-0.0706885
52,0.8523112,0.5899084,"('irrational', 'rational')",0.45819646,0.24169199,0.5117537,0.28830016,0.6074204,0.3733002,-0.2341202
53,0.037791748,-0.10513115,"('uncreative', 'creative')",0.7386111,0.5897957,0.44065464,0.33550844,0.4056858,0.273391,-0.1322948
54,-0.22974978,-0.5206914,"('incapable', 'capable')",0.8701056,0.72821593,1.0490966,1.062058,0.5631508,0.4231942,-0.1399566
55,-1.1310334,-1.0911428,"('incompetent', 'clever')",-0.86035454,-0.8733152,-0.12540677,0.047387473,-0.7055983,-0.6390235,0.0665748
56,-0.76511204,-0.69303954,"('impractical', 'practical')",-0.017430842,-0.043091208,-1.2020869,-1.0141202,-0.6615433,-0.583417,0.0781263
57,-1.1650684,-1.4744736,"('unimaginative', 'imaginative')",-0.98465306,-1.1540303,-3.1904564,-3.2739313,-1.7800592,-1.9674784,-0.1874192
58,0.80687225,0.8683461,"('undiscriminating', 'discriminating')",0.121012315,0.053942062,-0.042140644,-0.06802877,0.295248,0.2847531,-0.0104949
59,0.80713415,0.6667487,"('foolish', 'wise')",1.2693696,1.2070954,0.12506072,0.06741828,0.7338549,0.6470875,-0.0867674
60,-1.6761374,-1.3974298,"('inefficient', 'efficient')",-0.87610906,-0.7296803,-0.5462055,-0.17883304,-1.0328174,-0.7686477,0.2641697
61,0.062583104,-0.031088293,"('illogical', 'logical')",0.8493899,0.62241375,0.6609742,0.5388827,0.5243158,0.376736,-0.1475798
62,-1.5962169,-1.4563541,"('incompetent', 'brilliant')",-0.5251349,-0.4556953,-0.1723451,0.066600785,-0.7645656,-0.6151495,0.1494161
63,-0.6286307,-0.69193035,"('unperceptive', 'insightful')",0.4377875,0.3990055,0.077244356,0.19525033,-0.0378663,-0.0325582,0.0053081
64,-0.055928916,-0.0850672,"('shy', 'confident')",-0.8732525,-0.9100853,-7.3260922,-7.3742094,-2.7517579,-2.7897873,-0.0380294
65,-0.78836083,-0.7709527,"('insecure', 'secure')",-0.73499185,-0.72449446,-0.3541787,-0.03221336,-0.6258438,-0.5092202,0.1166236
