,republic_male,republic_female,tuple,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,1.3863322,1.2046782,"('unsociable', 'sociable')",1.2038044,1.0088803,-0.0507388,-0.30218762,0.8464659,0.6371236,-0.2093423
1,-0.5385882,-0.41435316,"('unfriendly', 'friendly')",-0.005246319,-0.027534464,1.5671287,1.5381645,0.341098,0.3654256,0.0243276
2,0.57795405,0.6706925,"('unlikable', 'likable')",1.5426064,1.6736575,0.8757189,1.0173393,0.9987597,1.1205632,0.1218035
3,0.8382908,0.9574919,"('repellent', 'pleasant')",0.50627667,0.59158,0.1574091,0.19691767,0.5006589,0.5819965,0.0813376
4,-1.4933685,-1.5678445,"('disliked', 'liked')",-0.3400194,-0.4191009,-5.2438054,-5.3073688,-2.3590644,-2.4314381,-0.0723737
5,-1.1564401,-1.0604472,"('distant', 'outgoing')",-0.55669856,-0.4513275,-0.0925464,-0.04504151,-0.601895,-0.5189388,0.0829562
6,-1.6249313,-1.4391072,"('distant', 'open')",-1.1080389,-0.94515324,0.3985917,0.46037087,-0.7781262,-0.6412965,0.1368297
7,0.84162414,0.82798934,"('insensitive', 'sensitive')",0.67169374,0.7110426,0.42825228,0.39153418,0.64719,0.6435221,-0.0036679
8,-0.4269786,-0.30194253,"('unaffectionate', 'affectionate')",-0.63521975,-0.5244843,0.48814514,0.49542376,-0.1913511,-0.1103343,0.0810168
9,0.5395295,0.6007506,"('unaffectionate', 'caring')",0.5468298,0.6030668,0.8787787,0.8811966,0.655046,0.6950046,0.0399586
10,1.4889292,1.4287988,"('unsympathetic', 'sympathetic')",0.6104911,0.6302249,-0.3976306,-0.520181,0.5672632,0.5129476,-0.0543156
11,1.2358812,1.2025255,"('unhelpful', 'helpful')",1.602586,1.603364,1.8799192,1.8656945,1.5727954,1.5571947,-0.0156007
12,0.99054474,1.0740153,"('unsupportive', 'supportive')",1.1259569,1.3335679,-1.8404176,-1.8262197,0.092028,0.1937879,0.1017599
13,0.69939655,0.5607874,"('impolite', 'polite')",0.6861521,0.6352429,-0.29038027,-0.41081703,0.3650561,0.2617377,-0.1033184
14,2.526992,2.404545,"('antisocial', 'social')",2.1166818,2.0237896,-0.23720233,-0.3963064,1.4688239,1.3440094,-0.1248145
15,0.060254052,-0.080424264,"('boring', 'funny')",-0.15499142,-0.24706319,0.8417765,0.7464971,0.249013,0.1396699,-0.1093431
16,-2.1951466,-2.1239648,"('unpopular', 'popular')",-0.48436844,-0.41287094,0.5955213,0.6287366,-0.6946646,-0.636033,0.0586316
17,-0.15969443,-0.08699635,"('nasty', 'nice')",0.56170225,0.61548686,-0.13531804,-0.11484175,0.0888966,0.1378829,0.0489863
18,0.43082553,0.48678166,"('disagreeable', 'welcoming')",0.7015089,0.8727256,-0.23673452,-0.23465547,0.2985333,0.3749506,0.0764173
19,-0.6050738,-0.5238361,"('inhospitable', 'hospitable')",-0.5415947,-0.51058555,-0.05532614,0.07263167,-0.4006648,-0.3205967,0.0800681
20,0.33426476,0.38992524,"('rough', 'thoughtful')",0.48761383,0.5807557,0.5796261,0.62079245,0.4671682,0.5304911,0.0633229
21,1.5501648,1.5050402,"('immoral', 'moral')",1.6463954,1.5883183,-0.539943,-0.57419115,0.8855391,0.8397225,-0.0458166
22,0.9311502,0.88376427,"('untrustworthy', 'trustworthy')",0.9212784,0.91168404,-0.616296,-0.68746626,0.4120442,0.3693273,-0.0427169
